,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[706, 1155]], [[706, 1156]], [[705, 1157]], [[704, 1158]], [[703, 1158]], [[702, 1159]], [[701, 1159]], [[700, 1159]], [[699, 1159]], [[698, 1159]], [[697, 1160]], [[696, 1160]], [[695, 1160]], [[694, 1161]], [[693, 1162]], [[692, 1162]], [[691, 1163]], [[690, 1163]], [[689, 1163]], [[688, 1163]], [[687, 1164]], [[686, 1164]], [[685, 1165]], [[684, 1166]], [[684, 1167]], [[684, 1168]], [[684, 1169]], [[684, 1170]], [[684, 1171]], [[684, 1172]], [[684, 1173]], [[685, 1174]], [[686, 1174]], [[687, 1174]], [[688, 1174]], [[689, 1174]], [[690, 1175]], [[691, 1175]], [[692, 1175]], [[693, 1175]], [[694, 1175]], [[695, 1175]], [[696, 1176]], [[697, 1176]], [[698, 1176]], [[699, 1176]], [[700, 1176]], [[701, 1177]], [[702, 1177]], [[703, 1177]], [[704, 1176]], [[705, 1176]], [[706, 1175]], [[707, 1174]], [[708, 1173]], [[709, 1173]], [[710, 1172]], [[711, 1171]], [[712, 1170]], [[713, 1169]], [[714, 1168]], [[715, 1167]], [[716, 1166]], [[716, 1165]], [[716, 1164]], [[715, 1164]], [[714, 1163]], [[713, 1162]], [[712, 1161]], [[712, 1160]], [[711, 1159]], [[710, 1159]], [[709, 1158]], [[708, 1157]], [[708, 1156]], [[707, 1155]]]","[[], [[[696, 1150], [695, 1151], [694, 1152], [694, 1153], [694, 1154], [694, 1155], [694, 1156], [694, 1157], [693, 1158], [692, 1158], [691, 1158], [690, 1158], [689, 1159], [690, 1160], [690, 1161], [690, 1162], [691, 1162], [692, 1161], [693, 1161], [694, 1160], [695, 1159], [696, 1159], [697, 1158], [698, 1158], [699, 1158], [700, 1158], [701, 1158], [702, 1158], [702, 1157], [701, 1157], [700, 1157], [699, 1158], [698, 1158], [697, 1158], [696, 1158], [695, 1157], [694, 1156], [695, 1155], [696, 1154], [697, 1154], [698, 1154], [698, 1153], [697, 1153], [696, 1152], [696, 1151]]]]","[[], 0]"
1,1,"[[[561, 1148]], [[560, 1149]], [[559, 1150]], [[558, 1151]], [[557, 1152]], [[556, 1153]], [[556, 1154]], [[555, 1155]], [[554, 1156]], [[553, 1157]], [[553, 1158]], [[552, 1159]], [[552, 1160]], [[551, 1161]], [[551, 1162]], [[550, 1163]], [[550, 1164]], [[549, 1165]], [[549, 1166]], [[549, 1167]], [[548, 1168]], [[549, 1169]], [[549, 1170]], [[549, 1171]], [[549, 1172]], [[549, 1173]], [[548, 1174]], [[547, 1174]], [[546, 1175]], [[545, 1176]], [[545, 1177]], [[544, 1178]], [[543, 1179]], [[543, 1180]], [[543, 1181]], [[543, 1182]], [[543, 1183]], [[544, 1183]], [[545, 1184]], [[545, 1185]], [[546, 1186]], [[547, 1186]], [[548, 1187]], [[549, 1188]], [[550, 1189]], [[550, 1190]], [[551, 1190]], [[552, 1190]], [[553, 1190]], [[554, 1190]], [[555, 1190]], [[556, 1189]], [[557, 1188]], [[558, 1187]], [[559, 1187]], [[560, 1187]], [[561, 1187]], [[562, 1186]], [[563, 1187]], [[564, 1187]], [[565, 1187]], [[566, 1187]], [[567, 1187]], [[568, 1186]], [[569, 1186]], [[570, 1185]], [[571, 1184]], [[572, 1184]], [[573, 1183]], [[574, 1182]], [[575, 1181]], [[576, 1180]], [[577, 1179]], [[577, 1178]], [[578, 1177]], [[577, 1177]], [[576, 1176]], [[575, 1175]], [[575, 1174]], [[576, 1173]], [[576, 1172]], [[576, 1171]], [[575, 1170]], [[575, 1169]], [[574, 1168]], [[573, 1167]], [[573, 1166]], [[572, 1165]], [[572, 1164]], [[571, 1163]], [[570, 1162]], [[570, 1161]], [[570, 1160]], [[569, 1159]], [[568, 1158]], [[567, 1157]], [[567, 1156]], [[566, 1155]], [[566, 1154]], [[565, 1153]], [[565, 1152]], [[564, 1151]], [[564, 1150]], [[564, 1149]], [[563, 1148]], [[562, 1148]]]","[[[[586, 1142], [585, 1143], [584, 1144], [584, 1145], [583, 1146], [582, 1147], [581, 1148], [580, 1148], [579, 1148], [578, 1148], [577, 1148], [576, 1148], [575, 1147], [574, 1147], [573, 1147], [572, 1147], [571, 1147], [570, 1147], [569, 1147], [568, 1146], [567, 1145], [567, 1144], [566, 1144], [565, 1145], [564, 1145], [563, 1145], [562, 1146], [561, 1146], [560, 1147], [561, 1147], [562, 1147], [563, 1147], [564, 1147], [565, 1148], [566, 1148], [567, 1148], [568, 1148], [569, 1149], [570, 1149], [571, 1149], [572, 1149], [573, 1149], [574, 1149], [575, 1149], [576, 1149], [577, 1150], [578, 1150], [579, 1150], [580, 1150], [581, 1150], [582, 1149], [583, 1150], [584, 1150], [584, 1149], [584, 1148], [584, 1147], [584, 1146], [585, 1145], [586, 1145], [587, 1145], [588, 1145], [589, 1145], [590, 1145], [591, 1145], [591, 1144], [590, 1144], [589, 1145], [588, 1144], [588, 1143], [588, 1142], [587, 1142]]], [], [[[577, 1173], [576, 1174], [576, 1175], [577, 1176], [578, 1176], [579, 1177], [579, 1178], [579, 1179], [578, 1180], [577, 1180], [576, 1181], [576, 1182], [577, 1181], [578, 1180], [579, 1180], [580, 1180], [581, 1181], [582, 1181], [582, 1180], [581, 1179], [580, 1178], [580, 1177], [580, 1176], [580, 1175], [579, 1174], [578, 1174]]]]","[1, [], 2]"
2,2,"[[[753, 1146]], [[752, 1147]], [[751, 1147]], [[750, 1148]], [[749, 1149]], [[748, 1149]], [[747, 1150]], [[747, 1151]], [[746, 1152]], [[746, 1153]], [[746, 1154]], [[746, 1155]], [[746, 1156]], [[746, 1157]], [[747, 1158]], [[747, 1159]], [[747, 1160]], [[748, 1161]], [[748, 1162]], [[748, 1163]], [[749, 1163]], [[750, 1164]], [[751, 1165]], [[751, 1166]], [[751, 1167]], [[752, 1168]], [[753, 1168]], [[754, 1168]], [[755, 1167]], [[756, 1167]], [[757, 1166]], [[758, 1166]], [[759, 1165]], [[759, 1164]], [[760, 1163]], [[760, 1162]], [[761, 1161]], [[761, 1160]], [[762, 1159]], [[763, 1158]], [[764, 1158]], [[765, 1157]], [[765, 1156]], [[766, 1155]], [[766, 1154]], [[766, 1153]], [[766, 1152]], [[766, 1151]], [[766, 1150]], [[766, 1149]], [[765, 1149]], [[764, 1149]], [[763, 1148]], [[762, 1148]], [[761, 1147]], [[760, 1147]], [[759, 1147]], [[758, 1146]], [[757, 1146]], [[756, 1146]], [[755, 1146]], [[754, 1146]]]","[[[[754, 1141], [754, 1142], [753, 1143], [752, 1144], [751, 1145], [750, 1145], [749, 1145], [748, 1145], [747, 1145], [747, 1146], [746, 1147], [746, 1148], [745, 1149], [745, 1150], [745, 1151], [744, 1152], [743, 1153], [742, 1154], [743, 1154], [744, 1155], [745, 1156], [745, 1157], [744, 1158], [743, 1159], [742, 1159], [741, 1159], [741, 1160], [741, 1161], [742, 1161], [743, 1162], [743, 1163], [744, 1163], [745, 1163], [746, 1162], [747, 1161], [746, 1160], [746, 1159], [746, 1158], [745, 1157], [745, 1156], [745, 1155], [745, 1154], [745, 1153], [745, 1152], [746, 1151], [746, 1150], [747, 1149], [748, 1148], [749, 1148], [750, 1147], [751, 1146], [752, 1146], [753, 1145], [754, 1144], [754, 1143], [754, 1142]]], [[[768, 1154], [767, 1155], [766, 1156], [766, 1157], [765, 1158], [765, 1159], [765, 1160], [764, 1161], [763, 1161], [762, 1160], [762, 1161], [761, 1162], [761, 1163], [760, 1164], [760, 1165], [759, 1166], [758, 1167], [757, 1167], [756, 1168], [756, 1169], [756, 1170], [756, 1171], [756, 1172], [755, 1173], [756, 1173], [757, 1173], [758, 1173], [759, 1173], [759, 1172], [760, 1171], [761, 1171], [762, 1171], [763, 1171], [764, 1171], [765, 1171], [766, 1170], [767, 1170], [768, 1170], [769, 1171], [769, 1172], [769, 1173], [769, 1174], [770, 1174], [771, 1174], [771, 1173], [770, 1172], [769, 1171], [768, 1170], [768, 1169], [768, 1168], [767, 1168], [766, 1168], [766, 1169], [765, 1170], [764, 1169], [763, 1169], [762, 1168], [762, 1167], [762, 1166], [762, 1165], [763, 1164], [764, 1163], [765, 1163], [766, 1163], [766, 1162], [767, 1161], [768, 1160], [769, 1159], [770, 1158], [770, 1157], [769, 1156], [769, 1155], [769, 1154]]]]","[3, 4]"
3,3,"[[[530, 1145]], [[529, 1146]], [[528, 1147]], [[528, 1148]], [[527, 1149]], [[527, 1150]], [[527, 1151]], [[527, 1152]], [[526, 1153]], [[526, 1154]], [[526, 1155]], [[526, 1156]], [[526, 1157]], [[526, 1158]], [[526, 1159]], [[526, 1160]], [[526, 1161]], [[525, 1162]], [[524, 1161]], [[523, 1161]], [[522, 1161]], [[521, 1160]], [[520, 1159]], [[519, 1158]], [[518, 1157]], [[517, 1156]], [[516, 1155]], [[515, 1154]], [[514, 1154]], [[513, 1154]], [[512, 1153]], [[511, 1153]], [[510, 1152]], [[509, 1152]], [[508, 1152]], [[507, 1151]], [[506, 1152]], [[505, 1153]], [[504, 1153]], [[503, 1153]], [[502, 1153]], [[501, 1153]], [[500, 1154]], [[499, 1155]], [[498, 1156]], [[497, 1157]], [[497, 1158]], [[497, 1159]], [[497, 1160]], [[497, 1161]], [[497, 1162]], [[498, 1163]], [[498, 1164]], [[499, 1165]], [[500, 1165]], [[501, 1165]], [[502, 1166]], [[503, 1167]], [[503, 1168]], [[503, 1169]], [[504, 1170]], [[504, 1171]], [[504, 1172]], [[505, 1173]], [[506, 1174]], [[506, 1175]], [[506, 1176]], [[506, 1177]], [[506, 1178]], [[507, 1179]], [[508, 1180]], [[509, 1180]], [[510, 1180]], [[511, 1180]], [[512, 1181]], [[513, 1180]], [[514, 1180]], [[515, 1180]], [[516, 1180]], [[517, 1181]], [[518, 1181]], [[519, 1181]], [[520, 1181]], [[521, 1180]], [[522, 1181]], [[523, 1182]], [[524, 1183]], [[525, 1184]], [[526, 1185]], [[527, 1186]], [[527, 1187]], [[526, 1188]], [[526, 1189]], [[526, 1190]], [[527, 1191]], [[527, 1190]], [[527, 1189]], [[527, 1188]], [[528, 1187]], [[529, 1187]], [[530, 1186]], [[531, 1186]], [[532, 1186]], [[533, 1186]], [[533, 1185]], [[532, 1184]], [[533, 1183]], [[534, 1183]], [[535, 1182]], [[536, 1183]], [[537, 1183]], [[538, 1183]], [[538, 1182]], [[537, 1182]], [[536, 1181]], [[535, 1181]], [[534, 1181]], [[533, 1182]], [[533, 1183]], [[532, 1184]], [[531, 1183]], [[530, 1182]], [[530, 1181]], [[530, 1180]], [[530, 1179]], [[530, 1178]], [[530, 1177]], [[530, 1176]], [[529, 1175]], [[529, 1174]], [[529, 1173]], [[530, 1172]], [[531, 1171]], [[532, 1172]], [[533, 1172]], [[534, 1171]], [[535, 1171]], [[536, 1170]], [[535, 1169]], [[534, 1168]], [[533, 1167]], [[533, 1166]], [[532, 1165]], [[531, 1164]], [[531, 1163]], [[532, 1162]], [[533, 1161]], [[534, 1160]], [[534, 1159]], [[535, 1158]], [[536, 1157]], [[537, 1158]], [[538, 1158]], [[539, 1158]], [[540, 1158]], [[539, 1157]], [[538, 1157]], [[537, 1156]], [[537, 1155]], [[537, 1154]], [[538, 1153]], [[539, 1152]], [[540, 1151]], [[541, 1150]], [[542, 1150]], [[541, 1150]], [[540, 1150]], [[539, 1150]], [[538, 1151]], [[537, 1151]], [[536, 1150]], [[535, 1149]], [[534, 1149]], [[533, 1148]], [[533, 1147]], [[533, 1146]], [[532, 1145]], [[531, 1145]]]","[[], [[[481, 1153], [481, 1154], [481, 1155], [482, 1155], [483, 1156], [484, 1157], [485, 1158], [485, 1159], [484, 1160], [484, 1161], [483, 1162], [482, 1162], [482, 1163], [483, 1163], [484, 1164], [484, 1165], [485, 1165], [486, 1166], [487, 1166], [488, 1165], [489, 1165], [490, 1166], [491, 1167], [491, 1168], [492, 1169], [493, 1170], [494, 1171], [495, 1172], [495, 1173], [495, 1174], [494, 1175], [494, 1176], [494, 1177], [495, 1177], [495, 1176], [495, 1175], [496, 1174], [497, 1173], [498, 1172], [499, 1172], [500, 1172], [500, 1171], [500, 1170], [499, 1169], [498, 1170], [497, 1170], [496, 1170], [495, 1170], [494, 1169], [494, 1168], [493, 1167], [493, 1166], [493, 1165], [492, 1165], [491, 1165], [490, 1164], [489, 1164], [488, 1164], [487, 1164], [486, 1163], [486, 1162], [486, 1161], [486, 1160], [486, 1159], [486, 1158], [486, 1157], [485, 1157], [484, 1156], [484, 1155], [483, 1154], [482, 1153]]]]","[[], 5]"
4,4,"[[[21, 1138]], [[20, 1139]], [[19, 1140]], [[19, 1141]], [[18, 1142]], [[17, 1143]], [[17, 1144]], [[16, 1145]], [[15, 1146]], [[14, 1146]], [[13, 1147]], [[12, 1147]], [[11, 1148]], [[10, 1148]], [[9, 1149]], [[8, 1149]], [[7, 1150]], [[6, 1151]], [[6, 1152]], [[5, 1153]], [[4, 1154]], [[3, 1155]], [[3, 1156]], [[2, 1157]], [[2, 1158]], [[2, 1159]], [[2, 1160]], [[1, 1161]], [[1, 1162]], [[1, 1163]], [[1, 1164]], [[0, 1165]], [[0, 1166]], [[0, 1167]], [[0, 1168]], [[1, 1167]], [[2, 1168]], [[3, 1169]], [[4, 1170]], [[4, 1171]], [[5, 1171]], [[6, 1172]], [[6, 1173]], [[7, 1173]], [[8, 1173]], [[9, 1173]], [[10, 1173]], [[11, 1173]], [[12, 1172]], [[13, 1171]], [[14, 1170]], [[15, 1170]], [[16, 1169]], [[17, 1168]], [[18, 1167]], [[19, 1166]], [[19, 1165]], [[19, 1164]], [[20, 1163]], [[21, 1162]], [[21, 1161]], [[22, 1160]], [[23, 1159]], [[24, 1158]], [[25, 1157]], [[26, 1156]], [[27, 1155]], [[27, 1154]], [[28, 1153]], [[28, 1152]], [[29, 1151]], [[30, 1150]], [[30, 1149]], [[31, 1148]], [[30, 1147]], [[30, 1146]], [[30, 1145]], [[30, 1144]], [[29, 1143]], [[29, 1142]], [[28, 1141]], [[27, 1141]], [[26, 1140]], [[26, 1139]], [[25, 1139]], [[24, 1138]], [[23, 1138]], [[22, 1138]]]",[[]],[]
5,5,"[[[772, 1131]], [[771, 1132]], [[771, 1133]], [[770, 1134]], [[769, 1135]], [[768, 1136]], [[767, 1137]], [[766, 1137]], [[766, 1138]], [[766, 1139]], [[766, 1140]], [[767, 1141]], [[767, 1142]], [[767, 1143]], [[768, 1144]], [[768, 1145]], [[768, 1146]], [[769, 1146]], [[770, 1146]], [[771, 1147]], [[772, 1148]], [[772, 1149]], [[772, 1150]], [[773, 1151]], [[774, 1152]], [[775, 1153]], [[775, 1154]], [[775, 1155]], [[776, 1156]], [[777, 1157]], [[777, 1158]], [[778, 1159]], [[779, 1160]], [[780, 1161]], [[781, 1162]], [[782, 1163]], [[782, 1164]], [[782, 1165]], [[783, 1166]], [[783, 1167]], [[784, 1168]], [[785, 1168]], [[786, 1169]], [[787, 1170]], [[788, 1170]], [[789, 1171]], [[790, 1171]], [[791, 1171]], [[792, 1171]], [[793, 1170]], [[794, 1169]], [[795, 1168]], [[795, 1167]], [[796, 1166]], [[796, 1165]], [[796, 1164]], [[796, 1163]], [[796, 1162]], [[796, 1161]], [[796, 1160]], [[796, 1159]], [[797, 1158]], [[796, 1157]], [[796, 1156]], [[796, 1155]], [[795, 1155]], [[794, 1154]], [[795, 1153]], [[795, 1152]], [[794, 1152]], [[793, 1152]], [[792, 1151]], [[792, 1150]], [[791, 1149]], [[790, 1148]], [[789, 1147]], [[789, 1146]], [[789, 1145]], [[788, 1144]], [[788, 1143]], [[787, 1142]], [[786, 1141]], [[786, 1140]], [[785, 1139]], [[784, 1138]], [[784, 1137]], [[784, 1136]], [[783, 1135]], [[783, 1134]], [[782, 1133]], [[782, 1132]], [[781, 1132]], [[780, 1132]], [[779, 1132]], [[778, 1131]], [[777, 1131]], [[776, 1131]], [[775, 1131]], [[774, 1131]], [[773, 1131]]]","[[], [[[788, 1135], [787, 1136], [786, 1137], [785, 1137], [785, 1138], [786, 1139], [787, 1140], [787, 1141], [788, 1142], [789, 1143], [790, 1144], [790, 1145], [791, 1146], [792, 1147], [793, 1148], [794, 1149], [794, 1150], [795, 1151], [796, 1152], [796, 1153], [797, 1154], [797, 1155], [797, 1156], [797, 1157], [798, 1157], [799, 1157], [800, 1157], [800, 1156], [800, 1155], [799, 1154], [799, 1153], [798, 1153], [797, 1152], [797, 1151], [797, 1150], [796, 1149], [795, 1148], [795, 1147], [794, 1146], [794, 1145], [793, 1144], [792, 1144], [791, 1143], [790, 1142], [790, 1141], [789, 1140], [789, 1139], [788, 1138], [788, 1137], [789, 1136]]]]","[[], 6]"
6,6,"[[[44, 1121]], [[43, 1122]], [[42, 1123]], [[41, 1123]], [[40, 1123]], [[39, 1124]], [[38, 1125]], [[37, 1126]], [[37, 1127]], [[37, 1128]], [[37, 1129]], [[36, 1130]], [[36, 1131]], [[35, 1132]], [[35, 1133]], [[35, 1134]], [[34, 1135]], [[34, 1136]], [[33, 1137]], [[32, 1138]], [[32, 1139]], [[32, 1140]], [[32, 1141]], [[33, 1142]], [[33, 1143]], [[34, 1144]], [[35, 1144]], [[36, 1145]], [[37, 1146]], [[38, 1147]], [[39, 1147]], [[40, 1148]], [[41, 1149]], [[42, 1149]], [[43, 1149]], [[44, 1149]], [[45, 1148]], [[45, 1147]], [[46, 1146]], [[46, 1145]], [[47, 1144]], [[47, 1143]], [[47, 1142]], [[48, 1141]], [[49, 1140]], [[49, 1139]], [[50, 1138]], [[50, 1137]], [[51, 1136]], [[51, 1135]], [[52, 1134]], [[53, 1133]], [[52, 1132]], [[53, 1131]], [[53, 1130]], [[54, 1129]], [[54, 1128]], [[54, 1127]], [[54, 1126]], [[53, 1125]], [[52, 1124]], [[51, 1123]], [[50, 1122]], [[49, 1122]], [[48, 1121]], [[47, 1121]], [[46, 1121]], [[45, 1121]]]",[[]],[]
7,7,"[[[669, 1119]], [[668, 1120]], [[667, 1120]], [[666, 1121]], [[665, 1122]], [[664, 1122]], [[663, 1123]], [[663, 1124]], [[662, 1125]], [[661, 1125]], [[660, 1126]], [[659, 1126]], [[658, 1127]], [[657, 1128]], [[657, 1129]], [[656, 1130]], [[655, 1130]], [[654, 1130]], [[653, 1130]], [[652, 1130]], [[651, 1131]], [[650, 1132]], [[650, 1133]], [[650, 1134]], [[650, 1135]], [[649, 1136]], [[648, 1136]], [[647, 1137]], [[646, 1137]], [[645, 1137]], [[644, 1137]], [[644, 1138]], [[644, 1139]], [[644, 1140]], [[643, 1141]], [[642, 1141]], [[641, 1142]], [[640, 1143]], [[639, 1144]], [[638, 1144]], [[638, 1145]], [[637, 1146]], [[636, 1146]], [[635, 1147]], [[634, 1148]], [[633, 1149]], [[633, 1150]], [[632, 1151]], [[632, 1152]], [[632, 1153]], [[632, 1154]], [[632, 1155]], [[632, 1156]], [[632, 1157]], [[632, 1158]], [[632, 1159]], [[633, 1159]], [[634, 1160]], [[635, 1160]], [[636, 1161]], [[637, 1161]], [[638, 1161]], [[639, 1162]], [[640, 1162]], [[641, 1163]], [[642, 1164]], [[643, 1164]], [[644, 1164]], [[645, 1164]], [[646, 1164]], [[647, 1164]], [[648, 1163]], [[649, 1163]], [[650, 1162]], [[651, 1162]], [[651, 1161]], [[652, 1160]], [[653, 1159]], [[654, 1158]], [[655, 1157]], [[656, 1157]], [[657, 1156]], [[658, 1155]], [[659, 1155]], [[660, 1154]], [[661, 1153]], [[662, 1152]], [[663, 1151]], [[664, 1150]], [[665, 1149]], [[666, 1149]], [[667, 1148]], [[667, 1147]], [[668, 1146]], [[669, 1145]], [[670, 1144]], [[671, 1143]], [[672, 1143]], [[673, 1143]], [[674, 1142]], [[675, 1141]], [[676, 1140]], [[677, 1139]], [[678, 1139]], [[679, 1138]], [[680, 1137]], [[681, 1136]], [[681, 1135]], [[681, 1134]], [[681, 1133]], [[681, 1132]], [[680, 1131]], [[680, 1130]], [[679, 1129]], [[679, 1128]], [[678, 1127]], [[678, 1126]], [[677, 1125]], [[676, 1124]], [[675, 1123]], [[674, 1123]], [[673, 1122]], [[672, 1121]], [[671, 1120]], [[670, 1120]]]",[[]],[]
8,8,"[[[613, 1117]], [[612, 1118]], [[611, 1118]], [[610, 1118]], [[609, 1119]], [[608, 1120]], [[607, 1121]], [[607, 1122]], [[606, 1123]], [[606, 1124]], [[606, 1125]], [[606, 1126]], [[606, 1127]], [[606, 1128]], [[605, 1129]], [[605, 1130]], [[606, 1131]], [[607, 1132]], [[607, 1133]], [[608, 1133]], [[609, 1134]], [[610, 1134]], [[611, 1134]], [[612, 1133]], [[613, 1133]], [[614, 1132]], [[615, 1132]], [[616, 1131]], [[617, 1131]], [[618, 1130]], [[619, 1129]], [[620, 1128]], [[620, 1127]], [[620, 1126]], [[620, 1125]], [[620, 1124]], [[620, 1123]], [[619, 1122]], [[619, 1121]], [[618, 1120]], [[618, 1119]], [[618, 1118]], [[617, 1118]], [[616, 1117]], [[615, 1117]], [[614, 1117]]]","[[], [[[621, 1125], [621, 1126], [621, 1127], [621, 1128], [620, 1129], [620, 1130], [621, 1131], [622, 1131], [623, 1132], [624, 1131], [625, 1131], [626, 1132], [626, 1133], [626, 1132], [627, 1131], [627, 1130], [626, 1130], [625, 1130], [624, 1130], [623, 1130], [622, 1130], [621, 1129], [621, 1128], [622, 1127], [622, 1126], [622, 1125]]]]","[[], 7]"
9,9,"[[[124, 1073]], [[123, 1074]], [[122, 1074]], [[121, 1075]], [[120, 1076]], [[119, 1076]], [[118, 1076]], [[117, 1077]], [[116, 1077]], [[115, 1078]], [[115, 1079]], [[114, 1080]], [[114, 1081]], [[114, 1082]], [[113, 1083]], [[114, 1084]], [[115, 1085]], [[115, 1086]], [[115, 1087]], [[114, 1088]], [[113, 1089]], [[112, 1090]], [[111, 1090]], [[111, 1091]], [[110, 1092]], [[110, 1093]], [[111, 1094]], [[111, 1095]], [[111, 1096]], [[110, 1097]], [[111, 1098]], [[110, 1099]], [[111, 1100]], [[111, 1101]], [[111, 1102]], [[111, 1103]], [[112, 1104]], [[112, 1105]], [[112, 1106]], [[112, 1107]], [[112, 1108]], [[112, 1109]], [[112, 1110]], [[112, 1111]], [[113, 1112]], [[114, 1113]], [[114, 1114]], [[115, 1114]], [[116, 1114]], [[117, 1114]], [[118, 1114]], [[119, 1113]], [[120, 1113]], [[121, 1113]], [[122, 1112]], [[123, 1111]], [[124, 1111]], [[125, 1110]], [[126, 1109]], [[127, 1108]], [[128, 1107]], [[129, 1106]], [[130, 1106]], [[131, 1105]], [[132, 1104]], [[133, 1103]], [[134, 1102]], [[135, 1101]], [[136, 1101]], [[137, 1100]], [[138, 1100]], [[139, 1099]], [[140, 1098]], [[141, 1097]], [[142, 1097]], [[142, 1096]], [[142, 1095]], [[142, 1094]], [[143, 1093]], [[144, 1092]], [[145, 1091]], [[145, 1090]], [[145, 1089]], [[145, 1088]], [[144, 1087]], [[144, 1086]], [[143, 1086]], [[142, 1085]], [[141, 1085]], [[140, 1084]], [[139, 1083]], [[139, 1082]], [[138, 1081]], [[137, 1080]], [[136, 1079]], [[136, 1078]], [[136, 1077]], [[136, 1076]], [[135, 1075]], [[134, 1074]], [[133, 1073]], [[132, 1073]], [[131, 1073]], [[130, 1073]], [[129, 1073]], [[128, 1073]], [[127, 1073]], [[126, 1073]], [[125, 1073]]]","[[], [[[112, 1113], [112, 1114], [113, 1114], [114, 1115], [113, 1116], [112, 1116], [113, 1116], [114, 1116], [115, 1116], [116, 1116], [117, 1116], [118, 1116], [119, 1116], [120, 1116], [121, 1117], [122, 1118], [122, 1117], [122, 1116], [122, 1115], [121, 1114], [120, 1114], [119, 1115], [118, 1115], [117, 1115], [116, 1115], [115, 1115], [114, 1115], [113, 1114], [113, 1113]]]]","[[], 8]"
