,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[605, 1165]], [[604, 1166]], [[603, 1166]], [[602, 1166]], [[601, 1166]], [[600, 1166]], [[599, 1166]], [[598, 1166]], [[597, 1166]], [[596, 1167]], [[595, 1167]], [[594, 1167]], [[593, 1167]], [[592, 1167]], [[591, 1167]], [[590, 1167]], [[589, 1167]], [[588, 1168]], [[587, 1168]], [[586, 1169]], [[585, 1169]], [[584, 1169]], [[583, 1169]], [[582, 1170]], [[582, 1171]], [[581, 1172]], [[581, 1173]], [[581, 1174]], [[581, 1175]], [[582, 1176]], [[582, 1177]], [[581, 1178]], [[582, 1179]], [[582, 1180]], [[582, 1181]], [[583, 1182]], [[583, 1183]], [[583, 1184]], [[584, 1185]], [[583, 1186]], [[584, 1187]], [[584, 1188]], [[585, 1188]], [[586, 1188]], [[587, 1189]], [[588, 1190]], [[588, 1191]], [[589, 1192]], [[590, 1192]], [[591, 1192]], [[592, 1192]], [[593, 1192]], [[594, 1191]], [[595, 1191]], [[596, 1191]], [[597, 1191]], [[598, 1191]], [[599, 1192]], [[600, 1191]], [[601, 1191]], [[602, 1192]], [[603, 1191]], [[604, 1191]], [[605, 1191]], [[606, 1191]], [[607, 1190]], [[608, 1189]], [[609, 1189]], [[610, 1188]], [[611, 1187]], [[611, 1186]], [[612, 1185]], [[612, 1184]], [[612, 1183]], [[612, 1182]], [[611, 1181]], [[611, 1180]], [[612, 1179]], [[613, 1178]], [[613, 1177]], [[612, 1176]], [[612, 1175]], [[611, 1174]], [[611, 1173]], [[611, 1172]], [[611, 1171]], [[611, 1170]], [[611, 1169]], [[611, 1168]], [[611, 1167]], [[610, 1168]], [[609, 1168]], [[608, 1167]], [[608, 1166]], [[607, 1165]], [[606, 1165]]]","[[], [[[573, 1169], [573, 1170], [573, 1171], [574, 1172], [574, 1173], [574, 1174], [574, 1175], [574, 1176], [575, 1175], [576, 1175], [577, 1174], [578, 1175], [579, 1176], [579, 1177], [579, 1178], [580, 1178], [581, 1179], [581, 1180], [581, 1181], [581, 1180], [581, 1179], [580, 1178], [581, 1177], [581, 1176], [580, 1175], [580, 1174], [580, 1173], [579, 1173], [578, 1172], [578, 1171], [577, 1171], [576, 1170], [575, 1169], [574, 1169]]], [[[572, 1179], [572, 1180], [573, 1181], [572, 1182], [571, 1182], [572, 1182], [573, 1183], [574, 1184], [574, 1185], [575, 1186], [575, 1187], [575, 1188], [575, 1189], [576, 1189], [577, 1188], [578, 1188], [579, 1188], [580, 1189], [581, 1189], [582, 1189], [583, 1189], [583, 1188], [582, 1188], [581, 1188], [580, 1188], [579, 1188], [578, 1188], [577, 1187], [576, 1186], [575, 1185], [574, 1184], [574, 1183], [574, 1182], [574, 1181], [574, 1180], [574, 1179], [573, 1179]], [[573, 1169], [573, 1170], [573, 1171], [574, 1172], [574, 1173], [574, 1174], [574, 1175], [574, 1176], [575, 1175], [576, 1175], [577, 1174], [578, 1175], [579, 1176], [579, 1177], [579, 1178], [580, 1178], [581, 1179], [581, 1180], [581, 1181], [581, 1180], [581, 1179], [580, 1178], [581, 1177], [581, 1176], [580, 1175], [580, 1174], [580, 1173], [579, 1173], [578, 1172], [578, 1171], [577, 1171], [576, 1170], [575, 1169], [574, 1169]]], [[[572, 1179], [572, 1180], [573, 1181], [572, 1182], [571, 1182], [572, 1182], [573, 1183], [574, 1184], [574, 1185], [575, 1186], [575, 1187], [575, 1188], [575, 1189], [576, 1189], [577, 1188], [578, 1188], [579, 1188], [580, 1189], [581, 1189], [582, 1189], [583, 1189], [583, 1188], [582, 1188], [581, 1188], [580, 1188], [579, 1188], [578, 1188], [577, 1187], [576, 1186], [575, 1185], [574, 1184], [574, 1183], [574, 1182], [574, 1181], [574, 1180], [574, 1179], [573, 1179]]], [[[615, 1167], [615, 1168], [614, 1169], [615, 1170], [616, 1171], [615, 1172], [615, 1173], [614, 1174], [613, 1174], [613, 1175], [613, 1176], [614, 1177], [614, 1178], [613, 1179], [613, 1180], [613, 1181], [613, 1182], [613, 1183], [614, 1183], [615, 1183], [616, 1183], [617, 1184], [618, 1185], [619, 1186], [619, 1187], [618, 1188], [618, 1189], [619, 1189], [620, 1189], [621, 1189], [622, 1188], [622, 1187], [622, 1186], [622, 1185], [623, 1184], [623, 1183], [622, 1182], [622, 1181], [621, 1180], [620, 1180], [619, 1179], [618, 1179], [619, 1180], [620, 1181], [620, 1182], [620, 1183], [620, 1184], [619, 1185], [618, 1185], [617, 1184], [617, 1183], [616, 1182], [615, 1181], [615, 1180], [615, 1179], [616, 1178], [617, 1177], [617, 1176], [617, 1175], [618, 1174], [619, 1173], [620, 1172], [621, 1172], [622, 1173], [622, 1174], [623, 1174], [624, 1174], [625, 1174], [624, 1173], [623, 1173], [622, 1173], [621, 1172], [620, 1171], [619, 1170], [619, 1169], [619, 1168], [618, 1167], [617, 1167], [616, 1167]]]]","[[], 0, 1, 2, 3]"
1,1,"[[[147, 1132]], [[146, 1133]], [[145, 1133]], [[144, 1133]], [[143, 1133]], [[142, 1134]], [[142, 1135]], [[141, 1136]], [[141, 1137]], [[142, 1138]], [[143, 1139]], [[144, 1140]], [[144, 1141]], [[144, 1142]], [[145, 1143]], [[145, 1144]], [[146, 1144]], [[147, 1145]], [[148, 1145]], [[149, 1146]], [[150, 1146]], [[151, 1145]], [[152, 1144]], [[152, 1143]], [[152, 1142]], [[152, 1141]], [[153, 1140]], [[154, 1139]], [[154, 1138]], [[154, 1137]], [[154, 1136]], [[154, 1135]], [[154, 1134]], [[153, 1134]], [[152, 1133]], [[151, 1133]], [[150, 1132]], [[149, 1133]], [[148, 1132]]]",[[]],[]
2,2,"[[[756, 1120]], [[755, 1121]], [[754, 1122]], [[753, 1122]], [[752, 1122]], [[751, 1123]], [[750, 1124]], [[749, 1124]], [[749, 1125]], [[749, 1126]], [[748, 1127]], [[748, 1128]], [[748, 1129]], [[748, 1130]], [[748, 1131]], [[747, 1132]], [[747, 1133]], [[747, 1134]], [[746, 1135]], [[746, 1136]], [[746, 1137]], [[746, 1138]], [[746, 1139]], [[747, 1140]], [[747, 1141]], [[747, 1142]], [[748, 1143]], [[748, 1144]], [[749, 1144]], [[750, 1144]], [[751, 1145]], [[752, 1145]], [[753, 1144]], [[754, 1144]], [[755, 1144]], [[756, 1144]], [[757, 1144]], [[758, 1144]], [[759, 1144]], [[760, 1143]], [[761, 1143]], [[762, 1143]], [[763, 1142]], [[764, 1142]], [[765, 1142]], [[766, 1142]], [[767, 1142]], [[768, 1142]], [[769, 1142]], [[770, 1141]], [[771, 1141]], [[772, 1141]], [[773, 1141]], [[774, 1141]], [[775, 1141]], [[776, 1140]], [[776, 1139]], [[776, 1138]], [[776, 1137]], [[777, 1136]], [[778, 1135]], [[778, 1134]], [[778, 1133]], [[778, 1132]], [[778, 1131]], [[777, 1130]], [[777, 1129]], [[777, 1128]], [[777, 1127]], [[776, 1126]], [[776, 1125]], [[776, 1124]], [[776, 1123]], [[775, 1122]], [[774, 1122]], [[773, 1122]], [[772, 1121]], [[771, 1121]], [[770, 1122]], [[769, 1122]], [[768, 1122]], [[767, 1123]], [[766, 1124]], [[765, 1124]], [[764, 1124]], [[763, 1123]], [[762, 1123]], [[761, 1122]], [[760, 1121]], [[759, 1120]], [[758, 1120]], [[757, 1120]]]","[[], [[[777, 1137], [777, 1138], [777, 1139], [777, 1140], [776, 1141], [775, 1142], [774, 1142], [773, 1142], [772, 1142], [771, 1142], [770, 1142], [769, 1143], [770, 1144], [771, 1145], [771, 1146], [771, 1147], [771, 1148], [772, 1148], [772, 1147], [773, 1146], [773, 1145], [773, 1144], [774, 1143], [775, 1143], [776, 1143], [777, 1143], [777, 1142], [777, 1141], [777, 1140], [777, 1139], [777, 1138], [778, 1137]]]]","[[], 4]"
3,3,"[[[255, 1116]], [[255, 1117]], [[255, 1118]], [[255, 1119]], [[254, 1120]], [[253, 1119]], [[253, 1120]], [[253, 1121]], [[252, 1122]], [[251, 1122]], [[250, 1122]], [[249, 1122]], [[248, 1122]], [[247, 1122]], [[246, 1123]], [[245, 1124]], [[244, 1124]], [[244, 1125]], [[243, 1126]], [[242, 1126]], [[242, 1127]], [[241, 1128]], [[240, 1129]], [[240, 1130]], [[240, 1131]], [[240, 1132]], [[239, 1133]], [[239, 1134]], [[239, 1135]], [[240, 1136]], [[240, 1137]], [[239, 1138]], [[239, 1139]], [[239, 1140]], [[239, 1141]], [[239, 1142]], [[238, 1143]], [[238, 1144]], [[238, 1145]], [[239, 1146]], [[239, 1147]], [[239, 1148]], [[238, 1149]], [[239, 1150]], [[239, 1151]], [[239, 1152]], [[240, 1153]], [[240, 1154]], [[240, 1155]], [[240, 1156]], [[240, 1157]], [[240, 1158]], [[241, 1159]], [[242, 1159]], [[243, 1160]], [[244, 1160]], [[245, 1160]], [[246, 1161]], [[247, 1161]], [[248, 1162]], [[249, 1162]], [[250, 1162]], [[251, 1162]], [[252, 1161]], [[253, 1161]], [[254, 1161]], [[255, 1161]], [[256, 1160]], [[257, 1159]], [[258, 1158]], [[259, 1158]], [[260, 1157]], [[261, 1157]], [[262, 1157]], [[263, 1156]], [[263, 1155]], [[264, 1154]], [[264, 1153]], [[265, 1152]], [[266, 1151]], [[266, 1150]], [[266, 1149]], [[266, 1148]], [[266, 1147]], [[266, 1146]], [[266, 1145]], [[267, 1144]], [[267, 1143]], [[267, 1142]], [[267, 1141]], [[267, 1140]], [[266, 1139]], [[266, 1138]], [[265, 1137]], [[265, 1136]], [[265, 1135]], [[265, 1134]], [[265, 1133]], [[265, 1132]], [[265, 1131]], [[264, 1130]], [[264, 1129]], [[263, 1128]], [[263, 1127]], [[263, 1126]], [[263, 1125]], [[262, 1124]], [[262, 1123]], [[262, 1122]], [[261, 1121]], [[261, 1120]], [[261, 1119]], [[261, 1118]], [[260, 1117]], [[259, 1116]], [[258, 1117]], [[257, 1116]], [[256, 1117]]]","[[[[257, 1109], [256, 1110], [255, 1110], [254, 1111], [253, 1112], [252, 1113], [251, 1113], [252, 1114], [252, 1115], [252, 1116], [252, 1117], [252, 1118], [251, 1119], [250, 1120], [249, 1121], [248, 1120], [248, 1119], [249, 1118], [249, 1117], [249, 1116], [248, 1116], [247, 1116], [247, 1117], [247, 1118], [247, 1119], [247, 1120], [246, 1121], [245, 1122], [244, 1122], [243, 1123], [242, 1124], [241, 1125], [240, 1126], [239, 1125], [239, 1124], [240, 1123], [241, 1122], [241, 1121], [240, 1121], [239, 1121], [238, 1122], [239, 1123], [238, 1124], [237, 1125], [238, 1126], [239, 1127], [239, 1128], [239, 1129], [238, 1130], [237, 1131], [237, 1132], [238, 1132], [239, 1132], [239, 1131], [239, 1130], [239, 1129], [240, 1128], [241, 1127], [241, 1126], [242, 1125], [243, 1125], [243, 1124], [244, 1123], [245, 1123], [246, 1122], [247, 1121], [248, 1121], [249, 1121], [250, 1121], [251, 1121], [252, 1121], [252, 1120], [252, 1119], [253, 1118], [254, 1117], [254, 1116], [254, 1115], [253, 1114], [254, 1113], [255, 1112], [256, 1112], [257, 1112], [258, 1111], [259, 1110], [260, 1111], [261, 1111], [260, 1110], [259, 1109], [258, 1109]]], []]","[5, []]"
4,4,"[[[105, 1113]], [[104, 1114]], [[103, 1114]], [[102, 1114]], [[101, 1114]], [[100, 1114]], [[99, 1115]], [[98, 1115]], [[97, 1116]], [[97, 1117]], [[97, 1118]], [[96, 1119]], [[95, 1120]], [[95, 1121]], [[94, 1122]], [[94, 1123]], [[93, 1124]], [[92, 1125]], [[91, 1126]], [[90, 1127]], [[89, 1127]], [[89, 1128]], [[89, 1129]], [[88, 1130]], [[87, 1130]], [[87, 1131]], [[86, 1132]], [[86, 1133]], [[85, 1134]], [[85, 1135]], [[84, 1136]], [[83, 1137]], [[83, 1138]], [[83, 1139]], [[82, 1140]], [[82, 1141]], [[81, 1142]], [[80, 1143]], [[79, 1144]], [[79, 1145]], [[79, 1146]], [[79, 1147]], [[78, 1148]], [[78, 1149]], [[77, 1150]], [[77, 1151]], [[77, 1152]], [[77, 1153]], [[78, 1153]], [[79, 1154]], [[80, 1155]], [[80, 1156]], [[80, 1157]], [[81, 1158]], [[82, 1159]], [[82, 1160]], [[82, 1161]], [[83, 1162]], [[84, 1163]], [[84, 1164]], [[85, 1165]], [[85, 1166]], [[86, 1167]], [[86, 1168]], [[86, 1169]], [[86, 1170]], [[87, 1171]], [[87, 1172]], [[87, 1173]], [[87, 1174]], [[87, 1175]], [[87, 1176]], [[88, 1177]], [[89, 1177]], [[90, 1178]], [[91, 1178]], [[92, 1178]], [[93, 1178]], [[94, 1177]], [[95, 1176]], [[96, 1175]], [[97, 1174]], [[98, 1173]], [[99, 1173]], [[100, 1173]], [[101, 1172]], [[101, 1171]], [[102, 1170]], [[103, 1169]], [[104, 1168]], [[105, 1168]], [[105, 1167]], [[105, 1166]], [[106, 1165]], [[106, 1164]], [[107, 1163]], [[108, 1162]], [[109, 1161]], [[109, 1160]], [[110, 1159]], [[111, 1158]], [[112, 1157]], [[113, 1157]], [[113, 1156]], [[113, 1155]], [[113, 1154]], [[113, 1153]], [[113, 1152]], [[114, 1151]], [[115, 1151]], [[116, 1150]], [[117, 1150]], [[117, 1149]], [[118, 1148]], [[118, 1147]], [[118, 1146]], [[118, 1145]], [[118, 1144]], [[119, 1143]], [[120, 1142]], [[120, 1141]], [[120, 1140]], [[120, 1139]], [[120, 1138]], [[120, 1137]], [[120, 1136]], [[120, 1135]], [[121, 1134]], [[121, 1133]], [[122, 1132]], [[122, 1131]], [[122, 1130]], [[121, 1129]], [[120, 1128]], [[120, 1127]], [[120, 1126]], [[119, 1125]], [[119, 1124]], [[119, 1123]], [[118, 1122]], [[117, 1121]], [[116, 1120]], [[115, 1119]], [[114, 1118]], [[113, 1117]], [[113, 1116]], [[112, 1115]], [[111, 1115]], [[110, 1114]], [[109, 1114]], [[108, 1114]], [[107, 1113]], [[106, 1113]]]","[[[[102, 1112], [101, 1113], [100, 1113], [99, 1113], [98, 1113], [97, 1114], [96, 1114], [96, 1115], [96, 1116], [95, 1117], [94, 1117], [93, 1118], [93, 1119], [93, 1120], [92, 1121], [91, 1120], [91, 1119], [91, 1118], [91, 1117], [92, 1116], [92, 1115], [92, 1114], [91, 1114], [90, 1114], [89, 1115], [88, 1115], [87, 1115], [86, 1115], [86, 1116], [87, 1116], [88, 1116], [89, 1117], [89, 1118], [90, 1119], [90, 1120], [91, 1121], [91, 1122], [90, 1123], [89, 1124], [88, 1124], [88, 1125], [88, 1126], [89, 1126], [90, 1126], [91, 1125], [92, 1124], [93, 1123], [93, 1122], [94, 1121], [94, 1120], [95, 1119], [96, 1118], [96, 1117], [96, 1116], [97, 1115], [98, 1114], [99, 1114], [100, 1113], [101, 1113], [102, 1113], [103, 1112], [104, 1112], [105, 1112], [104, 1112], [103, 1112]]], [[[76, 1125], [75, 1126], [75, 1127], [75, 1128], [75, 1129], [75, 1130], [75, 1131], [74, 1132], [74, 1133], [73, 1134], [73, 1135], [72, 1136], [71, 1136], [71, 1137], [71, 1138], [71, 1139], [72, 1140], [72, 1141], [72, 1142], [73, 1142], [74, 1141], [74, 1140], [73, 1139], [73, 1138], [74, 1137], [75, 1136], [76, 1137], [76, 1138], [76, 1139], [76, 1140], [77, 1140], [78, 1139], [79, 1140], [79, 1141], [79, 1142], [80, 1142], [81, 1141], [81, 1140], [82, 1139], [82, 1138], [81, 1138], [80, 1137], [79, 1137], [78, 1136], [77, 1136], [76, 1136], [75, 1135], [76, 1134], [76, 1133], [76, 1132], [75, 1131], [76, 1130], [77, 1130], [78, 1130], [79, 1130], [80, 1131], [81, 1131], [82, 1131], [83, 1131], [84, 1132], [84, 1133], [85, 1133], [85, 1132], [86, 1131], [86, 1130], [85, 1130], [84, 1130], [83, 1131], [82, 1130], [81, 1130], [80, 1130], [79, 1130], [78, 1129], [77, 1128], [77, 1127], [77, 1126]]], []]","[6, 7, []]"
5,5,"[[[136, 1108]], [[135, 1109]], [[134, 1110]], [[134, 1111]], [[133, 1112]], [[133, 1113]], [[132, 1114]], [[131, 1115]], [[131, 1116]], [[130, 1117]], [[130, 1118]], [[130, 1119]], [[130, 1120]], [[131, 1120]], [[132, 1120]], [[133, 1120]], [[134, 1119]], [[135, 1119]], [[136, 1118]], [[137, 1119]], [[138, 1119]], [[139, 1120]], [[140, 1120]], [[140, 1119]], [[141, 1118]], [[141, 1117]], [[141, 1116]], [[142, 1115]], [[142, 1114]], [[142, 1113]], [[142, 1112]], [[141, 1111]], [[141, 1110]], [[140, 1109]], [[140, 1108]], [[139, 1108]], [[138, 1108]], [[137, 1108]]]",[[]],[]
6,6,"[[[210, 1091]], [[209, 1092]], [[208, 1092]], [[208, 1093]], [[207, 1094]], [[206, 1095]], [[205, 1095]], [[204, 1096]], [[203, 1097]], [[203, 1098]], [[203, 1099]], [[203, 1100]], [[204, 1100]], [[205, 1101]], [[206, 1101]], [[207, 1101]], [[208, 1101]], [[209, 1102]], [[210, 1102]], [[211, 1102]], [[212, 1102]], [[213, 1102]], [[214, 1102]], [[215, 1101]], [[216, 1100]], [[217, 1100]], [[218, 1100]], [[219, 1100]], [[220, 1099]], [[221, 1099]], [[222, 1098]], [[222, 1097]], [[222, 1096]], [[221, 1095]], [[220, 1095]], [[219, 1094]], [[218, 1094]], [[217, 1093]], [[217, 1092]], [[216, 1092]], [[215, 1091]], [[214, 1091]], [[213, 1092]], [[212, 1091]], [[211, 1092]]]",[[]],[]
7,7,"[[[796, 1090]], [[795, 1091]], [[794, 1091]], [[794, 1092]], [[793, 1093]], [[794, 1094]], [[794, 1095]], [[793, 1096]], [[792, 1097]], [[792, 1098]], [[792, 1099]], [[792, 1100]], [[791, 1101]], [[791, 1102]], [[791, 1103]], [[790, 1104]], [[790, 1105]], [[790, 1106]], [[791, 1107]], [[791, 1108]], [[791, 1109]], [[792, 1110]], [[792, 1111]], [[792, 1112]], [[792, 1113]], [[793, 1114]], [[794, 1114]], [[795, 1115]], [[796, 1115]], [[797, 1116]], [[798, 1116]], [[799, 1116]], [[800, 1116]], [[801, 1116]], [[802, 1116]], [[803, 1116]], [[804, 1115]], [[805, 1115]], [[805, 1114]], [[805, 1113]], [[805, 1112]], [[805, 1111]], [[804, 1111]], [[803, 1110]], [[803, 1109]], [[803, 1108]], [[803, 1107]], [[803, 1106]], [[802, 1105]], [[802, 1104]], [[802, 1103]], [[801, 1102]], [[801, 1101]], [[802, 1100]], [[803, 1101]], [[804, 1101]], [[805, 1102]], [[805, 1103]], [[806, 1103]], [[807, 1102]], [[808, 1102]], [[809, 1103]], [[808, 1104]], [[808, 1105]], [[808, 1106]], [[809, 1107]], [[810, 1106]], [[811, 1107]], [[812, 1107]], [[813, 1106]], [[814, 1106]], [[815, 1105]], [[816, 1104]], [[816, 1103]], [[816, 1102]], [[817, 1101]], [[817, 1100]], [[817, 1099]], [[816, 1098]], [[816, 1097]], [[815, 1096]], [[814, 1095]], [[813, 1094]], [[813, 1093]], [[813, 1092]], [[814, 1091]], [[813, 1091]], [[812, 1091]], [[811, 1091]], [[810, 1092]], [[809, 1092]], [[808, 1093]], [[807, 1093]], [[806, 1092]], [[805, 1091]], [[804, 1091]], [[803, 1091]], [[802, 1091]], [[801, 1092]], [[801, 1093]], [[801, 1094]], [[800, 1095]], [[799, 1095]], [[798, 1094]], [[798, 1093]], [[798, 1092]], [[797, 1091]]]","[[], [[[802, 1101], [802, 1102], [803, 1103], [803, 1104], [803, 1105], [804, 1105], [805, 1106], [805, 1107], [805, 1108], [804, 1109], [804, 1110], [805, 1110], [806, 1111], [806, 1112], [807, 1112], [807, 1111], [807, 1110], [806, 1109], [805, 1108], [806, 1107], [807, 1107], [808, 1107], [807, 1106], [807, 1105], [807, 1104], [808, 1103], [807, 1103], [806, 1104], [805, 1104], [804, 1103], [804, 1102], [803, 1102]]]]","[[], 8]"
8,8,"[[[515, 1070]], [[514, 1071]], [[513, 1071]], [[512, 1072]], [[511, 1073]], [[510, 1073]], [[510, 1074]], [[509, 1075]], [[508, 1076]], [[508, 1077]], [[508, 1078]], [[508, 1079]], [[508, 1080]], [[509, 1081]], [[509, 1082]], [[510, 1083]], [[511, 1084]], [[512, 1085]], [[513, 1086]], [[514, 1086]], [[515, 1086]], [[516, 1086]], [[517, 1085]], [[518, 1084]], [[519, 1083]], [[519, 1082]], [[520, 1081]], [[520, 1080]], [[520, 1079]], [[519, 1078]], [[519, 1077]], [[520, 1076]], [[520, 1075]], [[521, 1074]], [[521, 1073]], [[520, 1072]], [[519, 1071]], [[518, 1071]], [[517, 1070]], [[516, 1070]]]",[],[]
9,9,"[[[177, 1062]], [[177, 1063]], [[177, 1064]], [[177, 1065]], [[176, 1066]], [[175, 1066]], [[175, 1067]], [[175, 1068]], [[174, 1069]], [[173, 1070]], [[172, 1070]], [[171, 1071]], [[170, 1071]], [[169, 1072]], [[168, 1073]], [[168, 1074]], [[167, 1075]], [[166, 1075]], [[165, 1075]], [[164, 1075]], [[163, 1075]], [[162, 1075]], [[161, 1075]], [[160, 1076]], [[159, 1077]], [[159, 1078]], [[159, 1079]], [[159, 1080]], [[158, 1081]], [[158, 1082]], [[158, 1083]], [[158, 1084]], [[159, 1085]], [[159, 1086]], [[159, 1087]], [[159, 1088]], [[159, 1089]], [[160, 1090]], [[161, 1090]], [[162, 1090]], [[163, 1091]], [[164, 1092]], [[165, 1093]], [[166, 1093]], [[167, 1094]], [[168, 1095]], [[167, 1096]], [[166, 1097]], [[165, 1097]], [[164, 1098]], [[163, 1098]], [[162, 1098]], [[161, 1099]], [[160, 1100]], [[159, 1101]], [[158, 1101]], [[157, 1101]], [[156, 1102]], [[155, 1102]], [[154, 1103]], [[154, 1104]], [[153, 1105]], [[152, 1106]], [[151, 1107]], [[150, 1108]], [[151, 1109]], [[152, 1110]], [[153, 1111]], [[153, 1112]], [[153, 1113]], [[154, 1114]], [[155, 1114]], [[156, 1115]], [[157, 1115]], [[158, 1115]], [[159, 1115]], [[160, 1115]], [[161, 1115]], [[162, 1115]], [[163, 1115]], [[164, 1115]], [[165, 1114]], [[165, 1113]], [[166, 1112]], [[167, 1111]], [[167, 1110]], [[167, 1109]], [[167, 1108]], [[167, 1107]], [[167, 1106]], [[167, 1105]], [[168, 1104]], [[169, 1104]], [[169, 1103]], [[170, 1102]], [[171, 1102]], [[172, 1101]], [[173, 1101]], [[174, 1100]], [[174, 1099]], [[175, 1098]], [[174, 1097]], [[174, 1096]], [[173, 1095]], [[174, 1094]], [[175, 1093]], [[176, 1093]], [[177, 1092]], [[177, 1091]], [[178, 1090]], [[179, 1089]], [[180, 1088]], [[181, 1088]], [[182, 1087]], [[183, 1086]], [[184, 1086]], [[185, 1086]], [[186, 1085]], [[187, 1084]], [[188, 1083]], [[188, 1082]], [[188, 1081]], [[188, 1080]], [[188, 1079]], [[188, 1078]], [[187, 1077]], [[187, 1076]], [[187, 1075]], [[187, 1074]], [[187, 1073]], [[187, 1072]], [[187, 1071]], [[187, 1070]], [[187, 1069]], [[186, 1068]], [[186, 1067]], [[185, 1066]], [[184, 1065]], [[184, 1064]], [[183, 1063]], [[182, 1063]], [[181, 1062]], [[180, 1062]], [[179, 1062]], [[178, 1062]]]","[[], [[[148, 1098], [148, 1099], [148, 1100], [149, 1100], [150, 1101], [150, 1102], [150, 1103], [150, 1104], [149, 1105], [148, 1106], [147, 1107], [147, 1108], [147, 1109], [148, 1109], [149, 1109], [150, 1109], [151, 1110], [151, 1111], [151, 1112], [152, 1113], [152, 1112], [152, 1111], [151, 1110], [150, 1109], [149, 1108], [150, 1107], [151, 1106], [152, 1105], [153, 1104], [153, 1103], [154, 1102], [155, 1101], [156, 1101], [156, 1100], [155, 1100], [154, 1101], [153, 1101], [152, 1102], [151, 1102], [150, 1101], [149, 1100], [149, 1099], [149, 1098]]]]","[[], 9]"
