,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[559, 1158]], [[559, 1159]], [[558, 1160]], [[557, 1161]], [[556, 1162]], [[556, 1163]], [[555, 1164]], [[555, 1165]], [[554, 1166]], [[554, 1167]], [[553, 1168]], [[552, 1168]], [[552, 1169]], [[551, 1170]], [[551, 1171]], [[551, 1172]], [[551, 1173]], [[550, 1174]], [[550, 1175]], [[550, 1176]], [[550, 1177]], [[550, 1178]], [[550, 1179]], [[551, 1180]], [[551, 1181]], [[552, 1182]], [[553, 1182]], [[554, 1183]], [[555, 1184]], [[556, 1185]], [[557, 1186]], [[558, 1187]], [[559, 1188]], [[560, 1188]], [[561, 1188]], [[562, 1188]], [[563, 1188]], [[564, 1188]], [[565, 1188]], [[566, 1188]], [[567, 1188]], [[568, 1187]], [[569, 1187]], [[570, 1187]], [[571, 1187]], [[572, 1186]], [[573, 1186]], [[574, 1185]], [[575, 1184]], [[576, 1183]], [[576, 1182]], [[576, 1181]], [[576, 1180]], [[576, 1179]], [[576, 1178]], [[575, 1177]], [[575, 1176]], [[575, 1175]], [[574, 1174]], [[573, 1173]], [[573, 1172]], [[573, 1171]], [[573, 1170]], [[572, 1169]], [[571, 1168]], [[570, 1167]], [[570, 1166]], [[569, 1165]], [[569, 1164]], [[569, 1163]], [[568, 1162]], [[568, 1161]], [[567, 1160]], [[566, 1160]], [[565, 1160]], [[564, 1159]], [[563, 1159]], [[562, 1158]], [[561, 1158]], [[560, 1158]]]",[[]],[]
1,1,"[[[701, 1145]], [[700, 1146]], [[699, 1146]], [[699, 1147]], [[698, 1148]], [[698, 1149]], [[698, 1150]], [[697, 1151]], [[697, 1152]], [[697, 1153]], [[698, 1154]], [[699, 1154]], [[700, 1155]], [[701, 1156]], [[701, 1157]], [[702, 1157]], [[703, 1158]], [[704, 1158]], [[705, 1158]], [[706, 1159]], [[706, 1160]], [[705, 1161]], [[704, 1162]], [[703, 1162]], [[702, 1162]], [[701, 1162]], [[700, 1162]], [[699, 1162]], [[698, 1162]], [[697, 1162]], [[696, 1162]], [[695, 1163]], [[694, 1164]], [[694, 1165]], [[694, 1166]], [[694, 1167]], [[694, 1168]], [[695, 1169]], [[696, 1169]], [[697, 1170]], [[698, 1170]], [[699, 1170]], [[700, 1171]], [[701, 1171]], [[702, 1172]], [[703, 1172]], [[704, 1173]], [[705, 1174]], [[706, 1175]], [[707, 1176]], [[708, 1176]], [[709, 1177]], [[710, 1177]], [[711, 1177]], [[712, 1178]], [[713, 1178]], [[714, 1177]], [[715, 1176]], [[715, 1175]], [[715, 1174]], [[714, 1173]], [[714, 1172]], [[715, 1171]], [[715, 1170]], [[715, 1169]], [[714, 1168]], [[714, 1167]], [[713, 1166]], [[713, 1165]], [[712, 1164]], [[711, 1163]], [[711, 1162]], [[710, 1161]], [[709, 1160]], [[708, 1160]], [[707, 1159]], [[708, 1158]], [[709, 1157]], [[710, 1157]], [[711, 1157]], [[712, 1157]], [[713, 1156]], [[714, 1156]], [[715, 1155]], [[716, 1154]], [[717, 1153]], [[718, 1152]], [[717, 1151]], [[717, 1150]], [[716, 1149]], [[715, 1149]], [[714, 1149]], [[713, 1149]], [[712, 1148]], [[711, 1148]], [[710, 1147]], [[709, 1147]], [[708, 1146]], [[707, 1146]], [[706, 1145]], [[705, 1145]], [[704, 1145]], [[703, 1145]], [[702, 1145]]]",[[]],[]
2,2,"[[[750, 1144]], [[749, 1145]], [[748, 1146]], [[747, 1146]], [[746, 1147]], [[746, 1148]], [[745, 1149]], [[745, 1150]], [[745, 1151]], [[744, 1152]], [[744, 1153]], [[744, 1154]], [[744, 1155]], [[744, 1156]], [[744, 1157]], [[744, 1158]], [[744, 1159]], [[744, 1160]], [[745, 1161]], [[745, 1162]], [[745, 1163]], [[746, 1164]], [[747, 1165]], [[748, 1166]], [[749, 1167]], [[750, 1168]], [[751, 1169]], [[752, 1169]], [[753, 1170]], [[754, 1170]], [[755, 1170]], [[756, 1170]], [[757, 1170]], [[758, 1170]], [[759, 1169]], [[760, 1169]], [[761, 1168]], [[762, 1167]], [[762, 1166]], [[762, 1165]], [[763, 1164]], [[764, 1163]], [[765, 1162]], [[766, 1162]], [[767, 1161]], [[768, 1160]], [[769, 1159]], [[770, 1158]], [[771, 1158]], [[771, 1157]], [[770, 1156]], [[770, 1155]], [[769, 1154]], [[769, 1153]], [[769, 1152]], [[769, 1151]], [[770, 1150]], [[769, 1150]], [[768, 1149]], [[767, 1148]], [[766, 1147]], [[765, 1146]], [[764, 1146]], [[763, 1145]], [[762, 1145]], [[761, 1145]], [[760, 1145]], [[759, 1145]], [[758, 1144]], [[757, 1144]], [[756, 1144]], [[755, 1144]], [[754, 1144]], [[753, 1144]], [[752, 1144]], [[751, 1144]]]","[[[[736, 1137], [736, 1138], [735, 1139], [736, 1139], [737, 1139], [738, 1139], [739, 1139], [740, 1139], [741, 1138], [742, 1138], [743, 1138], [744, 1138], [745, 1138], [746, 1138], [747, 1138], [748, 1139], [748, 1140], [749, 1140], [750, 1141], [749, 1142], [749, 1143], [748, 1144], [747, 1144], [747, 1145], [746, 1146], [745, 1146], [744, 1147], [744, 1148], [745, 1148], [745, 1147], [746, 1146], [747, 1145], [748, 1145], [749, 1144], [750, 1143], [750, 1142], [750, 1141], [751, 1140], [752, 1139], [751, 1139], [750, 1139], [749, 1138], [748, 1138], [747, 1138], [746, 1138], [745, 1138], [744, 1138], [743, 1137], [742, 1137], [741, 1138], [740, 1138], [739, 1138], [738, 1138], [737, 1137]]], [], [[[771, 1150], [770, 1151], [770, 1152], [770, 1153], [770, 1154], [771, 1155], [771, 1156], [772, 1157], [773, 1157], [774, 1158], [774, 1159], [774, 1160], [773, 1161], [773, 1162], [773, 1163], [774, 1164], [774, 1165], [775, 1166], [775, 1167], [776, 1167], [777, 1166], [778, 1165], [779, 1164], [778, 1163], [778, 1162], [779, 1161], [779, 1160], [779, 1159], [778, 1159], [777, 1158], [776, 1157], [776, 1156], [776, 1155], [776, 1154], [775, 1153], [774, 1152], [774, 1151], [773, 1150], [772, 1150]]]]","[0, [], 1]"
3,3,"[[[534, 1140]], [[533, 1141]], [[532, 1142]], [[531, 1142]], [[530, 1143]], [[529, 1143]], [[528, 1144]], [[527, 1145]], [[527, 1146]], [[526, 1147]], [[526, 1148]], [[525, 1149]], [[526, 1150]], [[526, 1151]], [[526, 1152]], [[526, 1153]], [[526, 1154]], [[526, 1155]], [[527, 1156]], [[527, 1157]], [[527, 1158]], [[528, 1158]], [[529, 1158]], [[530, 1158]], [[531, 1158]], [[532, 1157]], [[533, 1157]], [[534, 1157]], [[535, 1157]], [[536, 1158]], [[537, 1158]], [[538, 1158]], [[539, 1158]], [[540, 1159]], [[541, 1159]], [[542, 1160]], [[543, 1159]], [[544, 1158]], [[545, 1158]], [[545, 1157]], [[545, 1156]], [[545, 1155]], [[546, 1154]], [[546, 1153]], [[547, 1152]], [[548, 1151]], [[547, 1150]], [[547, 1149]], [[547, 1148]], [[547, 1147]], [[546, 1146]], [[546, 1145]], [[546, 1144]], [[545, 1143]], [[544, 1143]], [[543, 1142]], [[542, 1141]], [[541, 1140]], [[540, 1140]], [[539, 1141]], [[538, 1141]], [[537, 1140]], [[536, 1140]], [[535, 1140]]]","[[], [[[547, 1153], [547, 1154], [546, 1155], [546, 1156], [546, 1157], [546, 1158], [545, 1159], [544, 1159], [543, 1160], [543, 1161], [543, 1162], [544, 1161], [545, 1162], [546, 1162], [547, 1162], [548, 1162], [549, 1163], [548, 1162], [547, 1161], [548, 1160], [548, 1159], [548, 1158], [548, 1157], [548, 1156], [548, 1155], [548, 1154], [548, 1153]]]]","[[], 2]"
4,4,"[[[773, 1131]], [[773, 1132]], [[772, 1133]], [[771, 1134]], [[770, 1135]], [[770, 1136]], [[769, 1137]], [[769, 1138]], [[769, 1139]], [[769, 1140]], [[769, 1141]], [[769, 1142]], [[769, 1143]], [[769, 1144]], [[769, 1145]], [[770, 1146]], [[771, 1147]], [[772, 1148]], [[773, 1149]], [[774, 1150]], [[775, 1151]], [[775, 1152]], [[776, 1153]], [[777, 1154]], [[777, 1155]], [[777, 1156]], [[777, 1157]], [[778, 1158]], [[779, 1158]], [[780, 1159]], [[780, 1160]], [[781, 1161]], [[782, 1162]], [[783, 1163]], [[783, 1164]], [[784, 1165]], [[784, 1166]], [[785, 1167]], [[786, 1167]], [[787, 1168]], [[788, 1169]], [[788, 1170]], [[789, 1171]], [[790, 1171]], [[791, 1171]], [[792, 1171]], [[793, 1170]], [[794, 1169]], [[795, 1168]], [[796, 1167]], [[796, 1166]], [[796, 1165]], [[796, 1164]], [[796, 1163]], [[795, 1162]], [[795, 1161]], [[794, 1160]], [[794, 1159]], [[793, 1158]], [[793, 1157]], [[792, 1156]], [[793, 1155]], [[792, 1154]], [[792, 1153]], [[792, 1152]], [[792, 1151]], [[792, 1150]], [[792, 1149]], [[792, 1148]], [[792, 1147]], [[792, 1146]], [[791, 1145]], [[790, 1144]], [[789, 1143]], [[789, 1142]], [[788, 1141]], [[788, 1140]], [[787, 1139]], [[786, 1138]], [[786, 1137]], [[785, 1137]], [[784, 1136]], [[784, 1135]], [[783, 1134]], [[782, 1133]], [[781, 1132]], [[780, 1132]], [[779, 1132]], [[778, 1131]], [[777, 1131]], [[776, 1131]], [[775, 1131]], [[774, 1131]]]","[[], [[[771, 1150], [770, 1151], [770, 1152], [770, 1153], [770, 1154], [771, 1155], [771, 1156], [772, 1157], [773, 1157], [774, 1158], [774, 1159], [774, 1160], [773, 1161], [773, 1162], [773, 1163], [774, 1164], [774, 1165], [775, 1166], [775, 1167], [776, 1167], [777, 1166], [778, 1165], [779, 1164], [778, 1163], [778, 1162], [779, 1161], [779, 1160], [779, 1159], [778, 1159], [777, 1158], [776, 1157], [776, 1156], [776, 1155], [776, 1154], [775, 1153], [774, 1152], [774, 1151], [773, 1150], [772, 1150]]]]","[[], 1]"
5,5,"[[[41, 1125]], [[41, 1126]], [[40, 1127]], [[40, 1128]], [[39, 1129]], [[38, 1130]], [[38, 1131]], [[38, 1132]], [[37, 1133]], [[37, 1134]], [[37, 1135]], [[36, 1136]], [[36, 1137]], [[35, 1138]], [[34, 1139]], [[34, 1140]], [[33, 1141]], [[33, 1142]], [[32, 1143]], [[32, 1144]], [[32, 1145]], [[32, 1146]], [[33, 1147]], [[33, 1148]], [[34, 1149]], [[35, 1150]], [[36, 1150]], [[37, 1151]], [[38, 1151]], [[39, 1152]], [[40, 1152]], [[41, 1152]], [[42, 1152]], [[43, 1152]], [[44, 1151]], [[44, 1150]], [[45, 1149]], [[45, 1148]], [[46, 1147]], [[47, 1147]], [[48, 1146]], [[49, 1146]], [[50, 1145]], [[50, 1144]], [[50, 1143]], [[50, 1142]], [[51, 1141]], [[51, 1140]], [[51, 1139]], [[52, 1138]], [[52, 1137]], [[52, 1136]], [[52, 1135]], [[52, 1134]], [[52, 1133]], [[53, 1132]], [[53, 1131]], [[53, 1130]], [[53, 1129]], [[53, 1128]], [[53, 1127]], [[52, 1127]], [[51, 1127]], [[50, 1127]], [[49, 1126]], [[48, 1125]], [[47, 1125]], [[46, 1125]], [[45, 1125]], [[44, 1125]], [[43, 1125]], [[42, 1125]]]",[[]],[]
6,6,"[[[666, 1114]], [[665, 1115]], [[664, 1116]], [[663, 1116]], [[662, 1117]], [[661, 1118]], [[660, 1119]], [[659, 1120]], [[658, 1120]], [[657, 1121]], [[656, 1122]], [[655, 1123]], [[654, 1123]], [[653, 1122]], [[652, 1121]], [[651, 1121]], [[650, 1121]], [[649, 1122]], [[648, 1123]], [[648, 1124]], [[647, 1125]], [[646, 1125]], [[645, 1126]], [[644, 1127]], [[644, 1128]], [[644, 1129]], [[643, 1130]], [[643, 1131]], [[644, 1132]], [[644, 1133]], [[643, 1134]], [[642, 1135]], [[641, 1136]], [[640, 1137]], [[639, 1138]], [[638, 1138]], [[637, 1139]], [[636, 1140]], [[635, 1141]], [[634, 1142]], [[633, 1143]], [[632, 1144]], [[632, 1145]], [[632, 1146]], [[632, 1147]], [[632, 1148]], [[631, 1149]], [[630, 1150]], [[630, 1151]], [[630, 1152]], [[630, 1153]], [[630, 1154]], [[630, 1155]], [[630, 1156]], [[631, 1157]], [[631, 1158]], [[632, 1159]], [[633, 1160]], [[634, 1161]], [[635, 1161]], [[636, 1161]], [[637, 1162]], [[638, 1163]], [[639, 1162]], [[640, 1162]], [[641, 1162]], [[642, 1161]], [[643, 1161]], [[644, 1160]], [[645, 1160]], [[646, 1159]], [[647, 1160]], [[648, 1159]], [[649, 1159]], [[650, 1159]], [[650, 1158]], [[651, 1157]], [[651, 1156]], [[652, 1155]], [[653, 1155]], [[654, 1154]], [[655, 1154]], [[656, 1153]], [[657, 1152]], [[657, 1151]], [[658, 1150]], [[658, 1149]], [[659, 1148]], [[660, 1148]], [[660, 1147]], [[661, 1146]], [[662, 1145]], [[663, 1144]], [[664, 1143]], [[665, 1143]], [[666, 1143]], [[667, 1142]], [[667, 1141]], [[668, 1140]], [[669, 1140]], [[670, 1140]], [[671, 1139]], [[672, 1139]], [[672, 1138]], [[673, 1137]], [[674, 1137]], [[675, 1136]], [[676, 1135]], [[676, 1134]], [[677, 1133]], [[677, 1132]], [[678, 1131]], [[678, 1130]], [[678, 1129]], [[678, 1128]], [[677, 1127]], [[677, 1126]], [[677, 1125]], [[677, 1124]], [[676, 1123]], [[675, 1122]], [[675, 1121]], [[674, 1121]], [[673, 1120]], [[672, 1119]], [[671, 1118]], [[670, 1117]], [[670, 1116]], [[670, 1115]], [[669, 1115]], [[668, 1114]], [[667, 1114]]]","[[], [[[677, 1110], [677, 1111], [676, 1112], [675, 1112], [675, 1113], [675, 1114], [674, 1115], [673, 1115], [672, 1114], [671, 1113], [670, 1113], [669, 1113], [668, 1113], [669, 1114], [670, 1114], [671, 1115], [671, 1116], [671, 1117], [672, 1118], [673, 1119], [674, 1120], [675, 1120], [676, 1120], [677, 1119], [676, 1118], [675, 1117], [674, 1117], [673, 1116], [674, 1115], [675, 1115], [675, 1114], [676, 1113], [677, 1113], [678, 1112], [679, 1111], [679, 1110], [678, 1110]]]]","[[], 4]"
7,7,"[[[523, 1093]], [[522, 1094]], [[521, 1094]], [[521, 1095]], [[521, 1096]], [[521, 1097]], [[521, 1098]], [[522, 1099]], [[522, 1100]], [[523, 1100]], [[524, 1100]], [[525, 1100]], [[526, 1101]], [[526, 1102]], [[526, 1103]], [[525, 1104]], [[526, 1105]], [[527, 1105]], [[528, 1106]], [[529, 1106]], [[530, 1105]], [[531, 1104]], [[532, 1104]], [[533, 1103]], [[533, 1102]], [[533, 1101]], [[533, 1100]], [[533, 1099]], [[533, 1098]], [[533, 1097]], [[532, 1096]], [[531, 1095]], [[530, 1095]], [[529, 1094]], [[528, 1094]], [[527, 1094]], [[526, 1094]], [[525, 1094]], [[524, 1093]]]","[[[[520, 1089], [520, 1090], [520, 1091], [521, 1092], [520, 1093], [519, 1093], [520, 1093], [521, 1093], [522, 1093], [523, 1092], [524, 1092], [525, 1093], [526, 1093], [527, 1093], [528, 1093], [529, 1093], [530, 1094], [531, 1094], [532, 1095], [533, 1095], [534, 1096], [534, 1097], [535, 1097], [535, 1096], [534, 1096], [533, 1095], [532, 1094], [532, 1093], [531, 1092], [530, 1091], [529, 1090], [529, 1091], [528, 1092], [527, 1092], [526, 1092], [525, 1091], [524, 1091], [523, 1090], [522, 1090], [521, 1089]]], []]","[5, []]"
8,8,"[[[270, 1079]], [[270, 1080]], [[271, 1081]], [[270, 1082]], [[269, 1083]], [[270, 1084]], [[271, 1084]], [[272, 1085]], [[273, 1085]], [[274, 1085]], [[274, 1084]], [[275, 1083]], [[276, 1084]], [[277, 1085]], [[277, 1086]], [[278, 1086]], [[279, 1087]], [[279, 1088]], [[280, 1088]], [[281, 1088]], [[282, 1088]], [[283, 1088]], [[284, 1087]], [[285, 1087]], [[286, 1086]], [[285, 1085]], [[285, 1084]], [[285, 1083]], [[284, 1083]], [[283, 1083]], [[282, 1082]], [[281, 1082]], [[280, 1081]], [[279, 1081]], [[278, 1082]], [[277, 1082]], [[276, 1082]], [[275, 1082]], [[274, 1082]], [[273, 1081]], [[273, 1080]], [[272, 1079]], [[271, 1079]]]","[[[[262, 1077], [262, 1078], [262, 1079], [261, 1080], [260, 1080], [260, 1081], [260, 1082], [260, 1083], [260, 1084], [259, 1085], [258, 1086], [257, 1086], [256, 1086], [256, 1087], [255, 1088], [255, 1089], [254, 1090], [253, 1091], [252, 1092], [251, 1093], [251, 1094], [251, 1095], [251, 1096], [252, 1097], [252, 1098], [252, 1099], [252, 1100], [252, 1101], [253, 1101], [254, 1100], [254, 1099], [254, 1098], [254, 1097], [255, 1096], [256, 1095], [256, 1094], [257, 1093], [258, 1092], [259, 1092], [260, 1091], [261, 1092], [262, 1093], [262, 1094], [262, 1095], [263, 1095], [264, 1096], [264, 1095], [264, 1094], [263, 1093], [262, 1092], [262, 1091], [261, 1090], [262, 1089], [262, 1088], [263, 1087], [264, 1087], [265, 1086], [266, 1086], [267, 1087], [268, 1088], [269, 1088], [269, 1087], [269, 1086], [268, 1085], [267, 1085], [266, 1086], [265, 1085], [265, 1084], [265, 1083], [264, 1082], [264, 1081], [264, 1080], [264, 1079], [264, 1078], [264, 1077], [263, 1077]], [[272, 1076], [271, 1077], [270, 1077], [269, 1077], [269, 1078], [269, 1079], [270, 1078], [271, 1078], [272, 1078], [273, 1079], [274, 1080], [274, 1081], [275, 1081], [276, 1081], [277, 1081], [278, 1081], [279, 1080], [280, 1080], [281, 1081], [282, 1081], [283, 1082], [284, 1082], [285, 1082], [286, 1083], [286, 1084], [287, 1084], [288, 1084], [287, 1083], [287, 1082], [288, 1081], [289, 1082], [290, 1082], [291, 1083], [291, 1082], [290, 1081], [289, 1080], [289, 1079], [288, 1079], [287, 1079], [286, 1079], [285, 1079], [284, 1079], [283, 1079], [282, 1080], [281, 1080], [280, 1079], [279, 1079], [278, 1080], [277, 1080], [276, 1079], [275, 1079], [274, 1078], [274, 1077], [274, 1076], [273, 1076]], [[270, 1063], [269, 1064], [268, 1064], [268, 1065], [268, 1066], [268, 1067], [268, 1068], [267, 1069], [266, 1069], [265, 1068], [264, 1069], [263, 1068], [262, 1067], [261, 1066], [260, 1067], [259, 1068], [259, 1069], [258, 1070], [259, 1071], [259, 1072], [259, 1073], [259, 1074], [259, 1075], [259, 1076], [259, 1077], [259, 1078], [259, 1077], [260, 1076], [260, 1075], [260, 1074], [261, 1073], [262, 1072], [262, 1071], [262, 1070], [263, 1069], [264, 1069], [265, 1070], [265, 1071], [264, 1072], [264, 1073], [264, 1074], [265, 1073], [266, 1072], [267, 1073], [268, 1073], [269, 1074], [270, 1075], [270, 1074], [270, 1073], [271, 1072], [272, 1071], [272, 1070], [272, 1069], [272, 1068], [272, 1067], [271, 1068], [270, 1067], [270, 1066], [270, 1065], [271, 1064]]], [[[272, 1076], [271, 1077], [270, 1077], [269, 1077], [269, 1078], [269, 1079], [270, 1078], [271, 1078], [272, 1078], [273, 1079], [274, 1080], [274, 1081], [275, 1081], [276, 1081], [277, 1081], [278, 1081], [279, 1080], [280, 1080], [281, 1081], [282, 1081], [283, 1082], [284, 1082], [285, 1082], [286, 1083], [286, 1084], [287, 1084], [288, 1084], [287, 1083], [287, 1082], [288, 1081], [289, 1082], [290, 1082], [291, 1083], [291, 1082], [290, 1081], [289, 1080], [289, 1079], [288, 1079], [287, 1079], [286, 1079], [285, 1079], [284, 1079], [283, 1079], [282, 1080], [281, 1080], [280, 1079], [279, 1079], [278, 1080], [277, 1080], [276, 1079], [275, 1079], [274, 1078], [274, 1077], [274, 1076], [273, 1076]], [[270, 1063], [269, 1064], [268, 1064], [268, 1065], [268, 1066], [268, 1067], [268, 1068], [267, 1069], [266, 1069], [265, 1068], [264, 1069], [263, 1068], [262, 1067], [261, 1066], [260, 1067], [259, 1068], [259, 1069], [258, 1070], [259, 1071], [259, 1072], [259, 1073], [259, 1074], [259, 1075], [259, 1076], [259, 1077], [259, 1078], [259, 1077], [260, 1076], [260, 1075], [260, 1074], [261, 1073], [262, 1072], [262, 1071], [262, 1070], [263, 1069], [264, 1069], [265, 1070], [265, 1071], [264, 1072], [264, 1073], [264, 1074], [265, 1073], [266, 1072], [267, 1073], [268, 1073], [269, 1074], [270, 1075], [270, 1074], [270, 1073], [271, 1072], [272, 1071], [272, 1070], [272, 1069], [272, 1068], [272, 1067], [271, 1068], [270, 1067], [270, 1066], [270, 1065], [271, 1064]]], [[[262, 1077], [262, 1078], [262, 1079], [261, 1080], [260, 1080], [260, 1081], [260, 1082], [260, 1083], [260, 1084], [259, 1085], [258, 1086], [257, 1086], [256, 1086], [256, 1087], [255, 1088], [255, 1089], [254, 1090], [253, 1091], [252, 1092], [251, 1093], [251, 1094], [251, 1095], [251, 1096], [252, 1097], [252, 1098], [252, 1099], [252, 1100], [252, 1101], [253, 1101], [254, 1100], [254, 1099], [254, 1098], [254, 1097], [255, 1096], [256, 1095], [256, 1094], [257, 1093], [258, 1092], [259, 1092], [260, 1091], [261, 1092], [262, 1093], [262, 1094], [262, 1095], [263, 1095], [264, 1096], [264, 1095], [264, 1094], [263, 1093], [262, 1092], [262, 1091], [261, 1090], [262, 1089], [262, 1088], [263, 1087], [264, 1087], [265, 1086], [266, 1086], [267, 1087], [268, 1088], [269, 1088], [269, 1087], [269, 1086], [268, 1085], [267, 1085], [266, 1086], [265, 1085], [265, 1084], [265, 1083], [264, 1082], [264, 1081], [264, 1080], [264, 1079], [264, 1078], [264, 1077], [263, 1077]], [[272, 1076], [271, 1077], [270, 1077], [269, 1077], [269, 1078], [269, 1079], [270, 1078], [271, 1078], [272, 1078], [273, 1079], [274, 1080], [274, 1081], [275, 1081], [276, 1081], [277, 1081], [278, 1081], [279, 1080], [280, 1080], [281, 1081], [282, 1081], [283, 1082], [284, 1082], [285, 1082], [286, 1083], [286, 1084], [287, 1084], [288, 1084], [287, 1083], [287, 1082], [288, 1081], [289, 1082], [290, 1082], [291, 1083], [291, 1082], [290, 1081], [289, 1080], [289, 1079], [288, 1079], [287, 1079], [286, 1079], [285, 1079], [284, 1079], [283, 1079], [282, 1080], [281, 1080], [280, 1079], [279, 1079], [278, 1080], [277, 1080], [276, 1079], [275, 1079], [274, 1078], [274, 1077], [274, 1076], [273, 1076]]], [[[272, 1076], [271, 1077], [270, 1077], [269, 1077], [269, 1078], [269, 1079], [270, 1078], [271, 1078], [272, 1078], [273, 1079], [274, 1080], [274, 1081], [275, 1081], [276, 1081], [277, 1081], [278, 1081], [279, 1080], [280, 1080], [281, 1081], [282, 1081], [283, 1082], [284, 1082], [285, 1082], [286, 1083], [286, 1084], [287, 1084], [288, 1084], [287, 1083], [287, 1082], [288, 1081], [289, 1082], [290, 1082], [291, 1083], [291, 1082], [290, 1081], [289, 1080], [289, 1079], [288, 1079], [287, 1079], [286, 1079], [285, 1079], [284, 1079], [283, 1079], [282, 1080], [281, 1080], [280, 1079], [279, 1079], [278, 1080], [277, 1080], [276, 1079], [275, 1079], [274, 1078], [274, 1077], [274, 1076], [273, 1076]]], []]","[6, 7, 8, 9, []]"
9,9,"[[[126, 1073]], [[125, 1074]], [[124, 1074]], [[123, 1074]], [[122, 1074]], [[121, 1074]], [[120, 1075]], [[119, 1075]], [[118, 1075]], [[117, 1075]], [[116, 1076]], [[116, 1077]], [[115, 1078]], [[114, 1079]], [[114, 1080]], [[113, 1081]], [[113, 1082]], [[113, 1083]], [[113, 1084]], [[113, 1085]], [[113, 1086]], [[112, 1087]], [[111, 1087]], [[110, 1088]], [[110, 1089]], [[110, 1090]], [[110, 1091]], [[110, 1092]], [[110, 1093]], [[111, 1094]], [[111, 1095]], [[111, 1096]], [[111, 1097]], [[111, 1098]], [[111, 1099]], [[111, 1100]], [[112, 1101]], [[112, 1102]], [[112, 1103]], [[112, 1104]], [[112, 1105]], [[112, 1106]], [[112, 1107]], [[113, 1108]], [[114, 1109]], [[115, 1109]], [[116, 1109]], [[117, 1109]], [[118, 1109]], [[119, 1109]], [[120, 1108]], [[121, 1108]], [[122, 1107]], [[123, 1106]], [[124, 1105]], [[125, 1105]], [[126, 1104]], [[127, 1103]], [[128, 1103]], [[129, 1103]], [[130, 1103]], [[131, 1102]], [[132, 1102]], [[133, 1102]], [[134, 1102]], [[135, 1102]], [[136, 1101]], [[137, 1100]], [[138, 1099]], [[139, 1098]], [[139, 1097]], [[140, 1096]], [[141, 1095]], [[141, 1094]], [[142, 1093]], [[142, 1092]], [[141, 1091]], [[141, 1090]], [[141, 1089]], [[141, 1088]], [[141, 1087]], [[140, 1086]], [[140, 1085]], [[139, 1085]], [[138, 1084]], [[137, 1083]], [[136, 1082]], [[135, 1081]], [[135, 1080]], [[134, 1079]], [[134, 1078]], [[133, 1077]], [[132, 1076]], [[131, 1075]], [[130, 1074]], [[129, 1073]], [[128, 1073]], [[127, 1073]]]","[[], [[[131, 1103], [130, 1104], [129, 1104], [128, 1104], [127, 1104], [126, 1105], [125, 1106], [124, 1107], [123, 1108], [122, 1108], [121, 1109], [120, 1109], [119, 1110], [118, 1111], [117, 1111], [116, 1111], [115, 1111], [114, 1111], [113, 1111], [112, 1111], [112, 1112], [111, 1113], [112, 1114], [113, 1113], [114, 1113], [115, 1113], [116, 1113], [117, 1113], [118, 1113], [119, 1112], [120, 1112], [121, 1112], [122, 1111], [123, 1111], [124, 1111], [125, 1111], [126, 1112], [126, 1111], [125, 1110], [125, 1109], [126, 1108], [127, 1107], [128, 1106], [129, 1106], [130, 1106], [131, 1106], [132, 1105], [133, 1105], [134, 1104], [134, 1103], [133, 1103], [132, 1103]]]]","[[], 10]"
