,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[706, 1157]], [[705, 1158]], [[704, 1158]], [[703, 1159]], [[702, 1159]], [[701, 1159]], [[700, 1159]], [[699, 1160]], [[698, 1160]], [[697, 1160]], [[696, 1161]], [[695, 1161]], [[694, 1161]], [[693, 1162]], [[692, 1163]], [[691, 1163]], [[690, 1163]], [[689, 1163]], [[688, 1163]], [[687, 1164]], [[686, 1164]], [[685, 1165]], [[685, 1166]], [[685, 1167]], [[685, 1168]], [[684, 1169]], [[685, 1170]], [[685, 1171]], [[686, 1172]], [[687, 1172]], [[688, 1172]], [[689, 1172]], [[690, 1172]], [[691, 1173]], [[692, 1173]], [[693, 1174]], [[694, 1174]], [[695, 1175]], [[696, 1175]], [[697, 1175]], [[698, 1175]], [[699, 1176]], [[700, 1176]], [[701, 1177]], [[702, 1177]], [[703, 1177]], [[704, 1177]], [[705, 1177]], [[706, 1176]], [[707, 1176]], [[708, 1176]], [[709, 1175]], [[710, 1174]], [[711, 1173]], [[712, 1172]], [[712, 1171]], [[713, 1170]], [[714, 1169]], [[715, 1168]], [[716, 1167]], [[716, 1166]], [[715, 1165]], [[715, 1164]], [[714, 1163]], [[713, 1162]], [[712, 1161]], [[711, 1160]], [[711, 1159]], [[710, 1158]], [[709, 1158]], [[708, 1157]], [[707, 1157]]]","[[[[695, 1150], [694, 1151], [694, 1152], [694, 1153], [693, 1154], [692, 1155], [691, 1156], [690, 1157], [690, 1158], [690, 1159], [691, 1158], [692, 1157], [693, 1157], [694, 1157], [695, 1157], [696, 1157], [697, 1158], [698, 1158], [699, 1158], [700, 1158], [701, 1158], [702, 1158], [702, 1157], [701, 1157], [700, 1157], [699, 1158], [698, 1157], [697, 1156], [696, 1155], [696, 1154], [696, 1153], [696, 1152], [695, 1151]]], []]","[0, []]"
1,1,"[[[561, 1149]], [[560, 1150]], [[560, 1151]], [[559, 1152]], [[558, 1153]], [[557, 1154]], [[556, 1155]], [[556, 1156]], [[555, 1157]], [[554, 1157]], [[554, 1158]], [[553, 1159]], [[552, 1160]], [[552, 1161]], [[551, 1162]], [[551, 1163]], [[551, 1164]], [[550, 1165]], [[550, 1166]], [[550, 1167]], [[549, 1168]], [[550, 1169]], [[549, 1170]], [[549, 1171]], [[550, 1172]], [[550, 1173]], [[549, 1174]], [[549, 1175]], [[548, 1176]], [[548, 1177]], [[547, 1178]], [[547, 1179]], [[547, 1180]], [[547, 1181]], [[547, 1182]], [[547, 1183]], [[547, 1184]], [[548, 1185]], [[549, 1186]], [[550, 1187]], [[550, 1188]], [[551, 1189]], [[552, 1189]], [[553, 1189]], [[554, 1188]], [[555, 1188]], [[556, 1188]], [[557, 1188]], [[558, 1187]], [[559, 1188]], [[560, 1187]], [[561, 1187]], [[562, 1187]], [[563, 1187]], [[564, 1187]], [[565, 1187]], [[566, 1188]], [[567, 1187]], [[568, 1187]], [[568, 1186]], [[569, 1185]], [[570, 1184]], [[571, 1184]], [[572, 1184]], [[573, 1183]], [[574, 1182]], [[575, 1182]], [[575, 1181]], [[575, 1180]], [[576, 1179]], [[577, 1178]], [[577, 1177]], [[577, 1176]], [[577, 1175]], [[576, 1175]], [[575, 1174]], [[575, 1173]], [[575, 1172]], [[575, 1171]], [[575, 1170]], [[574, 1169]], [[573, 1168]], [[573, 1167]], [[573, 1166]], [[572, 1165]], [[572, 1164]], [[571, 1163]], [[571, 1162]], [[570, 1161]], [[570, 1160]], [[569, 1159]], [[568, 1158]], [[567, 1157]], [[566, 1156]], [[566, 1155]], [[566, 1154]], [[565, 1153]], [[565, 1152]], [[564, 1151]], [[564, 1150]], [[563, 1149]], [[562, 1149]]]","[[], [[[574, 1183], [573, 1184], [572, 1185], [571, 1185], [570, 1185], [569, 1186], [569, 1187], [568, 1188], [567, 1189], [567, 1190], [566, 1191], [565, 1191], [565, 1192], [566, 1191], [567, 1190], [568, 1190], [569, 1190], [569, 1189], [569, 1188], [570, 1187], [571, 1187], [572, 1186], [573, 1185], [574, 1186], [574, 1185], [574, 1184]]]]","[[], 1]"
2,2,"[[[528, 1146]], [[528, 1147]], [[527, 1148]], [[527, 1149]], [[527, 1150]], [[527, 1151]], [[527, 1152]], [[526, 1153]], [[526, 1154]], [[526, 1155]], [[526, 1156]], [[526, 1157]], [[526, 1158]], [[526, 1159]], [[526, 1160]], [[526, 1161]], [[527, 1162]], [[526, 1163]], [[526, 1164]], [[525, 1165]], [[524, 1164]], [[523, 1164]], [[522, 1163]], [[521, 1163]], [[520, 1162]], [[520, 1161]], [[519, 1160]], [[518, 1160]], [[517, 1159]], [[516, 1158]], [[515, 1158]], [[514, 1158]], [[513, 1157]], [[512, 1157]], [[511, 1156]], [[511, 1155]], [[510, 1154]], [[509, 1154]], [[508, 1154]], [[507, 1155]], [[506, 1155]], [[505, 1156]], [[504, 1156]], [[503, 1155]], [[502, 1155]], [[501, 1155]], [[500, 1156]], [[499, 1157]], [[498, 1158]], [[498, 1159]], [[499, 1160]], [[499, 1161]], [[499, 1162]], [[500, 1163]], [[500, 1164]], [[501, 1164]], [[502, 1165]], [[503, 1165]], [[504, 1166]], [[505, 1167]], [[505, 1168]], [[505, 1169]], [[506, 1170]], [[507, 1171]], [[507, 1172]], [[507, 1173]], [[507, 1174]], [[507, 1175]], [[507, 1176]], [[507, 1177]], [[508, 1178]], [[509, 1178]], [[510, 1178]], [[511, 1177]], [[512, 1177]], [[513, 1177]], [[514, 1177]], [[515, 1177]], [[516, 1177]], [[517, 1177]], [[518, 1178]], [[517, 1179]], [[518, 1178]], [[519, 1178]], [[520, 1179]], [[521, 1179]], [[521, 1178]], [[522, 1177]], [[523, 1178]], [[523, 1179]], [[524, 1180]], [[525, 1181]], [[526, 1181]], [[527, 1182]], [[527, 1181]], [[528, 1180]], [[528, 1179]], [[528, 1178]], [[528, 1177]], [[528, 1176]], [[527, 1175]], [[527, 1174]], [[527, 1173]], [[527, 1172]], [[527, 1171]], [[528, 1170]], [[529, 1171]], [[530, 1172]], [[531, 1172]], [[532, 1172]], [[533, 1171]], [[534, 1170]], [[534, 1169]], [[533, 1168]], [[533, 1167]], [[533, 1166]], [[532, 1165]], [[531, 1166]], [[530, 1165]], [[529, 1164]], [[529, 1163]], [[530, 1162]], [[531, 1161]], [[532, 1160]], [[533, 1159]], [[534, 1158]], [[534, 1157]], [[534, 1156]], [[535, 1155]], [[535, 1154]], [[536, 1153]], [[537, 1152]], [[538, 1151]], [[539, 1151]], [[540, 1151]], [[541, 1151]], [[542, 1150]], [[543, 1150]], [[543, 1149]], [[542, 1150]], [[541, 1150]], [[540, 1150]], [[539, 1150]], [[538, 1151]], [[537, 1151]], [[536, 1152]], [[535, 1152]], [[534, 1151]], [[533, 1150]], [[533, 1149]], [[532, 1148]], [[532, 1147]], [[531, 1146]], [[530, 1146]], [[529, 1146]]]","[[[[496, 1157], [496, 1158], [496, 1159], [496, 1160], [495, 1161], [494, 1161], [493, 1162], [493, 1163], [493, 1164], [492, 1165], [491, 1165], [490, 1165], [489, 1165], [490, 1166], [491, 1167], [491, 1168], [490, 1169], [489, 1169], [488, 1169], [487, 1168], [486, 1169], [485, 1168], [484, 1167], [483, 1166], [482, 1166], [482, 1167], [482, 1168], [482, 1169], [482, 1170], [483, 1170], [484, 1170], [485, 1170], [486, 1170], [487, 1170], [488, 1170], [489, 1170], [490, 1170], [491, 1171], [492, 1172], [493, 1172], [494, 1173], [494, 1174], [494, 1175], [495, 1175], [496, 1174], [496, 1173], [496, 1172], [497, 1171], [498, 1171], [499, 1171], [500, 1171], [501, 1171], [500, 1170], [500, 1169], [500, 1168], [499, 1168], [498, 1167], [498, 1166], [498, 1165], [499, 1164], [498, 1164], [497, 1164], [497, 1165], [498, 1166], [498, 1167], [498, 1168], [497, 1169], [496, 1169], [495, 1169], [494, 1169], [493, 1168], [493, 1167], [493, 1166], [493, 1165], [493, 1164], [494, 1163], [495, 1163], [495, 1162], [496, 1161], [497, 1161], [498, 1161], [498, 1160], [497, 1159], [497, 1158]]], [], [[[528, 1171], [528, 1172], [528, 1173], [528, 1174], [528, 1175], [529, 1176], [529, 1177], [530, 1177], [531, 1178], [532, 1179], [531, 1180], [530, 1181], [529, 1182], [528, 1182], [528, 1183], [529, 1183], [530, 1183], [531, 1183], [532, 1182], [532, 1181], [533, 1180], [534, 1179], [535, 1178], [534, 1177], [533, 1176], [532, 1175], [531, 1174], [531, 1173], [530, 1173], [529, 1172]]]]","[2, [], 3]"
3,3,"[[[752, 1145]], [[751, 1146]], [[750, 1147]], [[749, 1147]], [[748, 1148]], [[747, 1149]], [[746, 1149]], [[746, 1150]], [[746, 1151]], [[745, 1152]], [[744, 1153]], [[743, 1154]], [[743, 1155]], [[743, 1156]], [[744, 1157]], [[745, 1157]], [[746, 1158]], [[746, 1159]], [[746, 1160]], [[746, 1161]], [[747, 1162]], [[747, 1163]], [[748, 1164]], [[748, 1165]], [[749, 1166]], [[749, 1167]], [[750, 1168]], [[751, 1168]], [[752, 1169]], [[753, 1169]], [[754, 1169]], [[755, 1169]], [[756, 1169]], [[757, 1168]], [[758, 1168]], [[759, 1167]], [[760, 1166]], [[761, 1165]], [[762, 1164]], [[763, 1163]], [[764, 1162]], [[764, 1161]], [[765, 1160]], [[765, 1159]], [[766, 1158]], [[766, 1157]], [[766, 1156]], [[767, 1155]], [[767, 1154]], [[767, 1153]], [[767, 1152]], [[767, 1151]], [[767, 1150]], [[767, 1149]], [[766, 1148]], [[765, 1147]], [[764, 1147]], [[763, 1146]], [[762, 1146]], [[761, 1145]], [[760, 1145]], [[759, 1145]], [[758, 1146]], [[757, 1146]], [[756, 1145]], [[755, 1145]], [[754, 1145]], [[753, 1145]]]","[[[[753, 1141], [752, 1142], [751, 1142], [751, 1143], [750, 1144], [749, 1144], [748, 1143], [747, 1143], [747, 1144], [746, 1145], [746, 1146], [746, 1147], [745, 1148], [745, 1149], [744, 1150], [743, 1151], [743, 1152], [742, 1153], [741, 1154], [740, 1155], [739, 1155], [738, 1155], [737, 1155], [736, 1154], [736, 1155], [736, 1156], [737, 1157], [738, 1157], [739, 1156], [740, 1156], [740, 1155], [741, 1154], [742, 1154], [743, 1153], [744, 1152], [745, 1151], [745, 1150], [745, 1149], [746, 1148], [747, 1148], [748, 1147], [749, 1146], [750, 1146], [751, 1145], [752, 1144], [753, 1144], [753, 1143], [754, 1142], [755, 1141], [754, 1141]]], [], [[[772, 1151], [772, 1152], [772, 1153], [773, 1154], [773, 1155], [772, 1156], [771, 1157], [770, 1156], [769, 1155], [769, 1154], [770, 1153], [769, 1152], [768, 1152], [768, 1153], [768, 1154], [768, 1155], [767, 1156], [767, 1157], [767, 1158], [766, 1159], [766, 1160], [765, 1161], [765, 1162], [765, 1163], [765, 1164], [765, 1165], [766, 1165], [766, 1164], [765, 1163], [766, 1162], [767, 1161], [768, 1160], [769, 1159], [770, 1159], [770, 1158], [771, 1157], [772, 1157], [773, 1158], [774, 1159], [775, 1159], [776, 1159], [777, 1158], [776, 1157], [776, 1156], [775, 1155], [774, 1154], [773, 1153], [773, 1152], [773, 1151]]]]","[4, [], 5]"
4,4,"[[[703, 1144]], [[702, 1145]], [[701, 1145]], [[700, 1146]], [[699, 1146]], [[698, 1147]], [[697, 1148]], [[696, 1149]], [[696, 1150]], [[696, 1151]], [[697, 1152]], [[697, 1153]], [[697, 1154]], [[697, 1155]], [[698, 1155]], [[699, 1155]], [[700, 1154]], [[701, 1154]], [[702, 1154]], [[703, 1153]], [[704, 1153]], [[705, 1154]], [[706, 1153]], [[707, 1153]], [[708, 1154]], [[709, 1154]], [[710, 1155]], [[711, 1156]], [[712, 1156]], [[713, 1156]], [[714, 1155]], [[715, 1154]], [[716, 1154]], [[717, 1153]], [[718, 1152]], [[719, 1152]], [[719, 1151]], [[719, 1150]], [[719, 1149]], [[718, 1148]], [[717, 1148]], [[716, 1149]], [[715, 1149]], [[714, 1149]], [[713, 1149]], [[712, 1148]], [[711, 1147]], [[710, 1146]], [[709, 1146]], [[708, 1146]], [[707, 1145]], [[706, 1145]], [[705, 1144]], [[704, 1144]]]","[[], [[[695, 1150], [694, 1151], [694, 1152], [694, 1153], [693, 1154], [692, 1155], [691, 1156], [690, 1157], [690, 1158], [690, 1159], [691, 1158], [692, 1157], [693, 1157], [694, 1157], [695, 1157], [696, 1157], [697, 1158], [698, 1158], [699, 1158], [700, 1158], [701, 1158], [702, 1158], [702, 1157], [701, 1157], [700, 1157], [699, 1158], [698, 1157], [697, 1156], [696, 1155], [696, 1154], [696, 1153], [696, 1152], [695, 1151]]]]","[[], 0]"
5,5,"[[[772, 1131]], [[771, 1132]], [[770, 1133]], [[770, 1134]], [[769, 1135]], [[769, 1136]], [[768, 1137]], [[767, 1138]], [[767, 1139]], [[767, 1140]], [[767, 1141]], [[768, 1142]], [[768, 1143]], [[768, 1144]], [[769, 1145]], [[770, 1146]], [[771, 1147]], [[770, 1148]], [[770, 1149]], [[771, 1149]], [[772, 1149]], [[773, 1150]], [[774, 1151]], [[774, 1152]], [[774, 1153]], [[775, 1154]], [[776, 1155]], [[777, 1156]], [[777, 1157]], [[778, 1158]], [[778, 1159]], [[779, 1160]], [[780, 1161]], [[781, 1162]], [[781, 1163]], [[782, 1164]], [[782, 1165]], [[783, 1166]], [[783, 1167]], [[784, 1168]], [[785, 1168]], [[786, 1169]], [[787, 1169]], [[788, 1170]], [[789, 1170]], [[790, 1171]], [[791, 1171]], [[792, 1171]], [[793, 1170]], [[794, 1169]], [[795, 1168]], [[796, 1167]], [[796, 1166]], [[796, 1165]], [[796, 1164]], [[796, 1163]], [[796, 1162]], [[796, 1161]], [[796, 1160]], [[797, 1159]], [[797, 1158]], [[797, 1157]], [[796, 1156]], [[796, 1155]], [[796, 1154]], [[795, 1155]], [[794, 1154]], [[794, 1153]], [[794, 1152]], [[793, 1151]], [[793, 1150]], [[792, 1149]], [[791, 1148]], [[791, 1147]], [[790, 1146]], [[789, 1145]], [[789, 1144]], [[789, 1143]], [[788, 1142]], [[787, 1141]], [[787, 1140]], [[786, 1139]], [[785, 1138]], [[784, 1137]], [[783, 1136]], [[783, 1135]], [[783, 1134]], [[782, 1133]], [[781, 1132]], [[780, 1132]], [[779, 1131]], [[778, 1131]], [[777, 1131]], [[776, 1131]], [[775, 1131]], [[774, 1131]], [[773, 1131]]]","[[[[772, 1151], [772, 1152], [772, 1153], [773, 1154], [773, 1155], [772, 1156], [771, 1157], [770, 1156], [769, 1155], [769, 1154], [770, 1153], [769, 1152], [768, 1152], [768, 1153], [768, 1154], [768, 1155], [767, 1156], [767, 1157], [767, 1158], [766, 1159], [766, 1160], [765, 1161], [765, 1162], [765, 1163], [765, 1164], [765, 1165], [766, 1165], [766, 1164], [765, 1163], [766, 1162], [767, 1161], [768, 1160], [769, 1159], [770, 1159], [770, 1158], [771, 1157], [772, 1157], [773, 1158], [774, 1159], [775, 1159], [776, 1159], [777, 1158], [776, 1157], [776, 1156], [775, 1155], [774, 1154], [773, 1153], [773, 1152], [773, 1151]]], [], [[[787, 1135], [786, 1136], [785, 1136], [785, 1137], [786, 1138], [787, 1139], [788, 1140], [788, 1141], [789, 1142], [790, 1143], [790, 1144], [791, 1145], [792, 1146], [792, 1147], [793, 1148], [794, 1149], [794, 1150], [795, 1151], [796, 1151], [797, 1150], [796, 1149], [796, 1148], [796, 1147], [796, 1146], [795, 1145], [794, 1144], [793, 1144], [792, 1144], [791, 1143], [790, 1142], [790, 1141], [789, 1140], [788, 1139], [788, 1138], [788, 1137], [789, 1136], [789, 1135], [788, 1135]]]]","[5, [], 8]"
6,6,"[[[46, 1121]], [[45, 1122]], [[44, 1122]], [[43, 1123]], [[42, 1124]], [[41, 1124]], [[40, 1124]], [[39, 1124]], [[39, 1125]], [[38, 1126]], [[38, 1127]], [[38, 1128]], [[37, 1129]], [[37, 1130]], [[37, 1131]], [[36, 1132]], [[35, 1133]], [[34, 1134]], [[34, 1135]], [[34, 1136]], [[33, 1137]], [[33, 1138]], [[33, 1139]], [[32, 1140]], [[32, 1141]], [[33, 1142]], [[33, 1143]], [[33, 1144]], [[34, 1145]], [[34, 1146]], [[35, 1146]], [[36, 1147]], [[37, 1147]], [[38, 1148]], [[39, 1149]], [[40, 1150]], [[41, 1151]], [[42, 1151]], [[43, 1151]], [[44, 1151]], [[45, 1150]], [[45, 1149]], [[46, 1148]], [[46, 1147]], [[46, 1146]], [[47, 1145]], [[47, 1144]], [[48, 1143]], [[49, 1142]], [[50, 1141]], [[50, 1140]], [[51, 1139]], [[51, 1138]], [[52, 1137]], [[52, 1136]], [[52, 1135]], [[53, 1134]], [[53, 1133]], [[53, 1132]], [[53, 1131]], [[54, 1130]], [[54, 1129]], [[55, 1128]], [[55, 1127]], [[54, 1126]], [[53, 1125]], [[52, 1124]], [[51, 1123]], [[50, 1123]], [[49, 1122]], [[48, 1122]], [[47, 1121]]]",[[]],[]
7,7,"[[[668, 1118]], [[667, 1119]], [[666, 1119]], [[665, 1120]], [[664, 1120]], [[664, 1121]], [[663, 1122]], [[662, 1122]], [[662, 1123]], [[661, 1124]], [[660, 1125]], [[659, 1125]], [[658, 1126]], [[657, 1126]], [[656, 1126]], [[655, 1126]], [[654, 1127]], [[653, 1128]], [[652, 1129]], [[651, 1130]], [[650, 1130]], [[649, 1131]], [[648, 1132]], [[647, 1132]], [[648, 1132]], [[649, 1133]], [[649, 1134]], [[648, 1135]], [[647, 1136]], [[646, 1136]], [[645, 1137]], [[644, 1137]], [[644, 1138]], [[643, 1139]], [[642, 1139]], [[642, 1140]], [[641, 1141]], [[640, 1141]], [[639, 1141]], [[639, 1142]], [[638, 1143]], [[637, 1144]], [[636, 1145]], [[635, 1146]], [[634, 1146]], [[634, 1147]], [[633, 1148]], [[633, 1149]], [[632, 1150]], [[631, 1150]], [[632, 1151]], [[632, 1152]], [[631, 1153]], [[630, 1153]], [[630, 1154]], [[631, 1155]], [[631, 1156]], [[631, 1157]], [[631, 1158]], [[632, 1159]], [[633, 1159]], [[634, 1160]], [[635, 1160]], [[636, 1161]], [[637, 1161]], [[638, 1162]], [[639, 1162]], [[640, 1163]], [[641, 1164]], [[642, 1164]], [[643, 1164]], [[644, 1164]], [[645, 1164]], [[646, 1163]], [[647, 1163]], [[648, 1162]], [[649, 1161]], [[650, 1161]], [[651, 1160]], [[652, 1159]], [[652, 1158]], [[653, 1157]], [[654, 1156]], [[655, 1156]], [[656, 1156]], [[657, 1155]], [[658, 1154]], [[659, 1153]], [[660, 1152]], [[661, 1151]], [[662, 1151]], [[663, 1150]], [[664, 1149]], [[665, 1148]], [[666, 1147]], [[667, 1146]], [[668, 1145]], [[669, 1144]], [[670, 1143]], [[671, 1142]], [[672, 1142]], [[673, 1142]], [[674, 1141]], [[675, 1141]], [[676, 1140]], [[676, 1139]], [[677, 1138]], [[678, 1137]], [[679, 1137]], [[679, 1136]], [[680, 1135]], [[680, 1134]], [[680, 1133]], [[680, 1132]], [[680, 1131]], [[680, 1130]], [[679, 1129]], [[679, 1128]], [[678, 1127]], [[678, 1126]], [[677, 1125]], [[677, 1124]], [[676, 1124]], [[675, 1123]], [[674, 1122]], [[673, 1121]], [[672, 1120]], [[671, 1119]], [[670, 1118]], [[669, 1118]]]","[[], [[[634, 1162], [635, 1163], [636, 1164], [637, 1164], [638, 1165], [639, 1166], [640, 1167], [641, 1167], [642, 1167], [643, 1168], [644, 1168], [645, 1169], [646, 1168], [647, 1167], [646, 1166], [645, 1167], [644, 1167], [643, 1166], [642, 1165], [641, 1165], [640, 1164], [639, 1163], [638, 1163], [637, 1162], [636, 1162], [635, 1162]]]]","[[], 9]"
8,8,"[[[617, 1116]], [[616, 1117]], [[615, 1117]], [[614, 1117]], [[613, 1117]], [[612, 1117]], [[611, 1118]], [[610, 1119]], [[609, 1119]], [[608, 1119]], [[607, 1120]], [[606, 1120]], [[606, 1121]], [[606, 1122]], [[606, 1123]], [[605, 1124]], [[605, 1125]], [[605, 1126]], [[605, 1127]], [[605, 1128]], [[605, 1129]], [[605, 1130]], [[606, 1131]], [[606, 1132]], [[606, 1133]], [[607, 1134]], [[608, 1134]], [[609, 1134]], [[610, 1135]], [[611, 1135]], [[612, 1135]], [[613, 1134]], [[614, 1134]], [[615, 1133]], [[616, 1132]], [[617, 1132]], [[618, 1131]], [[619, 1130]], [[620, 1129]], [[620, 1128]], [[621, 1127]], [[621, 1126]], [[621, 1125]], [[621, 1124]], [[621, 1123]], [[621, 1122]], [[621, 1121]], [[620, 1121]], [[619, 1120]], [[619, 1119]], [[619, 1118]], [[619, 1117]], [[618, 1117]]]","[[], [[[622, 1102], [621, 1103], [620, 1104], [619, 1104], [619, 1105], [620, 1105], [621, 1104], [622, 1105], [623, 1106], [624, 1107], [623, 1108], [622, 1109], [621, 1109], [620, 1110], [620, 1111], [621, 1112], [622, 1112], [623, 1113], [623, 1114], [623, 1115], [624, 1116], [623, 1117], [622, 1118], [621, 1118], [620, 1118], [620, 1119], [620, 1120], [621, 1120], [622, 1121], [622, 1122], [622, 1123], [622, 1124], [623, 1124], [624, 1124], [625, 1124], [626, 1124], [627, 1124], [628, 1125], [629, 1125], [629, 1124], [630, 1123], [631, 1123], [632, 1124], [632, 1123], [632, 1122], [631, 1122], [630, 1122], [629, 1122], [628, 1122], [627, 1123], [626, 1123], [625, 1123], [624, 1123], [623, 1123], [622, 1122], [622, 1121], [622, 1120], [623, 1119], [624, 1119], [625, 1118], [626, 1118], [626, 1117], [626, 1116], [626, 1115], [626, 1114], [625, 1113], [625, 1112], [625, 1111], [625, 1110], [625, 1109], [626, 1108], [627, 1109], [627, 1110], [628, 1109], [629, 1109], [630, 1109], [629, 1108], [629, 1107], [629, 1106], [629, 1105], [629, 1104], [628, 1103], [627, 1103], [626, 1104], [625, 1104], [624, 1103], [623, 1102]]]]","[[], 10]"
9,9,"[[[123, 1073]], [[122, 1074]], [[121, 1075]], [[120, 1075]], [[119, 1075]], [[118, 1076]], [[117, 1076]], [[116, 1077]], [[116, 1078]], [[115, 1079]], [[114, 1080]], [[114, 1081]], [[113, 1082]], [[114, 1083]], [[114, 1084]], [[115, 1085]], [[115, 1086]], [[115, 1087]], [[114, 1088]], [[113, 1088]], [[112, 1089]], [[111, 1090]], [[111, 1091]], [[110, 1092]], [[111, 1093]], [[111, 1094]], [[110, 1095]], [[111, 1096]], [[111, 1097]], [[111, 1098]], [[111, 1099]], [[111, 1100]], [[111, 1101]], [[111, 1102]], [[112, 1103]], [[112, 1104]], [[112, 1105]], [[112, 1106]], [[112, 1107]], [[112, 1108]], [[112, 1109]], [[112, 1110]], [[112, 1111]], [[113, 1112]], [[114, 1113]], [[115, 1113]], [[116, 1113]], [[117, 1113]], [[118, 1113]], [[119, 1112]], [[120, 1112]], [[121, 1112]], [[122, 1111]], [[123, 1111]], [[124, 1110]], [[125, 1109]], [[126, 1108]], [[127, 1108]], [[128, 1107]], [[129, 1106]], [[130, 1105]], [[131, 1105]], [[132, 1104]], [[133, 1103]], [[134, 1102]], [[135, 1101]], [[136, 1100]], [[137, 1100]], [[138, 1099]], [[139, 1098]], [[140, 1098]], [[141, 1097]], [[142, 1097]], [[142, 1096]], [[142, 1095]], [[142, 1094]], [[142, 1093]], [[142, 1092]], [[142, 1091]], [[142, 1090]], [[142, 1089]], [[142, 1088]], [[142, 1087]], [[142, 1086]], [[141, 1085]], [[140, 1084]], [[139, 1084]], [[138, 1083]], [[138, 1082]], [[137, 1081]], [[137, 1080]], [[137, 1079]], [[136, 1078]], [[136, 1077]], [[135, 1076]], [[135, 1075]], [[134, 1075]], [[133, 1074]], [[132, 1074]], [[131, 1074]], [[130, 1073]], [[129, 1073]], [[128, 1073]], [[127, 1073]], [[126, 1073]], [[125, 1073]], [[124, 1073]]]","[[], [[[111, 1113], [111, 1114], [111, 1115], [111, 1116], [110, 1117], [110, 1118], [111, 1118], [112, 1117], [113, 1116], [114, 1116], [115, 1116], [116, 1116], [117, 1116], [118, 1115], [119, 1115], [120, 1115], [121, 1115], [122, 1116], [123, 1117], [124, 1117], [125, 1117], [126, 1116], [127, 1115], [128, 1114], [129, 1114], [129, 1113], [128, 1113], [127, 1114], [127, 1115], [126, 1116], [125, 1116], [124, 1116], [123, 1115], [123, 1114], [122, 1113], [121, 1113], [120, 1114], [119, 1114], [118, 1114], [117, 1114], [116, 1114], [115, 1115], [114, 1115], [113, 1114], [113, 1113], [112, 1113]]], [[[149, 1085], [148, 1086], [147, 1086], [146, 1087], [145, 1087], [144, 1088], [143, 1088], [143, 1089], [143, 1090], [143, 1091], [143, 1092], [143, 1091], [143, 1090], [144, 1089], [145, 1089], [146, 1088], [147, 1088], [148, 1089], [147, 1090], [147, 1091], [148, 1090], [148, 1089], [149, 1088], [150, 1087], [151, 1086], [151, 1085], [150, 1085]]]]","[[], 11, 12]"
