,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[126, 1170]], [[125, 1171]], [[124, 1171]], [[123, 1172]], [[122, 1172]], [[121, 1172]], [[120, 1172]], [[119, 1173]], [[120, 1174]], [[119, 1175]], [[118, 1176]], [[117, 1177]], [[118, 1178]], [[119, 1178]], [[120, 1177]], [[121, 1178]], [[122, 1179]], [[121, 1180]], [[121, 1181]], [[122, 1181]], [[122, 1180]], [[123, 1179]], [[124, 1180]], [[124, 1181]], [[124, 1180]], [[124, 1179]], [[124, 1178]], [[125, 1177]], [[126, 1176]], [[127, 1175]], [[128, 1175]], [[129, 1175]], [[129, 1174]], [[129, 1173]], [[129, 1172]], [[128, 1171]], [[127, 1171]]]","[[[[127, 1162], [126, 1163], [126, 1164], [125, 1165], [125, 1166], [125, 1167], [124, 1168], [123, 1169], [122, 1170], [121, 1170], [120, 1171], [119, 1171], [118, 1171], [118, 1172], [119, 1172], [120, 1171], [121, 1171], [122, 1170], [123, 1170], [124, 1170], [125, 1170], [126, 1169], [126, 1168], [126, 1167], [126, 1166], [127, 1165], [128, 1164], [128, 1163], [128, 1162]]], []]","[0, []]"
1,1,"[[[598, 1167]], [[597, 1168]], [[596, 1168]], [[595, 1168]], [[594, 1168]], [[593, 1168]], [[592, 1168]], [[591, 1168]], [[590, 1168]], [[589, 1168]], [[588, 1169]], [[587, 1170]], [[586, 1170]], [[585, 1170]], [[584, 1171]], [[583, 1171]], [[582, 1172]], [[582, 1173]], [[582, 1174]], [[582, 1175]], [[582, 1176]], [[582, 1177]], [[582, 1178]], [[583, 1179]], [[583, 1180]], [[583, 1181]], [[583, 1182]], [[583, 1183]], [[583, 1184]], [[584, 1185]], [[584, 1186]], [[584, 1187]], [[584, 1188]], [[585, 1187]], [[586, 1187]], [[587, 1188]], [[588, 1189]], [[589, 1190]], [[589, 1191]], [[590, 1191]], [[591, 1192]], [[592, 1192]], [[593, 1192]], [[594, 1192]], [[595, 1192]], [[596, 1192]], [[597, 1192]], [[598, 1192]], [[599, 1192]], [[600, 1192]], [[601, 1193]], [[601, 1192]], [[602, 1191]], [[603, 1190]], [[604, 1189]], [[604, 1188]], [[604, 1187]], [[605, 1186]], [[605, 1185]], [[606, 1184]], [[607, 1183]], [[607, 1182]], [[607, 1181]], [[608, 1180]], [[608, 1179]], [[609, 1178]], [[609, 1177]], [[609, 1176]], [[609, 1175]], [[609, 1174]], [[608, 1173]], [[608, 1172]], [[608, 1171]], [[609, 1170]], [[610, 1171]], [[610, 1170]], [[610, 1169]], [[610, 1168]], [[610, 1167]], [[610, 1168]], [[610, 1169]], [[609, 1170]], [[608, 1170]], [[607, 1169]], [[606, 1169]], [[605, 1168]], [[605, 1167]], [[604, 1167]], [[603, 1167]], [[602, 1167]], [[601, 1167]], [[600, 1167]], [[599, 1167]]]","[[], [[[589, 1162], [588, 1163], [588, 1164], [588, 1165], [587, 1166], [586, 1167], [585, 1167], [584, 1168], [583, 1168], [582, 1169], [581, 1170], [580, 1170], [580, 1171], [580, 1172], [579, 1173], [578, 1172], [578, 1171], [577, 1171], [576, 1170], [577, 1169], [576, 1168], [577, 1167], [576, 1167], [575, 1167], [574, 1168], [573, 1168], [573, 1169], [573, 1170], [573, 1171], [573, 1172], [572, 1173], [572, 1174], [572, 1175], [572, 1176], [572, 1177], [572, 1178], [572, 1179], [571, 1180], [571, 1181], [572, 1181], [573, 1182], [573, 1183], [574, 1184], [574, 1183], [575, 1182], [575, 1181], [576, 1180], [575, 1179], [574, 1178], [574, 1177], [573, 1177], [572, 1176], [572, 1175], [573, 1174], [574, 1174], [575, 1174], [576, 1174], [577, 1174], [578, 1174], [579, 1175], [580, 1176], [579, 1177], [579, 1178], [579, 1179], [580, 1180], [580, 1181], [581, 1181], [582, 1182], [582, 1181], [582, 1180], [582, 1179], [581, 1178], [581, 1177], [581, 1176], [581, 1175], [581, 1174], [581, 1173], [581, 1172], [582, 1171], [583, 1170], [584, 1170], [585, 1169], [586, 1169], [587, 1169], [588, 1168], [589, 1167], [589, 1166], [590, 1165], [590, 1164], [590, 1163], [590, 1162]]], [[[609, 1171], [609, 1172], [609, 1173], [610, 1174], [610, 1175], [610, 1176], [610, 1177], [610, 1178], [609, 1179], [609, 1180], [608, 1181], [608, 1182], [608, 1183], [607, 1184], [606, 1185], [606, 1186], [605, 1187], [605, 1188], [605, 1189], [604, 1190], [604, 1191], [604, 1192], [603, 1193], [602, 1193], [601, 1194], [600, 1193], [599, 1194], [598, 1194], [597, 1194], [596, 1194], [596, 1195], [597, 1195], [598, 1194], [599, 1194], [600, 1194], [601, 1194], [602, 1194], [603, 1194], [604, 1194], [604, 1193], [604, 1192], [604, 1191], [605, 1190], [605, 1189], [606, 1188], [606, 1187], [606, 1186], [607, 1185], [608, 1185], [608, 1184], [608, 1183], [609, 1182], [610, 1182], [611, 1182], [612, 1183], [613, 1183], [614, 1183], [613, 1182], [612, 1181], [612, 1180], [611, 1179], [612, 1178], [612, 1177], [612, 1176], [613, 1175], [612, 1174], [611, 1173], [610, 1172]]]]","[[], 1, 2]"
2,2,"[[[747, 1160]], [[746, 1161]], [[745, 1161]], [[744, 1161]], [[745, 1162]], [[744, 1163]], [[744, 1164]], [[743, 1165]], [[742, 1165]], [[742, 1166]], [[742, 1167]], [[742, 1168]], [[742, 1169]], [[742, 1170]], [[743, 1171]], [[743, 1172]], [[743, 1173]], [[743, 1174]], [[744, 1174]], [[745, 1175]], [[746, 1175]], [[747, 1176]], [[748, 1176]], [[749, 1176]], [[750, 1176]], [[750, 1175]], [[751, 1174]], [[751, 1173]], [[752, 1172]], [[753, 1172]], [[753, 1171]], [[752, 1170]], [[752, 1169]], [[752, 1168]], [[752, 1167]], [[751, 1166]], [[751, 1165]], [[751, 1164]], [[750, 1163]], [[750, 1162]], [[750, 1161]], [[749, 1160]], [[748, 1160]]]","[[], [[[753, 1167], [754, 1168], [754, 1169], [754, 1170], [755, 1171], [756, 1171], [757, 1172], [758, 1173], [759, 1174], [759, 1175], [760, 1175], [761, 1175], [762, 1176], [762, 1175], [761, 1175], [760, 1174], [760, 1173], [760, 1172], [760, 1171], [760, 1170], [759, 1171], [758, 1171], [757, 1171], [756, 1170], [755, 1169], [754, 1168]]]]","[[], 3]"
3,3,"[[[767, 1116]], [[767, 1117]], [[767, 1118]], [[766, 1119]], [[765, 1120]], [[764, 1120]], [[763, 1120]], [[762, 1120]], [[761, 1120]], [[760, 1120]], [[759, 1121]], [[758, 1120]], [[757, 1120]], [[756, 1121]], [[755, 1121]], [[754, 1121]], [[753, 1122]], [[752, 1121]], [[751, 1122]], [[750, 1122]], [[749, 1122]], [[749, 1123]], [[748, 1124]], [[748, 1125]], [[747, 1126]], [[747, 1127]], [[747, 1128]], [[747, 1129]], [[747, 1130]], [[746, 1131]], [[746, 1132]], [[746, 1133]], [[745, 1134]], [[744, 1135]], [[744, 1136]], [[744, 1137]], [[745, 1138]], [[746, 1139]], [[746, 1140]], [[745, 1141]], [[746, 1142]], [[746, 1143]], [[746, 1144]], [[747, 1145]], [[748, 1145]], [[749, 1145]], [[750, 1145]], [[751, 1146]], [[752, 1146]], [[753, 1145]], [[754, 1145]], [[755, 1145]], [[756, 1145]], [[757, 1145]], [[758, 1145]], [[759, 1145]], [[760, 1144]], [[761, 1144]], [[762, 1144]], [[763, 1143]], [[764, 1143]], [[765, 1143]], [[766, 1144]], [[767, 1144]], [[768, 1144]], [[769, 1144]], [[770, 1144]], [[771, 1144]], [[772, 1144]], [[773, 1144]], [[774, 1143]], [[775, 1143]], [[776, 1143]], [[776, 1142]], [[777, 1141]], [[777, 1140]], [[778, 1139]], [[778, 1138]], [[778, 1137]], [[778, 1136]], [[778, 1135]], [[778, 1134]], [[778, 1133]], [[778, 1132]], [[778, 1131]], [[778, 1130]], [[778, 1129]], [[778, 1128]], [[777, 1127]], [[777, 1126]], [[777, 1125]], [[776, 1124]], [[776, 1123]], [[776, 1122]], [[775, 1121]], [[775, 1120]], [[775, 1119]], [[775, 1118]], [[774, 1117]], [[773, 1118]], [[772, 1118]], [[771, 1117]], [[770, 1117]], [[769, 1116]], [[768, 1116]]]","[[], [[[761, 1145], [760, 1146], [759, 1146], [758, 1146], [757, 1146], [756, 1146], [755, 1146], [754, 1147], [755, 1148], [756, 1147], [757, 1147], [758, 1147], [759, 1146], [760, 1147], [761, 1147], [762, 1146], [763, 1146], [764, 1146], [765, 1146], [766, 1147], [767, 1147], [767, 1146], [767, 1145], [766, 1145], [765, 1145], [764, 1145], [763, 1145], [762, 1145]]], [[[771, 1145], [770, 1146], [771, 1147], [772, 1148], [773, 1148], [774, 1148], [775, 1149], [775, 1150], [775, 1151], [774, 1152], [773, 1152], [772, 1152], [771, 1152], [770, 1151], [769, 1151], [768, 1151], [767, 1151], [767, 1152], [767, 1153], [768, 1154], [769, 1154], [770, 1154], [771, 1153], [772, 1153], [773, 1153], [774, 1153], [775, 1152], [776, 1153], [777, 1153], [778, 1153], [777, 1152], [777, 1151], [777, 1150], [777, 1149], [776, 1149], [775, 1149], [774, 1148], [774, 1147], [774, 1146], [773, 1146], [772, 1145]], [[761, 1145], [760, 1146], [759, 1146], [758, 1146], [757, 1146], [756, 1146], [755, 1146], [754, 1147], [755, 1148], [756, 1147], [757, 1147], [758, 1147], [759, 1146], [760, 1147], [761, 1147], [762, 1146], [763, 1146], [764, 1146], [765, 1146], [766, 1147], [767, 1147], [767, 1146], [767, 1145], [766, 1145], [765, 1145], [764, 1145], [763, 1145], [762, 1145]]], [[[771, 1145], [770, 1146], [771, 1147], [772, 1148], [773, 1148], [774, 1148], [775, 1149], [775, 1150], [775, 1151], [774, 1152], [773, 1152], [772, 1152], [771, 1152], [770, 1151], [769, 1151], [768, 1151], [767, 1151], [767, 1152], [767, 1153], [768, 1154], [769, 1154], [770, 1154], [771, 1153], [772, 1153], [773, 1153], [774, 1153], [775, 1152], [776, 1153], [777, 1153], [778, 1153], [777, 1152], [777, 1151], [777, 1150], [777, 1149], [776, 1149], [775, 1149], [774, 1148], [774, 1147], [774, 1146], [773, 1146], [772, 1145]]], [[[778, 1141], [777, 1142], [778, 1143], [778, 1144], [777, 1145], [778, 1146], [779, 1146], [780, 1146], [781, 1147], [782, 1147], [783, 1147], [784, 1147], [785, 1146], [786, 1145], [786, 1144], [785, 1144], [784, 1144], [783, 1145], [782, 1145], [781, 1145], [780, 1144], [780, 1143], [781, 1142], [781, 1141], [780, 1141], [779, 1141]]]]","[[], 4, 5, 6, 7]"
4,4,"[[[256, 1114]], [[256, 1115]], [[256, 1116]], [[256, 1117]], [[255, 1118]], [[254, 1118]], [[254, 1119]], [[254, 1120]], [[253, 1121]], [[252, 1122]], [[251, 1122]], [[250, 1122]], [[249, 1122]], [[248, 1123]], [[247, 1123]], [[246, 1124]], [[245, 1124]], [[245, 1125]], [[244, 1126]], [[243, 1126]], [[242, 1127]], [[241, 1128]], [[241, 1129]], [[240, 1130]], [[240, 1131]], [[240, 1132]], [[240, 1133]], [[239, 1134]], [[240, 1135]], [[240, 1136]], [[240, 1137]], [[240, 1138]], [[240, 1139]], [[240, 1140]], [[239, 1141]], [[239, 1142]], [[239, 1143]], [[238, 1144]], [[238, 1145]], [[239, 1146]], [[239, 1147]], [[239, 1148]], [[239, 1149]], [[239, 1150]], [[239, 1151]], [[240, 1152]], [[240, 1153]], [[240, 1154]], [[240, 1155]], [[240, 1156]], [[240, 1157]], [[241, 1158]], [[242, 1158]], [[243, 1158]], [[244, 1159]], [[245, 1160]], [[246, 1161]], [[247, 1161]], [[248, 1161]], [[249, 1161]], [[250, 1161]], [[251, 1161]], [[252, 1161]], [[253, 1161]], [[254, 1160]], [[255, 1160]], [[256, 1159]], [[257, 1158]], [[258, 1158]], [[259, 1157]], [[260, 1157]], [[261, 1157]], [[262, 1156]], [[263, 1155]], [[263, 1154]], [[264, 1153]], [[265, 1152]], [[265, 1151]], [[265, 1150]], [[265, 1149]], [[264, 1148]], [[264, 1147]], [[264, 1146]], [[264, 1145]], [[264, 1144]], [[264, 1143]], [[264, 1142]], [[263, 1141]], [[263, 1140]], [[263, 1139]], [[263, 1138]], [[263, 1137]], [[263, 1136]], [[264, 1135]], [[264, 1134]], [[265, 1133]], [[265, 1132]], [[265, 1131]], [[264, 1130]], [[264, 1129]], [[263, 1128]], [[263, 1127]], [[263, 1126]], [[263, 1125]], [[262, 1124]], [[262, 1123]], [[262, 1122]], [[261, 1121]], [[261, 1120]], [[261, 1119]], [[261, 1118]], [[260, 1117]], [[260, 1116]], [[259, 1115]], [[259, 1114]], [[258, 1115]], [[257, 1116]], [[256, 1115]]]","[[[[256, 1108], [256, 1109], [256, 1110], [255, 1111], [254, 1112], [253, 1113], [252, 1113], [252, 1114], [253, 1115], [252, 1116], [252, 1117], [253, 1118], [252, 1119], [251, 1120], [250, 1121], [249, 1121], [248, 1121], [247, 1121], [246, 1121], [245, 1122], [244, 1122], [243, 1123], [242, 1124], [242, 1125], [241, 1126], [240, 1127], [239, 1128], [239, 1129], [239, 1130], [238, 1131], [237, 1132], [238, 1133], [239, 1132], [239, 1131], [239, 1130], [240, 1129], [240, 1128], [241, 1127], [242, 1126], [243, 1125], [244, 1125], [244, 1124], [245, 1123], [246, 1123], [247, 1122], [248, 1122], [249, 1121], [250, 1121], [251, 1121], [252, 1121], [253, 1120], [253, 1119], [253, 1118], [254, 1117], [255, 1117], [255, 1116], [255, 1115], [255, 1114], [255, 1113], [256, 1112], [257, 1111], [258, 1110], [258, 1109], [257, 1108]]], []]","[8, []]"
5,5,"[[[104, 1113]], [[103, 1114]], [[102, 1114]], [[101, 1114]], [[100, 1114]], [[99, 1115]], [[98, 1115]], [[97, 1116]], [[96, 1117]], [[96, 1118]], [[95, 1119]], [[94, 1120]], [[93, 1121]], [[93, 1122]], [[92, 1123]], [[91, 1124]], [[91, 1125]], [[90, 1126]], [[89, 1126]], [[90, 1127]], [[89, 1128]], [[89, 1129]], [[88, 1130]], [[87, 1131]], [[87, 1132]], [[87, 1133]], [[86, 1134]], [[86, 1135]], [[85, 1136]], [[85, 1137]], [[85, 1138]], [[84, 1139]], [[83, 1140]], [[82, 1140]], [[82, 1141]], [[82, 1142]], [[81, 1143]], [[80, 1144]], [[80, 1145]], [[80, 1146]], [[79, 1147]], [[79, 1148]], [[79, 1149]], [[78, 1150]], [[78, 1151]], [[78, 1152]], [[79, 1153]], [[79, 1154]], [[80, 1155]], [[80, 1156]], [[80, 1157]], [[81, 1158]], [[82, 1159]], [[82, 1160]], [[83, 1161]], [[83, 1162]], [[83, 1163]], [[84, 1164]], [[84, 1165]], [[85, 1166]], [[85, 1167]], [[85, 1168]], [[85, 1169]], [[85, 1170]], [[86, 1171]], [[86, 1172]], [[86, 1173]], [[86, 1174]], [[86, 1175]], [[87, 1176]], [[87, 1177]], [[88, 1178]], [[89, 1178]], [[90, 1179]], [[91, 1178]], [[92, 1179]], [[93, 1178]], [[94, 1178]], [[95, 1178]], [[96, 1177]], [[97, 1176]], [[98, 1176]], [[99, 1175]], [[100, 1174]], [[101, 1173]], [[102, 1172]], [[103, 1171]], [[104, 1170]], [[104, 1169]], [[105, 1168]], [[106, 1167]], [[106, 1166]], [[106, 1165]], [[107, 1164]], [[108, 1163]], [[109, 1162]], [[109, 1161]], [[110, 1160]], [[111, 1159]], [[112, 1158]], [[113, 1158]], [[113, 1157]], [[113, 1156]], [[113, 1155]], [[113, 1154]], [[114, 1153]], [[115, 1152]], [[116, 1151]], [[116, 1150]], [[117, 1149]], [[118, 1149]], [[118, 1148]], [[118, 1147]], [[119, 1146]], [[119, 1145]], [[120, 1144]], [[120, 1143]], [[120, 1142]], [[121, 1141]], [[121, 1140]], [[120, 1139]], [[120, 1138]], [[120, 1137]], [[120, 1136]], [[120, 1135]], [[121, 1134]], [[122, 1133]], [[122, 1132]], [[122, 1131]], [[122, 1130]], [[121, 1129]], [[121, 1128]], [[120, 1127]], [[120, 1126]], [[119, 1125]], [[118, 1124]], [[117, 1123]], [[117, 1122]], [[116, 1121]], [[115, 1120]], [[114, 1119]], [[114, 1118]], [[113, 1117]], [[112, 1116]], [[111, 1115]], [[110, 1115]], [[109, 1114]], [[108, 1114]], [[107, 1114]], [[106, 1113]], [[105, 1113]]]","[[[[105, 1111], [104, 1112], [103, 1112], [102, 1112], [101, 1113], [100, 1113], [99, 1114], [98, 1114], [97, 1113], [96, 1113], [96, 1114], [96, 1115], [96, 1116], [95, 1117], [94, 1117], [93, 1118], [92, 1119], [91, 1119], [91, 1120], [92, 1121], [92, 1122], [92, 1121], [93, 1120], [94, 1119], [95, 1118], [95, 1117], [96, 1116], [97, 1115], [98, 1114], [99, 1114], [100, 1113], [101, 1113], [102, 1113], [103, 1112], [104, 1112], [105, 1112], [106, 1112], [107, 1113], [108, 1113], [109, 1113], [110, 1114], [111, 1114], [112, 1115], [113, 1116], [114, 1117], [115, 1118], [115, 1119], [116, 1120], [117, 1121], [118, 1122], [118, 1123], [119, 1124], [120, 1125], [121, 1125], [121, 1124], [120, 1123], [119, 1122], [118, 1121], [118, 1120], [118, 1119], [117, 1119], [116, 1118], [115, 1117], [115, 1116], [114, 1115], [114, 1114], [114, 1113], [113, 1114], [112, 1113], [111, 1114], [110, 1113], [109, 1112], [108, 1112], [107, 1111], [106, 1111]]], [], [[[117, 1150], [117, 1151], [116, 1152], [115, 1153], [114, 1154], [114, 1155], [114, 1156], [114, 1157], [114, 1158], [113, 1159], [113, 1160], [113, 1161], [113, 1162], [114, 1163], [115, 1163], [116, 1162], [115, 1161], [115, 1160], [115, 1159], [115, 1158], [115, 1157], [115, 1156], [116, 1155], [117, 1154], [118, 1153], [118, 1152], [118, 1151], [119, 1150], [118, 1150]]]]","[9, [], 10]"
6,6,"[[[208, 1091]], [[208, 1092]], [[207, 1093]], [[206, 1093]], [[205, 1093]], [[205, 1094]], [[204, 1095]], [[204, 1096]], [[203, 1097]], [[203, 1098]], [[203, 1099]], [[203, 1100]], [[204, 1100]], [[205, 1101]], [[206, 1101]], [[207, 1101]], [[208, 1102]], [[209, 1102]], [[210, 1102]], [[211, 1102]], [[212, 1102]], [[213, 1102]], [[214, 1102]], [[215, 1101]], [[216, 1101]], [[217, 1100]], [[218, 1100]], [[219, 1100]], [[220, 1099]], [[221, 1099]], [[221, 1098]], [[222, 1097]], [[222, 1096]], [[221, 1095]], [[220, 1095]], [[219, 1094]], [[218, 1094]], [[217, 1093]], [[216, 1092]], [[215, 1091]], [[214, 1091]], [[213, 1091]], [[212, 1091]], [[211, 1091]], [[210, 1091]], [[209, 1091]]]",[[]],[]
7,7,"[[[795, 1088]], [[794, 1089]], [[793, 1090]], [[792, 1090]], [[792, 1091]], [[792, 1092]], [[792, 1093]], [[792, 1094]], [[792, 1095]], [[792, 1096]], [[791, 1097]], [[791, 1098]], [[790, 1099]], [[789, 1100]], [[788, 1100]], [[787, 1101]], [[786, 1102]], [[787, 1103]], [[787, 1104]], [[786, 1105]], [[787, 1106]], [[788, 1107]], [[788, 1108]], [[789, 1108]], [[790, 1108]], [[791, 1109]], [[791, 1110]], [[791, 1111]], [[791, 1112]], [[792, 1113]], [[792, 1114]], [[793, 1115]], [[794, 1115]], [[795, 1116]], [[796, 1116]], [[797, 1117]], [[798, 1117]], [[799, 1117]], [[800, 1117]], [[801, 1116]], [[802, 1116]], [[803, 1116]], [[804, 1116]], [[805, 1115]], [[806, 1115]], [[806, 1114]], [[805, 1113]], [[805, 1112]], [[805, 1111]], [[805, 1110]], [[806, 1109]], [[805, 1109]], [[804, 1108]], [[804, 1107]], [[803, 1106]], [[803, 1105]], [[804, 1104]], [[805, 1104]], [[806, 1104]], [[807, 1104]], [[808, 1105]], [[808, 1106]], [[809, 1107]], [[809, 1108]], [[810, 1109]], [[811, 1109]], [[812, 1109]], [[813, 1109]], [[814, 1108]], [[815, 1108]], [[816, 1107]], [[817, 1106]], [[817, 1105]], [[818, 1104]], [[818, 1103]], [[819, 1102]], [[820, 1102]], [[820, 1101]], [[820, 1100]], [[819, 1099]], [[820, 1098]], [[819, 1097]], [[818, 1096]], [[818, 1095]], [[817, 1095]], [[816, 1094]], [[815, 1093]], [[815, 1092]], [[815, 1091]], [[814, 1090]], [[813, 1090]], [[812, 1090]], [[811, 1090]], [[810, 1090]], [[809, 1091]], [[808, 1090]], [[807, 1090]], [[806, 1089]], [[805, 1089]], [[804, 1090]], [[803, 1090]], [[802, 1091]], [[801, 1091]], [[800, 1092]], [[800, 1093]], [[799, 1094]], [[798, 1093]], [[798, 1092]], [[798, 1091]], [[797, 1090]], [[797, 1089]], [[796, 1088]]]",[[]],[]
8,8,"[[[515, 1070]], [[514, 1071]], [[513, 1071]], [[512, 1072]], [[511, 1073]], [[510, 1074]], [[509, 1075]], [[508, 1076]], [[508, 1077]], [[508, 1078]], [[508, 1079]], [[508, 1080]], [[509, 1081]], [[509, 1082]], [[510, 1083]], [[511, 1084]], [[512, 1085]], [[513, 1086]], [[514, 1086]], [[515, 1086]], [[516, 1086]], [[517, 1085]], [[518, 1085]], [[518, 1084]], [[519, 1083]], [[520, 1082]], [[520, 1081]], [[520, 1080]], [[521, 1079]], [[520, 1078]], [[520, 1077]], [[520, 1076]], [[520, 1075]], [[520, 1074]], [[520, 1073]], [[520, 1072]], [[520, 1071]], [[519, 1071]], [[518, 1070]], [[517, 1070]], [[516, 1070]]]",[[]],[]
9,9,"[[[177, 1060]], [[176, 1061]], [[175, 1061]], [[175, 1062]], [[174, 1063]], [[173, 1064]], [[172, 1065]], [[171, 1066]], [[170, 1066]], [[169, 1067]], [[168, 1067]], [[167, 1066]], [[166, 1067]], [[166, 1068]], [[166, 1069]], [[166, 1070]], [[165, 1071]], [[164, 1072]], [[163, 1072]], [[162, 1072]], [[161, 1072]], [[161, 1073]], [[161, 1074]], [[160, 1075]], [[159, 1074]], [[159, 1075]], [[159, 1076]], [[158, 1077]], [[158, 1078]], [[158, 1079]], [[157, 1080]], [[157, 1081]], [[157, 1082]], [[156, 1083]], [[157, 1084]], [[158, 1085]], [[158, 1086]], [[158, 1087]], [[158, 1088]], [[159, 1089]], [[160, 1090]], [[161, 1090]], [[162, 1091]], [[163, 1092]], [[164, 1092]], [[165, 1093]], [[166, 1094]], [[167, 1094]], [[168, 1095]], [[168, 1096]], [[167, 1097]], [[166, 1098]], [[165, 1098]], [[164, 1099]], [[163, 1099]], [[162, 1100]], [[161, 1101]], [[160, 1101]], [[159, 1102]], [[158, 1102]], [[157, 1102]], [[156, 1102]], [[155, 1102]], [[154, 1103]], [[154, 1104]], [[153, 1105]], [[152, 1106]], [[151, 1107]], [[151, 1108]], [[151, 1109]], [[152, 1110]], [[153, 1111]], [[154, 1111]], [[155, 1112]], [[156, 1113]], [[157, 1113]], [[158, 1113]], [[159, 1113]], [[160, 1113]], [[161, 1113]], [[162, 1113]], [[163, 1112]], [[164, 1112]], [[164, 1111]], [[165, 1110]], [[165, 1109]], [[166, 1108]], [[165, 1107]], [[166, 1106]], [[166, 1105]], [[166, 1104]], [[167, 1103]], [[168, 1102]], [[169, 1102]], [[170, 1101]], [[171, 1101]], [[172, 1100]], [[173, 1099]], [[174, 1099]], [[174, 1098]], [[174, 1097]], [[174, 1096]], [[173, 1095]], [[174, 1094]], [[175, 1093]], [[176, 1093]], [[177, 1092]], [[178, 1091]], [[178, 1090]], [[179, 1089]], [[180, 1088]], [[181, 1088]], [[182, 1087]], [[183, 1087]], [[184, 1086]], [[185, 1086]], [[186, 1085]], [[187, 1084]], [[188, 1083]], [[189, 1082]], [[189, 1081]], [[189, 1080]], [[189, 1079]], [[189, 1078]], [[188, 1077]], [[188, 1076]], [[188, 1075]], [[188, 1074]], [[187, 1073]], [[187, 1072]], [[187, 1071]], [[187, 1070]], [[187, 1069]], [[188, 1068]], [[188, 1067]], [[187, 1066]], [[186, 1065]], [[185, 1064]], [[184, 1063]], [[183, 1063]], [[182, 1062]], [[181, 1061]], [[180, 1061]], [[179, 1061]], [[178, 1060]]]","[[], [[[167, 1105], [167, 1106], [166, 1107], [167, 1108], [166, 1109], [166, 1110], [165, 1111], [165, 1112], [164, 1113], [163, 1113], [163, 1114], [163, 1115], [164, 1115], [165, 1115], [166, 1115], [166, 1114], [166, 1113], [167, 1112], [168, 1113], [169, 1113], [170, 1113], [170, 1112], [171, 1111], [172, 1112], [173, 1112], [174, 1113], [175, 1113], [176, 1114], [177, 1114], [178, 1114], [179, 1114], [180, 1114], [179, 1113], [178, 1113], [177, 1112], [176, 1111], [175, 1111], [174, 1111], [173, 1111], [172, 1110], [171, 1110], [170, 1109], [169, 1109], [168, 1108], [168, 1107], [168, 1106], [168, 1105]]]]","[[], 11]"
