,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[640, 1182]], [[639, 1183]], [[638, 1184]], [[638, 1185]], [[638, 1186]], [[638, 1187]], [[637, 1188]], [[636, 1188]], [[635, 1189]], [[634, 1190]], [[633, 1191]], [[632, 1191]], [[631, 1191]], [[630, 1191]], [[629, 1192]], [[628, 1192]], [[627, 1193]], [[626, 1192]], [[625, 1192]], [[624, 1192]], [[623, 1192]], [[622, 1192]], [[621, 1192]], [[620, 1192]], [[619, 1193]], [[619, 1194]], [[619, 1195]], [[620, 1195]], [[621, 1195]], [[622, 1196]], [[623, 1197]], [[623, 1198]], [[623, 1199]], [[624, 1199]], [[625, 1199]], [[625, 1198]], [[626, 1197]], [[627, 1197]], [[628, 1196]], [[629, 1196]], [[630, 1195]], [[631, 1195]], [[632, 1195]], [[633, 1194]], [[634, 1194]], [[635, 1194]], [[636, 1194]], [[637, 1193]], [[638, 1193]], [[639, 1193]], [[640, 1193]], [[641, 1193]], [[642, 1193]], [[643, 1193]], [[644, 1193]], [[645, 1193]], [[646, 1192]], [[646, 1191]], [[645, 1190]], [[645, 1189]], [[644, 1188]], [[644, 1187]], [[643, 1186]], [[643, 1185]], [[643, 1184]], [[642, 1183]], [[641, 1182]]]",[[]],[]
1,1,"[[[690, 1163]], [[689, 1164]], [[688, 1164]], [[687, 1164]], [[686, 1165]], [[685, 1165]], [[684, 1165]], [[684, 1166]], [[684, 1167]], [[683, 1168]], [[682, 1169]], [[682, 1170]], [[682, 1171]], [[682, 1172]], [[683, 1172]], [[684, 1173]], [[685, 1174]], [[685, 1175]], [[685, 1176]], [[686, 1177]], [[687, 1178]], [[688, 1177]], [[689, 1177]], [[690, 1177]], [[691, 1177]], [[692, 1177]], [[693, 1177]], [[694, 1177]], [[694, 1176]], [[694, 1175]], [[695, 1174]], [[696, 1173]], [[696, 1172]], [[697, 1171]], [[698, 1170]], [[699, 1170]], [[700, 1169]], [[701, 1169]], [[702, 1168]], [[702, 1167]], [[701, 1167]], [[700, 1166]], [[699, 1167]], [[698, 1166]], [[697, 1165]], [[696, 1164]], [[695, 1164]], [[694, 1163]], [[693, 1163]], [[692, 1163]], [[691, 1163]]]","[[[[691, 1161], [690, 1162], [689, 1162], [688, 1162], [687, 1162], [686, 1163], [685, 1163], [685, 1164], [686, 1164], [687, 1163], [688, 1163], [689, 1163], [690, 1162], [691, 1162], [692, 1162], [693, 1162], [694, 1162], [695, 1163], [696, 1163], [697, 1164], [698, 1165], [699, 1166], [700, 1165], [701, 1166], [702, 1166], [703, 1167], [704, 1167], [705, 1168], [705, 1169], [705, 1170], [706, 1170], [707, 1171], [707, 1170], [707, 1169], [706, 1169], [705, 1168], [705, 1167], [706, 1166], [707, 1166], [708, 1166], [707, 1166], [706, 1165], [706, 1164], [705, 1164], [704, 1164], [703, 1163], [703, 1162], [702, 1161], [701, 1161], [700, 1161], [699, 1161], [698, 1162], [697, 1161], [696, 1161], [695, 1161], [694, 1161], [693, 1161], [692, 1161]]], []]","[0, []]"
2,2,"[[[37, 1138]], [[36, 1139]], [[35, 1139]], [[35, 1140]], [[35, 1141]], [[35, 1142]], [[36, 1143]], [[36, 1144]], [[36, 1145]], [[37, 1146]], [[37, 1147]], [[38, 1148]], [[39, 1148]], [[40, 1148]], [[41, 1149]], [[42, 1149]], [[43, 1149]], [[44, 1150]], [[45, 1150]], [[46, 1150]], [[47, 1150]], [[48, 1150]], [[49, 1150]], [[50, 1149]], [[49, 1148]], [[49, 1147]], [[49, 1146]], [[49, 1145]], [[49, 1144]], [[48, 1143]], [[48, 1142]], [[47, 1141]], [[46, 1141]], [[45, 1141]], [[44, 1140]], [[43, 1140]], [[42, 1140]], [[41, 1139]], [[40, 1139]], [[39, 1138]], [[38, 1138]]]",[[]],[]
3,3,"[[[670, 1131]], [[669, 1132]], [[668, 1133]], [[667, 1134]], [[666, 1134]], [[665, 1135]], [[664, 1135]], [[663, 1136]], [[663, 1137]], [[662, 1138]], [[662, 1139]], [[661, 1140]], [[660, 1140]], [[659, 1141]], [[658, 1142]], [[657, 1143]], [[656, 1143]], [[656, 1144]], [[656, 1145]], [[655, 1146]], [[654, 1146]], [[653, 1147]], [[652, 1146]], [[652, 1147]], [[652, 1148]], [[651, 1149]], [[650, 1150]], [[651, 1151]], [[651, 1152]], [[651, 1153]], [[651, 1154]], [[652, 1154]], [[653, 1154]], [[654, 1154]], [[654, 1153]], [[654, 1152]], [[655, 1151]], [[656, 1150]], [[657, 1150]], [[658, 1151]], [[659, 1152]], [[659, 1153]], [[660, 1153]], [[661, 1153]], [[662, 1153]], [[663, 1153]], [[664, 1153]], [[665, 1153]], [[666, 1152]], [[667, 1152]], [[668, 1151]], [[669, 1151]], [[670, 1150]], [[671, 1149]], [[672, 1148]], [[672, 1147]], [[673, 1146]], [[673, 1145]], [[673, 1144]], [[673, 1143]], [[674, 1142]], [[674, 1141]], [[674, 1140]], [[675, 1139]], [[676, 1138]], [[677, 1137]], [[677, 1136]], [[676, 1135]], [[676, 1134]], [[676, 1133]], [[676, 1132]], [[675, 1131]], [[674, 1131]], [[673, 1131]], [[672, 1131]], [[671, 1131]]]","[[], [[[641, 1139], [640, 1140], [639, 1140], [638, 1140], [637, 1140], [636, 1141], [637, 1141], [638, 1141], [639, 1141], [640, 1140], [641, 1140], [642, 1140], [643, 1141], [644, 1142], [645, 1142], [646, 1143], [647, 1144], [648, 1145], [648, 1146], [649, 1147], [649, 1148], [650, 1148], [651, 1148], [651, 1147], [651, 1146], [651, 1145], [650, 1144], [649, 1144], [648, 1143], [648, 1142], [647, 1142], [646, 1142], [645, 1141], [644, 1140], [643, 1140], [642, 1139]]]]","[[], 1]"
4,4,"[[[88, 1122]], [[87, 1123]], [[86, 1123]], [[85, 1124]], [[84, 1125]], [[83, 1126]], [[83, 1127]], [[82, 1128]], [[81, 1129]], [[81, 1130]], [[80, 1131]], [[80, 1132]], [[79, 1133]], [[78, 1133]], [[77, 1133]], [[76, 1133]], [[75, 1133]], [[74, 1133]], [[73, 1134]], [[73, 1135]], [[73, 1136]], [[73, 1137]], [[73, 1138]], [[74, 1139]], [[74, 1140]], [[74, 1141]], [[75, 1142]], [[76, 1143]], [[76, 1144]], [[76, 1145]], [[76, 1146]], [[75, 1147]], [[75, 1148]], [[76, 1149]], [[76, 1150]], [[76, 1151]], [[77, 1151]], [[78, 1152]], [[79, 1152]], [[80, 1152]], [[81, 1151]], [[82, 1151]], [[83, 1151]], [[84, 1151]], [[85, 1150]], [[86, 1150]], [[87, 1149]], [[88, 1148]], [[88, 1147]], [[89, 1146]], [[90, 1145]], [[91, 1145]], [[92, 1144]], [[93, 1143]], [[94, 1143]], [[95, 1142]], [[96, 1142]], [[97, 1142]], [[98, 1141]], [[99, 1141]], [[100, 1140]], [[101, 1140]], [[102, 1140]], [[102, 1139]], [[103, 1138]], [[104, 1137]], [[105, 1136]], [[106, 1136]], [[107, 1135]], [[106, 1134]], [[106, 1133]], [[106, 1132]], [[105, 1131]], [[105, 1130]], [[105, 1129]], [[105, 1128]], [[104, 1127]], [[103, 1126]], [[102, 1125]], [[101, 1125]], [[100, 1126]], [[99, 1126]], [[98, 1125]], [[97, 1125]], [[96, 1124]], [[96, 1125]], [[96, 1126]], [[95, 1127]], [[94, 1128]], [[93, 1128]], [[92, 1127]], [[91, 1126]], [[91, 1125]], [[90, 1124]], [[89, 1123]]]","[[], [[[67, 1145], [66, 1146], [65, 1146], [64, 1146], [63, 1146], [62, 1147], [61, 1148], [61, 1149], [62, 1148], [63, 1148], [64, 1148], [65, 1148], [66, 1147], [67, 1148], [67, 1149], [68, 1150], [69, 1150], [70, 1150], [71, 1151], [72, 1151], [73, 1152], [74, 1153], [75, 1153], [75, 1152], [75, 1151], [75, 1150], [74, 1150], [73, 1150], [72, 1150], [71, 1150], [70, 1150], [69, 1149], [68, 1148], [67, 1147], [67, 1146]]], [[[100, 1142], [99, 1143], [98, 1143], [97, 1143], [96, 1144], [95, 1144], [94, 1145], [93, 1145], [92, 1146], [91, 1146], [90, 1147], [89, 1147], [89, 1148], [88, 1149], [88, 1150], [87, 1151], [86, 1151], [85, 1152], [84, 1152], [83, 1152], [82, 1153], [81, 1153], [80, 1154], [79, 1154], [78, 1155], [77, 1154], [76, 1155], [77, 1156], [78, 1156], [79, 1156], [80, 1156], [81, 1155], [82, 1155], [83, 1154], [84, 1154], [85, 1153], [86, 1152], [87, 1152], [87, 1151], [88, 1150], [89, 1150], [90, 1149], [91, 1148], [92, 1148], [93, 1147], [94, 1147], [95, 1146], [96, 1146], [97, 1146], [98, 1146], [99, 1146], [100, 1147], [101, 1147], [102, 1146], [101, 1146], [100, 1146], [99, 1146], [98, 1145], [99, 1144], [100, 1143], [101, 1142]]], [[[106, 1130], [106, 1131], [107, 1132], [107, 1133], [107, 1134], [108, 1135], [108, 1136], [108, 1137], [109, 1138], [109, 1139], [109, 1140], [109, 1141], [108, 1142], [108, 1143], [108, 1144], [109, 1144], [110, 1143], [111, 1142], [111, 1141], [111, 1140], [111, 1139], [110, 1138], [110, 1137], [109, 1136], [109, 1135], [109, 1134], [109, 1133], [109, 1132], [108, 1131], [107, 1130]]]]","[[], 2, 3, 4]"
5,5,"[[[726, 1120]], [[725, 1121]], [[725, 1122]], [[724, 1123]], [[724, 1124]], [[723, 1125]], [[723, 1126]], [[723, 1127]], [[722, 1128]], [[722, 1129]], [[721, 1130]], [[721, 1131]], [[721, 1132]], [[721, 1133]], [[721, 1134]], [[722, 1134]], [[723, 1134]], [[724, 1134]], [[725, 1133]], [[726, 1133]], [[726, 1132]], [[727, 1131]], [[727, 1130]], [[727, 1129]], [[727, 1128]], [[727, 1127]], [[728, 1126]], [[728, 1125]], [[728, 1124]], [[728, 1123]], [[728, 1122]], [[727, 1121]]]","[[], [[[718, 1133], [717, 1134], [717, 1135], [718, 1135], [719, 1136], [719, 1137], [719, 1138], [719, 1137], [720, 1136], [721, 1137], [721, 1138], [722, 1138], [723, 1139], [724, 1139], [725, 1139], [726, 1140], [727, 1139], [728, 1138], [728, 1137], [729, 1136], [728, 1136], [727, 1135], [726, 1135], [725, 1135], [724, 1136], [723, 1136], [722, 1136], [721, 1136], [720, 1136], [719, 1136], [718, 1135], [719, 1134]]]]","[[], 5]"
6,6,"[[[613, 1102]], [[612, 1103]], [[611, 1104]], [[610, 1104]], [[609, 1104]], [[608, 1105]], [[607, 1105]], [[607, 1106]], [[606, 1107]], [[606, 1108]], [[605, 1109]], [[604, 1110]], [[604, 1111]], [[603, 1112]], [[602, 1113]], [[602, 1114]], [[602, 1115]], [[602, 1116]], [[602, 1117]], [[602, 1118]], [[602, 1119]], [[603, 1120]], [[603, 1121]], [[603, 1122]], [[604, 1123]], [[604, 1124]], [[605, 1125]], [[606, 1126]], [[607, 1126]], [[608, 1125]], [[609, 1125]], [[610, 1124]], [[610, 1123]], [[610, 1122]], [[611, 1121]], [[611, 1120]], [[611, 1119]], [[611, 1118]], [[612, 1117]], [[612, 1116]], [[612, 1115]], [[613, 1114]], [[613, 1113]], [[613, 1112]], [[613, 1111]], [[613, 1110]], [[613, 1109]], [[613, 1108]], [[613, 1107]], [[613, 1106]], [[613, 1105]], [[613, 1104]], [[613, 1103]]]","[[[[616, 1098], [616, 1099], [615, 1100], [614, 1100], [614, 1101], [615, 1102], [615, 1103], [615, 1104], [615, 1105], [615, 1106], [615, 1107], [614, 1108], [615, 1107], [615, 1106], [615, 1105], [615, 1104], [615, 1103], [616, 1102], [617, 1103], [618, 1103], [619, 1103], [620, 1103], [621, 1104], [620, 1103], [620, 1102], [621, 1101], [622, 1101], [623, 1102], [624, 1102], [625, 1103], [626, 1104], [627, 1104], [628, 1104], [628, 1103], [627, 1103], [626, 1102], [626, 1101], [626, 1100], [625, 1099], [624, 1099], [623, 1099], [622, 1099], [621, 1099], [620, 1100], [619, 1101], [618, 1101], [617, 1100], [617, 1099]]], [[[626, 1107], [625, 1108], [624, 1108], [624, 1109], [623, 1110], [622, 1110], [621, 1111], [620, 1110], [619, 1109], [619, 1110], [618, 1111], [617, 1111], [616, 1112], [615, 1112], [614, 1113], [614, 1114], [614, 1115], [615, 1115], [616, 1115], [617, 1116], [617, 1117], [618, 1116], [619, 1115], [620, 1114], [621, 1113], [622, 1112], [623, 1111], [624, 1111], [625, 1110], [626, 1110], [627, 1109], [628, 1108], [627, 1107]]], [[[626, 1107], [625, 1108], [624, 1108], [624, 1109], [623, 1110], [622, 1110], [621, 1111], [620, 1110], [619, 1109], [619, 1110], [618, 1111], [617, 1111], [616, 1112], [615, 1112], [614, 1113], [614, 1114], [614, 1115], [615, 1115], [616, 1115], [617, 1116], [617, 1117], [618, 1116], [619, 1115], [620, 1114], [621, 1113], [622, 1112], [623, 1111], [624, 1111], [625, 1110], [626, 1110], [627, 1109], [628, 1108], [627, 1107]], [[616, 1098], [616, 1099], [615, 1100], [614, 1100], [614, 1101], [615, 1102], [615, 1103], [615, 1104], [615, 1105], [615, 1106], [615, 1107], [614, 1108], [615, 1107], [615, 1106], [615, 1105], [615, 1104], [615, 1103], [616, 1102], [617, 1103], [618, 1103], [619, 1103], [620, 1103], [621, 1104], [620, 1103], [620, 1102], [621, 1101], [622, 1101], [623, 1102], [624, 1102], [625, 1103], [626, 1104], [627, 1104], [628, 1104], [628, 1103], [627, 1103], [626, 1102], [626, 1101], [626, 1100], [625, 1099], [624, 1099], [623, 1099], [622, 1099], [621, 1099], [620, 1100], [619, 1101], [618, 1101], [617, 1100], [617, 1099]]]]","[6, 7, 8]"
7,7,"[[[293, 1081]], [[293, 1082]], [[293, 1083]], [[293, 1084]], [[293, 1085]], [[292, 1086]], [[292, 1087]], [[292, 1088]], [[291, 1089]], [[290, 1090]], [[289, 1090]], [[288, 1091]], [[288, 1092]], [[287, 1093]], [[287, 1094]], [[287, 1095]], [[286, 1096]], [[286, 1097]], [[286, 1098]], [[285, 1099]], [[285, 1100]], [[284, 1101]], [[283, 1102]], [[282, 1103]], [[282, 1104]], [[281, 1105]], [[280, 1104]], [[280, 1105]], [[279, 1106]], [[279, 1107]], [[279, 1108]], [[280, 1109]], [[280, 1110]], [[281, 1111]], [[282, 1112]], [[283, 1111]], [[284, 1111]], [[285, 1110]], [[286, 1110]], [[286, 1109]], [[286, 1108]], [[286, 1107]], [[287, 1106]], [[288, 1106]], [[289, 1106]], [[289, 1105]], [[289, 1104]], [[290, 1103]], [[291, 1102]], [[292, 1102]], [[293, 1102]], [[294, 1102]], [[295, 1101]], [[296, 1101]], [[297, 1100]], [[297, 1099]], [[297, 1098]], [[298, 1097]], [[299, 1096]], [[300, 1096]], [[301, 1095]], [[302, 1094]], [[301, 1093]], [[301, 1092]], [[301, 1091]], [[301, 1090]], [[301, 1089]], [[300, 1088]], [[300, 1087]], [[299, 1086]], [[299, 1085]], [[298, 1084]], [[297, 1083]], [[296, 1082]], [[295, 1082]], [[294, 1081]]]",[[]],[]
8,8,"[[[135, 1080]], [[134, 1081]], [[133, 1082]], [[132, 1082]], [[131, 1083]], [[130, 1084]], [[129, 1084]], [[128, 1085]], [[127, 1086]], [[126, 1087]], [[125, 1088]], [[124, 1089]], [[123, 1090]], [[122, 1091]], [[121, 1092]], [[120, 1093]], [[119, 1093]], [[118, 1093]], [[118, 1094]], [[118, 1095]], [[117, 1096]], [[116, 1096]], [[115, 1096]], [[115, 1097]], [[114, 1098]], [[113, 1098]], [[113, 1099]], [[112, 1100]], [[111, 1101]], [[110, 1102]], [[110, 1103]], [[109, 1104]], [[109, 1105]], [[109, 1106]], [[109, 1107]], [[109, 1108]], [[109, 1109]], [[109, 1110]], [[110, 1111]], [[109, 1112]], [[108, 1113]], [[107, 1114]], [[106, 1114]], [[105, 1115]], [[104, 1116]], [[105, 1116]], [[106, 1117]], [[107, 1117]], [[108, 1118]], [[109, 1118]], [[110, 1118]], [[111, 1118]], [[112, 1117]], [[113, 1117]], [[114, 1117]], [[115, 1117]], [[116, 1117]], [[117, 1117]], [[118, 1118]], [[119, 1118]], [[120, 1117]], [[121, 1117]], [[122, 1117]], [[123, 1117]], [[124, 1118]], [[125, 1118]], [[126, 1118]], [[127, 1118]], [[128, 1118]], [[129, 1118]], [[130, 1117]], [[131, 1117]], [[132, 1116]], [[132, 1115]], [[132, 1114]], [[133, 1113]], [[134, 1112]], [[135, 1111]], [[136, 1111]], [[137, 1110]], [[137, 1109]], [[138, 1108]], [[139, 1107]], [[140, 1106]], [[141, 1105]], [[142, 1104]], [[143, 1104]], [[144, 1103]], [[145, 1103]], [[145, 1102]], [[146, 1101]], [[147, 1100]], [[148, 1099]], [[149, 1098]], [[150, 1097]], [[150, 1096]], [[150, 1095]], [[150, 1094]], [[150, 1093]], [[150, 1092]], [[149, 1091]], [[149, 1090]], [[149, 1089]], [[148, 1088]], [[147, 1087]], [[147, 1086]], [[147, 1085]], [[146, 1085]], [[145, 1084]], [[144, 1083]], [[143, 1082]], [[142, 1082]], [[141, 1081]], [[140, 1081]], [[139, 1080]], [[138, 1080]], [[137, 1080]], [[136, 1080]]]","[[], [[[105, 1117], [104, 1118], [104, 1119], [105, 1119], [106, 1119], [107, 1119], [108, 1120], [109, 1121], [110, 1121], [111, 1121], [112, 1120], [113, 1120], [114, 1119], [115, 1119], [116, 1120], [117, 1121], [118, 1120], [118, 1119], [117, 1118], [116, 1118], [115, 1118], [114, 1119], [113, 1120], [112, 1119], [111, 1119], [110, 1119], [109, 1119], [108, 1119], [107, 1118], [106, 1118]]], [[[150, 1091], [151, 1092], [151, 1093], [151, 1094], [151, 1095], [151, 1096], [151, 1097], [150, 1098], [149, 1099], [148, 1100], [147, 1101], [146, 1102], [147, 1103], [147, 1104], [146, 1105], [145, 1106], [144, 1106], [143, 1106], [142, 1105], [141, 1106], [141, 1107], [141, 1108], [142, 1108], [143, 1109], [143, 1110], [143, 1111], [143, 1112], [143, 1113], [143, 1114], [143, 1115], [142, 1116], [142, 1117], [142, 1118], [142, 1119], [141, 1120], [140, 1121], [139, 1122], [139, 1123], [140, 1122], [141, 1122], [142, 1121], [143, 1120], [144, 1120], [145, 1120], [146, 1120], [147, 1120], [146, 1119], [145, 1118], [144, 1117], [144, 1116], [144, 1115], [145, 1114], [146, 1114], [147, 1114], [147, 1113], [146, 1113], [145, 1112], [145, 1111], [145, 1110], [146, 1109], [147, 1108], [148, 1109], [149, 1110], [150, 1109], [151, 1108], [152, 1108], [153, 1108], [154, 1108], [155, 1108], [156, 1107], [157, 1107], [157, 1106], [157, 1105], [157, 1104], [156, 1104], [155, 1104], [154, 1104], [154, 1105], [153, 1106], [152, 1106], [151, 1106], [150, 1105], [150, 1104], [150, 1103], [151, 1102], [151, 1101], [151, 1100], [150, 1099], [150, 1098], [151, 1097], [151, 1096], [151, 1095], [152, 1094], [152, 1093], [152, 1092], [151, 1092]]]]","[[], 9, 10]"
9,9,"[[[417, 1058]], [[416, 1059]], [[415, 1060]], [[414, 1060]], [[413, 1061]], [[412, 1062]], [[411, 1063]], [[410, 1064]], [[409, 1065]], [[408, 1066]], [[407, 1067]], [[406, 1068]], [[406, 1069]], [[405, 1070]], [[404, 1071]], [[404, 1072]], [[404, 1073]], [[404, 1074]], [[405, 1075]], [[406, 1076]], [[407, 1076]], [[408, 1076]], [[409, 1076]], [[410, 1076]], [[411, 1076]], [[412, 1076]], [[413, 1076]], [[414, 1075]], [[415, 1075]], [[416, 1075]], [[416, 1074]], [[417, 1073]], [[418, 1073]], [[419, 1072]], [[420, 1072]], [[421, 1071]], [[422, 1070]], [[423, 1070]], [[424, 1069]], [[424, 1068]], [[425, 1067]], [[426, 1066]], [[426, 1065]], [[425, 1064]], [[425, 1063]], [[425, 1062]], [[425, 1061]], [[424, 1060]], [[423, 1059]], [[423, 1058]], [[422, 1058]], [[421, 1058]], [[420, 1058]], [[419, 1058]], [[418, 1058]]]","[[[[412, 1052], [412, 1053], [413, 1052], [414, 1052], [415, 1053], [415, 1054], [416, 1054], [417, 1055], [418, 1056], [419, 1057], [420, 1057], [421, 1057], [422, 1057], [423, 1057], [424, 1058], [425, 1059], [426, 1059], [427, 1059], [426, 1058], [425, 1057], [425, 1056], [424, 1055], [424, 1054], [423, 1054], [422, 1053], [422, 1054], [421, 1055], [420, 1055], [419, 1055], [418, 1054], [418, 1053], [417, 1053], [416, 1053], [415, 1053], [414, 1052], [413, 1052]]], [], [[[403, 1056], [403, 1057], [402, 1058], [402, 1059], [401, 1060], [400, 1060], [399, 1060], [398, 1060], [399, 1061], [400, 1061], [401, 1061], [402, 1061], [403, 1062], [403, 1061], [404, 1060], [404, 1059], [405, 1058], [406, 1058], [407, 1058], [408, 1058], [409, 1058], [410, 1057], [409, 1057], [408, 1056], [407, 1056], [406, 1056], [405, 1056], [404, 1056]]]]","[11, [], 12]"
