,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[604, 1164]], [[603, 1165]], [[602, 1165]], [[601, 1165]], [[600, 1165]], [[599, 1165]], [[598, 1165]], [[597, 1165]], [[596, 1166]], [[595, 1166]], [[594, 1167]], [[593, 1167]], [[592, 1167]], [[591, 1167]], [[590, 1167]], [[589, 1167]], [[588, 1167]], [[587, 1168]], [[586, 1168]], [[585, 1168]], [[584, 1169]], [[583, 1169]], [[582, 1169]], [[581, 1170]], [[581, 1171]], [[580, 1172]], [[579, 1172]], [[579, 1173]], [[580, 1173]], [[581, 1174]], [[581, 1175]], [[581, 1176]], [[581, 1177]], [[581, 1178]], [[581, 1179]], [[582, 1180]], [[582, 1181]], [[583, 1182]], [[583, 1183]], [[583, 1184]], [[583, 1185]], [[583, 1186]], [[583, 1187]], [[583, 1188]], [[584, 1189]], [[585, 1189]], [[586, 1189]], [[587, 1190]], [[587, 1191]], [[588, 1192]], [[589, 1192]], [[590, 1192]], [[591, 1193]], [[592, 1194]], [[593, 1195]], [[594, 1195]], [[595, 1194]], [[596, 1193]], [[597, 1193]], [[596, 1193]], [[595, 1193]], [[594, 1193]], [[593, 1192]], [[594, 1191]], [[595, 1190]], [[596, 1191]], [[597, 1191]], [[598, 1191]], [[599, 1192]], [[599, 1193]], [[599, 1192]], [[600, 1191]], [[601, 1191]], [[602, 1192]], [[603, 1192]], [[604, 1192]], [[605, 1191]], [[606, 1191]], [[607, 1190]], [[608, 1190]], [[609, 1190]], [[610, 1191]], [[609, 1192]], [[609, 1193]], [[609, 1192]], [[610, 1191]], [[609, 1190]], [[610, 1189]], [[611, 1188]], [[611, 1187]], [[612, 1186]], [[613, 1185]], [[613, 1184]], [[612, 1183]], [[612, 1182]], [[612, 1181]], [[612, 1180]], [[613, 1179]], [[613, 1178]], [[613, 1177]], [[613, 1176]], [[612, 1175]], [[613, 1174]], [[613, 1173]], [[612, 1172]], [[611, 1171]], [[611, 1170]], [[612, 1169]], [[612, 1168]], [[611, 1168]], [[610, 1168]], [[609, 1167]], [[608, 1166]], [[608, 1165]], [[607, 1165]], [[606, 1165]], [[605, 1164]]]","[[], [[[592, 1154], [592, 1155], [591, 1156], [591, 1157], [590, 1158], [589, 1159], [588, 1160], [589, 1161], [588, 1162], [588, 1163], [587, 1164], [586, 1165], [585, 1166], [584, 1165], [583, 1165], [582, 1166], [581, 1167], [580, 1168], [580, 1169], [579, 1170], [578, 1170], [577, 1171], [576, 1171], [575, 1170], [575, 1169], [574, 1169], [573, 1168], [573, 1169], [573, 1170], [573, 1171], [573, 1172], [574, 1173], [574, 1174], [574, 1175], [574, 1176], [574, 1177], [574, 1178], [573, 1179], [572, 1179], [572, 1180], [573, 1181], [572, 1182], [571, 1182], [572, 1182], [573, 1183], [574, 1184], [574, 1185], [575, 1186], [575, 1187], [575, 1188], [576, 1189], [577, 1188], [578, 1188], [579, 1188], [580, 1188], [581, 1188], [582, 1188], [581, 1188], [580, 1188], [579, 1188], [578, 1188], [577, 1187], [577, 1186], [576, 1186], [575, 1185], [574, 1184], [573, 1183], [574, 1182], [574, 1181], [574, 1180], [574, 1179], [574, 1178], [574, 1177], [575, 1176], [576, 1175], [577, 1175], [578, 1176], [578, 1177], [578, 1178], [579, 1178], [580, 1179], [580, 1180], [581, 1181], [581, 1180], [580, 1179], [580, 1178], [580, 1177], [580, 1176], [580, 1175], [580, 1174], [579, 1174], [578, 1173], [578, 1172], [579, 1171], [580, 1171], [580, 1170], [581, 1169], [582, 1168], [583, 1168], [584, 1168], [585, 1167], [586, 1167], [587, 1167], [588, 1166], [587, 1166], [586, 1165], [587, 1164], [588, 1164], [589, 1164], [590, 1164], [591, 1165], [590, 1166], [591, 1166], [592, 1166], [593, 1166], [594, 1166], [595, 1165], [596, 1165], [595, 1164], [594, 1164], [593, 1164], [593, 1165], [592, 1166], [591, 1165], [591, 1164], [591, 1163], [590, 1162], [589, 1161], [588, 1160], [589, 1159], [590, 1158], [591, 1159], [592, 1158], [593, 1158], [593, 1157], [593, 1156], [593, 1155], [594, 1154], [593, 1154]]], [[[615, 1167], [615, 1168], [615, 1169], [615, 1170], [616, 1171], [616, 1172], [615, 1173], [614, 1174], [613, 1175], [614, 1176], [614, 1177], [614, 1178], [614, 1179], [613, 1180], [613, 1181], [613, 1182], [613, 1183], [614, 1183], [615, 1183], [616, 1183], [617, 1184], [618, 1185], [619, 1186], [619, 1187], [618, 1188], [617, 1189], [618, 1189], [619, 1189], [620, 1189], [621, 1189], [622, 1188], [622, 1187], [621, 1186], [621, 1185], [622, 1184], [623, 1184], [622, 1183], [622, 1182], [622, 1181], [621, 1180], [620, 1179], [619, 1179], [618, 1178], [617, 1177], [617, 1176], [617, 1175], [618, 1174], [619, 1173], [620, 1172], [621, 1172], [622, 1173], [622, 1174], [623, 1174], [624, 1174], [625, 1174], [624, 1173], [623, 1173], [622, 1173], [621, 1172], [620, 1171], [619, 1170], [620, 1169], [619, 1168], [618, 1167], [617, 1167], [616, 1167]]]]","[[], 0, 1]"
1,1,"[[[578, 1134]], [[577, 1135]], [[577, 1136]], [[576, 1137]], [[576, 1138]], [[576, 1139]], [[577, 1139]], [[578, 1140]], [[577, 1141]], [[578, 1142]], [[578, 1143]], [[579, 1143]], [[580, 1143]], [[581, 1142]], [[582, 1142]], [[581, 1142]], [[580, 1143]], [[579, 1143]], [[578, 1142]], [[578, 1141]], [[579, 1140]], [[580, 1139]], [[581, 1139]], [[581, 1138]], [[582, 1137]], [[583, 1137]], [[583, 1136]], [[583, 1135]], [[582, 1134]], [[581, 1135]], [[580, 1135]], [[579, 1135]]]",[[]],[]
2,2,"[[[149, 1130]], [[149, 1131]], [[148, 1132]], [[147, 1132]], [[146, 1132]], [[145, 1132]], [[144, 1132]], [[143, 1133]], [[142, 1133]], [[141, 1134]], [[141, 1135]], [[141, 1136]], [[141, 1137]], [[141, 1138]], [[142, 1139]], [[143, 1140]], [[143, 1141]], [[143, 1142]], [[144, 1143]], [[145, 1144]], [[146, 1145]], [[147, 1145]], [[148, 1145]], [[149, 1145]], [[150, 1145]], [[151, 1144]], [[152, 1144]], [[152, 1143]], [[152, 1142]], [[152, 1141]], [[153, 1140]], [[154, 1139]], [[155, 1138]], [[155, 1137]], [[155, 1136]], [[155, 1135]], [[155, 1134]], [[154, 1134]], [[153, 1133]], [[152, 1132]], [[151, 1132]], [[150, 1131]]]",[[]],[]
3,3,"[[[756, 1120]], [[755, 1121]], [[754, 1122]], [[753, 1122]], [[753, 1123]], [[752, 1124]], [[751, 1124]], [[751, 1125]], [[750, 1126]], [[749, 1126]], [[748, 1127]], [[748, 1128]], [[749, 1129]], [[749, 1130]], [[749, 1131]], [[748, 1132]], [[748, 1133]], [[748, 1134]], [[747, 1135]], [[747, 1136]], [[747, 1137]], [[747, 1138]], [[748, 1139]], [[748, 1140]], [[748, 1141]], [[749, 1142]], [[750, 1143]], [[751, 1143]], [[752, 1143]], [[753, 1143]], [[754, 1143]], [[755, 1143]], [[756, 1143]], [[757, 1143]], [[758, 1143]], [[759, 1143]], [[760, 1142]], [[761, 1142]], [[762, 1142]], [[763, 1141]], [[764, 1141]], [[765, 1141]], [[766, 1141]], [[767, 1142]], [[768, 1141]], [[769, 1140]], [[770, 1140]], [[771, 1140]], [[772, 1140]], [[773, 1140]], [[774, 1139]], [[774, 1138]], [[775, 1137]], [[776, 1137]], [[776, 1136]], [[777, 1135]], [[777, 1134]], [[777, 1133]], [[777, 1132]], [[777, 1131]], [[777, 1130]], [[776, 1129]], [[777, 1128]], [[776, 1127]], [[776, 1126]], [[776, 1125]], [[775, 1124]], [[776, 1123]], [[777, 1123]], [[776, 1123]], [[775, 1122]], [[774, 1123]], [[773, 1123]], [[772, 1123]], [[771, 1123]], [[770, 1123]], [[769, 1123]], [[768, 1123]], [[767, 1123]], [[766, 1124]], [[765, 1125]], [[764, 1124]], [[763, 1123]], [[762, 1123]], [[761, 1123]], [[760, 1122]], [[760, 1121]], [[759, 1121]], [[758, 1120]], [[757, 1120]]]","[[], [[[766, 1142], [765, 1143], [764, 1143], [763, 1144], [762, 1144], [761, 1144], [760, 1145], [759, 1145], [758, 1145], [757, 1145], [756, 1145], [757, 1145], [758, 1146], [759, 1145], [760, 1146], [761, 1146], [762, 1145], [763, 1145], [764, 1145], [765, 1145], [766, 1146], [767, 1147], [767, 1146], [767, 1145], [767, 1144], [767, 1143]]], [[[777, 1137], [776, 1138], [777, 1139], [777, 1140], [776, 1141], [775, 1141], [774, 1142], [773, 1142], [772, 1142], [771, 1142], [770, 1143], [771, 1144], [771, 1145], [772, 1146], [772, 1147], [771, 1148], [772, 1148], [772, 1147], [772, 1146], [773, 1145], [773, 1144], [774, 1143], [775, 1143], [776, 1143], [777, 1142], [777, 1141], [777, 1140], [777, 1139], [777, 1138], [778, 1137]]]]","[[], 2, 3]"
4,4,"[[[257, 1118]], [[256, 1119]], [[255, 1120]], [[254, 1120]], [[253, 1120]], [[253, 1121]], [[252, 1122]], [[251, 1122]], [[250, 1122]], [[249, 1122]], [[248, 1122]], [[247, 1122]], [[246, 1123]], [[245, 1123]], [[244, 1124]], [[243, 1125]], [[242, 1126]], [[241, 1127]], [[240, 1128]], [[240, 1129]], [[240, 1130]], [[240, 1131]], [[239, 1132]], [[239, 1133]], [[239, 1134]], [[239, 1135]], [[239, 1136]], [[239, 1137]], [[239, 1138]], [[239, 1139]], [[239, 1140]], [[239, 1141]], [[238, 1142]], [[238, 1143]], [[238, 1144]], [[238, 1145]], [[238, 1146]], [[238, 1147]], [[238, 1148]], [[238, 1149]], [[239, 1150]], [[239, 1151]], [[239, 1152]], [[239, 1153]], [[239, 1154]], [[239, 1155]], [[239, 1156]], [[239, 1157]], [[239, 1158]], [[240, 1159]], [[241, 1159]], [[242, 1160]], [[243, 1161]], [[244, 1160]], [[245, 1160]], [[246, 1161]], [[247, 1161]], [[248, 1162]], [[249, 1162]], [[250, 1162]], [[251, 1162]], [[252, 1162]], [[253, 1161]], [[254, 1161]], [[255, 1161]], [[256, 1161]], [[257, 1160]], [[258, 1159]], [[259, 1158]], [[260, 1158]], [[261, 1157]], [[262, 1157]], [[263, 1156]], [[264, 1155]], [[264, 1154]], [[265, 1153]], [[265, 1152]], [[266, 1151]], [[267, 1150]], [[267, 1149]], [[267, 1148]], [[267, 1147]], [[267, 1146]], [[267, 1145]], [[268, 1144]], [[268, 1143]], [[268, 1142]], [[268, 1141]], [[267, 1140]], [[267, 1139]], [[266, 1138]], [[266, 1137]], [[265, 1136]], [[265, 1135]], [[265, 1134]], [[265, 1133]], [[265, 1132]], [[265, 1131]], [[265, 1130]], [[264, 1129]], [[264, 1128]], [[263, 1127]], [[263, 1126]], [[263, 1125]], [[262, 1124]], [[262, 1123]], [[262, 1122]], [[261, 1121]], [[261, 1120]], [[260, 1119]], [[260, 1118]], [[259, 1119]], [[258, 1120]], [[257, 1119]]]","[[[[258, 1108], [257, 1109], [256, 1110], [255, 1110], [254, 1111], [253, 1112], [252, 1112], [251, 1112], [251, 1113], [252, 1114], [252, 1115], [252, 1116], [251, 1117], [250, 1118], [249, 1117], [248, 1116], [247, 1116], [247, 1117], [247, 1118], [247, 1119], [247, 1120], [246, 1121], [245, 1121], [244, 1122], [243, 1122], [242, 1122], [241, 1121], [240, 1121], [239, 1121], [238, 1122], [238, 1123], [238, 1124], [238, 1125], [239, 1126], [239, 1127], [239, 1128], [238, 1129], [237, 1130], [237, 1131], [237, 1132], [238, 1132], [239, 1131], [239, 1130], [239, 1129], [239, 1128], [240, 1127], [241, 1126], [242, 1125], [243, 1124], [244, 1123], [245, 1122], [246, 1122], [247, 1121], [248, 1121], [249, 1121], [250, 1121], [251, 1121], [252, 1121], [252, 1120], [252, 1119], [252, 1118], [253, 1117], [254, 1116], [253, 1115], [252, 1114], [253, 1113], [254, 1113], [255, 1112], [256, 1112], [257, 1111], [258, 1110], [259, 1109]]], []]","[4, []]"
5,5,"[[[102, 1113]], [[101, 1114]], [[100, 1114]], [[99, 1115]], [[98, 1115]], [[97, 1116]], [[97, 1117]], [[97, 1118]], [[96, 1119]], [[95, 1120]], [[95, 1121]], [[94, 1122]], [[94, 1123]], [[93, 1124]], [[92, 1125]], [[91, 1126]], [[90, 1127]], [[89, 1127]], [[89, 1128]], [[88, 1129]], [[87, 1129]], [[87, 1130]], [[87, 1131]], [[86, 1132]], [[85, 1133]], [[85, 1134]], [[84, 1135]], [[83, 1136]], [[83, 1137]], [[82, 1138]], [[82, 1139]], [[82, 1140]], [[82, 1141]], [[81, 1142]], [[80, 1143]], [[79, 1143]], [[79, 1144]], [[79, 1145]], [[79, 1146]], [[78, 1147]], [[77, 1148]], [[77, 1149]], [[76, 1150]], [[75, 1151]], [[76, 1152]], [[75, 1153]], [[76, 1154]], [[77, 1154]], [[78, 1154]], [[79, 1154]], [[80, 1155]], [[80, 1156]], [[80, 1157]], [[81, 1158]], [[81, 1159]], [[82, 1160]], [[82, 1161]], [[83, 1162]], [[84, 1163]], [[85, 1164]], [[86, 1165]], [[86, 1166]], [[86, 1167]], [[87, 1168]], [[87, 1169]], [[88, 1170]], [[88, 1171]], [[88, 1172]], [[88, 1173]], [[88, 1174]], [[88, 1175]], [[88, 1176]], [[88, 1177]], [[89, 1177]], [[90, 1178]], [[91, 1177]], [[92, 1177]], [[93, 1177]], [[93, 1176]], [[94, 1175]], [[95, 1174]], [[96, 1173]], [[97, 1172]], [[98, 1172]], [[99, 1171]], [[100, 1171]], [[101, 1170]], [[101, 1169]], [[102, 1168]], [[103, 1167]], [[104, 1167]], [[104, 1166]], [[104, 1165]], [[105, 1164]], [[106, 1163]], [[106, 1162]], [[107, 1161]], [[107, 1160]], [[108, 1159]], [[109, 1158]], [[110, 1157]], [[111, 1157]], [[112, 1157]], [[112, 1156]], [[112, 1155]], [[113, 1154]], [[113, 1153]], [[113, 1152]], [[114, 1151]], [[115, 1150]], [[116, 1149]], [[117, 1148]], [[117, 1147]], [[118, 1146]], [[118, 1145]], [[118, 1144]], [[119, 1143]], [[119, 1142]], [[120, 1141]], [[120, 1140]], [[121, 1139]], [[121, 1138]], [[121, 1137]], [[121, 1136]], [[121, 1135]], [[120, 1134]], [[120, 1133]], [[121, 1132]], [[121, 1131]], [[120, 1130]], [[120, 1129]], [[120, 1128]], [[120, 1127]], [[120, 1126]], [[120, 1125]], [[119, 1124]], [[119, 1123]], [[118, 1122]], [[117, 1121]], [[116, 1120]], [[115, 1119]], [[114, 1118]], [[113, 1117]], [[113, 1116]], [[112, 1115]], [[111, 1115]], [[110, 1114]], [[109, 1114]], [[108, 1114]], [[107, 1114]], [[106, 1114]], [[105, 1114]], [[104, 1114]], [[103, 1113]]]","[[[[99, 1112], [98, 1113], [97, 1114], [96, 1115], [96, 1116], [95, 1117], [94, 1118], [93, 1118], [93, 1119], [93, 1120], [92, 1121], [91, 1122], [90, 1123], [89, 1124], [88, 1124], [87, 1125], [87, 1126], [86, 1127], [86, 1128], [86, 1129], [85, 1130], [84, 1130], [83, 1130], [82, 1130], [81, 1130], [80, 1130], [79, 1130], [80, 1131], [81, 1131], [82, 1131], [83, 1132], [83, 1133], [84, 1133], [85, 1132], [86, 1131], [86, 1130], [86, 1129], [87, 1128], [88, 1127], [89, 1126], [90, 1126], [91, 1125], [92, 1124], [93, 1123], [93, 1122], [94, 1121], [94, 1120], [95, 1119], [96, 1118], [96, 1117], [96, 1116], [97, 1115], [98, 1114], [99, 1114], [100, 1113], [101, 1113], [102, 1112], [103, 1112], [102, 1112], [101, 1112], [100, 1112]]], [[[82, 1120], [81, 1121], [80, 1121], [79, 1121], [78, 1121], [77, 1122], [76, 1122], [75, 1123], [76, 1124], [76, 1125], [75, 1126], [75, 1127], [75, 1128], [75, 1129], [74, 1130], [75, 1131], [75, 1132], [74, 1133], [73, 1134], [72, 1135], [71, 1136], [71, 1137], [71, 1138], [72, 1139], [72, 1140], [72, 1141], [72, 1142], [73, 1142], [74, 1142], [74, 1141], [75, 1140], [76, 1141], [77, 1140], [78, 1141], [78, 1142], [78, 1143], [77, 1144], [76, 1144], [75, 1145], [76, 1145], [77, 1145], [78, 1146], [78, 1145], [78, 1144], [78, 1143], [79, 1142], [80, 1142], [81, 1141], [81, 1140], [81, 1139], [81, 1138], [81, 1137], [80, 1137], [79, 1137], [78, 1137], [77, 1136], [77, 1135], [77, 1134], [76, 1133], [76, 1132], [76, 1131], [77, 1130], [77, 1129], [77, 1128], [77, 1127], [77, 1126], [77, 1125], [78, 1124], [79, 1123], [80, 1124], [81, 1124], [81, 1123], [82, 1122], [83, 1121]]], []]","[5, 6, []]"
6,6,"[[[138, 1106]], [[137, 1107]], [[136, 1107]], [[135, 1108]], [[134, 1108]], [[134, 1109]], [[133, 1110]], [[133, 1111]], [[133, 1112]], [[132, 1113]], [[131, 1114]], [[130, 1115]], [[129, 1116]], [[129, 1117]], [[130, 1118]], [[130, 1119]], [[130, 1120]], [[130, 1121]], [[131, 1122]], [[132, 1122]], [[133, 1122]], [[134, 1121]], [[135, 1121]], [[136, 1120]], [[137, 1121]], [[138, 1122]], [[139, 1122]], [[140, 1121]], [[141, 1120]], [[141, 1119]], [[141, 1118]], [[142, 1117]], [[142, 1116]], [[142, 1115]], [[142, 1114]], [[143, 1113]], [[143, 1112]], [[142, 1111]], [[141, 1110]], [[142, 1109]], [[141, 1108]], [[141, 1107]], [[140, 1106]], [[139, 1106]]]",[[]],[]
7,7,"[[[211, 1092]], [[210, 1093]], [[209, 1094]], [[208, 1095]], [[207, 1096]], [[206, 1096]], [[205, 1096]], [[204, 1097]], [[204, 1098]], [[203, 1099]], [[204, 1100]], [[205, 1100]], [[206, 1101]], [[207, 1101]], [[208, 1101]], [[209, 1101]], [[210, 1101]], [[211, 1101]], [[212, 1101]], [[213, 1100]], [[214, 1099]], [[215, 1098]], [[216, 1098]], [[217, 1098]], [[218, 1099]], [[219, 1099]], [[220, 1099]], [[221, 1099]], [[221, 1098]], [[221, 1097]], [[221, 1096]], [[221, 1095]], [[220, 1095]], [[219, 1095]], [[218, 1094]], [[217, 1093]], [[216, 1092]], [[215, 1092]], [[214, 1092]], [[213, 1092]], [[212, 1092]]]",[[]],[]
8,8,"[[[795, 1091]], [[794, 1092]], [[793, 1093]], [[794, 1094]], [[793, 1095]], [[793, 1096]], [[793, 1097]], [[792, 1098]], [[792, 1099]], [[792, 1100]], [[791, 1101]], [[791, 1102]], [[791, 1103]], [[790, 1104]], [[790, 1105]], [[790, 1106]], [[790, 1107]], [[791, 1108]], [[792, 1109]], [[792, 1110]], [[792, 1111]], [[793, 1112]], [[793, 1113]], [[794, 1113]], [[795, 1114]], [[796, 1114]], [[797, 1115]], [[798, 1115]], [[799, 1115]], [[800, 1116]], [[801, 1115]], [[802, 1115]], [[803, 1115]], [[803, 1114]], [[804, 1113]], [[804, 1112]], [[804, 1111]], [[803, 1110]], [[803, 1109]], [[803, 1108]], [[803, 1107]], [[802, 1106]], [[801, 1105]], [[801, 1104]], [[802, 1103]], [[801, 1102]], [[800, 1101]], [[801, 1100]], [[802, 1100]], [[803, 1100]], [[804, 1101]], [[805, 1102]], [[806, 1102]], [[807, 1101]], [[808, 1102]], [[809, 1103]], [[810, 1104]], [[809, 1105]], [[810, 1104]], [[811, 1105]], [[811, 1106]], [[812, 1106]], [[813, 1106]], [[814, 1105]], [[814, 1104]], [[814, 1103]], [[815, 1102]], [[815, 1101]], [[815, 1100]], [[815, 1099]], [[814, 1098]], [[814, 1097]], [[814, 1096]], [[814, 1095]], [[814, 1094]], [[813, 1093]], [[813, 1092]], [[812, 1092]], [[811, 1092]], [[810, 1093]], [[809, 1094]], [[808, 1095]], [[807, 1094]], [[806, 1094]], [[805, 1093]], [[804, 1092]], [[803, 1091]], [[802, 1091]], [[801, 1091]], [[801, 1092]], [[801, 1093]], [[801, 1094]], [[800, 1095]], [[799, 1096]], [[798, 1095]], [[798, 1094]], [[798, 1093]], [[798, 1092]], [[797, 1091]], [[796, 1091]]]","[[], [[[802, 1102], [803, 1103], [803, 1104], [803, 1105], [804, 1105], [805, 1105], [806, 1105], [807, 1106], [807, 1107], [808, 1107], [809, 1108], [809, 1109], [808, 1110], [807, 1110], [806, 1109], [805, 1109], [804, 1109], [804, 1110], [805, 1110], [806, 1111], [806, 1112], [807, 1111], [808, 1111], [809, 1111], [810, 1110], [811, 1109], [812, 1109], [813, 1109], [814, 1108], [814, 1107], [813, 1107], [812, 1108], [811, 1107], [810, 1108], [809, 1107], [808, 1107], [807, 1106], [808, 1105], [809, 1104], [808, 1103], [807, 1103], [807, 1104], [806, 1105], [805, 1104], [804, 1103], [804, 1102], [803, 1102]]]]","[[], 7]"
9,9,"[[[515, 1070]], [[514, 1071]], [[513, 1071]], [[512, 1072]], [[511, 1072]], [[510, 1073]], [[510, 1074]], [[509, 1075]], [[508, 1076]], [[508, 1077]], [[508, 1078]], [[509, 1079]], [[509, 1080]], [[509, 1081]], [[510, 1082]], [[511, 1083]], [[512, 1084]], [[512, 1085]], [[513, 1086]], [[514, 1086]], [[515, 1085]], [[516, 1085]], [[517, 1084]], [[517, 1083]], [[518, 1082]], [[518, 1081]], [[519, 1080]], [[519, 1079]], [[519, 1078]], [[519, 1077]], [[519, 1076]], [[520, 1075]], [[521, 1074]], [[521, 1073]], [[521, 1072]], [[520, 1072]], [[519, 1071]], [[518, 1071]], [[517, 1071]], [[516, 1070]]]",[],[]
