,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[599, 1165]], [[598, 1166]], [[597, 1166]], [[596, 1166]], [[595, 1167]], [[594, 1167]], [[593, 1167]], [[592, 1167]], [[591, 1167]], [[590, 1167]], [[589, 1167]], [[588, 1168]], [[587, 1168]], [[586, 1168]], [[585, 1169]], [[584, 1169]], [[583, 1169]], [[582, 1169]], [[582, 1170]], [[581, 1171]], [[580, 1172]], [[579, 1172]], [[580, 1173]], [[581, 1174]], [[581, 1175]], [[581, 1176]], [[581, 1177]], [[581, 1178]], [[581, 1179]], [[582, 1180]], [[583, 1181]], [[583, 1182]], [[583, 1183]], [[583, 1184]], [[584, 1185]], [[583, 1186]], [[583, 1187]], [[583, 1188]], [[584, 1188]], [[585, 1189]], [[586, 1189]], [[587, 1190]], [[588, 1191]], [[589, 1192]], [[590, 1192]], [[591, 1192]], [[592, 1193]], [[592, 1194]], [[593, 1194]], [[594, 1194]], [[595, 1194]], [[596, 1193]], [[597, 1193]], [[598, 1193]], [[599, 1193]], [[598, 1193]], [[597, 1193]], [[596, 1193]], [[595, 1193]], [[594, 1193]], [[593, 1192]], [[594, 1191]], [[595, 1191]], [[596, 1191]], [[597, 1191]], [[598, 1191]], [[599, 1191]], [[600, 1191]], [[601, 1191]], [[602, 1192]], [[603, 1192]], [[604, 1191]], [[605, 1191]], [[606, 1191]], [[607, 1190]], [[608, 1190]], [[609, 1189]], [[610, 1188]], [[611, 1188]], [[611, 1187]], [[612, 1186]], [[612, 1185]], [[612, 1184]], [[612, 1183]], [[612, 1182]], [[612, 1181]], [[612, 1180]], [[612, 1179]], [[613, 1178]], [[613, 1177]], [[612, 1176]], [[612, 1175]], [[612, 1174]], [[612, 1173]], [[611, 1172]], [[611, 1171]], [[611, 1170]], [[611, 1169]], [[611, 1168]], [[610, 1169]], [[609, 1168]], [[608, 1167]], [[608, 1166]], [[607, 1165]], [[606, 1165]], [[605, 1165]], [[604, 1165]], [[603, 1165]], [[602, 1165]], [[601, 1165]], [[600, 1165]]]","[[], [[[583, 1166], [582, 1167], [581, 1167], [581, 1168], [580, 1169], [579, 1170], [578, 1171], [577, 1171], [576, 1170], [575, 1169], [574, 1169], [573, 1169], [573, 1170], [573, 1171], [574, 1172], [574, 1173], [574, 1174], [574, 1175], [574, 1176], [575, 1176], [576, 1175], [577, 1174], [578, 1175], [579, 1176], [578, 1177], [578, 1178], [579, 1178], [580, 1178], [580, 1177], [580, 1176], [580, 1175], [580, 1174], [579, 1174], [578, 1173], [578, 1172], [579, 1171], [580, 1171], [581, 1170], [581, 1169], [582, 1168], [583, 1168], [584, 1168], [585, 1168], [586, 1167], [587, 1167], [588, 1167], [588, 1166], [587, 1166], [586, 1166], [585, 1166], [584, 1166]]], [[[574, 1178], [573, 1179], [572, 1179], [572, 1180], [573, 1181], [572, 1182], [571, 1182], [572, 1183], [573, 1184], [574, 1185], [575, 1186], [575, 1187], [575, 1188], [575, 1189], [576, 1189], [577, 1188], [578, 1188], [579, 1189], [580, 1189], [581, 1189], [582, 1188], [581, 1188], [580, 1188], [579, 1188], [578, 1188], [577, 1187], [577, 1186], [576, 1186], [575, 1185], [574, 1184], [573, 1183], [574, 1182], [574, 1181], [574, 1180], [574, 1179]], [[583, 1166], [582, 1167], [581, 1167], [581, 1168], [580, 1169], [579, 1170], [578, 1171], [577, 1171], [576, 1170], [575, 1169], [574, 1169], [573, 1169], [573, 1170], [573, 1171], [574, 1172], [574, 1173], [574, 1174], [574, 1175], [574, 1176], [575, 1176], [576, 1175], [577, 1174], [578, 1175], [579, 1176], [578, 1177], [578, 1178], [579, 1178], [580, 1178], [580, 1177], [580, 1176], [580, 1175], [580, 1174], [579, 1174], [578, 1173], [578, 1172], [579, 1171], [580, 1171], [581, 1170], [581, 1169], [582, 1168], [583, 1168], [584, 1168], [585, 1168], [586, 1167], [587, 1167], [588, 1167], [588, 1166], [587, 1166], [586, 1166], [585, 1166], [584, 1166]]], [[[574, 1178], [573, 1179], [572, 1179], [572, 1180], [573, 1181], [572, 1182], [571, 1182], [572, 1183], [573, 1184], [574, 1185], [575, 1186], [575, 1187], [575, 1188], [575, 1189], [576, 1189], [577, 1188], [578, 1188], [579, 1189], [580, 1189], [581, 1189], [582, 1188], [581, 1188], [580, 1188], [579, 1188], [578, 1188], [577, 1187], [577, 1186], [576, 1186], [575, 1185], [574, 1184], [573, 1183], [574, 1182], [574, 1181], [574, 1180], [574, 1179]]], [[[615, 1167], [615, 1168], [614, 1169], [615, 1170], [615, 1171], [615, 1172], [615, 1173], [614, 1174], [613, 1174], [613, 1175], [613, 1176], [614, 1177], [614, 1178], [613, 1179], [613, 1180], [613, 1181], [613, 1182], [613, 1183], [614, 1183], [615, 1184], [616, 1184], [617, 1184], [618, 1185], [619, 1186], [619, 1187], [618, 1188], [618, 1189], [619, 1189], [620, 1189], [621, 1189], [622, 1188], [622, 1187], [621, 1186], [622, 1185], [623, 1184], [623, 1183], [622, 1182], [622, 1181], [621, 1180], [620, 1180], [619, 1179], [618, 1179], [617, 1178], [617, 1177], [617, 1176], [617, 1175], [617, 1174], [618, 1173], [619, 1173], [620, 1172], [621, 1173], [622, 1174], [623, 1174], [624, 1174], [625, 1174], [624, 1173], [623, 1173], [622, 1172], [621, 1172], [620, 1171], [619, 1170], [619, 1169], [619, 1168], [618, 1167], [617, 1167], [616, 1167]]]]","[[], 0, 1, 2, 3]"
1,1,"[[[147, 1132]], [[146, 1133]], [[145, 1133]], [[144, 1133]], [[143, 1133]], [[142, 1133]], [[142, 1134]], [[141, 1135]], [[141, 1136]], [[141, 1137]], [[141, 1138]], [[142, 1138]], [[143, 1139]], [[143, 1140]], [[143, 1141]], [[144, 1142]], [[144, 1143]], [[145, 1144]], [[146, 1145]], [[147, 1145]], [[148, 1145]], [[149, 1145]], [[150, 1145]], [[151, 1145]], [[152, 1144]], [[152, 1143]], [[152, 1142]], [[152, 1141]], [[153, 1140]], [[154, 1139]], [[154, 1138]], [[155, 1137]], [[155, 1136]], [[155, 1135]], [[155, 1134]], [[154, 1134]], [[153, 1134]], [[152, 1133]], [[151, 1133]], [[150, 1132]], [[149, 1132]], [[148, 1132]]]",[[]],[]
2,2,"[[[756, 1120]], [[755, 1121]], [[754, 1122]], [[753, 1122]], [[752, 1123]], [[751, 1124]], [[750, 1124]], [[750, 1125]], [[749, 1126]], [[748, 1127]], [[748, 1128]], [[749, 1129]], [[749, 1130]], [[748, 1131]], [[748, 1132]], [[748, 1133]], [[747, 1134]], [[747, 1135]], [[747, 1136]], [[747, 1137]], [[747, 1138]], [[747, 1139]], [[747, 1140]], [[748, 1141]], [[748, 1142]], [[748, 1143]], [[749, 1143]], [[750, 1144]], [[751, 1144]], [[752, 1144]], [[753, 1144]], [[754, 1144]], [[755, 1144]], [[756, 1144]], [[757, 1143]], [[758, 1143]], [[759, 1144]], [[760, 1143]], [[761, 1142]], [[762, 1142]], [[763, 1142]], [[764, 1142]], [[765, 1142]], [[766, 1142]], [[767, 1142]], [[768, 1142]], [[769, 1141]], [[770, 1141]], [[771, 1141]], [[772, 1141]], [[773, 1140]], [[774, 1140]], [[775, 1140]], [[776, 1140]], [[776, 1139]], [[776, 1138]], [[776, 1137]], [[776, 1136]], [[777, 1135]], [[777, 1134]], [[777, 1133]], [[778, 1132]], [[777, 1131]], [[777, 1130]], [[777, 1129]], [[777, 1128]], [[777, 1127]], [[776, 1126]], [[776, 1125]], [[776, 1124]], [[776, 1123]], [[775, 1122]], [[774, 1123]], [[773, 1122]], [[772, 1122]], [[771, 1122]], [[770, 1122]], [[769, 1122]], [[768, 1123]], [[767, 1123]], [[766, 1124]], [[765, 1125]], [[764, 1124]], [[763, 1124]], [[762, 1123]], [[761, 1123]], [[760, 1122]], [[760, 1121]], [[759, 1120]], [[758, 1120]], [[757, 1120]]]","[[], [[[764, 1143], [763, 1144], [762, 1144], [761, 1144], [760, 1145], [759, 1145], [758, 1144], [757, 1144], [756, 1145], [757, 1146], [758, 1146], [759, 1145], [760, 1146], [761, 1146], [762, 1146], [763, 1145], [764, 1145], [765, 1145], [766, 1146], [767, 1147], [767, 1148], [767, 1147], [767, 1146], [767, 1145], [767, 1144], [767, 1143], [766, 1143], [765, 1143]]], [[[777, 1136], [777, 1137], [777, 1138], [777, 1139], [777, 1140], [776, 1141], [775, 1142], [774, 1142], [773, 1143], [772, 1142], [771, 1142], [770, 1142], [769, 1143], [770, 1144], [771, 1145], [771, 1146], [771, 1147], [771, 1148], [772, 1148], [772, 1147], [772, 1146], [773, 1145], [773, 1144], [774, 1143], [775, 1143], [776, 1143], [777, 1143], [777, 1142], [777, 1141], [777, 1140], [777, 1139], [777, 1138], [778, 1137], [778, 1136]]]]","[[], 4, 5]"
3,3,"[[[257, 1117]], [[256, 1118]], [[255, 1118]], [[255, 1119]], [[255, 1120]], [[254, 1121]], [[253, 1120]], [[253, 1121]], [[252, 1122]], [[251, 1122]], [[250, 1122]], [[249, 1122]], [[248, 1122]], [[247, 1122]], [[246, 1123]], [[245, 1123]], [[244, 1124]], [[243, 1125]], [[242, 1126]], [[241, 1127]], [[241, 1128]], [[240, 1129]], [[240, 1130]], [[240, 1131]], [[239, 1132]], [[239, 1133]], [[239, 1134]], [[239, 1135]], [[239, 1136]], [[239, 1137]], [[239, 1138]], [[239, 1139]], [[239, 1140]], [[239, 1141]], [[239, 1142]], [[238, 1143]], [[238, 1144]], [[238, 1145]], [[238, 1146]], [[239, 1147]], [[238, 1148]], [[238, 1149]], [[239, 1150]], [[239, 1151]], [[239, 1152]], [[240, 1153]], [[240, 1154]], [[240, 1155]], [[240, 1156]], [[240, 1157]], [[240, 1158]], [[240, 1159]], [[241, 1159]], [[242, 1160]], [[243, 1160]], [[244, 1161]], [[245, 1160]], [[246, 1161]], [[247, 1161]], [[248, 1162]], [[249, 1162]], [[250, 1162]], [[251, 1162]], [[252, 1162]], [[253, 1161]], [[254, 1161]], [[255, 1161]], [[256, 1160]], [[257, 1160]], [[258, 1159]], [[259, 1158]], [[260, 1157]], [[261, 1157]], [[262, 1157]], [[263, 1156]], [[264, 1155]], [[264, 1154]], [[264, 1153]], [[265, 1152]], [[266, 1151]], [[266, 1150]], [[266, 1149]], [[266, 1148]], [[266, 1147]], [[267, 1146]], [[267, 1145]], [[267, 1144]], [[267, 1143]], [[267, 1142]], [[267, 1141]], [[267, 1140]], [[267, 1139]], [[266, 1138]], [[265, 1137]], [[265, 1136]], [[265, 1135]], [[265, 1134]], [[265, 1133]], [[265, 1132]], [[265, 1131]], [[265, 1130]], [[264, 1129]], [[263, 1128]], [[263, 1127]], [[263, 1126]], [[263, 1125]], [[262, 1124]], [[262, 1123]], [[262, 1122]], [[261, 1121]], [[261, 1120]], [[260, 1119]], [[260, 1118]], [[260, 1117]], [[259, 1117]], [[258, 1118]]]","[[[[258, 1108], [257, 1109], [256, 1110], [255, 1110], [254, 1111], [253, 1112], [252, 1112], [251, 1113], [252, 1114], [252, 1115], [252, 1116], [253, 1117], [252, 1118], [251, 1118], [251, 1119], [250, 1120], [249, 1120], [248, 1119], [249, 1118], [249, 1117], [249, 1116], [248, 1116], [247, 1116], [247, 1117], [247, 1118], [247, 1119], [246, 1120], [245, 1121], [244, 1122], [243, 1123], [242, 1123], [241, 1122], [241, 1121], [240, 1121], [239, 1121], [238, 1122], [238, 1123], [238, 1124], [237, 1125], [238, 1126], [239, 1127], [239, 1128], [239, 1129], [238, 1130], [237, 1131], [237, 1132], [238, 1132], [239, 1131], [239, 1130], [239, 1129], [240, 1128], [240, 1127], [241, 1126], [242, 1125], [243, 1124], [244, 1123], [245, 1122], [246, 1122], [247, 1121], [248, 1121], [249, 1121], [250, 1121], [251, 1121], [252, 1121], [252, 1120], [252, 1119], [253, 1118], [253, 1117], [254, 1116], [254, 1115], [253, 1114], [254, 1113], [255, 1112], [256, 1112], [257, 1112], [257, 1111], [258, 1110], [259, 1110], [260, 1109], [259, 1109]]], []]","[6, []]"
4,4,"[[[100, 1114]], [[99, 1115]], [[98, 1115]], [[97, 1116]], [[97, 1117]], [[97, 1118]], [[96, 1119]], [[95, 1120]], [[95, 1121]], [[94, 1122]], [[94, 1123]], [[93, 1124]], [[92, 1125]], [[91, 1126]], [[90, 1127]], [[89, 1127]], [[89, 1128]], [[88, 1129]], [[87, 1129]], [[87, 1130]], [[87, 1131]], [[86, 1132]], [[86, 1133]], [[85, 1134]], [[84, 1135]], [[84, 1136]], [[83, 1137]], [[82, 1138]], [[83, 1139]], [[82, 1140]], [[82, 1141]], [[81, 1142]], [[80, 1143]], [[79, 1143]], [[79, 1144]], [[79, 1145]], [[79, 1146]], [[78, 1147]], [[78, 1148]], [[77, 1149]], [[77, 1150]], [[76, 1151]], [[75, 1152]], [[76, 1153]], [[75, 1154]], [[76, 1154]], [[77, 1154]], [[78, 1154]], [[79, 1154]], [[80, 1155]], [[80, 1156]], [[80, 1157]], [[81, 1158]], [[81, 1159]], [[82, 1160]], [[82, 1161]], [[83, 1162]], [[84, 1163]], [[85, 1164]], [[86, 1165]], [[86, 1166]], [[86, 1167]], [[86, 1168]], [[87, 1169]], [[87, 1170]], [[87, 1171]], [[88, 1172]], [[88, 1173]], [[88, 1174]], [[88, 1175]], [[88, 1176]], [[88, 1177]], [[89, 1177]], [[90, 1178]], [[91, 1178]], [[92, 1178]], [[93, 1177]], [[94, 1176]], [[95, 1175]], [[96, 1174]], [[97, 1173]], [[98, 1173]], [[99, 1172]], [[100, 1172]], [[101, 1171]], [[101, 1170]], [[102, 1169]], [[103, 1168]], [[104, 1168]], [[105, 1167]], [[104, 1166]], [[105, 1165]], [[105, 1164]], [[106, 1163]], [[107, 1162]], [[107, 1161]], [[108, 1160]], [[109, 1159]], [[109, 1158]], [[110, 1157]], [[111, 1157]], [[112, 1156]], [[113, 1155]], [[113, 1154]], [[113, 1153]], [[113, 1152]], [[114, 1151]], [[115, 1151]], [[116, 1150]], [[117, 1149]], [[117, 1148]], [[118, 1147]], [[118, 1146]], [[118, 1145]], [[118, 1144]], [[119, 1143]], [[120, 1142]], [[120, 1141]], [[120, 1140]], [[120, 1139]], [[120, 1138]], [[121, 1137]], [[121, 1136]], [[121, 1135]], [[121, 1134]], [[121, 1133]], [[121, 1132]], [[122, 1131]], [[121, 1130]], [[121, 1129]], [[120, 1128]], [[120, 1127]], [[120, 1126]], [[119, 1125]], [[119, 1124]], [[119, 1123]], [[118, 1122]], [[117, 1121]], [[116, 1120]], [[115, 1119]], [[114, 1118]], [[113, 1117]], [[113, 1116]], [[113, 1115]], [[112, 1115]], [[111, 1115]], [[110, 1114]], [[109, 1114]], [[108, 1114]], [[107, 1114]], [[106, 1114]], [[105, 1114]], [[104, 1114]], [[103, 1114]], [[102, 1114]], [[101, 1114]]]","[[[[100, 1112], [99, 1113], [98, 1113], [97, 1113], [97, 1114], [96, 1115], [96, 1116], [95, 1117], [94, 1118], [93, 1118], [93, 1119], [94, 1120], [93, 1121], [92, 1121], [91, 1122], [90, 1123], [89, 1124], [88, 1124], [87, 1125], [87, 1126], [86, 1127], [86, 1128], [86, 1129], [85, 1130], [84, 1130], [83, 1130], [82, 1130], [81, 1130], [80, 1130], [79, 1129], [78, 1129], [77, 1128], [77, 1127], [77, 1126], [76, 1125], [76, 1124], [77, 1123], [78, 1124], [79, 1123], [80, 1124], [81, 1124], [81, 1123], [82, 1122], [83, 1121], [82, 1120], [82, 1119], [82, 1120], [81, 1121], [80, 1121], [79, 1121], [78, 1121], [77, 1122], [76, 1122], [75, 1123], [76, 1124], [76, 1125], [75, 1126], [75, 1127], [75, 1128], [75, 1129], [74, 1130], [75, 1131], [74, 1132], [74, 1133], [73, 1134], [72, 1135], [71, 1136], [71, 1137], [71, 1138], [71, 1139], [72, 1140], [72, 1141], [72, 1142], [73, 1142], [74, 1142], [74, 1141], [75, 1140], [76, 1140], [77, 1140], [78, 1139], [79, 1140], [79, 1141], [79, 1142], [80, 1142], [81, 1141], [81, 1140], [82, 1139], [81, 1138], [80, 1137], [79, 1137], [78, 1137], [77, 1136], [76, 1137], [75, 1136], [75, 1135], [76, 1134], [76, 1133], [75, 1132], [75, 1131], [76, 1130], [77, 1130], [78, 1130], [79, 1130], [80, 1131], [81, 1131], [82, 1131], [83, 1132], [84, 1133], [85, 1133], [85, 1132], [86, 1131], [86, 1130], [86, 1129], [86, 1128], [87, 1127], [88, 1127], [89, 1126], [90, 1126], [91, 1125], [92, 1124], [93, 1123], [93, 1122], [94, 1121], [94, 1120], [95, 1119], [96, 1118], [96, 1117], [96, 1116], [97, 1115], [98, 1114], [99, 1114], [100, 1113], [101, 1113], [102, 1113], [103, 1112], [102, 1112], [101, 1112]]], []]","[7, []]"
5,5,"[[[138, 1106]], [[138, 1107]], [[137, 1108]], [[136, 1107]], [[135, 1108]], [[135, 1109]], [[134, 1110]], [[133, 1111]], [[133, 1112]], [[132, 1113]], [[132, 1114]], [[131, 1115]], [[130, 1116]], [[129, 1116]], [[129, 1117]], [[130, 1118]], [[130, 1119]], [[130, 1120]], [[131, 1120]], [[132, 1121]], [[133, 1121]], [[134, 1120]], [[135, 1120]], [[136, 1119]], [[137, 1120]], [[138, 1120]], [[139, 1121]], [[140, 1120]], [[141, 1119]], [[141, 1118]], [[141, 1117]], [[142, 1116]], [[142, 1115]], [[142, 1114]], [[142, 1113]], [[142, 1112]], [[142, 1111]], [[141, 1110]], [[141, 1109]], [[141, 1108]], [[140, 1107]], [[139, 1106]]]",[[]],[]
6,6,"[[[210, 1092]], [[209, 1093]], [[208, 1094]], [[207, 1095]], [[206, 1096]], [[205, 1096]], [[204, 1097]], [[203, 1098]], [[203, 1099]], [[203, 1100]], [[204, 1100]], [[205, 1100]], [[206, 1101]], [[207, 1101]], [[208, 1101]], [[209, 1101]], [[210, 1101]], [[211, 1101]], [[212, 1101]], [[213, 1101]], [[214, 1100]], [[215, 1099]], [[216, 1099]], [[217, 1100]], [[218, 1100]], [[219, 1099]], [[220, 1099]], [[221, 1099]], [[221, 1098]], [[221, 1097]], [[221, 1096]], [[221, 1095]], [[220, 1095]], [[219, 1095]], [[218, 1094]], [[217, 1093]], [[216, 1092]], [[215, 1092]], [[214, 1092]], [[213, 1092]], [[212, 1092]], [[211, 1092]]]",[[]],[]
7,7,"[[[795, 1091]], [[794, 1092]], [[793, 1093]], [[794, 1094]], [[794, 1095]], [[793, 1096]], [[792, 1097]], [[792, 1098]], [[792, 1099]], [[791, 1100]], [[790, 1101]], [[791, 1102]], [[790, 1103]], [[790, 1104]], [[790, 1105]], [[790, 1106]], [[791, 1107]], [[791, 1108]], [[792, 1109]], [[792, 1110]], [[792, 1111]], [[792, 1112]], [[793, 1113]], [[794, 1114]], [[795, 1114]], [[796, 1115]], [[797, 1115]], [[798, 1116]], [[799, 1116]], [[800, 1116]], [[801, 1116]], [[802, 1115]], [[803, 1115]], [[804, 1115]], [[804, 1114]], [[804, 1113]], [[804, 1112]], [[804, 1111]], [[803, 1110]], [[803, 1109]], [[803, 1108]], [[803, 1107]], [[802, 1106]], [[801, 1105]], [[801, 1104]], [[802, 1103]], [[801, 1102]], [[801, 1101]], [[802, 1100]], [[803, 1101]], [[804, 1101]], [[805, 1102]], [[806, 1102]], [[807, 1102]], [[808, 1102]], [[809, 1103]], [[809, 1104]], [[810, 1104]], [[811, 1105]], [[811, 1106]], [[812, 1106]], [[813, 1106]], [[814, 1105]], [[814, 1104]], [[815, 1103]], [[815, 1102]], [[815, 1101]], [[815, 1100]], [[815, 1099]], [[815, 1098]], [[815, 1097]], [[814, 1096]], [[814, 1095]], [[813, 1094]], [[813, 1093]], [[813, 1092]], [[812, 1091]], [[811, 1092]], [[810, 1092]], [[809, 1093]], [[808, 1094]], [[807, 1093]], [[806, 1093]], [[805, 1092]], [[804, 1091]], [[803, 1091]], [[802, 1091]], [[802, 1092]], [[802, 1093]], [[801, 1094]], [[801, 1095]], [[800, 1096]], [[799, 1096]], [[798, 1095]], [[798, 1094]], [[798, 1093]], [[798, 1092]], [[797, 1091]], [[796, 1091]]]","[[], [[[802, 1101], [802, 1102], [803, 1103], [803, 1104], [803, 1105], [804, 1105], [805, 1105], [806, 1105], [807, 1106], [807, 1107], [808, 1107], [809, 1108], [809, 1109], [809, 1110], [808, 1111], [807, 1110], [806, 1109], [805, 1108], [804, 1109], [804, 1110], [805, 1110], [806, 1111], [806, 1112], [807, 1111], [808, 1111], [809, 1111], [810, 1110], [811, 1109], [812, 1109], [813, 1109], [814, 1109], [814, 1108], [814, 1107], [813, 1107], [812, 1107], [811, 1107], [810, 1108], [809, 1107], [808, 1107], [807, 1106], [807, 1105], [808, 1104], [808, 1103], [807, 1103], [806, 1104], [805, 1104], [804, 1103], [804, 1102], [803, 1102]]]]","[[], 8]"
8,8,"[[[515, 1070]], [[514, 1071]], [[513, 1071]], [[512, 1072]], [[511, 1073]], [[510, 1073]], [[510, 1074]], [[509, 1075]], [[508, 1076]], [[508, 1077]], [[508, 1078]], [[508, 1079]], [[509, 1080]], [[509, 1081]], [[510, 1082]], [[510, 1083]], [[511, 1084]], [[512, 1085]], [[513, 1086]], [[514, 1086]], [[515, 1086]], [[516, 1085]], [[517, 1085]], [[518, 1084]], [[518, 1083]], [[519, 1082]], [[519, 1081]], [[519, 1080]], [[519, 1079]], [[519, 1078]], [[519, 1077]], [[519, 1076]], [[520, 1075]], [[521, 1074]], [[521, 1073]], [[521, 1072]], [[520, 1072]], [[519, 1071]], [[518, 1071]], [[517, 1071]], [[516, 1070]]]",[],[]
9,9,"[[[178, 1062]], [[177, 1063]], [[178, 1064]], [[177, 1065]], [[176, 1066]], [[175, 1066]], [[175, 1067]], [[175, 1068]], [[175, 1069]], [[174, 1070]], [[173, 1071]], [[172, 1071]], [[171, 1071]], [[170, 1071]], [[170, 1072]], [[169, 1073]], [[168, 1074]], [[167, 1075]], [[166, 1076]], [[165, 1076]], [[164, 1076]], [[163, 1076]], [[162, 1075]], [[161, 1076]], [[160, 1077]], [[159, 1078]], [[159, 1079]], [[159, 1080]], [[158, 1081]], [[158, 1082]], [[158, 1083]], [[159, 1084]], [[159, 1085]], [[159, 1086]], [[159, 1087]], [[159, 1088]], [[160, 1089]], [[161, 1089]], [[162, 1090]], [[163, 1091]], [[164, 1091]], [[165, 1092]], [[166, 1093]], [[167, 1094]], [[168, 1095]], [[167, 1096]], [[166, 1097]], [[165, 1097]], [[164, 1097]], [[163, 1097]], [[162, 1098]], [[161, 1099]], [[160, 1099]], [[159, 1100]], [[158, 1100]], [[157, 1101]], [[156, 1102]], [[155, 1102]], [[154, 1103]], [[154, 1104]], [[153, 1105]], [[152, 1106]], [[151, 1107]], [[150, 1108]], [[151, 1109]], [[152, 1110]], [[153, 1111]], [[153, 1112]], [[153, 1113]], [[154, 1114]], [[154, 1115]], [[155, 1115]], [[156, 1115]], [[157, 1115]], [[158, 1115]], [[159, 1116]], [[160, 1116]], [[161, 1116]], [[162, 1116]], [[163, 1117]], [[164, 1117]], [[165, 1116]], [[165, 1115]], [[166, 1114]], [[167, 1113]], [[167, 1112]], [[167, 1111]], [[167, 1110]], [[168, 1109]], [[168, 1108]], [[168, 1107]], [[169, 1106]], [[169, 1105]], [[169, 1104]], [[170, 1103]], [[171, 1102]], [[172, 1102]], [[173, 1102]], [[173, 1101]], [[174, 1100]], [[175, 1099]], [[175, 1098]], [[175, 1097]], [[174, 1096]], [[173, 1095]], [[173, 1094]], [[174, 1093]], [[175, 1093]], [[176, 1092]], [[177, 1092]], [[177, 1091]], [[178, 1090]], [[179, 1089]], [[180, 1088]], [[181, 1088]], [[182, 1087]], [[183, 1086]], [[184, 1086]], [[185, 1086]], [[186, 1085]], [[186, 1084]], [[187, 1083]], [[188, 1082]], [[188, 1081]], [[188, 1080]], [[188, 1079]], [[188, 1078]], [[187, 1077]], [[187, 1076]], [[187, 1075]], [[187, 1074]], [[186, 1073]], [[186, 1072]], [[186, 1071]], [[186, 1070]], [[186, 1069]], [[186, 1068]], [[186, 1067]], [[185, 1066]], [[184, 1065]], [[184, 1064]], [[183, 1063]], [[182, 1063]], [[181, 1062]], [[180, 1062]], [[179, 1062]]]","[[], [[[148, 1098], [148, 1099], [148, 1100], [149, 1101], [150, 1102], [150, 1103], [150, 1104], [150, 1105], [149, 1106], [148, 1106], [147, 1107], [147, 1108], [147, 1109], [148, 1109], [149, 1109], [150, 1110], [151, 1111], [151, 1112], [152, 1113], [152, 1114], [152, 1113], [152, 1112], [152, 1111], [151, 1110], [150, 1109], [149, 1108], [150, 1107], [151, 1106], [152, 1105], [153, 1104], [153, 1103], [154, 1102], [155, 1101], [156, 1101], [156, 1100], [156, 1099], [155, 1100], [154, 1101], [153, 1101], [152, 1101], [151, 1101], [150, 1100], [150, 1099], [149, 1098]]]]","[[], 9]"
