,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[706, 1156]], [[705, 1157]], [[704, 1158]], [[703, 1158]], [[702, 1159]], [[701, 1159]], [[700, 1159]], [[699, 1159]], [[698, 1159]], [[697, 1160]], [[696, 1160]], [[695, 1160]], [[694, 1161]], [[693, 1162]], [[692, 1162]], [[691, 1163]], [[690, 1163]], [[689, 1163]], [[688, 1163]], [[687, 1164]], [[686, 1164]], [[685, 1165]], [[684, 1166]], [[684, 1167]], [[684, 1168]], [[684, 1169]], [[684, 1170]], [[684, 1171]], [[684, 1172]], [[684, 1173]], [[685, 1174]], [[686, 1174]], [[687, 1174]], [[688, 1173]], [[689, 1174]], [[690, 1174]], [[691, 1174]], [[692, 1175]], [[693, 1175]], [[694, 1175]], [[695, 1175]], [[696, 1175]], [[697, 1176]], [[698, 1176]], [[699, 1176]], [[700, 1177]], [[701, 1177]], [[702, 1177]], [[703, 1177]], [[704, 1177]], [[705, 1176]], [[706, 1176]], [[707, 1175]], [[708, 1174]], [[709, 1173]], [[710, 1172]], [[711, 1172]], [[712, 1171]], [[713, 1170]], [[714, 1169]], [[715, 1168]], [[716, 1167]], [[716, 1166]], [[716, 1165]], [[715, 1164]], [[714, 1163]], [[713, 1162]], [[712, 1161]], [[712, 1160]], [[711, 1159]], [[710, 1159]], [[709, 1158]], [[708, 1157]], [[707, 1157]]]","[[], [[[695, 1150], [694, 1151], [694, 1152], [694, 1153], [694, 1154], [694, 1155], [694, 1156], [693, 1157], [692, 1158], [691, 1158], [690, 1158], [689, 1159], [690, 1160], [690, 1161], [690, 1162], [691, 1162], [692, 1161], [693, 1161], [694, 1160], [695, 1159], [695, 1158], [695, 1157], [695, 1156], [695, 1155], [696, 1154], [697, 1153], [698, 1153], [697, 1153], [696, 1152], [696, 1151], [696, 1150]]]]","[[], 0]"
1,1,"[[[561, 1148]], [[560, 1149]], [[559, 1150]], [[558, 1151]], [[557, 1152]], [[556, 1153]], [[555, 1154]], [[554, 1155]], [[554, 1156]], [[553, 1157]], [[552, 1158]], [[552, 1159]], [[552, 1160]], [[552, 1161]], [[551, 1162]], [[551, 1163]], [[550, 1164]], [[550, 1165]], [[549, 1166]], [[549, 1167]], [[549, 1168]], [[549, 1169]], [[549, 1170]], [[549, 1171]], [[549, 1172]], [[549, 1173]], [[548, 1174]], [[547, 1175]], [[546, 1176]], [[545, 1177]], [[544, 1177]], [[543, 1177]], [[543, 1178]], [[543, 1179]], [[543, 1180]], [[543, 1181]], [[543, 1182]], [[544, 1182]], [[545, 1183]], [[545, 1184]], [[545, 1185]], [[546, 1185]], [[547, 1186]], [[548, 1186]], [[549, 1187]], [[549, 1188]], [[550, 1189]], [[550, 1190]], [[551, 1190]], [[552, 1190]], [[553, 1190]], [[554, 1190]], [[555, 1189]], [[556, 1189]], [[557, 1188]], [[558, 1187]], [[559, 1187]], [[560, 1187]], [[561, 1187]], [[562, 1187]], [[563, 1187]], [[564, 1187]], [[565, 1187]], [[566, 1188]], [[567, 1187]], [[568, 1186]], [[569, 1186]], [[570, 1185]], [[571, 1184]], [[572, 1184]], [[573, 1183]], [[574, 1182]], [[575, 1181]], [[575, 1180]], [[576, 1179]], [[577, 1179]], [[578, 1178]], [[578, 1177]], [[578, 1176]], [[577, 1176]], [[576, 1176]], [[575, 1175]], [[575, 1174]], [[575, 1173]], [[576, 1172]], [[575, 1171]], [[575, 1170]], [[574, 1169]], [[574, 1168]], [[573, 1167]], [[572, 1166]], [[572, 1165]], [[572, 1164]], [[571, 1163]], [[570, 1162]], [[570, 1161]], [[570, 1160]], [[569, 1159]], [[568, 1158]], [[567, 1157]], [[567, 1156]], [[566, 1155]], [[566, 1154]], [[565, 1153]], [[565, 1152]], [[564, 1151]], [[564, 1150]], [[564, 1149]], [[563, 1149]], [[562, 1148]]]","[[[[586, 1142], [585, 1143], [584, 1144], [584, 1145], [583, 1146], [582, 1147], [581, 1148], [580, 1148], [579, 1148], [578, 1148], [577, 1148], [576, 1148], [575, 1147], [574, 1147], [573, 1147], [572, 1147], [571, 1147], [570, 1147], [569, 1147], [568, 1146], [567, 1145], [567, 1144], [567, 1143], [566, 1144], [565, 1144], [564, 1145], [563, 1145], [562, 1146], [561, 1146], [560, 1147], [561, 1147], [562, 1147], [563, 1147], [564, 1147], [565, 1148], [566, 1148], [567, 1148], [568, 1148], [569, 1149], [570, 1149], [571, 1149], [572, 1149], [573, 1149], [574, 1149], [575, 1149], [576, 1149], [577, 1149], [578, 1150], [579, 1150], [580, 1150], [581, 1149], [582, 1149], [583, 1150], [584, 1149], [584, 1148], [584, 1147], [584, 1146], [585, 1145], [586, 1145], [587, 1145], [588, 1145], [589, 1145], [590, 1145], [591, 1145], [592, 1144], [591, 1144], [590, 1144], [589, 1145], [588, 1144], [588, 1143], [588, 1142], [587, 1142]]], [], [[[576, 1173], [576, 1174], [576, 1175], [577, 1175], [578, 1175], [579, 1176], [579, 1177], [579, 1178], [579, 1179], [578, 1180], [577, 1180], [576, 1180], [576, 1181], [576, 1182], [577, 1181], [578, 1181], [579, 1181], [580, 1181], [581, 1181], [582, 1181], [582, 1180], [581, 1179], [580, 1179], [579, 1178], [580, 1177], [580, 1176], [579, 1175], [579, 1174], [578, 1174], [577, 1173]]]]","[1, [], 2]"
2,2,"[[[753, 1146]], [[752, 1147]], [[751, 1147]], [[750, 1148]], [[749, 1148]], [[748, 1149]], [[747, 1150]], [[747, 1151]], [[746, 1152]], [[746, 1153]], [[746, 1154]], [[746, 1155]], [[746, 1156]], [[746, 1157]], [[746, 1158]], [[746, 1159]], [[746, 1160]], [[747, 1161]], [[747, 1162]], [[748, 1163]], [[749, 1164]], [[750, 1165]], [[750, 1166]], [[751, 1167]], [[751, 1168]], [[752, 1168]], [[753, 1168]], [[754, 1168]], [[755, 1168]], [[756, 1167]], [[757, 1167]], [[758, 1166]], [[759, 1166]], [[760, 1165]], [[760, 1164]], [[760, 1163]], [[761, 1162]], [[761, 1161]], [[762, 1160]], [[763, 1160]], [[764, 1159]], [[765, 1158]], [[765, 1157]], [[766, 1156]], [[766, 1155]], [[767, 1154]], [[767, 1153]], [[766, 1152]], [[766, 1151]], [[766, 1150]], [[766, 1149]], [[765, 1148]], [[764, 1148]], [[763, 1148]], [[762, 1147]], [[761, 1147]], [[760, 1146]], [[759, 1146]], [[758, 1146]], [[757, 1146]], [[756, 1146]], [[755, 1146]], [[754, 1146]]]","[[[[742, 1140], [742, 1141], [742, 1142], [742, 1143], [742, 1144], [743, 1144], [744, 1144], [745, 1144], [746, 1145], [746, 1146], [746, 1147], [745, 1148], [745, 1149], [744, 1150], [744, 1151], [744, 1152], [743, 1153], [742, 1153], [742, 1154], [741, 1155], [740, 1155], [739, 1155], [738, 1155], [737, 1156], [736, 1156], [735, 1156], [734, 1155], [735, 1156], [736, 1157], [737, 1158], [738, 1158], [739, 1157], [740, 1156], [741, 1155], [742, 1154], [743, 1154], [744, 1154], [745, 1155], [745, 1156], [745, 1157], [744, 1158], [743, 1158], [742, 1159], [741, 1159], [741, 1160], [742, 1161], [743, 1162], [743, 1163], [744, 1163], [745, 1163], [746, 1162], [746, 1161], [745, 1160], [745, 1159], [745, 1158], [745, 1157], [745, 1156], [745, 1155], [745, 1154], [745, 1153], [745, 1152], [746, 1151], [746, 1150], [747, 1149], [748, 1148], [749, 1147], [750, 1147], [751, 1146], [752, 1146], [753, 1145], [754, 1145], [754, 1144], [754, 1143], [754, 1142], [754, 1141], [753, 1142], [752, 1143], [751, 1144], [750, 1144], [749, 1144], [748, 1145], [747, 1145], [746, 1145], [745, 1144], [745, 1143], [744, 1142], [745, 1141], [746, 1141], [745, 1141], [744, 1140], [743, 1140]]], [[[770, 1147], [769, 1148], [769, 1149], [770, 1149], [771, 1150], [772, 1151], [772, 1152], [773, 1153], [774, 1154], [774, 1155], [773, 1156], [772, 1156], [771, 1157], [770, 1156], [769, 1155], [769, 1154], [769, 1153], [768, 1153], [768, 1154], [767, 1155], [767, 1156], [766, 1157], [766, 1158], [765, 1159], [765, 1160], [764, 1161], [763, 1161], [762, 1161], [762, 1162], [761, 1163], [761, 1164], [761, 1165], [760, 1166], [759, 1167], [758, 1167], [757, 1168], [756, 1168], [756, 1169], [755, 1170], [755, 1171], [755, 1172], [755, 1173], [756, 1173], [757, 1173], [758, 1173], [759, 1173], [759, 1172], [760, 1171], [761, 1171], [762, 1171], [763, 1171], [764, 1171], [765, 1171], [766, 1170], [767, 1169], [768, 1169], [768, 1168], [767, 1168], [766, 1168], [766, 1169], [765, 1170], [764, 1170], [763, 1169], [762, 1168], [762, 1167], [762, 1166], [762, 1165], [763, 1164], [764, 1163], [765, 1163], [766, 1163], [766, 1162], [767, 1161], [768, 1160], [769, 1159], [770, 1158], [771, 1157], [772, 1157], [773, 1157], [774, 1158], [774, 1159], [775, 1159], [776, 1159], [776, 1158], [776, 1157], [775, 1156], [774, 1155], [774, 1154], [774, 1153], [773, 1152], [772, 1151], [771, 1150], [771, 1149], [771, 1148]]]]","[3, 4]"
3,3,"[[[702, 1145]], [[701, 1146]], [[700, 1146]], [[699, 1147]], [[698, 1148]], [[697, 1149]], [[697, 1150]], [[697, 1151]], [[697, 1152]], [[698, 1152]], [[699, 1152]], [[700, 1153]], [[701, 1153]], [[702, 1153]], [[703, 1153]], [[704, 1153]], [[705, 1152]], [[706, 1151]], [[707, 1152]], [[708, 1153]], [[709, 1154]], [[709, 1155]], [[710, 1155]], [[711, 1156]], [[712, 1155]], [[713, 1155]], [[714, 1155]], [[715, 1154]], [[716, 1153]], [[717, 1152]], [[718, 1152]], [[719, 1151]], [[719, 1150]], [[718, 1149]], [[717, 1149]], [[716, 1149]], [[715, 1150]], [[714, 1150]], [[713, 1149]], [[712, 1149]], [[711, 1149]], [[710, 1149]], [[709, 1150]], [[708, 1151]], [[707, 1151]], [[706, 1151]], [[705, 1151]], [[704, 1150]], [[704, 1149]], [[704, 1148]], [[704, 1147]], [[704, 1146]], [[703, 1146]]]","[[], [[[695, 1150], [694, 1151], [694, 1152], [694, 1153], [694, 1154], [694, 1155], [694, 1156], [693, 1157], [692, 1158], [691, 1158], [690, 1158], [689, 1159], [690, 1160], [690, 1161], [690, 1162], [691, 1162], [692, 1161], [693, 1161], [694, 1160], [695, 1159], [695, 1158], [695, 1157], [695, 1156], [695, 1155], [696, 1154], [697, 1153], [698, 1153], [697, 1153], [696, 1152], [696, 1151], [696, 1150]]]]","[[], 0]"
4,4,"[[[530, 1145]], [[529, 1146]], [[528, 1146]], [[528, 1147]], [[527, 1148]], [[527, 1149]], [[527, 1150]], [[527, 1151]], [[527, 1152]], [[526, 1153]], [[526, 1154]], [[526, 1155]], [[526, 1156]], [[526, 1157]], [[526, 1158]], [[526, 1159]], [[526, 1160]], [[526, 1161]], [[525, 1162]], [[524, 1162]], [[523, 1162]], [[522, 1162]], [[521, 1161]], [[520, 1160]], [[519, 1159]], [[518, 1158]], [[517, 1157]], [[516, 1156]], [[515, 1155]], [[514, 1155]], [[513, 1155]], [[512, 1154]], [[511, 1153]], [[510, 1153]], [[509, 1152]], [[509, 1151]], [[508, 1152]], [[507, 1152]], [[506, 1152]], [[505, 1152]], [[504, 1153]], [[503, 1153]], [[502, 1153]], [[501, 1153]], [[500, 1154]], [[499, 1155]], [[498, 1156]], [[497, 1157]], [[497, 1158]], [[497, 1159]], [[498, 1160]], [[498, 1161]], [[498, 1162]], [[498, 1163]], [[498, 1164]], [[499, 1164]], [[500, 1165]], [[501, 1165]], [[502, 1166]], [[503, 1167]], [[503, 1168]], [[503, 1169]], [[504, 1170]], [[504, 1171]], [[505, 1172]], [[506, 1173]], [[506, 1174]], [[506, 1175]], [[506, 1176]], [[506, 1177]], [[507, 1178]], [[507, 1179]], [[508, 1179]], [[509, 1179]], [[510, 1180]], [[511, 1180]], [[512, 1180]], [[513, 1180]], [[514, 1180]], [[515, 1180]], [[516, 1181]], [[517, 1180]], [[518, 1180]], [[519, 1180]], [[520, 1180]], [[521, 1180]], [[522, 1180]], [[523, 1181]], [[523, 1182]], [[524, 1183]], [[525, 1184]], [[526, 1184]], [[527, 1185]], [[528, 1185]], [[529, 1186]], [[529, 1185]], [[529, 1184]], [[530, 1183]], [[530, 1182]], [[529, 1181]], [[530, 1180]], [[530, 1179]], [[530, 1178]], [[529, 1177]], [[529, 1176]], [[529, 1175]], [[529, 1174]], [[529, 1173]], [[529, 1172]], [[530, 1171]], [[531, 1171]], [[532, 1172]], [[533, 1173]], [[534, 1174]], [[534, 1175]], [[535, 1175]], [[534, 1174]], [[535, 1173]], [[535, 1172]], [[535, 1171]], [[535, 1170]], [[534, 1169]], [[533, 1168]], [[533, 1167]], [[533, 1166]], [[532, 1165]], [[531, 1165]], [[530, 1164]], [[531, 1163]], [[531, 1162]], [[532, 1161]], [[533, 1161]], [[534, 1160]], [[534, 1159]], [[534, 1158]], [[535, 1157]], [[536, 1157]], [[537, 1158]], [[537, 1157]], [[536, 1157]], [[535, 1156]], [[536, 1155]], [[537, 1155]], [[537, 1154]], [[538, 1153]], [[539, 1152]], [[540, 1151]], [[541, 1150]], [[542, 1150]], [[541, 1150]], [[540, 1150]], [[539, 1150]], [[538, 1151]], [[537, 1151]], [[536, 1151]], [[535, 1150]], [[534, 1150]], [[533, 1149]], [[533, 1148]], [[532, 1147]], [[532, 1146]], [[532, 1145]], [[531, 1145]]]","[[[[481, 1152], [481, 1153], [481, 1154], [481, 1155], [482, 1155], [483, 1156], [484, 1157], [484, 1158], [484, 1159], [484, 1160], [484, 1161], [483, 1162], [482, 1163], [483, 1163], [484, 1164], [485, 1165], [486, 1166], [487, 1166], [488, 1165], [489, 1165], [490, 1166], [491, 1167], [491, 1168], [491, 1169], [492, 1169], [493, 1170], [494, 1171], [495, 1172], [494, 1173], [494, 1174], [494, 1175], [494, 1176], [494, 1177], [495, 1177], [495, 1176], [495, 1175], [496, 1174], [496, 1173], [497, 1172], [498, 1172], [499, 1172], [500, 1172], [500, 1171], [500, 1170], [500, 1169], [499, 1169], [498, 1169], [497, 1170], [496, 1170], [495, 1170], [494, 1170], [493, 1169], [493, 1168], [493, 1167], [493, 1166], [493, 1165], [492, 1165], [491, 1165], [490, 1165], [489, 1164], [488, 1164], [487, 1164], [486, 1163], [486, 1162], [486, 1161], [486, 1160], [486, 1159], [486, 1158], [486, 1157], [485, 1156], [484, 1155], [483, 1154], [482, 1153]]], [[[510, 1181], [511, 1181], [512, 1182], [513, 1182], [514, 1183], [514, 1184], [513, 1185], [512, 1185], [511, 1185], [510, 1185], [509, 1185], [509, 1186], [510, 1186], [511, 1186], [512, 1185], [513, 1185], [514, 1185], [515, 1185], [516, 1185], [517, 1185], [516, 1185], [515, 1184], [514, 1183], [515, 1182], [515, 1181], [514, 1181], [513, 1181], [512, 1181], [511, 1181]]], []]","[6, 7, []]"
5,5,"[[[22, 1138]], [[21, 1139]], [[20, 1139]], [[19, 1140]], [[18, 1141]], [[17, 1142]], [[17, 1143]], [[17, 1144]], [[16, 1145]], [[15, 1146]], [[14, 1147]], [[13, 1147]], [[12, 1148]], [[11, 1148]], [[10, 1149]], [[9, 1149]], [[8, 1149]], [[7, 1150]], [[6, 1151]], [[5, 1152]], [[5, 1153]], [[4, 1154]], [[3, 1155]], [[3, 1156]], [[2, 1157]], [[2, 1158]], [[2, 1159]], [[2, 1160]], [[1, 1161]], [[1, 1162]], [[1, 1163]], [[1, 1164]], [[0, 1165]], [[0, 1166]], [[0, 1167]], [[0, 1168]], [[1, 1168]], [[2, 1168]], [[3, 1169]], [[3, 1170]], [[4, 1171]], [[5, 1171]], [[6, 1172]], [[6, 1173]], [[5, 1174]], [[6, 1174]], [[7, 1174]], [[8, 1174]], [[9, 1174]], [[10, 1174]], [[11, 1173]], [[12, 1172]], [[13, 1171]], [[14, 1171]], [[15, 1170]], [[16, 1169]], [[17, 1168]], [[18, 1167]], [[19, 1166]], [[20, 1165]], [[20, 1164]], [[20, 1163]], [[21, 1162]], [[21, 1161]], [[22, 1160]], [[23, 1159]], [[24, 1158]], [[25, 1157]], [[26, 1156]], [[27, 1155]], [[28, 1154]], [[28, 1153]], [[28, 1152]], [[29, 1151]], [[30, 1150]], [[30, 1149]], [[31, 1148]], [[31, 1147]], [[31, 1146]], [[30, 1145]], [[30, 1144]], [[29, 1143]], [[29, 1142]], [[28, 1141]], [[27, 1141]], [[26, 1140]], [[26, 1139]], [[25, 1139]], [[24, 1138]], [[23, 1138]]]",[[]],[]
6,6,"[[[772, 1131]], [[771, 1132]], [[771, 1133]], [[770, 1134]], [[769, 1135]], [[768, 1136]], [[767, 1137]], [[766, 1138]], [[766, 1139]], [[766, 1140]], [[767, 1141]], [[767, 1142]], [[768, 1143]], [[768, 1144]], [[768, 1145]], [[769, 1146]], [[770, 1146]], [[771, 1147]], [[772, 1148]], [[772, 1149]], [[772, 1150]], [[773, 1151]], [[774, 1152]], [[775, 1153]], [[775, 1154]], [[775, 1155]], [[776, 1156]], [[777, 1157]], [[777, 1158]], [[778, 1159]], [[779, 1160]], [[780, 1161]], [[781, 1162]], [[782, 1163]], [[782, 1164]], [[782, 1165]], [[783, 1166]], [[783, 1167]], [[784, 1168]], [[785, 1168]], [[786, 1169]], [[787, 1170]], [[788, 1170]], [[789, 1171]], [[790, 1171]], [[791, 1171]], [[792, 1171]], [[793, 1170]], [[794, 1169]], [[795, 1168]], [[796, 1167]], [[796, 1166]], [[796, 1165]], [[796, 1164]], [[796, 1163]], [[796, 1162]], [[796, 1161]], [[796, 1160]], [[796, 1159]], [[797, 1158]], [[797, 1157]], [[796, 1156]], [[796, 1155]], [[795, 1155]], [[794, 1154]], [[795, 1153]], [[794, 1152]], [[793, 1152]], [[792, 1151]], [[792, 1150]], [[791, 1149]], [[791, 1148]], [[790, 1147]], [[789, 1146]], [[789, 1145]], [[789, 1144]], [[788, 1143]], [[787, 1142]], [[787, 1141]], [[786, 1140]], [[785, 1139]], [[784, 1138]], [[784, 1137]], [[783, 1136]], [[783, 1135]], [[783, 1134]], [[782, 1133]], [[782, 1132]], [[781, 1132]], [[780, 1132]], [[779, 1131]], [[778, 1131]], [[777, 1131]], [[776, 1131]], [[775, 1131]], [[774, 1131]], [[773, 1131]]]","[[], [[[770, 1147], [769, 1148], [769, 1149], [770, 1149], [771, 1150], [772, 1151], [772, 1152], [773, 1153], [774, 1154], [774, 1155], [773, 1156], [772, 1156], [771, 1157], [770, 1156], [769, 1155], [769, 1154], [769, 1153], [768, 1153], [768, 1154], [767, 1155], [767, 1156], [766, 1157], [766, 1158], [765, 1159], [765, 1160], [764, 1161], [763, 1161], [762, 1161], [762, 1162], [761, 1163], [761, 1164], [761, 1165], [760, 1166], [759, 1167], [758, 1167], [757, 1168], [756, 1168], [756, 1169], [755, 1170], [755, 1171], [755, 1172], [755, 1173], [756, 1173], [757, 1173], [758, 1173], [759, 1173], [759, 1172], [760, 1171], [761, 1171], [762, 1171], [763, 1171], [764, 1171], [765, 1171], [766, 1170], [767, 1169], [768, 1169], [768, 1168], [767, 1168], [766, 1168], [766, 1169], [765, 1170], [764, 1170], [763, 1169], [762, 1168], [762, 1167], [762, 1166], [762, 1165], [763, 1164], [764, 1163], [765, 1163], [766, 1163], [766, 1162], [767, 1161], [768, 1160], [769, 1159], [770, 1158], [771, 1157], [772, 1157], [773, 1157], [774, 1158], [774, 1159], [775, 1159], [776, 1159], [776, 1158], [776, 1157], [775, 1156], [774, 1155], [774, 1154], [774, 1153], [773, 1152], [772, 1151], [771, 1150], [771, 1149], [771, 1148]]], [[[787, 1135], [786, 1136], [785, 1137], [785, 1138], [786, 1139], [787, 1140], [788, 1141], [788, 1142], [789, 1143], [790, 1144], [790, 1145], [791, 1146], [792, 1147], [793, 1148], [794, 1149], [794, 1150], [795, 1151], [796, 1152], [796, 1153], [797, 1154], [797, 1155], [797, 1156], [798, 1157], [799, 1157], [800, 1157], [801, 1157], [801, 1156], [800, 1155], [799, 1154], [799, 1153], [798, 1153], [797, 1153], [796, 1152], [797, 1151], [797, 1150], [796, 1149], [796, 1148], [795, 1147], [795, 1146], [794, 1145], [793, 1144], [792, 1144], [791, 1143], [790, 1142], [789, 1141], [789, 1140], [788, 1139], [788, 1138], [788, 1137], [789, 1136], [788, 1135]]]]","[[], 4, 9]"
7,7,"[[[44, 1121]], [[43, 1122]], [[42, 1123]], [[41, 1123]], [[40, 1123]], [[39, 1124]], [[38, 1125]], [[37, 1126]], [[37, 1127]], [[37, 1128]], [[37, 1129]], [[36, 1130]], [[36, 1131]], [[35, 1132]], [[35, 1133]], [[35, 1134]], [[34, 1135]], [[34, 1136]], [[33, 1137]], [[32, 1138]], [[32, 1139]], [[32, 1140]], [[32, 1141]], [[33, 1142]], [[33, 1143]], [[34, 1144]], [[35, 1145]], [[36, 1146]], [[37, 1146]], [[38, 1147]], [[39, 1148]], [[40, 1149]], [[41, 1150]], [[42, 1150]], [[43, 1150]], [[44, 1150]], [[45, 1149]], [[45, 1148]], [[46, 1147]], [[46, 1146]], [[47, 1145]], [[47, 1144]], [[47, 1143]], [[48, 1142]], [[49, 1141]], [[49, 1140]], [[50, 1139]], [[51, 1138]], [[51, 1137]], [[51, 1136]], [[52, 1135]], [[52, 1134]], [[53, 1133]], [[53, 1132]], [[53, 1131]], [[53, 1130]], [[54, 1129]], [[54, 1128]], [[55, 1127]], [[54, 1126]], [[53, 1125]], [[52, 1124]], [[51, 1123]], [[50, 1122]], [[49, 1122]], [[48, 1121]], [[47, 1121]], [[46, 1121]], [[45, 1121]]]",[[]],[]
8,8,"[[[613, 1117]], [[612, 1118]], [[611, 1118]], [[610, 1119]], [[609, 1119]], [[608, 1120]], [[607, 1120]], [[607, 1121]], [[606, 1122]], [[606, 1123]], [[606, 1124]], [[606, 1125]], [[606, 1126]], [[605, 1127]], [[605, 1128]], [[605, 1129]], [[605, 1130]], [[606, 1131]], [[607, 1132]], [[607, 1133]], [[607, 1134]], [[608, 1134]], [[609, 1134]], [[610, 1135]], [[611, 1134]], [[612, 1134]], [[613, 1134]], [[614, 1133]], [[615, 1132]], [[616, 1132]], [[617, 1131]], [[618, 1131]], [[619, 1130]], [[619, 1129]], [[620, 1128]], [[620, 1127]], [[620, 1126]], [[620, 1125]], [[621, 1124]], [[620, 1123]], [[620, 1122]], [[619, 1121]], [[618, 1120]], [[618, 1119]], [[618, 1118]], [[617, 1117]], [[616, 1117]], [[615, 1117]], [[614, 1117]]]","[[], [[[623, 1115], [623, 1116], [623, 1117], [623, 1118], [622, 1119], [621, 1119], [620, 1119], [619, 1120], [620, 1121], [621, 1122], [622, 1122], [623, 1123], [622, 1124], [621, 1125], [621, 1126], [621, 1127], [621, 1128], [620, 1129], [620, 1130], [620, 1131], [621, 1131], [622, 1131], [623, 1131], [624, 1131], [625, 1132], [626, 1133], [626, 1132], [626, 1131], [626, 1130], [625, 1130], [624, 1130], [623, 1130], [622, 1130], [621, 1129], [621, 1128], [622, 1127], [622, 1126], [622, 1125], [622, 1124], [623, 1123], [624, 1124], [625, 1124], [626, 1124], [627, 1124], [628, 1124], [629, 1124], [629, 1123], [628, 1123], [627, 1123], [626, 1124], [625, 1123], [624, 1122], [623, 1121], [622, 1120], [623, 1119], [624, 1119], [625, 1119], [626, 1119], [627, 1119], [626, 1118], [626, 1117], [626, 1116], [625, 1116], [624, 1115]]]]","[[], 10]"
9,9,"[[[124, 1073]], [[123, 1074]], [[122, 1074]], [[121, 1075]], [[120, 1075]], [[119, 1076]], [[118, 1076]], [[117, 1077]], [[116, 1077]], [[115, 1078]], [[115, 1079]], [[114, 1080]], [[114, 1081]], [[114, 1082]], [[114, 1083]], [[114, 1084]], [[115, 1085]], [[115, 1086]], [[115, 1087]], [[114, 1088]], [[113, 1089]], [[112, 1089]], [[111, 1090]], [[111, 1091]], [[110, 1092]], [[110, 1093]], [[111, 1094]], [[111, 1095]], [[110, 1096]], [[110, 1097]], [[111, 1098]], [[111, 1099]], [[111, 1100]], [[111, 1101]], [[111, 1102]], [[111, 1103]], [[112, 1104]], [[112, 1105]], [[112, 1106]], [[112, 1107]], [[112, 1108]], [[112, 1109]], [[112, 1110]], [[112, 1111]], [[113, 1112]], [[114, 1113]], [[115, 1113]], [[116, 1113]], [[117, 1114]], [[118, 1113]], [[119, 1113]], [[120, 1112]], [[121, 1112]], [[122, 1112]], [[123, 1111]], [[124, 1110]], [[125, 1109]], [[126, 1109]], [[127, 1108]], [[128, 1107]], [[129, 1106]], [[130, 1106]], [[131, 1105]], [[132, 1104]], [[133, 1103]], [[134, 1102]], [[135, 1101]], [[136, 1101]], [[137, 1100]], [[138, 1100]], [[139, 1099]], [[140, 1098]], [[141, 1097]], [[142, 1097]], [[142, 1096]], [[142, 1095]], [[142, 1094]], [[142, 1093]], [[143, 1092]], [[144, 1091]], [[144, 1090]], [[144, 1089]], [[143, 1088]], [[143, 1087]], [[143, 1086]], [[142, 1086]], [[141, 1085]], [[140, 1084]], [[139, 1083]], [[138, 1082]], [[138, 1081]], [[137, 1080]], [[137, 1079]], [[136, 1078]], [[136, 1077]], [[136, 1076]], [[135, 1075]], [[134, 1074]], [[133, 1074]], [[132, 1073]], [[131, 1073]], [[130, 1073]], [[129, 1073]], [[128, 1073]], [[127, 1073]], [[126, 1073]], [[125, 1073]]]","[[], [[[111, 1113], [111, 1114], [112, 1115], [112, 1116], [113, 1116], [114, 1116], [115, 1116], [116, 1116], [117, 1116], [118, 1116], [119, 1116], [120, 1116], [121, 1117], [122, 1118], [123, 1118], [124, 1117], [125, 1117], [126, 1116], [127, 1116], [128, 1115], [128, 1114], [127, 1115], [126, 1116], [125, 1117], [124, 1117], [123, 1117], [122, 1116], [122, 1115], [122, 1114], [121, 1114], [120, 1114], [119, 1115], [118, 1115], [117, 1115], [116, 1115], [115, 1115], [114, 1115], [113, 1114], [113, 1113], [112, 1113]]]]","[[], 11]"
