,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[612, 1173]], [[611, 1174]], [[610, 1174]], [[609, 1174]], [[609, 1175]], [[609, 1176]], [[609, 1177]], [[609, 1178]], [[609, 1179]], [[610, 1180]], [[610, 1181]], [[611, 1182]], [[611, 1183]], [[612, 1184]], [[612, 1185]], [[612, 1186]], [[612, 1187]], [[613, 1188]], [[613, 1189]], [[614, 1190]], [[614, 1191]], [[615, 1192]], [[616, 1193]], [[617, 1193]], [[618, 1192]], [[619, 1191]], [[620, 1190]], [[620, 1189]], [[620, 1188]], [[621, 1187]], [[622, 1186]], [[623, 1185]], [[623, 1184]], [[623, 1183]], [[623, 1182]], [[623, 1181]], [[623, 1180]], [[623, 1179]], [[622, 1178]], [[622, 1177]], [[621, 1176]], [[620, 1176]], [[619, 1175]], [[618, 1174]], [[617, 1174]], [[616, 1174]], [[615, 1174]], [[614, 1173]], [[613, 1173]]]",[[]],[]
1,1,"[[[382, 1162]], [[382, 1163]], [[381, 1164]], [[381, 1165]], [[380, 1166]], [[380, 1167]], [[380, 1168]], [[380, 1169]], [[381, 1170]], [[381, 1171]], [[381, 1172]], [[382, 1172]], [[383, 1173]], [[384, 1174]], [[385, 1173]], [[386, 1173]], [[387, 1172]], [[388, 1171]], [[389, 1170]], [[389, 1169]], [[389, 1168]], [[390, 1167]], [[390, 1166]], [[390, 1165]], [[390, 1164]], [[390, 1163]], [[389, 1162]], [[388, 1162]], [[387, 1162]], [[386, 1162]], [[385, 1162]], [[384, 1162]], [[383, 1162]]]",[[]],[]
2,2,"[[[551, 1159]], [[551, 1160]], [[551, 1161]], [[551, 1162]], [[551, 1163]], [[551, 1164]], [[551, 1165]], [[551, 1166]], [[551, 1167]], [[551, 1168]], [[551, 1169]], [[550, 1170]], [[550, 1171]], [[550, 1172]], [[550, 1173]], [[550, 1174]], [[550, 1175]], [[551, 1175]], [[552, 1176]], [[553, 1176]], [[554, 1176]], [[555, 1177]], [[556, 1176]], [[557, 1176]], [[558, 1176]], [[559, 1176]], [[560, 1175]], [[561, 1174]], [[561, 1173]], [[562, 1172]], [[562, 1171]], [[561, 1170]], [[561, 1169]], [[561, 1168]], [[561, 1167]], [[561, 1166]], [[560, 1165]], [[560, 1164]], [[560, 1163]], [[559, 1162]], [[559, 1161]], [[559, 1160]], [[558, 1160]], [[557, 1160]], [[556, 1160]], [[555, 1159]], [[554, 1159]], [[553, 1159]], [[552, 1159]]]",[[]],[]
3,3,"[[[602, 1150]], [[601, 1151]], [[600, 1152]], [[599, 1153]], [[598, 1153]], [[597, 1153]], [[596, 1153]], [[595, 1154]], [[595, 1155]], [[595, 1156]], [[595, 1157]], [[596, 1157]], [[597, 1157]], [[598, 1158]], [[598, 1159]], [[598, 1160]], [[599, 1160]], [[600, 1160]], [[601, 1161]], [[602, 1161]], [[603, 1162]], [[604, 1163]], [[605, 1164]], [[606, 1164]], [[607, 1163]], [[608, 1163]], [[609, 1163]], [[610, 1164]], [[611, 1164]], [[612, 1163]], [[612, 1162]], [[612, 1161]], [[613, 1160]], [[614, 1159]], [[615, 1159]], [[615, 1158]], [[615, 1157]], [[615, 1156]], [[615, 1155]], [[615, 1154]], [[615, 1153]], [[614, 1152]], [[613, 1152]], [[612, 1152]], [[611, 1151]], [[611, 1150]], [[610, 1150]], [[609, 1150]], [[608, 1151]], [[607, 1151]], [[606, 1151]], [[605, 1151]], [[604, 1150]], [[603, 1150]]]","[[], [[[598, 1162], [598, 1163], [598, 1164], [598, 1165], [597, 1166], [597, 1167], [598, 1166], [599, 1166], [600, 1166], [601, 1167], [600, 1168], [600, 1169], [599, 1170], [599, 1171], [600, 1171], [601, 1171], [602, 1170], [602, 1169], [601, 1168], [601, 1167], [602, 1166], [602, 1165], [603, 1164], [602, 1163], [601, 1163], [600, 1162], [599, 1162]]], [[[617, 1156], [617, 1157], [617, 1158], [617, 1159], [616, 1160], [615, 1160], [614, 1160], [613, 1161], [613, 1162], [613, 1163], [614, 1163], [615, 1164], [615, 1165], [615, 1166], [616, 1166], [617, 1166], [618, 1166], [619, 1165], [620, 1164], [621, 1164], [622, 1165], [621, 1164], [621, 1163], [620, 1164], [619, 1164], [618, 1163], [618, 1162], [618, 1161], [618, 1160], [618, 1159], [617, 1158], [617, 1157]]], [[[620, 1142], [620, 1143], [620, 1144], [620, 1145], [619, 1146], [618, 1146], [617, 1146], [616, 1146], [615, 1146], [615, 1147], [615, 1148], [615, 1149], [614, 1150], [613, 1150], [613, 1151], [614, 1151], [615, 1152], [616, 1153], [617, 1154], [617, 1153], [617, 1152], [618, 1151], [619, 1152], [619, 1153], [619, 1154], [619, 1155], [620, 1156], [621, 1156], [621, 1155], [622, 1154], [623, 1155], [624, 1155], [625, 1155], [626, 1155], [626, 1154], [626, 1153], [626, 1152], [625, 1152], [624, 1152], [623, 1152], [622, 1151], [621, 1151], [620, 1151], [619, 1150], [618, 1149], [618, 1148], [619, 1147], [620, 1147], [621, 1147], [621, 1146], [622, 1145], [622, 1144], [622, 1143], [622, 1142], [621, 1142]]]]","[[], 0, 1, 2]"
4,4,"[[[447, 1147]], [[446, 1148]], [[445, 1148]], [[444, 1149]], [[445, 1150]], [[445, 1151]], [[445, 1152]], [[446, 1153]], [[446, 1154]], [[447, 1155]], [[448, 1155]], [[449, 1156]], [[450, 1157]], [[451, 1158]], [[451, 1159]], [[452, 1160]], [[452, 1161]], [[452, 1162]], [[453, 1163]], [[453, 1164]], [[454, 1165]], [[455, 1166]], [[456, 1167]], [[457, 1168]], [[458, 1169]], [[459, 1169]], [[460, 1170]], [[461, 1170]], [[462, 1170]], [[463, 1169]], [[463, 1168]], [[464, 1167]], [[465, 1166]], [[465, 1165]], [[464, 1164]], [[464, 1163]], [[464, 1162]], [[463, 1161]], [[462, 1160]], [[462, 1159]], [[461, 1158]], [[460, 1157]], [[459, 1156]], [[458, 1155]], [[458, 1154]], [[457, 1153]], [[456, 1152]], [[456, 1151]], [[455, 1150]], [[454, 1149]], [[454, 1148]], [[453, 1148]], [[452, 1148]], [[451, 1148]], [[450, 1148]], [[449, 1147]], [[448, 1147]]]",[[]],[]
5,5,"[[[307, 1143]], [[306, 1144]], [[306, 1145]], [[306, 1146]], [[305, 1147]], [[304, 1146]], [[304, 1145]], [[304, 1144]], [[303, 1144]], [[302, 1144]], [[301, 1145]], [[300, 1146]], [[299, 1146]], [[298, 1145]], [[297, 1145]], [[296, 1145]], [[295, 1146]], [[294, 1146]], [[294, 1147]], [[294, 1148]], [[294, 1149]], [[294, 1150]], [[293, 1151]], [[292, 1151]], [[291, 1152]], [[291, 1153]], [[290, 1154]], [[289, 1155]], [[289, 1156]], [[289, 1157]], [[288, 1158]], [[289, 1159]], [[289, 1160]], [[290, 1161]], [[290, 1162]], [[290, 1163]], [[290, 1164]], [[290, 1165]], [[290, 1166]], [[290, 1167]], [[290, 1168]], [[290, 1169]], [[289, 1170]], [[288, 1170]], [[287, 1170]], [[286, 1169]], [[286, 1168]], [[285, 1168]], [[284, 1168]], [[283, 1168]], [[282, 1169]], [[281, 1170]], [[280, 1170]], [[279, 1171]], [[278, 1172]], [[277, 1172]], [[276, 1171]], [[276, 1170]], [[276, 1169]], [[276, 1168]], [[275, 1169]], [[274, 1169]], [[273, 1170]], [[272, 1171]], [[271, 1171]], [[270, 1171]], [[269, 1172]], [[269, 1173]], [[268, 1174]], [[268, 1175]], [[268, 1176]], [[267, 1177]], [[266, 1177]], [[266, 1178]], [[266, 1179]], [[266, 1180]], [[266, 1181]], [[266, 1182]], [[266, 1183]], [[266, 1184]], [[266, 1185]], [[266, 1186]], [[266, 1187]], [[266, 1188]], [[267, 1189]], [[268, 1190]], [[269, 1191]], [[269, 1192]], [[270, 1192]], [[271, 1193]], [[272, 1193]], [[273, 1193]], [[274, 1193]], [[275, 1194]], [[276, 1194]], [[277, 1195]], [[277, 1196]], [[278, 1197]], [[279, 1197]], [[280, 1197]], [[281, 1197]], [[282, 1196]], [[283, 1195]], [[284, 1196]], [[284, 1197]], [[285, 1196]], [[286, 1195]], [[287, 1194]], [[288, 1194]], [[289, 1194]], [[290, 1194]], [[291, 1194]], [[292, 1193]], [[293, 1192]], [[294, 1192]], [[295, 1192]], [[296, 1192]], [[297, 1192]], [[298, 1191]], [[299, 1191]], [[300, 1191]], [[301, 1190]], [[302, 1190]], [[303, 1190]], [[304, 1190]], [[305, 1191]], [[305, 1192]], [[305, 1191]], [[305, 1190]], [[305, 1189]], [[306, 1188]], [[306, 1187]], [[306, 1186]], [[306, 1185]], [[306, 1184]], [[306, 1183]], [[306, 1182]], [[305, 1181]], [[305, 1180]], [[305, 1179]], [[306, 1178]], [[307, 1178]], [[308, 1178]], [[309, 1178]], [[310, 1178]], [[310, 1177]], [[311, 1176]], [[312, 1176]], [[313, 1175]], [[314, 1176]], [[315, 1177]], [[316, 1177]], [[317, 1178]], [[318, 1178]], [[319, 1177]], [[320, 1176]], [[321, 1175]], [[322, 1174]], [[323, 1174]], [[324, 1173]], [[325, 1172]], [[325, 1171]], [[325, 1170]], [[325, 1169]], [[326, 1168]], [[326, 1167]], [[326, 1166]], [[326, 1165]], [[326, 1164]], [[326, 1163]], [[326, 1162]], [[326, 1161]], [[325, 1160]], [[325, 1159]], [[325, 1158]], [[324, 1157]], [[323, 1157]], [[322, 1157]], [[321, 1157]], [[320, 1158]], [[319, 1159]], [[318, 1160]], [[317, 1160]], [[316, 1161]], [[315, 1161]], [[315, 1162]], [[314, 1163]], [[313, 1164]], [[312, 1164]], [[312, 1165]], [[311, 1166]], [[310, 1167]], [[309, 1168]], [[308, 1168]], [[307, 1168]], [[306, 1169]], [[306, 1170]], [[305, 1171]], [[304, 1172]], [[303, 1171]], [[302, 1170]], [[302, 1169]], [[302, 1168]], [[303, 1167]], [[304, 1166]], [[304, 1165]], [[305, 1164]], [[306, 1164]], [[307, 1164]], [[308, 1163]], [[309, 1162]], [[309, 1161]], [[310, 1160]], [[311, 1159]], [[312, 1159]], [[313, 1159]], [[313, 1158]], [[314, 1157]], [[315, 1156]], [[315, 1155]], [[315, 1154]], [[314, 1153]], [[314, 1152]], [[314, 1151]], [[314, 1150]], [[315, 1149]], [[316, 1149]], [[316, 1148]], [[316, 1147]], [[316, 1146]], [[315, 1145]], [[314, 1144]], [[313, 1144]], [[312, 1144]], [[311, 1144]], [[310, 1144]], [[309, 1144]], [[308, 1144]]]",[[]],[]
6,6,"[[[107, 1132]], [[106, 1133]], [[105, 1134]], [[105, 1135]], [[105, 1136]], [[105, 1137]], [[105, 1138]], [[105, 1139]], [[105, 1140]], [[105, 1141]], [[105, 1142]], [[105, 1143]], [[105, 1144]], [[106, 1145]], [[106, 1146]], [[106, 1147]], [[107, 1148]], [[108, 1148]], [[109, 1148]], [[110, 1148]], [[111, 1148]], [[112, 1147]], [[112, 1146]], [[113, 1145]], [[113, 1144]], [[114, 1143]], [[114, 1142]], [[113, 1141]], [[113, 1140]], [[112, 1139]], [[112, 1138]], [[112, 1137]], [[111, 1136]], [[110, 1135]], [[110, 1134]], [[110, 1133]], [[109, 1133]], [[108, 1132]]]",[[]],[]
7,7,"[[[148, 1125]], [[147, 1126]], [[146, 1126]], [[145, 1126]], [[144, 1127]], [[143, 1128]], [[143, 1129]], [[143, 1130]], [[143, 1131]], [[143, 1132]], [[143, 1133]], [[143, 1134]], [[142, 1135]], [[142, 1136]], [[143, 1137]], [[143, 1138]], [[144, 1139]], [[144, 1140]], [[145, 1141]], [[145, 1142]], [[146, 1143]], [[147, 1143]], [[148, 1143]], [[149, 1143]], [[150, 1143]], [[151, 1143]], [[152, 1143]], [[153, 1143]], [[154, 1143]], [[155, 1142]], [[156, 1142]], [[157, 1143]], [[158, 1143]], [[159, 1143]], [[160, 1144]], [[161, 1145]], [[162, 1145]], [[163, 1145]], [[164, 1145]], [[165, 1145]], [[166, 1144]], [[167, 1143]], [[168, 1143]], [[169, 1143]], [[170, 1142]], [[171, 1141]], [[172, 1140]], [[172, 1139]], [[172, 1138]], [[172, 1137]], [[172, 1136]], [[172, 1135]], [[173, 1134]], [[172, 1133]], [[172, 1132]], [[172, 1131]], [[171, 1130]], [[170, 1129]], [[170, 1128]], [[169, 1128]], [[168, 1127]], [[167, 1126]], [[166, 1126]], [[165, 1126]], [[164, 1125]], [[163, 1126]], [[162, 1126]], [[161, 1126]], [[160, 1125]], [[159, 1125]], [[158, 1125]], [[157, 1125]], [[156, 1125]], [[155, 1125]], [[154, 1125]], [[153, 1125]], [[152, 1125]], [[151, 1125]], [[150, 1125]], [[149, 1125]]]",[[]],[]
8,8,"[[[88, 1124]], [[87, 1125]], [[86, 1125]], [[85, 1125]], [[84, 1126]], [[83, 1126]], [[82, 1127]], [[81, 1128]], [[80, 1128]], [[79, 1129]], [[78, 1129]], [[79, 1130]], [[79, 1131]], [[78, 1132]], [[78, 1133]], [[78, 1134]], [[78, 1135]], [[78, 1136]], [[79, 1137]], [[80, 1138]], [[80, 1139]], [[80, 1140]], [[79, 1141]], [[78, 1141]], [[77, 1142]], [[77, 1143]], [[77, 1144]], [[77, 1145]], [[76, 1146]], [[76, 1147]], [[76, 1148]], [[75, 1149]], [[76, 1150]], [[76, 1151]], [[77, 1152]], [[77, 1153]], [[77, 1154]], [[77, 1155]], [[78, 1156]], [[78, 1157]], [[78, 1158]], [[79, 1159]], [[80, 1160]], [[80, 1161]], [[80, 1162]], [[81, 1163]], [[82, 1164]], [[83, 1164]], [[84, 1164]], [[85, 1164]], [[86, 1165]], [[87, 1165]], [[88, 1164]], [[88, 1163]], [[89, 1162]], [[89, 1161]], [[90, 1160]], [[91, 1159]], [[92, 1158]], [[93, 1157]], [[94, 1156]], [[95, 1155]], [[95, 1154]], [[95, 1153]], [[95, 1152]], [[95, 1151]], [[96, 1150]], [[96, 1149]], [[96, 1148]], [[97, 1147]], [[97, 1146]], [[98, 1145]], [[98, 1144]], [[98, 1143]], [[98, 1142]], [[99, 1141]], [[99, 1140]], [[100, 1139]], [[100, 1138]], [[101, 1137]], [[101, 1136]], [[101, 1135]], [[102, 1134]], [[102, 1133]], [[101, 1132]], [[101, 1131]], [[100, 1130]], [[100, 1129]], [[100, 1128]], [[99, 1127]], [[98, 1127]], [[97, 1126]], [[96, 1125]], [[95, 1125]], [[94, 1124]], [[93, 1124]], [[92, 1124]], [[91, 1124]], [[90, 1124]], [[89, 1124]]]","[[[[85, 1120], [86, 1121], [87, 1122], [86, 1123], [85, 1124], [84, 1124], [83, 1124], [82, 1124], [81, 1124], [80, 1125], [79, 1125], [78, 1125], [78, 1126], [77, 1127], [78, 1127], [79, 1127], [80, 1127], [81, 1126], [82, 1126], [83, 1125], [84, 1125], [85, 1124], [86, 1124], [87, 1123], [88, 1123], [89, 1123], [90, 1123], [91, 1123], [92, 1123], [93, 1123], [94, 1123], [95, 1124], [96, 1124], [97, 1125], [98, 1126], [99, 1126], [100, 1126], [101, 1126], [102, 1126], [103, 1126], [104, 1127], [105, 1127], [106, 1126], [106, 1125], [105, 1125], [104, 1125], [103, 1125], [102, 1125], [101, 1124], [100, 1123], [99, 1123], [98, 1123], [97, 1123], [96, 1122], [95, 1121], [94, 1121], [93, 1121], [92, 1121], [91, 1121], [90, 1122], [89, 1122], [88, 1121], [87, 1121], [86, 1120]]], []]","[3, []]"
9,9,"[[[626, 1117]], [[626, 1118]], [[626, 1119]], [[626, 1120]], [[626, 1121]], [[625, 1122]], [[625, 1123]], [[625, 1124]], [[625, 1125]], [[625, 1126]], [[625, 1127]], [[625, 1128]], [[625, 1129]], [[625, 1130]], [[626, 1131]], [[626, 1132]], [[627, 1132]], [[628, 1132]], [[629, 1131]], [[630, 1131]], [[631, 1131]], [[632, 1130]], [[633, 1129]], [[634, 1128]], [[635, 1127]], [[635, 1126]], [[635, 1125]], [[635, 1124]], [[635, 1123]], [[634, 1122]], [[633, 1121]], [[632, 1120]], [[632, 1119]], [[631, 1118]], [[630, 1118]], [[629, 1117]], [[628, 1117]], [[627, 1117]]]",[[]],[]
