,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[467, 1173]], [[466, 1174]], [[465, 1174]], [[464, 1174]], [[463, 1174]], [[462, 1174]], [[461, 1175]], [[460, 1175]], [[459, 1175]], [[458, 1176]], [[458, 1177]], [[457, 1178]], [[457, 1179]], [[456, 1180]], [[456, 1181]], [[456, 1182]], [[456, 1183]], [[456, 1184]], [[456, 1185]], [[457, 1186]], [[457, 1187]], [[457, 1188]], [[458, 1189]], [[459, 1189]], [[460, 1189]], [[461, 1189]], [[462, 1190]], [[463, 1190]], [[464, 1190]], [[465, 1191]], [[466, 1191]], [[467, 1191]], [[468, 1191]], [[469, 1192]], [[470, 1192]], [[471, 1192]], [[472, 1192]], [[473, 1192]], [[474, 1192]], [[475, 1192]], [[476, 1191]], [[477, 1191]], [[478, 1190]], [[479, 1190]], [[480, 1190]], [[481, 1190]], [[482, 1191]], [[482, 1192]], [[483, 1192]], [[484, 1191]], [[485, 1191]], [[486, 1191]], [[487, 1192]], [[488, 1192]], [[489, 1191]], [[490, 1191]], [[491, 1191]], [[492, 1191]], [[493, 1191]], [[494, 1191]], [[495, 1191]], [[496, 1190]], [[496, 1189]], [[496, 1188]], [[495, 1187]], [[496, 1186]], [[496, 1185]], [[496, 1184]], [[496, 1183]], [[495, 1182]], [[494, 1181]], [[493, 1181]], [[492, 1180]], [[492, 1179]], [[491, 1179]], [[490, 1179]], [[489, 1179]], [[488, 1179]], [[487, 1178]], [[486, 1177]], [[485, 1176]], [[484, 1176]], [[483, 1176]], [[482, 1175]], [[481, 1175]], [[480, 1175]], [[479, 1174]], [[478, 1174]], [[477, 1174]], [[476, 1173]], [[475, 1173]], [[474, 1174]], [[473, 1174]], [[472, 1174]], [[471, 1174]], [[470, 1173]], [[469, 1173]], [[468, 1173]]]",[[]],[]
1,1,"[[[434, 1163]], [[433, 1164]], [[432, 1164]], [[431, 1165]], [[430, 1165]], [[429, 1166]], [[428, 1166]], [[427, 1166]], [[427, 1167]], [[426, 1168]], [[425, 1169]], [[425, 1170]], [[424, 1171]], [[424, 1172]], [[424, 1173]], [[423, 1174]], [[423, 1175]], [[423, 1176]], [[423, 1177]], [[423, 1178]], [[423, 1179]], [[423, 1180]], [[423, 1181]], [[423, 1182]], [[423, 1183]], [[423, 1184]], [[423, 1185]], [[423, 1186]], [[424, 1187]], [[424, 1188]], [[424, 1189]], [[424, 1190]], [[425, 1191]], [[426, 1192]], [[427, 1192]], [[428, 1193]], [[429, 1192]], [[430, 1192]], [[431, 1191]], [[432, 1191]], [[433, 1191]], [[434, 1190]], [[435, 1189]], [[436, 1189]], [[437, 1189]], [[438, 1189]], [[439, 1188]], [[440, 1188]], [[441, 1187]], [[442, 1187]], [[443, 1186]], [[444, 1186]], [[445, 1186]], [[446, 1187]], [[447, 1187]], [[448, 1186]], [[449, 1185]], [[450, 1184]], [[451, 1184]], [[452, 1183]], [[453, 1182]], [[453, 1181]], [[453, 1180]], [[453, 1179]], [[453, 1178]], [[453, 1177]], [[453, 1176]], [[452, 1175]], [[452, 1174]], [[452, 1173]], [[452, 1172]], [[451, 1171]], [[450, 1170]], [[450, 1169]], [[449, 1168]], [[449, 1167]], [[449, 1166]], [[448, 1165]], [[447, 1165]], [[446, 1164]], [[445, 1164]], [[444, 1164]], [[443, 1164]], [[442, 1163]], [[441, 1163]], [[440, 1163]], [[439, 1163]], [[438, 1163]], [[437, 1163]], [[436, 1163]], [[435, 1163]]]","[[[[421, 1158], [420, 1159], [420, 1160], [420, 1161], [421, 1161], [422, 1161], [423, 1162], [424, 1163], [425, 1164], [424, 1165], [423, 1166], [424, 1167], [424, 1168], [425, 1167], [424, 1166], [425, 1165], [426, 1165], [427, 1165], [428, 1165], [429, 1164], [430, 1164], [430, 1163], [429, 1162], [429, 1161], [428, 1160], [427, 1159], [426, 1158], [425, 1158], [424, 1159], [423, 1159], [422, 1159]]], []]","[0, []]"
2,2,"[[[565, 1162]], [[564, 1163]], [[563, 1163]], [[562, 1164]], [[562, 1165]], [[561, 1166]], [[561, 1167]], [[560, 1168]], [[559, 1169]], [[559, 1170]], [[559, 1171]], [[559, 1172]], [[559, 1173]], [[558, 1174]], [[557, 1174]], [[556, 1173]], [[555, 1174]], [[554, 1174]], [[553, 1174]], [[552, 1175]], [[552, 1176]], [[553, 1177]], [[552, 1178]], [[553, 1178]], [[554, 1179]], [[554, 1180]], [[553, 1181]], [[552, 1181]], [[552, 1182]], [[552, 1183]], [[552, 1184]], [[553, 1185]], [[554, 1186]], [[554, 1187]], [[555, 1188]], [[556, 1189]], [[557, 1190]], [[558, 1190]], [[559, 1190]], [[560, 1191]], [[561, 1192]], [[561, 1193]], [[562, 1193]], [[563, 1193]], [[562, 1192]], [[563, 1191]], [[564, 1190]], [[565, 1191]], [[566, 1191]], [[567, 1191]], [[568, 1192]], [[569, 1192]], [[570, 1191]], [[571, 1190]], [[572, 1190]], [[573, 1189]], [[573, 1188]], [[574, 1187]], [[574, 1186]], [[574, 1185]], [[575, 1184]], [[575, 1183]], [[575, 1182]], [[575, 1181]], [[575, 1180]], [[575, 1179]], [[576, 1178]], [[577, 1178]], [[578, 1178]], [[579, 1178]], [[580, 1179]], [[581, 1180]], [[582, 1181]], [[583, 1181]], [[584, 1181]], [[584, 1180]], [[585, 1179]], [[585, 1178]], [[584, 1177]], [[583, 1176]], [[583, 1175]], [[582, 1174]], [[581, 1173]], [[580, 1172]], [[580, 1171]], [[579, 1171]], [[578, 1172]], [[577, 1173]], [[576, 1173]], [[575, 1174]], [[574, 1173]], [[573, 1172]], [[573, 1171]], [[573, 1170]], [[573, 1169]], [[573, 1168]], [[573, 1167]], [[572, 1166]], [[572, 1165]], [[571, 1164]], [[570, 1164]], [[569, 1163]], [[568, 1162]], [[567, 1162]], [[566, 1162]]]","[[[[547, 1181], [547, 1182], [548, 1183], [547, 1184], [548, 1185], [548, 1186], [547, 1187], [548, 1187], [549, 1187], [550, 1188], [551, 1188], [552, 1189], [552, 1190], [553, 1191], [554, 1192], [554, 1191], [553, 1190], [553, 1189], [553, 1188], [552, 1188], [551, 1187], [551, 1186], [550, 1185], [549, 1185], [548, 1184], [548, 1183], [549, 1182], [548, 1181]]], [], [[[575, 1165], [574, 1166], [574, 1167], [574, 1168], [574, 1169], [574, 1170], [574, 1171], [574, 1172], [575, 1173], [576, 1172], [577, 1171], [578, 1170], [579, 1169], [580, 1169], [581, 1169], [582, 1170], [583, 1171], [584, 1172], [584, 1173], [584, 1174], [584, 1175], [585, 1176], [585, 1175], [585, 1174], [586, 1173], [585, 1172], [585, 1171], [584, 1171], [583, 1170], [582, 1170], [581, 1169], [582, 1168], [581, 1167], [580, 1167], [579, 1166], [578, 1166], [577, 1167], [576, 1168], [575, 1167], [575, 1166]]]]","[1, [], 2]"
3,3,"[[[109, 1150]], [[108, 1151]], [[107, 1152]], [[106, 1153]], [[105, 1153]], [[104, 1152]], [[103, 1152]], [[102, 1152]], [[102, 1153]], [[102, 1154]], [[102, 1155]], [[101, 1156]], [[101, 1157]], [[101, 1158]], [[102, 1159]], [[102, 1160]], [[102, 1161]], [[102, 1162]], [[102, 1163]], [[102, 1164]], [[102, 1165]], [[102, 1166]], [[103, 1167]], [[104, 1167]], [[105, 1168]], [[106, 1168]], [[107, 1168]], [[108, 1168]], [[109, 1169]], [[110, 1169]], [[111, 1169]], [[112, 1169]], [[113, 1169]], [[114, 1168]], [[115, 1168]], [[116, 1168]], [[117, 1167]], [[118, 1166]], [[118, 1165]], [[119, 1164]], [[120, 1163]], [[121, 1162]], [[121, 1161]], [[121, 1160]], [[121, 1159]], [[121, 1158]], [[120, 1157]], [[120, 1156]], [[119, 1155]], [[118, 1154]], [[118, 1153]], [[117, 1153]], [[116, 1152]], [[115, 1152]], [[114, 1152]], [[113, 1152]], [[112, 1151]], [[111, 1150]], [[110, 1150]]]",[[]],[]
4,4,"[[[195, 1147]], [[194, 1148]], [[195, 1149]], [[194, 1150]], [[193, 1151]], [[192, 1152]], [[191, 1153]], [[190, 1152]], [[190, 1153]], [[189, 1154]], [[188, 1154]], [[187, 1154]], [[186, 1154]], [[185, 1155]], [[184, 1155]], [[183, 1155]], [[182, 1156]], [[181, 1157]], [[180, 1158]], [[179, 1159]], [[178, 1160]], [[178, 1161]], [[177, 1162]], [[177, 1163]], [[177, 1164]], [[177, 1165]], [[177, 1166]], [[177, 1167]], [[177, 1168]], [[176, 1169]], [[175, 1170]], [[175, 1171]], [[174, 1172]], [[174, 1173]], [[174, 1174]], [[174, 1175]], [[174, 1176]], [[174, 1177]], [[174, 1178]], [[174, 1179]], [[175, 1180]], [[175, 1181]], [[175, 1182]], [[176, 1182]], [[177, 1183]], [[178, 1184]], [[179, 1185]], [[180, 1185]], [[181, 1186]], [[182, 1186]], [[183, 1187]], [[184, 1187]], [[185, 1187]], [[186, 1188]], [[187, 1189]], [[188, 1189]], [[189, 1189]], [[190, 1189]], [[191, 1189]], [[192, 1190]], [[193, 1190]], [[194, 1189]], [[195, 1189]], [[196, 1188]], [[197, 1188]], [[198, 1188]], [[199, 1188]], [[200, 1187]], [[201, 1187]], [[202, 1186]], [[203, 1185]], [[204, 1184]], [[205, 1183]], [[206, 1182]], [[207, 1181]], [[208, 1180]], [[209, 1179]], [[210, 1179]], [[211, 1178]], [[211, 1177]], [[212, 1176]], [[213, 1175]], [[214, 1174]], [[215, 1174]], [[216, 1173]], [[216, 1172]], [[217, 1171]], [[217, 1170]], [[217, 1169]], [[217, 1168]], [[217, 1167]], [[216, 1166]], [[216, 1165]], [[215, 1164]], [[215, 1163]], [[215, 1162]], [[214, 1161]], [[214, 1160]], [[213, 1159]], [[212, 1158]], [[212, 1157]], [[211, 1156]], [[210, 1156]], [[209, 1155]], [[208, 1155]], [[207, 1155]], [[206, 1156]], [[205, 1156]], [[204, 1157]], [[203, 1156]], [[202, 1155]], [[202, 1154]], [[201, 1154]], [[200, 1154]], [[199, 1153]], [[198, 1152]], [[197, 1152]], [[196, 1151]], [[195, 1150]], [[195, 1149]], [[196, 1148]], [[196, 1147]]]","[[], [[[181, 1153], [181, 1154], [180, 1155], [179, 1155], [178, 1156], [178, 1157], [177, 1158], [176, 1159], [175, 1160], [175, 1161], [175, 1162], [175, 1163], [174, 1164], [174, 1165], [174, 1166], [174, 1167], [174, 1168], [174, 1169], [174, 1170], [175, 1169], [175, 1168], [176, 1167], [176, 1166], [176, 1165], [176, 1164], [176, 1163], [176, 1162], [176, 1161], [177, 1160], [177, 1159], [178, 1158], [179, 1157], [180, 1156], [181, 1155], [182, 1154]]]]","[[], 3]"
5,5,"[[[770, 1146]], [[770, 1147]], [[769, 1148]], [[769, 1149]], [[769, 1150]], [[769, 1151]], [[769, 1152]], [[769, 1153]], [[769, 1154]], [[768, 1155]], [[768, 1156]], [[769, 1156]], [[770, 1157]], [[771, 1158]], [[772, 1158]], [[773, 1159]], [[774, 1160]], [[775, 1160]], [[776, 1160]], [[777, 1160]], [[778, 1160]], [[779, 1161]], [[780, 1161]], [[781, 1160]], [[782, 1160]], [[783, 1159]], [[784, 1159]], [[785, 1158]], [[786, 1157]], [[786, 1156]], [[786, 1155]], [[786, 1154]], [[786, 1153]], [[786, 1152]], [[786, 1151]], [[785, 1150]], [[785, 1149]], [[784, 1148]], [[783, 1148]], [[782, 1148]], [[781, 1148]], [[780, 1148]], [[779, 1148]], [[778, 1148]], [[777, 1148]], [[776, 1147]], [[776, 1146]], [[775, 1146]], [[774, 1146]], [[773, 1146]], [[772, 1146]], [[771, 1146]]]","[[[[767, 1147], [767, 1148], [766, 1149], [765, 1150], [765, 1151], [765, 1152], [765, 1153], [765, 1154], [764, 1155], [763, 1155], [762, 1156], [761, 1156], [761, 1157], [762, 1157], [763, 1157], [764, 1157], [764, 1156], [764, 1155], [765, 1154], [766, 1154], [767, 1154], [767, 1153], [767, 1152], [766, 1151], [767, 1150], [767, 1149], [768, 1148], [768, 1147]]], []]","[4, []]"
6,6,"[[[603, 1109]], [[602, 1110]], [[601, 1110]], [[600, 1111]], [[599, 1112]], [[598, 1112]], [[597, 1112]], [[596, 1112]], [[595, 1112]], [[594, 1113]], [[593, 1114]], [[593, 1115]], [[593, 1116]], [[593, 1117]], [[593, 1118]], [[593, 1119]], [[594, 1120]], [[594, 1121]], [[594, 1122]], [[594, 1123]], [[594, 1124]], [[594, 1125]], [[595, 1126]], [[595, 1127]], [[595, 1128]], [[594, 1129]], [[594, 1130]], [[594, 1131]], [[594, 1132]], [[594, 1133]], [[593, 1134]], [[593, 1135]], [[593, 1136]], [[593, 1137]], [[593, 1138]], [[593, 1139]], [[593, 1140]], [[593, 1141]], [[593, 1142]], [[594, 1142]], [[595, 1143]], [[595, 1144]], [[595, 1145]], [[596, 1146]], [[597, 1146]], [[598, 1147]], [[598, 1148]], [[599, 1149]], [[600, 1149]], [[601, 1150]], [[602, 1150]], [[603, 1150]], [[604, 1150]], [[605, 1149]], [[606, 1149]], [[607, 1149]], [[608, 1149]], [[609, 1149]], [[610, 1149]], [[611, 1149]], [[612, 1148]], [[613, 1148]], [[614, 1148]], [[615, 1148]], [[616, 1148]], [[617, 1147]], [[618, 1147]], [[618, 1146]], [[619, 1145]], [[620, 1144]], [[621, 1144]], [[622, 1144]], [[623, 1144]], [[623, 1143]], [[624, 1142]], [[625, 1142]], [[626, 1141]], [[627, 1141]], [[628, 1140]], [[628, 1139]], [[628, 1138]], [[629, 1137]], [[629, 1136]], [[629, 1135]], [[629, 1134]], [[629, 1133]], [[630, 1132]], [[630, 1131]], [[630, 1130]], [[630, 1129]], [[630, 1128]], [[629, 1127]], [[629, 1126]], [[629, 1125]], [[629, 1124]], [[629, 1123]], [[628, 1122]], [[628, 1121]], [[628, 1120]], [[627, 1119]], [[627, 1118]], [[626, 1117]], [[626, 1116]], [[625, 1116]], [[624, 1116]], [[623, 1115]], [[622, 1114]], [[621, 1113]], [[620, 1112]], [[619, 1111]], [[618, 1111]], [[617, 1110]], [[616, 1110]], [[615, 1110]], [[614, 1110]], [[613, 1110]], [[612, 1109]], [[611, 1109]], [[610, 1109]], [[609, 1109]], [[608, 1109]], [[607, 1109]], [[606, 1109]], [[605, 1109]], [[604, 1109]]]","[[], [[[594, 1146], [594, 1147], [593, 1148], [592, 1148], [591, 1149], [591, 1150], [591, 1151], [592, 1151], [593, 1151], [594, 1152], [594, 1153], [594, 1154], [595, 1155], [595, 1156], [596, 1157], [597, 1158], [598, 1158], [599, 1159], [600, 1159], [601, 1159], [602, 1158], [603, 1159], [604, 1159], [605, 1159], [605, 1158], [604, 1158], [603, 1157], [602, 1157], [601, 1156], [600, 1156], [599, 1156], [598, 1155], [598, 1154], [597, 1153], [597, 1152], [598, 1151], [598, 1150], [597, 1149], [597, 1148], [597, 1147], [596, 1147], [595, 1146]]], [[[633, 1104], [633, 1105], [633, 1106], [632, 1107], [632, 1108], [631, 1109], [630, 1110], [630, 1111], [630, 1112], [630, 1113], [630, 1114], [629, 1115], [628, 1116], [628, 1117], [628, 1118], [628, 1119], [629, 1120], [629, 1121], [629, 1122], [629, 1121], [629, 1120], [630, 1119], [629, 1118], [629, 1117], [630, 1116], [631, 1116], [631, 1115], [632, 1114], [632, 1113], [632, 1112], [632, 1111], [633, 1110], [634, 1109], [633, 1108], [633, 1107], [634, 1106], [634, 1105]]], [[[613, 1099], [613, 1100], [614, 1100], [615, 1101], [616, 1102], [615, 1103], [614, 1103], [613, 1104], [614, 1105], [615, 1105], [616, 1106], [617, 1107], [617, 1108], [617, 1109], [618, 1109], [618, 1108], [617, 1107], [617, 1106], [617, 1105], [618, 1104], [619, 1104], [620, 1103], [621, 1103], [622, 1104], [623, 1104], [622, 1103], [621, 1103], [620, 1102], [619, 1102], [618, 1102], [617, 1102], [616, 1102], [615, 1101], [614, 1100], [615, 1099], [614, 1099]]]]","[[], 5, 6, 7]"
7,7,"[[[513, 1079]], [[512, 1080]], [[511, 1080]], [[510, 1081]], [[509, 1082]], [[508, 1081]], [[507, 1080]], [[506, 1081]], [[505, 1082]], [[505, 1083]], [[506, 1084]], [[506, 1085]], [[507, 1086]], [[507, 1087]], [[507, 1088]], [[508, 1089]], [[508, 1090]], [[508, 1091]], [[507, 1092]], [[506, 1091]], [[505, 1090]], [[504, 1089]], [[503, 1089]], [[502, 1089]], [[501, 1089]], [[500, 1088]], [[499, 1088]], [[498, 1088]], [[497, 1088]], [[496, 1087]], [[495, 1086]], [[494, 1085]], [[493, 1086]], [[492, 1086]], [[491, 1086]], [[490, 1086]], [[489, 1086]], [[488, 1086]], [[487, 1086]], [[486, 1086]], [[485, 1086]], [[484, 1087]], [[483, 1088]], [[482, 1088]], [[481, 1088]], [[480, 1089]], [[479, 1089]], [[479, 1090]], [[478, 1091]], [[477, 1092]], [[476, 1093]], [[475, 1094]], [[474, 1095]], [[473, 1096]], [[472, 1096]], [[471, 1097]], [[471, 1098]], [[470, 1099]], [[470, 1100]], [[469, 1101]], [[469, 1102]], [[468, 1103]], [[468, 1104]], [[468, 1105]], [[467, 1106]], [[467, 1107]], [[466, 1108]], [[466, 1109]], [[465, 1110]], [[465, 1111]], [[465, 1112]], [[465, 1113]], [[465, 1114]], [[465, 1115]], [[465, 1116]], [[465, 1117]], [[465, 1118]], [[465, 1119]], [[465, 1120]], [[465, 1121]], [[465, 1122]], [[465, 1123]], [[465, 1124]], [[465, 1125]], [[465, 1126]], [[465, 1127]], [[466, 1128]], [[467, 1129]], [[467, 1130]], [[467, 1131]], [[467, 1132]], [[468, 1133]], [[468, 1134]], [[469, 1135]], [[469, 1136]], [[470, 1137]], [[470, 1138]], [[470, 1139]], [[470, 1140]], [[471, 1141]], [[472, 1142]], [[472, 1143]], [[473, 1144]], [[474, 1145]], [[475, 1145]], [[476, 1145]], [[477, 1145]], [[478, 1146]], [[479, 1145]], [[480, 1145]], [[481, 1145]], [[482, 1146]], [[483, 1146]], [[484, 1147]], [[485, 1148]], [[485, 1149]], [[485, 1150]], [[486, 1151]], [[487, 1152]], [[488, 1152]], [[489, 1152]], [[490, 1153]], [[491, 1154]], [[492, 1154]], [[493, 1154]], [[494, 1154]], [[495, 1154]], [[496, 1154]], [[497, 1154]], [[498, 1154]], [[499, 1153]], [[500, 1153]], [[501, 1152]], [[502, 1152]], [[503, 1151]], [[504, 1151]], [[505, 1151]], [[505, 1150]], [[506, 1149]], [[507, 1148]], [[508, 1148]], [[509, 1149]], [[509, 1148]], [[509, 1147]], [[510, 1146]], [[511, 1145]], [[512, 1145]], [[512, 1144]], [[513, 1143]], [[513, 1142]], [[513, 1141]], [[514, 1140]], [[513, 1139]], [[514, 1138]], [[514, 1137]], [[515, 1136]], [[515, 1135]], [[515, 1134]], [[515, 1133]], [[516, 1132]], [[517, 1131]], [[518, 1130]], [[518, 1129]], [[518, 1128]], [[518, 1127]], [[518, 1126]], [[518, 1125]], [[518, 1124]], [[519, 1123]], [[519, 1122]], [[518, 1121]], [[518, 1120]], [[518, 1119]], [[518, 1118]], [[517, 1117]], [[517, 1116]], [[517, 1115]], [[517, 1114]], [[517, 1113]], [[516, 1112]], [[515, 1111]], [[515, 1110]], [[514, 1109]], [[514, 1108]], [[514, 1107]], [[513, 1106]], [[513, 1105]], [[512, 1104]], [[511, 1103]], [[511, 1102]], [[510, 1101]], [[510, 1100]], [[510, 1099]], [[510, 1098]], [[509, 1098]], [[508, 1097]], [[508, 1096]], [[508, 1095]], [[507, 1094]], [[507, 1093]], [[508, 1092]], [[509, 1092]], [[510, 1092]], [[511, 1093]], [[512, 1094]], [[513, 1094]], [[514, 1095]], [[515, 1096]], [[516, 1097]], [[517, 1098]], [[517, 1099]], [[518, 1100]], [[518, 1101]], [[519, 1102]], [[520, 1103]], [[521, 1104]], [[522, 1104]], [[523, 1104]], [[524, 1104]], [[525, 1104]], [[526, 1104]], [[527, 1103]], [[528, 1102]], [[529, 1101]], [[529, 1100]], [[530, 1099]], [[530, 1098]], [[530, 1097]], [[530, 1096]], [[530, 1095]], [[530, 1094]], [[529, 1093]], [[528, 1092]], [[528, 1091]], [[528, 1090]], [[527, 1089]], [[526, 1088]], [[526, 1087]], [[525, 1087]], [[524, 1086]], [[523, 1085]], [[522, 1085]], [[521, 1085]], [[520, 1084]], [[519, 1083]], [[518, 1083]], [[517, 1082]], [[516, 1081]], [[515, 1080]], [[514, 1080]]]",[[]],[]
8,8,"[[[469, 1076]], [[468, 1077]], [[467, 1078]], [[466, 1078]], [[465, 1078]], [[464, 1078]], [[463, 1078]], [[462, 1079]], [[461, 1080]], [[460, 1081]], [[459, 1081]], [[458, 1082]], [[457, 1083]], [[456, 1084]], [[455, 1085]], [[455, 1086]], [[456, 1087]], [[457, 1087]], [[458, 1087]], [[459, 1087]], [[460, 1088]], [[461, 1089]], [[462, 1090]], [[462, 1091]], [[462, 1092]], [[463, 1092]], [[464, 1093]], [[465, 1093]], [[466, 1092]], [[467, 1091]], [[467, 1090]], [[467, 1089]], [[467, 1088]], [[467, 1087]], [[468, 1086]], [[468, 1085]], [[469, 1084]], [[470, 1083]], [[470, 1082]], [[471, 1081]], [[471, 1080]], [[471, 1079]], [[471, 1078]], [[471, 1077]], [[470, 1076]]]",[[]],[]
9,9,"[[[159, 1071]], [[159, 1072]], [[158, 1073]], [[157, 1074]], [[157, 1075]], [[156, 1076]], [[155, 1077]], [[154, 1077]], [[153, 1078]], [[153, 1079]], [[152, 1080]], [[151, 1080]], [[150, 1081]], [[149, 1082]], [[148, 1082]], [[147, 1082]], [[146, 1082]], [[145, 1082]], [[144, 1083]], [[143, 1083]], [[142, 1083]], [[141, 1084]], [[140, 1084]], [[140, 1085]], [[139, 1086]], [[138, 1086]], [[138, 1087]], [[137, 1088]], [[136, 1089]], [[135, 1089]], [[134, 1089]], [[133, 1089]], [[132, 1089]], [[131, 1088]], [[130, 1088]], [[129, 1088]], [[128, 1088]], [[127, 1088]], [[127, 1089]], [[126, 1090]], [[125, 1090]], [[124, 1091]], [[124, 1092]], [[123, 1093]], [[123, 1094]], [[123, 1095]], [[123, 1096]], [[124, 1096]], [[125, 1097]], [[125, 1098]], [[124, 1099]], [[124, 1100]], [[123, 1101]], [[122, 1102]], [[122, 1103]], [[122, 1104]], [[122, 1105]], [[122, 1106]], [[122, 1107]], [[122, 1108]], [[123, 1109]], [[124, 1110]], [[124, 1111]], [[123, 1112]], [[122, 1112]], [[121, 1112]], [[120, 1112]], [[119, 1112]], [[118, 1112]], [[117, 1111]], [[116, 1111]], [[115, 1111]], [[114, 1111]], [[113, 1111]], [[112, 1111]], [[111, 1111]], [[110, 1111]], [[109, 1112]], [[108, 1112]], [[107, 1113]], [[107, 1114]], [[106, 1115]], [[106, 1116]], [[105, 1117]], [[105, 1118]], [[105, 1119]], [[104, 1120]], [[104, 1121]], [[104, 1122]], [[104, 1123]], [[104, 1124]], [[105, 1125]], [[105, 1126]], [[105, 1127]], [[106, 1127]], [[107, 1128]], [[108, 1129]], [[109, 1130]], [[109, 1131]], [[110, 1132]], [[110, 1133]], [[110, 1134]], [[111, 1135]], [[111, 1136]], [[111, 1137]], [[112, 1138]], [[112, 1139]], [[113, 1140]], [[114, 1140]], [[115, 1140]], [[116, 1141]], [[117, 1141]], [[118, 1141]], [[119, 1141]], [[120, 1140]], [[121, 1139]], [[122, 1139]], [[122, 1138]], [[122, 1137]], [[122, 1136]], [[122, 1135]], [[123, 1134]], [[123, 1133]], [[123, 1132]], [[124, 1131]], [[124, 1130]], [[124, 1129]], [[125, 1128]], [[125, 1127]], [[126, 1126]], [[127, 1125]], [[128, 1124]], [[128, 1123]], [[128, 1122]], [[128, 1121]], [[128, 1120]], [[129, 1119]], [[130, 1120]], [[131, 1121]], [[131, 1122]], [[132, 1123]], [[132, 1124]], [[133, 1125]], [[133, 1126]], [[134, 1126]], [[135, 1126]], [[136, 1127]], [[137, 1127]], [[138, 1128]], [[138, 1129]], [[139, 1130]], [[139, 1131]], [[140, 1131]], [[141, 1132]], [[142, 1132]], [[143, 1132]], [[144, 1133]], [[145, 1134]], [[146, 1134]], [[147, 1134]], [[148, 1135]], [[149, 1135]], [[150, 1136]], [[151, 1136]], [[152, 1136]], [[153, 1136]], [[154, 1137]], [[155, 1137]], [[156, 1136]], [[157, 1136]], [[158, 1135]], [[159, 1135]], [[160, 1135]], [[161, 1135]], [[162, 1135]], [[162, 1134]], [[163, 1133]], [[164, 1132]], [[165, 1132]], [[166, 1132]], [[167, 1132]], [[168, 1131]], [[169, 1132]], [[170, 1131]], [[170, 1130]], [[171, 1129]], [[172, 1128]], [[173, 1128]], [[174, 1128]], [[174, 1127]], [[174, 1126]], [[175, 1125]], [[175, 1124]], [[176, 1123]], [[177, 1122]], [[177, 1121]], [[178, 1120]], [[179, 1119]], [[180, 1118]], [[181, 1117]], [[181, 1116]], [[182, 1115]], [[183, 1114]], [[184, 1113]], [[184, 1112]], [[185, 1111]], [[186, 1110]], [[187, 1109]], [[188, 1109]], [[189, 1108]], [[189, 1107]], [[190, 1106]], [[190, 1105]], [[190, 1104]], [[190, 1103]], [[190, 1102]], [[190, 1101]], [[190, 1100]], [[190, 1099]], [[189, 1099]], [[188, 1099]], [[187, 1098]], [[186, 1097]], [[186, 1096]], [[185, 1095]], [[185, 1094]], [[184, 1093]], [[183, 1092]], [[183, 1091]], [[183, 1090]], [[182, 1089]], [[182, 1088]], [[181, 1088]], [[180, 1087]], [[179, 1086]], [[179, 1085]], [[178, 1084]], [[178, 1083]], [[177, 1082]], [[177, 1081]], [[176, 1080]], [[175, 1080]], [[174, 1079]], [[173, 1078]], [[172, 1078]], [[171, 1078]], [[170, 1078]], [[169, 1077]], [[168, 1076]], [[167, 1075]], [[167, 1074]], [[166, 1073]], [[165, 1072]], [[164, 1072]], [[163, 1072]], [[162, 1071]], [[161, 1071]], [[160, 1071]]]","[[], [[[116, 1101], [116, 1102], [115, 1103], [115, 1104], [115, 1105], [116, 1106], [116, 1107], [115, 1108], [114, 1108], [113, 1108], [112, 1107], [111, 1107], [110, 1108], [109, 1109], [108, 1109], [107, 1108], [107, 1109], [107, 1110], [107, 1111], [108, 1111], [108, 1110], [109, 1109], [110, 1109], [111, 1109], [112, 1109], [113, 1110], [114, 1110], [115, 1110], [116, 1110], [117, 1110], [118, 1110], [119, 1111], [120, 1111], [121, 1111], [122, 1111], [123, 1111], [122, 1110], [121, 1109], [121, 1108], [121, 1107], [121, 1106], [120, 1106], [119, 1105], [118, 1104], [117, 1103], [118, 1102], [118, 1101], [117, 1101]]], [[[102, 1115], [101, 1116], [101, 1117], [101, 1118], [101, 1119], [101, 1120], [101, 1121], [102, 1122], [102, 1123], [101, 1124], [101, 1125], [101, 1126], [102, 1127], [102, 1128], [103, 1128], [103, 1127], [103, 1126], [103, 1125], [103, 1124], [103, 1123], [103, 1122], [103, 1121], [103, 1120], [103, 1119], [103, 1118], [103, 1117], [103, 1116], [103, 1115]]], [[[181, 1074], [180, 1075], [180, 1076], [180, 1077], [180, 1078], [179, 1079], [179, 1080], [178, 1081], [178, 1082], [179, 1083], [180, 1083], [181, 1084], [181, 1085], [181, 1086], [182, 1086], [181, 1085], [181, 1084], [182, 1083], [183, 1083], [184, 1082], [185, 1082], [186, 1083], [186, 1082], [185, 1082], [184, 1081], [184, 1080], [184, 1079], [185, 1078], [186, 1077], [186, 1076], [185, 1075], [184, 1075], [183, 1074], [182, 1074]]]]","[[], 8, 9, 10]"
