,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[496, 1181]], [[495, 1182]], [[494, 1182]], [[493, 1183]], [[493, 1184]], [[493, 1185]], [[493, 1186]], [[494, 1187]], [[495, 1187]], [[496, 1187]], [[497, 1187]], [[498, 1188]], [[499, 1188]], [[500, 1188]], [[501, 1189]], [[502, 1189]], [[503, 1188]], [[504, 1188]], [[505, 1187]], [[506, 1187]], [[507, 1186]], [[508, 1185]], [[508, 1184]], [[508, 1183]], [[508, 1182]], [[507, 1181]], [[506, 1181]], [[505, 1182]], [[504, 1182]], [[503, 1182]], [[502, 1182]], [[501, 1183]], [[500, 1183]], [[499, 1183]], [[498, 1183]], [[497, 1182]]]","[[[[497, 1168], [496, 1169], [496, 1170], [497, 1169], [498, 1169], [499, 1170], [499, 1171], [500, 1172], [500, 1173], [499, 1174], [498, 1174], [497, 1174], [496, 1173], [495, 1172], [495, 1173], [496, 1174], [497, 1175], [497, 1176], [496, 1177], [495, 1178], [494, 1179], [493, 1180], [492, 1180], [491, 1180], [490, 1180], [489, 1180], [488, 1180], [487, 1179], [486, 1178], [485, 1178], [485, 1179], [484, 1180], [485, 1181], [486, 1181], [487, 1181], [488, 1180], [489, 1180], [490, 1181], [491, 1181], [492, 1181], [493, 1182], [494, 1181], [495, 1180], [496, 1179], [497, 1180], [498, 1181], [498, 1182], [499, 1182], [500, 1182], [501, 1182], [502, 1181], [503, 1181], [504, 1181], [505, 1180], [504, 1180], [503, 1180], [502, 1180], [501, 1179], [501, 1178], [501, 1177], [501, 1176], [500, 1175], [500, 1174], [500, 1173], [500, 1172], [501, 1171], [501, 1170], [500, 1170], [499, 1169], [498, 1168]]], []]","[0, []]"
1,1,"[[[17, 1164]], [[16, 1165]], [[15, 1165]], [[14, 1165]], [[13, 1166]], [[12, 1167]], [[11, 1168]], [[10, 1168]], [[10, 1169]], [[9, 1170]], [[9, 1171]], [[9, 1172]], [[9, 1173]], [[8, 1174]], [[8, 1175]], [[8, 1176]], [[7, 1177]], [[7, 1178]], [[7, 1179]], [[7, 1180]], [[7, 1181]], [[7, 1182]], [[7, 1183]], [[7, 1184]], [[8, 1185]], [[8, 1186]], [[8, 1187]], [[8, 1188]], [[8, 1189]], [[8, 1190]], [[8, 1191]], [[8, 1192]], [[8, 1193]], [[8, 1194]], [[9, 1195]], [[9, 1196]], [[10, 1196]], [[11, 1197]], [[12, 1198]], [[13, 1198]], [[14, 1197]], [[15, 1197]], [[16, 1197]], [[17, 1197]], [[18, 1197]], [[19, 1197]], [[20, 1196]], [[21, 1196]], [[22, 1195]], [[23, 1195]], [[24, 1194]], [[25, 1193]], [[26, 1192]], [[26, 1191]], [[27, 1190]], [[27, 1189]], [[27, 1188]], [[28, 1187]], [[28, 1186]], [[28, 1185]], [[28, 1184]], [[29, 1183]], [[29, 1182]], [[29, 1181]], [[29, 1180]], [[29, 1179]], [[28, 1178]], [[28, 1177]], [[28, 1176]], [[28, 1175]], [[28, 1174]], [[28, 1173]], [[28, 1172]], [[28, 1171]], [[28, 1170]], [[27, 1169]], [[27, 1168]], [[26, 1168]], [[25, 1168]], [[24, 1167]], [[23, 1166]], [[22, 1165]], [[21, 1165]], [[20, 1164]], [[19, 1164]], [[18, 1164]]]",[[]],[]
2,2,"[[[174, 1154]], [[173, 1155]], [[172, 1155]], [[171, 1155]], [[170, 1155]], [[169, 1156]], [[168, 1156]], [[168, 1157]], [[168, 1158]], [[169, 1159]], [[169, 1160]], [[169, 1161]], [[170, 1162]], [[171, 1163]], [[172, 1163]], [[173, 1163]], [[174, 1164]], [[175, 1165]], [[176, 1165]], [[177, 1165]], [[178, 1164]], [[179, 1164]], [[179, 1163]], [[179, 1162]], [[179, 1161]], [[180, 1160]], [[179, 1159]], [[179, 1158]], [[178, 1157]], [[177, 1156]], [[177, 1155]], [[176, 1154]], [[175, 1154]]]",[[]],[]
3,3,"[[[606, 1144]], [[605, 1145]], [[604, 1145]], [[603, 1146]], [[602, 1147]], [[601, 1148]], [[601, 1149]], [[601, 1150]], [[601, 1151]], [[601, 1152]], [[601, 1153]], [[601, 1154]], [[601, 1155]], [[602, 1154]], [[603, 1154]], [[604, 1154]], [[605, 1155]], [[605, 1156]], [[606, 1157]], [[606, 1158]], [[607, 1159]], [[608, 1159]], [[609, 1160]], [[610, 1161]], [[611, 1162]], [[611, 1163]], [[612, 1164]], [[613, 1165]], [[614, 1166]], [[614, 1167]], [[613, 1168]], [[612, 1169]], [[611, 1168]], [[610, 1169]], [[610, 1170]], [[609, 1171]], [[608, 1172]], [[607, 1172]], [[606, 1173]], [[605, 1173]], [[604, 1173]], [[603, 1174]], [[604, 1174]], [[605, 1175]], [[606, 1176]], [[607, 1176]], [[608, 1176]], [[609, 1177]], [[610, 1177]], [[611, 1177]], [[612, 1177]], [[613, 1177]], [[614, 1177]], [[615, 1177]], [[616, 1177]], [[617, 1177]], [[618, 1176]], [[619, 1176]], [[620, 1176]], [[621, 1176]], [[622, 1175]], [[623, 1175]], [[624, 1174]], [[625, 1173]], [[625, 1172]], [[626, 1171]], [[626, 1170]], [[626, 1169]], [[626, 1168]], [[627, 1167]], [[627, 1166]], [[628, 1165]], [[629, 1165]], [[630, 1165]], [[631, 1165]], [[632, 1164]], [[633, 1163]], [[634, 1163]], [[635, 1162]], [[636, 1161]], [[637, 1160]], [[637, 1159]], [[636, 1158]], [[636, 1157]], [[636, 1156]], [[635, 1156]], [[634, 1155]], [[634, 1154]], [[633, 1154]], [[632, 1153]], [[632, 1152]], [[631, 1151]], [[630, 1151]], [[629, 1150]], [[628, 1149]], [[628, 1148]], [[627, 1147]], [[627, 1146]], [[626, 1145]], [[625, 1145]], [[624, 1144]], [[623, 1144]], [[622, 1144]], [[621, 1144]], [[620, 1144]], [[619, 1145]], [[618, 1145]], [[617, 1145]], [[616, 1145]], [[615, 1145]], [[614, 1145]], [[613, 1145]], [[612, 1144]], [[611, 1144]], [[610, 1144]], [[609, 1144]], [[608, 1144]], [[607, 1144]]]","[[], [[[627, 1170], [627, 1171], [627, 1172], [627, 1173], [626, 1174], [625, 1174], [624, 1175], [623, 1176], [622, 1176], [621, 1177], [620, 1177], [619, 1178], [618, 1178], [617, 1178], [616, 1178], [615, 1178], [614, 1178], [613, 1178], [612, 1178], [611, 1178], [610, 1178], [609, 1178], [608, 1178], [607, 1178], [606, 1178], [605, 1178], [605, 1179], [605, 1180], [605, 1181], [606, 1182], [606, 1181], [607, 1180], [608, 1179], [609, 1179], [610, 1180], [611, 1180], [612, 1181], [612, 1180], [613, 1179], [614, 1179], [615, 1179], [616, 1179], [617, 1178], [618, 1178], [619, 1178], [620, 1178], [621, 1177], [622, 1176], [623, 1176], [624, 1176], [625, 1176], [626, 1177], [627, 1178], [627, 1177], [627, 1176], [626, 1175], [626, 1174], [627, 1173], [628, 1172], [628, 1171], [628, 1170]]]]","[[], 1]"
4,4,"[[[301, 1137]], [[301, 1138]], [[300, 1139]], [[299, 1140]], [[298, 1141]], [[298, 1142]], [[298, 1143]], [[299, 1144]], [[299, 1145]], [[300, 1146]], [[300, 1147]], [[300, 1148]], [[301, 1149]], [[302, 1149]], [[303, 1149]], [[304, 1149]], [[305, 1148]], [[306, 1148]], [[307, 1147]], [[308, 1147]], [[309, 1147]], [[310, 1146]], [[311, 1145]], [[311, 1144]], [[311, 1143]], [[312, 1142]], [[312, 1141]], [[312, 1140]], [[312, 1139]], [[311, 1139]], [[310, 1138]], [[309, 1138]], [[308, 1138]], [[307, 1137]], [[306, 1137]], [[305, 1137]], [[304, 1137]], [[303, 1137]], [[302, 1137]]]",[],[]
5,5,"[[[38, 1125]], [[37, 1126]], [[36, 1126]], [[35, 1127]], [[34, 1128]], [[33, 1129]], [[32, 1129]], [[31, 1130]], [[30, 1131]], [[29, 1132]], [[28, 1132]], [[28, 1133]], [[29, 1134]], [[29, 1135]], [[29, 1136]], [[30, 1137]], [[30, 1138]], [[30, 1139]], [[31, 1140]], [[31, 1141]], [[32, 1142]], [[33, 1143]], [[33, 1144]], [[34, 1144]], [[35, 1145]], [[35, 1146]], [[35, 1147]], [[36, 1148]], [[37, 1149]], [[38, 1148]], [[38, 1147]], [[39, 1146]], [[40, 1145]], [[41, 1145]], [[41, 1144]], [[42, 1143]], [[43, 1142]], [[44, 1142]], [[45, 1142]], [[46, 1141]], [[47, 1142]], [[48, 1141]], [[49, 1140]], [[49, 1139]], [[50, 1138]], [[50, 1137]], [[51, 1136]], [[52, 1136]], [[52, 1135]], [[53, 1134]], [[52, 1133]], [[51, 1132]], [[50, 1131]], [[50, 1130]], [[49, 1129]], [[49, 1128]], [[49, 1127]], [[48, 1126]], [[48, 1125]], [[47, 1125]], [[46, 1125]], [[45, 1125]], [[44, 1125]], [[43, 1125]], [[42, 1125]], [[41, 1125]], [[40, 1125]], [[39, 1125]]]","[[], [[[56, 1133], [56, 1134], [55, 1135], [54, 1136], [53, 1136], [52, 1137], [51, 1137], [51, 1138], [50, 1139], [50, 1140], [49, 1141], [48, 1142], [48, 1143], [48, 1144], [48, 1145], [48, 1146], [49, 1147], [49, 1148], [50, 1148], [51, 1148], [52, 1149], [53, 1149], [54, 1150], [55, 1150], [56, 1151], [57, 1151], [58, 1151], [59, 1150], [59, 1149], [58, 1149], [57, 1150], [56, 1150], [55, 1149], [55, 1148], [54, 1147], [53, 1146], [53, 1145], [53, 1144], [54, 1143], [55, 1143], [55, 1142], [55, 1141], [54, 1140], [54, 1139], [55, 1138], [56, 1137], [56, 1136], [56, 1135], [57, 1134], [58, 1134], [58, 1133], [57, 1133]]]]","[[], 2]"
6,6,"[[[257, 1122]], [[257, 1123]], [[256, 1124]], [[256, 1125]], [[255, 1126]], [[254, 1127]], [[254, 1128]], [[254, 1129]], [[254, 1130]], [[253, 1131]], [[253, 1132]], [[253, 1133]], [[253, 1134]], [[253, 1135]], [[254, 1136]], [[254, 1137]], [[254, 1138]], [[255, 1139]], [[255, 1140]], [[256, 1141]], [[257, 1142]], [[258, 1142]], [[259, 1142]], [[260, 1142]], [[261, 1141]], [[262, 1141]], [[263, 1140]], [[264, 1141]], [[265, 1141]], [[266, 1141]], [[267, 1141]], [[268, 1141]], [[269, 1140]], [[270, 1139]], [[271, 1138]], [[272, 1137]], [[271, 1136]], [[270, 1135]], [[270, 1134]], [[269, 1133]], [[270, 1132]], [[270, 1131]], [[271, 1130]], [[271, 1129]], [[271, 1128]], [[271, 1127]], [[271, 1126]], [[270, 1125]], [[270, 1124]], [[269, 1124]], [[268, 1123]], [[267, 1123]], [[266, 1123]], [[265, 1123]], [[264, 1123]], [[263, 1123]], [[262, 1122]], [[261, 1122]], [[260, 1122]], [[259, 1122]], [[258, 1122]]]",[[]],[]
7,7,"[[[18, 1118]], [[18, 1119]], [[17, 1120]], [[16, 1121]], [[16, 1122]], [[16, 1123]], [[16, 1124]], [[16, 1125]], [[17, 1126]], [[17, 1127]], [[18, 1128]], [[19, 1129]], [[20, 1130]], [[21, 1131]], [[22, 1132]], [[23, 1132]], [[24, 1132]], [[25, 1131]], [[26, 1131]], [[26, 1130]], [[26, 1129]], [[26, 1128]], [[26, 1127]], [[26, 1126]], [[26, 1125]], [[26, 1124]], [[26, 1123]], [[26, 1122]], [[25, 1121]], [[24, 1120]], [[23, 1119]], [[22, 1119]], [[21, 1118]], [[20, 1118]], [[19, 1118]]]",[],[]
8,8,"[[[560, 1117]], [[559, 1118]], [[558, 1119]], [[557, 1120]], [[557, 1121]], [[556, 1122]], [[555, 1123]], [[555, 1124]], [[555, 1125]], [[554, 1126]], [[554, 1127]], [[555, 1127]], [[556, 1128]], [[557, 1129]], [[557, 1130]], [[558, 1130]], [[559, 1131]], [[560, 1132]], [[561, 1133]], [[562, 1133]], [[563, 1134]], [[564, 1134]], [[565, 1135]], [[566, 1135]], [[567, 1136]], [[568, 1136]], [[569, 1137]], [[570, 1137]], [[571, 1137]], [[572, 1137]], [[573, 1136]], [[574, 1135]], [[575, 1134]], [[575, 1133]], [[576, 1132]], [[577, 1133]], [[577, 1134]], [[578, 1133]], [[578, 1132]], [[579, 1131]], [[580, 1131]], [[581, 1132]], [[581, 1133]], [[582, 1133]], [[583, 1134]], [[584, 1134]], [[584, 1133]], [[585, 1132]], [[585, 1131]], [[584, 1130]], [[583, 1129]], [[582, 1128]], [[582, 1127]], [[581, 1126]], [[580, 1125]], [[580, 1124]], [[579, 1123]], [[579, 1122]], [[578, 1121]], [[578, 1120]], [[577, 1120]], [[576, 1120]], [[575, 1120]], [[574, 1119]], [[573, 1118]], [[572, 1118]], [[572, 1119]], [[571, 1120]], [[570, 1120]], [[569, 1120]], [[568, 1120]], [[567, 1119]], [[566, 1118]], [[565, 1118]], [[564, 1117]], [[563, 1117]], [[562, 1117]], [[561, 1117]]]","[[[[544, 1103], [543, 1104], [542, 1104], [541, 1104], [540, 1105], [539, 1106], [539, 1107], [540, 1107], [541, 1108], [541, 1109], [541, 1110], [540, 1111], [539, 1111], [538, 1111], [537, 1111], [536, 1112], [535, 1113], [534, 1113], [533, 1113], [532, 1114], [531, 1114], [530, 1114], [529, 1114], [528, 1115], [529, 1115], [530, 1115], [531, 1115], [532, 1115], [533, 1114], [534, 1115], [535, 1115], [536, 1115], [537, 1116], [537, 1117], [538, 1118], [539, 1118], [540, 1118], [540, 1117], [540, 1116], [540, 1115], [539, 1114], [540, 1113], [541, 1113], [542, 1114], [543, 1115], [544, 1116], [544, 1117], [545, 1117], [546, 1117], [547, 1117], [548, 1117], [549, 1118], [550, 1119], [551, 1119], [552, 1119], [553, 1119], [554, 1120], [554, 1121], [554, 1122], [555, 1122], [556, 1121], [556, 1120], [557, 1119], [558, 1118], [559, 1117], [560, 1116], [561, 1116], [562, 1116], [563, 1116], [564, 1116], [565, 1117], [566, 1117], [567, 1118], [568, 1119], [569, 1119], [570, 1119], [571, 1119], [571, 1118], [571, 1117], [570, 1117], [569, 1117], [568, 1116], [567, 1116], [566, 1116], [565, 1116], [564, 1115], [563, 1115], [562, 1115], [561, 1115], [560, 1115], [559, 1115], [558, 1116], [557, 1117], [556, 1117], [555, 1117], [554, 1117], [553, 1116], [553, 1115], [552, 1115], [551, 1116], [550, 1116], [549, 1116], [548, 1116], [547, 1115], [546, 1114], [545, 1113], [544, 1112], [544, 1111], [543, 1110], [543, 1109], [542, 1108], [541, 1107], [542, 1106], [543, 1106], [544, 1105], [544, 1104], [545, 1103]]], [[[550, 1130], [551, 1131], [551, 1132], [552, 1133], [551, 1134], [551, 1135], [551, 1136], [551, 1135], [551, 1134], [552, 1133], [553, 1133], [554, 1132], [554, 1131], [555, 1130], [556, 1131], [557, 1132], [558, 1133], [558, 1134], [559, 1135], [560, 1135], [561, 1136], [562, 1136], [563, 1136], [564, 1136], [563, 1136], [562, 1135], [561, 1134], [560, 1133], [559, 1132], [558, 1131], [557, 1131], [556, 1131], [555, 1130], [554, 1130], [553, 1130], [552, 1130], [551, 1130]]], [], [[[579, 1134], [578, 1135], [577, 1136], [577, 1137], [577, 1138], [578, 1138], [579, 1138], [580, 1138], [581, 1139], [581, 1140], [580, 1141], [581, 1142], [581, 1143], [581, 1144], [580, 1145], [579, 1145], [579, 1146], [578, 1147], [579, 1147], [579, 1146], [580, 1145], [581, 1145], [582, 1146], [583, 1147], [583, 1146], [584, 1145], [585, 1144], [586, 1144], [586, 1143], [586, 1142], [586, 1141], [586, 1140], [586, 1139], [587, 1138], [587, 1137], [586, 1136], [585, 1136], [584, 1136], [583, 1136], [582, 1136], [581, 1135], [580, 1134]]]]","[3, 4, [], 5]"
9,9,"[[[332, 1112]], [[331, 1113]], [[331, 1114]], [[330, 1115]], [[330, 1116]], [[330, 1117]], [[329, 1118]], [[329, 1119]], [[330, 1120]], [[330, 1121]], [[330, 1122]], [[331, 1123]], [[331, 1124]], [[332, 1125]], [[333, 1126]], [[333, 1127]], [[333, 1128]], [[334, 1129]], [[334, 1130]], [[334, 1131]], [[335, 1132]], [[336, 1131]], [[337, 1130]], [[338, 1130]], [[339, 1130]], [[340, 1131]], [[341, 1132]], [[341, 1133]], [[342, 1134]], [[343, 1134]], [[344, 1134]], [[344, 1133]], [[344, 1132]], [[344, 1131]], [[344, 1130]], [[344, 1129]], [[344, 1128]], [[344, 1127]], [[344, 1126]], [[344, 1125]], [[343, 1124]], [[343, 1123]], [[342, 1122]], [[342, 1121]], [[341, 1120]], [[340, 1120]], [[339, 1119]], [[338, 1118]], [[338, 1117]], [[338, 1116]], [[337, 1115]], [[337, 1114]], [[336, 1114]], [[335, 1113]], [[334, 1112]], [[333, 1112]]]",[],[]
