,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[579, 1162]], [[579, 1163]], [[578, 1164]], [[578, 1165]], [[577, 1166]], [[577, 1167]], [[577, 1168]], [[577, 1169]], [[577, 1170]], [[577, 1171]], [[577, 1172]], [[577, 1173]], [[577, 1174]], [[577, 1175]], [[576, 1176]], [[576, 1177]], [[575, 1178]], [[576, 1179]], [[577, 1180]], [[577, 1181]], [[578, 1182]], [[578, 1183]], [[578, 1184]], [[578, 1185]], [[579, 1186]], [[580, 1186]], [[581, 1186]], [[582, 1186]], [[583, 1186]], [[584, 1186]], [[585, 1186]], [[586, 1186]], [[587, 1185]], [[588, 1184]], [[588, 1183]], [[588, 1182]], [[589, 1181]], [[590, 1180]], [[590, 1179]], [[591, 1178]], [[591, 1177]], [[592, 1176]], [[592, 1175]], [[592, 1174]], [[591, 1174]], [[590, 1173]], [[589, 1173]], [[588, 1172]], [[587, 1171]], [[587, 1170]], [[587, 1169]], [[586, 1168]], [[585, 1167]], [[585, 1166]], [[584, 1165]], [[583, 1164]], [[582, 1163]], [[581, 1162]], [[580, 1162]]]","[[], [[[596, 1166], [596, 1167], [595, 1168], [594, 1169], [593, 1169], [592, 1168], [591, 1168], [590, 1168], [589, 1168], [590, 1169], [590, 1170], [589, 1171], [588, 1171], [589, 1172], [590, 1172], [591, 1172], [592, 1171], [593, 1171], [594, 1170], [595, 1169], [596, 1170], [597, 1171], [597, 1172], [598, 1173], [598, 1174], [599, 1175], [599, 1174], [598, 1173], [598, 1172], [598, 1171], [598, 1170], [598, 1169], [598, 1168], [599, 1167], [598, 1167], [597, 1167]]]]","[[], 0]"
1,1,"[[[269, 1160]], [[269, 1161]], [[268, 1162]], [[268, 1163]], [[268, 1164]], [[268, 1165]], [[268, 1166]], [[269, 1167]], [[269, 1168]], [[270, 1169]], [[270, 1170]], [[271, 1171]], [[272, 1172]], [[273, 1172]], [[274, 1172]], [[275, 1173]], [[275, 1174]], [[276, 1175]], [[277, 1174]], [[278, 1175]], [[279, 1175]], [[280, 1176]], [[281, 1176]], [[282, 1177]], [[283, 1178]], [[284, 1179]], [[285, 1179]], [[286, 1180]], [[287, 1180]], [[288, 1181]], [[289, 1181]], [[290, 1180]], [[291, 1179]], [[291, 1178]], [[290, 1177]], [[290, 1176]], [[290, 1175]], [[290, 1174]], [[289, 1173]], [[289, 1172]], [[288, 1171]], [[288, 1170]], [[288, 1169]], [[287, 1168]], [[287, 1167]], [[286, 1166]], [[285, 1165]], [[285, 1164]], [[285, 1163]], [[285, 1162]], [[284, 1162]], [[283, 1161]], [[282, 1161]], [[281, 1161]], [[280, 1161]], [[279, 1160]], [[278, 1160]], [[277, 1161]], [[276, 1161]], [[275, 1161]], [[274, 1161]], [[273, 1161]], [[272, 1161]], [[271, 1160]], [[270, 1160]]]","[[], [[[269, 1171], [268, 1172], [267, 1173], [267, 1174], [267, 1175], [268, 1176], [268, 1177], [267, 1178], [266, 1177], [265, 1177], [266, 1178], [266, 1179], [267, 1179], [268, 1178], [269, 1178], [270, 1178], [271, 1177], [272, 1176], [273, 1176], [274, 1176], [275, 1176], [275, 1175], [274, 1174], [273, 1173], [272, 1173], [271, 1173], [270, 1172], [270, 1171]]]]","[[], 1]"
2,2,"[[[497, 1153]], [[496, 1154]], [[495, 1154]], [[494, 1154]], [[493, 1154]], [[492, 1155]], [[491, 1156]], [[491, 1157]], [[490, 1158]], [[490, 1159]], [[490, 1160]], [[489, 1161]], [[488, 1162]], [[487, 1163]], [[486, 1163]], [[485, 1164]], [[485, 1165]], [[485, 1166]], [[485, 1167]], [[484, 1168]], [[483, 1168]], [[482, 1169]], [[482, 1170]], [[482, 1171]], [[482, 1172]], [[481, 1173]], [[481, 1174]], [[481, 1175]], [[482, 1176]], [[482, 1177]], [[483, 1178]], [[483, 1179]], [[484, 1180]], [[484, 1181]], [[485, 1182]], [[485, 1183]], [[485, 1184]], [[485, 1185]], [[485, 1186]], [[485, 1187]], [[486, 1188]], [[487, 1188]], [[488, 1189]], [[488, 1190]], [[488, 1191]], [[489, 1192]], [[489, 1193]], [[490, 1192]], [[491, 1193]], [[492, 1194]], [[493, 1195]], [[494, 1195]], [[495, 1194]], [[496, 1195]], [[496, 1196]], [[497, 1196]], [[498, 1197]], [[499, 1197]], [[500, 1196]], [[501, 1196]], [[502, 1195]], [[503, 1195]], [[504, 1194]], [[505, 1194]], [[505, 1193]], [[506, 1192]], [[507, 1191]], [[508, 1190]], [[509, 1189]], [[509, 1188]], [[509, 1187]], [[510, 1186]], [[510, 1185]], [[510, 1184]], [[511, 1183]], [[511, 1182]], [[511, 1181]], [[512, 1180]], [[512, 1179]], [[512, 1178]], [[513, 1177]], [[513, 1176]], [[513, 1175]], [[513, 1174]], [[512, 1173]], [[512, 1172]], [[512, 1171]], [[511, 1170]], [[510, 1169]], [[509, 1168]], [[509, 1167]], [[508, 1167]], [[507, 1166]], [[508, 1165]], [[509, 1165]], [[510, 1165]], [[511, 1165]], [[510, 1164]], [[511, 1163]], [[511, 1162]], [[511, 1161]], [[511, 1160]], [[511, 1159]], [[511, 1158]], [[510, 1157]], [[509, 1157]], [[508, 1156]], [[508, 1155]], [[507, 1155]], [[506, 1154]], [[505, 1154]], [[504, 1153]], [[503, 1153]], [[502, 1153]], [[501, 1153]], [[500, 1153]], [[499, 1153]], [[498, 1153]]]","[[], [[[519, 1134], [518, 1135], [518, 1136], [518, 1137], [519, 1138], [520, 1138], [521, 1139], [522, 1139], [523, 1139], [524, 1140], [524, 1141], [524, 1142], [525, 1142], [526, 1143], [525, 1144], [526, 1145], [526, 1146], [525, 1147], [524, 1147], [525, 1148], [525, 1149], [525, 1150], [524, 1151], [523, 1152], [522, 1151], [521, 1150], [520, 1149], [519, 1148], [519, 1147], [518, 1147], [517, 1148], [516, 1149], [515, 1149], [514, 1149], [513, 1149], [513, 1150], [513, 1151], [513, 1152], [512, 1153], [511, 1154], [510, 1154], [510, 1155], [510, 1156], [511, 1156], [512, 1156], [513, 1156], [513, 1155], [514, 1154], [515, 1153], [516, 1154], [517, 1154], [518, 1155], [518, 1156], [518, 1157], [517, 1158], [517, 1159], [516, 1160], [515, 1161], [516, 1161], [517, 1161], [517, 1160], [518, 1159], [518, 1158], [519, 1157], [519, 1156], [519, 1155], [520, 1154], [521, 1153], [522, 1153], [523, 1153], [524, 1152], [524, 1151], [525, 1150], [525, 1149], [526, 1148], [527, 1148], [527, 1147], [527, 1146], [526, 1145], [526, 1144], [526, 1143], [526, 1142], [526, 1141], [525, 1140], [525, 1139], [524, 1138], [524, 1137], [523, 1136], [523, 1135], [523, 1134], [522, 1134], [521, 1135], [520, 1134]]]]","[[], 2]"
3,3,"[[[734, 1134]], [[733, 1135]], [[732, 1135]], [[731, 1135]], [[730, 1136]], [[730, 1137]], [[730, 1138]], [[730, 1139]], [[729, 1140]], [[729, 1141]], [[729, 1142]], [[729, 1143]], [[728, 1144]], [[728, 1145]], [[728, 1146]], [[728, 1147]], [[727, 1148]], [[727, 1149]], [[727, 1150]], [[727, 1151]], [[727, 1152]], [[726, 1153]], [[726, 1154]], [[726, 1155]], [[725, 1156]], [[725, 1157]], [[725, 1158]], [[725, 1159]], [[725, 1160]], [[725, 1161]], [[726, 1162]], [[726, 1163]], [[726, 1164]], [[727, 1165]], [[728, 1166]], [[729, 1167]], [[730, 1168]], [[731, 1169]], [[732, 1169]], [[733, 1170]], [[734, 1170]], [[735, 1171]], [[736, 1171]], [[737, 1172]], [[738, 1172]], [[739, 1172]], [[740, 1173]], [[740, 1174]], [[741, 1175]], [[741, 1176]], [[741, 1177]], [[741, 1178]], [[741, 1179]], [[741, 1180]], [[741, 1181]], [[742, 1182]], [[743, 1181]], [[744, 1182]], [[745, 1183]], [[746, 1183]], [[747, 1184]], [[748, 1183]], [[749, 1182]], [[750, 1181]], [[751, 1181]], [[751, 1180]], [[751, 1179]], [[751, 1178]], [[751, 1177]], [[751, 1176]], [[751, 1175]], [[751, 1174]], [[751, 1173]], [[750, 1172]], [[749, 1171]], [[749, 1170]], [[750, 1169]], [[751, 1169]], [[752, 1169]], [[753, 1168]], [[754, 1168]], [[755, 1168]], [[756, 1168]], [[757, 1168]], [[758, 1168]], [[759, 1167]], [[760, 1168]], [[760, 1169]], [[760, 1170]], [[761, 1171]], [[760, 1172]], [[759, 1172]], [[758, 1173]], [[758, 1174]], [[758, 1175]], [[758, 1176]], [[758, 1177]], [[758, 1178]], [[759, 1179]], [[759, 1180]], [[759, 1181]], [[759, 1182]], [[760, 1183]], [[761, 1183]], [[762, 1183]], [[763, 1183]], [[764, 1184]], [[765, 1184]], [[766, 1183]], [[767, 1182]], [[768, 1182]], [[768, 1181]], [[768, 1180]], [[768, 1179]], [[768, 1178]], [[768, 1177]], [[767, 1176]], [[767, 1175]], [[766, 1174]], [[765, 1173]], [[764, 1172]], [[764, 1171]], [[763, 1170]], [[763, 1169]], [[763, 1168]], [[764, 1167]], [[764, 1166]], [[765, 1165]], [[765, 1164]], [[765, 1163]], [[765, 1162]], [[765, 1161]], [[765, 1160]], [[765, 1159]], [[766, 1158]], [[765, 1157]], [[765, 1156]], [[764, 1156]], [[763, 1155]], [[763, 1154]], [[762, 1153]], [[761, 1152]], [[760, 1152]], [[759, 1152]], [[758, 1151]], [[757, 1152]], [[756, 1153]], [[755, 1152]], [[755, 1151]], [[756, 1150]], [[755, 1149]], [[754, 1148]], [[754, 1147]], [[753, 1146]], [[752, 1146]], [[751, 1146]], [[750, 1145]], [[749, 1144]], [[748, 1143]], [[747, 1142]], [[746, 1142]], [[745, 1141]], [[744, 1140]], [[743, 1139]], [[742, 1139]], [[741, 1138]], [[740, 1138]], [[739, 1137]], [[738, 1136]], [[737, 1135]], [[736, 1134]], [[735, 1134]]]","[[[[729, 1124], [728, 1125], [728, 1126], [728, 1127], [728, 1128], [728, 1129], [727, 1130], [726, 1130], [725, 1130], [724, 1130], [723, 1129], [722, 1128], [722, 1127], [721, 1126], [721, 1125], [720, 1125], [720, 1126], [720, 1127], [720, 1128], [720, 1129], [721, 1130], [721, 1131], [721, 1132], [722, 1133], [723, 1134], [724, 1134], [725, 1134], [726, 1135], [726, 1136], [726, 1137], [726, 1138], [726, 1139], [725, 1140], [724, 1140], [724, 1141], [725, 1141], [726, 1140], [727, 1141], [727, 1142], [728, 1141], [728, 1140], [728, 1139], [728, 1138], [728, 1137], [727, 1136], [727, 1135], [727, 1134], [728, 1133], [729, 1133], [729, 1132], [729, 1131], [729, 1130], [729, 1129], [730, 1128], [731, 1127], [732, 1127], [733, 1126], [734, 1125], [733, 1125], [732, 1124], [731, 1124], [730, 1124]]], [], [[[770, 1150], [770, 1151], [770, 1152], [769, 1153], [769, 1154], [769, 1155], [768, 1156], [767, 1155], [767, 1156], [766, 1157], [767, 1158], [766, 1159], [766, 1160], [766, 1161], [766, 1162], [766, 1163], [766, 1164], [766, 1165], [765, 1166], [765, 1167], [764, 1168], [764, 1169], [764, 1170], [765, 1171], [765, 1172], [766, 1173], [767, 1174], [768, 1175], [768, 1176], [769, 1177], [769, 1178], [770, 1178], [771, 1177], [772, 1177], [772, 1176], [772, 1175], [772, 1174], [773, 1173], [773, 1172], [772, 1172], [772, 1173], [771, 1174], [770, 1173], [770, 1172], [770, 1171], [770, 1170], [771, 1169], [770, 1168], [769, 1167], [768, 1168], [767, 1168], [766, 1167], [766, 1166], [767, 1165], [768, 1165], [769, 1164], [770, 1163], [771, 1162], [771, 1161], [770, 1160], [770, 1159], [770, 1158], [770, 1157], [770, 1156], [770, 1155], [771, 1154], [771, 1153], [772, 1152], [772, 1151], [771, 1150]]]]","[3, [], 4]"
4,4,"[[[447, 1129]], [[446, 1130]], [[445, 1130]], [[444, 1130]], [[443, 1130]], [[442, 1130]], [[441, 1130]], [[440, 1130]], [[439, 1130]], [[438, 1130]], [[437, 1130]], [[436, 1131]], [[435, 1132]], [[434, 1132]], [[433, 1133]], [[432, 1134]], [[431, 1135]], [[430, 1136]], [[429, 1137]], [[429, 1138]], [[428, 1139]], [[427, 1139]], [[426, 1140]], [[425, 1140]], [[424, 1141]], [[423, 1141]], [[422, 1142]], [[421, 1142]], [[420, 1143]], [[419, 1144]], [[418, 1144]], [[418, 1145]], [[417, 1146]], [[416, 1146]], [[415, 1147]], [[415, 1148]], [[415, 1149]], [[415, 1150]], [[415, 1151]], [[415, 1152]], [[415, 1153]], [[415, 1154]], [[415, 1155]], [[416, 1156]], [[417, 1157]], [[418, 1157]], [[419, 1158]], [[420, 1158]], [[421, 1159]], [[422, 1159]], [[423, 1160]], [[424, 1160]], [[425, 1160]], [[426, 1160]], [[427, 1160]], [[428, 1160]], [[429, 1160]], [[430, 1159]], [[431, 1158]], [[432, 1157]], [[433, 1156]], [[434, 1156]], [[435, 1156]], [[436, 1157]], [[436, 1158]], [[436, 1159]], [[437, 1160]], [[437, 1161]], [[438, 1161]], [[439, 1162]], [[440, 1163]], [[441, 1164]], [[441, 1165]], [[442, 1166]], [[443, 1167]], [[443, 1168]], [[444, 1169]], [[445, 1169]], [[446, 1169]], [[447, 1169]], [[448, 1168]], [[449, 1168]], [[450, 1168]], [[451, 1167]], [[452, 1167]], [[452, 1166]], [[453, 1165]], [[453, 1164]], [[453, 1163]], [[453, 1162]], [[453, 1161]], [[453, 1160]], [[454, 1159]], [[454, 1158]], [[454, 1157]], [[454, 1156]], [[453, 1156]], [[452, 1156]], [[451, 1156]], [[450, 1155]], [[449, 1154]], [[448, 1153]], [[447, 1152]], [[446, 1151]], [[445, 1150]], [[445, 1149]], [[446, 1148]], [[447, 1148]], [[448, 1148]], [[449, 1149]], [[449, 1150]], [[450, 1151]], [[451, 1151]], [[452, 1150]], [[453, 1150]], [[454, 1150]], [[454, 1149]], [[455, 1148]], [[456, 1147]], [[456, 1146]], [[456, 1145]], [[456, 1144]], [[457, 1143]], [[457, 1142]], [[457, 1141]], [[457, 1140]], [[456, 1139]], [[455, 1138]], [[455, 1137]], [[455, 1136]], [[454, 1135]], [[454, 1134]], [[454, 1133]], [[454, 1132]], [[453, 1131]], [[452, 1130]], [[451, 1130]], [[450, 1129]], [[449, 1129]], [[448, 1129]]]",[[]],[]
5,5,"[[[768, 1127]], [[768, 1128]], [[767, 1129]], [[766, 1129]], [[765, 1130]], [[764, 1131]], [[764, 1132]], [[765, 1133]], [[766, 1133]], [[767, 1134]], [[768, 1135]], [[769, 1136]], [[768, 1137]], [[767, 1137]], [[767, 1138]], [[767, 1139]], [[767, 1140]], [[768, 1141]], [[768, 1142]], [[769, 1143]], [[770, 1144]], [[771, 1143]], [[771, 1142]], [[772, 1141]], [[773, 1140]], [[774, 1139]], [[775, 1139]], [[776, 1140]], [[776, 1141]], [[775, 1142]], [[774, 1142]], [[774, 1143]], [[774, 1144]], [[773, 1145]], [[773, 1146]], [[774, 1146]], [[775, 1147]], [[776, 1148]], [[777, 1147]], [[778, 1146]], [[779, 1147]], [[779, 1146]], [[779, 1145]], [[780, 1144]], [[780, 1143]], [[781, 1142]], [[780, 1141]], [[779, 1141]], [[778, 1142]], [[777, 1143]], [[776, 1142]], [[776, 1141]], [[776, 1140]], [[777, 1139]], [[778, 1139]], [[779, 1138]], [[778, 1137]], [[777, 1136]], [[776, 1136]], [[775, 1135]], [[775, 1134]], [[774, 1135]], [[773, 1135]], [[772, 1135]], [[771, 1134]], [[771, 1133]], [[770, 1132]], [[770, 1131]], [[770, 1130]], [[771, 1129]], [[772, 1128]], [[771, 1128]], [[770, 1128]], [[769, 1127]]]",[[]],[]
6,6,"[[[228, 1126]], [[227, 1127]], [[226, 1128]], [[225, 1128]], [[224, 1128]], [[223, 1129]], [[222, 1130]], [[222, 1131]], [[221, 1132]], [[220, 1132]], [[220, 1133]], [[220, 1134]], [[220, 1135]], [[219, 1136]], [[220, 1137]], [[220, 1138]], [[220, 1139]], [[221, 1140]], [[222, 1141]], [[222, 1142]], [[223, 1142]], [[224, 1142]], [[225, 1143]], [[226, 1144]], [[227, 1145]], [[227, 1146]], [[228, 1147]], [[229, 1147]], [[230, 1148]], [[230, 1149]], [[230, 1150]], [[230, 1151]], [[230, 1152]], [[230, 1153]], [[230, 1154]], [[229, 1155]], [[228, 1156]], [[227, 1156]], [[226, 1156]], [[225, 1156]], [[224, 1157]], [[224, 1158]], [[224, 1159]], [[224, 1160]], [[224, 1161]], [[225, 1162]], [[225, 1163]], [[225, 1164]], [[226, 1165]], [[226, 1166]], [[227, 1167]], [[227, 1168]], [[228, 1169]], [[229, 1169]], [[230, 1169]], [[231, 1170]], [[232, 1171]], [[233, 1171]], [[234, 1172]], [[235, 1173]], [[236, 1173]], [[237, 1173]], [[238, 1173]], [[239, 1173]], [[240, 1172]], [[241, 1172]], [[242, 1171]], [[243, 1170]], [[244, 1169]], [[245, 1169]], [[246, 1168]], [[246, 1167]], [[247, 1166]], [[248, 1165]], [[248, 1164]], [[248, 1163]], [[248, 1162]], [[249, 1161]], [[249, 1160]], [[250, 1159]], [[250, 1158]], [[250, 1157]], [[250, 1156]], [[249, 1155]], [[249, 1154]], [[249, 1153]], [[249, 1152]], [[248, 1151]], [[248, 1150]], [[248, 1149]], [[248, 1148]], [[248, 1147]], [[248, 1146]], [[248, 1145]], [[247, 1144]], [[247, 1143]], [[247, 1142]], [[247, 1141]], [[246, 1140]], [[246, 1139]], [[245, 1138]], [[245, 1137]], [[244, 1137]], [[243, 1136]], [[242, 1136]], [[241, 1137]], [[240, 1136]], [[239, 1135]], [[239, 1134]], [[238, 1133]], [[238, 1132]], [[237, 1131]], [[237, 1130]], [[236, 1129]], [[236, 1128]], [[235, 1127]], [[234, 1127]], [[233, 1126]], [[232, 1127]], [[231, 1127]], [[230, 1127]], [[229, 1127]]]","[[], [[[223, 1118], [223, 1119], [222, 1120], [222, 1121], [221, 1122], [220, 1123], [219, 1124], [219, 1125], [219, 1126], [219, 1127], [219, 1128], [219, 1129], [219, 1130], [218, 1131], [219, 1131], [220, 1131], [220, 1130], [220, 1129], [220, 1128], [221, 1127], [221, 1126], [222, 1125], [222, 1124], [222, 1123], [222, 1122], [222, 1121], [223, 1120], [224, 1119], [224, 1118]]], [[[212, 1134], [211, 1135], [210, 1136], [209, 1137], [208, 1138], [208, 1139], [209, 1140], [209, 1141], [210, 1141], [210, 1140], [211, 1139], [211, 1138], [211, 1137], [212, 1136], [213, 1135], [214, 1136], [215, 1137], [215, 1138], [216, 1138], [217, 1138], [217, 1137], [218, 1136], [218, 1135], [218, 1134], [217, 1134], [216, 1135], [215, 1135], [214, 1135], [213, 1134]]]]","[[], 5, 6]"
7,7,"[[[78, 1126]], [[77, 1127]], [[76, 1128]], [[75, 1129]], [[74, 1129]], [[73, 1128]], [[72, 1129]], [[72, 1130]], [[71, 1131]], [[71, 1132]], [[70, 1133]], [[71, 1134]], [[71, 1135]], [[71, 1136]], [[71, 1137]], [[72, 1138]], [[72, 1139]], [[73, 1140]], [[73, 1141]], [[74, 1140]], [[75, 1140]], [[76, 1140]], [[77, 1140]], [[78, 1141]], [[79, 1141]], [[80, 1141]], [[81, 1141]], [[82, 1141]], [[83, 1141]], [[84, 1140]], [[85, 1139]], [[86, 1138]], [[86, 1137]], [[85, 1136]], [[86, 1135]], [[86, 1134]], [[86, 1133]], [[85, 1132]], [[85, 1131]], [[84, 1130]], [[84, 1129]], [[83, 1128]], [[82, 1128]], [[81, 1127]], [[80, 1126]], [[79, 1126]]]","[[], [[[87, 1135], [86, 1136], [87, 1137], [87, 1138], [86, 1139], [85, 1140], [84, 1141], [83, 1142], [82, 1142], [82, 1143], [83, 1143], [84, 1143], [85, 1142], [86, 1142], [87, 1143], [87, 1144], [86, 1145], [85, 1146], [84, 1147], [83, 1147], [83, 1148], [83, 1149], [84, 1149], [85, 1148], [86, 1147], [87, 1147], [88, 1146], [89, 1145], [90, 1145], [90, 1144], [89, 1143], [88, 1143], [87, 1143], [86, 1142], [86, 1141], [86, 1140], [87, 1139], [88, 1139], [88, 1138], [89, 1137], [90, 1137], [91, 1137], [92, 1138], [92, 1139], [92, 1140], [93, 1140], [93, 1139], [93, 1138], [92, 1137], [91, 1136], [90, 1136], [89, 1137], [88, 1138], [87, 1137], [87, 1136]]]]","[[], 7]"
8,8,"[[[26, 1123]], [[26, 1124]], [[25, 1125]], [[24, 1125]], [[23, 1126]], [[22, 1127]], [[22, 1128]], [[22, 1129]], [[22, 1130]], [[23, 1131]], [[24, 1132]], [[24, 1133]], [[24, 1134]], [[25, 1135]], [[25, 1136]], [[26, 1137]], [[26, 1138]], [[27, 1139]], [[28, 1140]], [[29, 1141]], [[30, 1141]], [[31, 1142]], [[32, 1143]], [[33, 1143]], [[34, 1143]], [[35, 1143]], [[36, 1143]], [[37, 1143]], [[38, 1142]], [[39, 1141]], [[39, 1140]], [[39, 1139]], [[39, 1138]], [[39, 1137]], [[39, 1136]], [[38, 1135]], [[37, 1134]], [[37, 1133]], [[36, 1132]], [[36, 1131]], [[35, 1131]], [[34, 1130]], [[33, 1130]], [[32, 1129]], [[32, 1128]], [[31, 1127]], [[31, 1126]], [[30, 1125]], [[30, 1124]], [[29, 1123]], [[28, 1123]], [[27, 1123]]]","[[], [[[40, 1138], [40, 1139], [40, 1140], [40, 1141], [39, 1142], [38, 1143], [38, 1144], [38, 1145], [38, 1146], [38, 1147], [38, 1146], [39, 1145], [40, 1144], [41, 1144], [41, 1143], [42, 1142], [41, 1141], [42, 1140], [43, 1140], [44, 1141], [45, 1141], [45, 1140], [44, 1139], [44, 1138], [43, 1138], [42, 1138], [41, 1138]]]]","[[], 8]"
9,9,"[[[156, 1119]], [[155, 1120]], [[154, 1120]], [[153, 1120]], [[152, 1120]], [[151, 1120]], [[150, 1120]], [[149, 1120]], [[148, 1121]], [[147, 1122]], [[146, 1122]], [[145, 1122]], [[144, 1122]], [[143, 1122]], [[142, 1122]], [[141, 1123]], [[140, 1123]], [[139, 1123]], [[138, 1124]], [[137, 1124]], [[136, 1125]], [[135, 1125]], [[134, 1125]], [[133, 1126]], [[133, 1127]], [[132, 1128]], [[131, 1128]], [[130, 1127]], [[130, 1126]], [[130, 1125]], [[130, 1124]], [[129, 1124]], [[128, 1124]], [[127, 1125]], [[126, 1126]], [[125, 1126]], [[124, 1127]], [[123, 1127]], [[122, 1127]], [[121, 1128]], [[121, 1129]], [[121, 1130]], [[120, 1131]], [[119, 1132]], [[118, 1133]], [[118, 1134]], [[117, 1135]], [[117, 1136]], [[117, 1137]], [[118, 1138]], [[118, 1139]], [[119, 1140]], [[120, 1141]], [[120, 1142]], [[121, 1143]], [[121, 1144]], [[121, 1145]], [[121, 1146]], [[122, 1147]], [[122, 1148]], [[123, 1149]], [[123, 1150]], [[123, 1151]], [[124, 1152]], [[125, 1153]], [[125, 1154]], [[125, 1155]], [[126, 1156]], [[126, 1157]], [[126, 1158]], [[126, 1159]], [[126, 1160]], [[127, 1160]], [[128, 1160]], [[129, 1159]], [[130, 1159]], [[131, 1159]], [[132, 1160]], [[133, 1161]], [[134, 1162]], [[135, 1162]], [[136, 1162]], [[137, 1162]], [[138, 1161]], [[139, 1160]], [[140, 1159]], [[141, 1158]], [[142, 1158]], [[142, 1157]], [[142, 1156]], [[143, 1155]], [[144, 1155]], [[145, 1155]], [[146, 1156]], [[147, 1157]], [[148, 1157]], [[149, 1158]], [[150, 1157]], [[151, 1156]], [[152, 1155]], [[153, 1155]], [[154, 1155]], [[155, 1154]], [[156, 1154]], [[157, 1153]], [[158, 1153]], [[159, 1153]], [[160, 1152]], [[160, 1151]], [[161, 1150]], [[161, 1149]], [[162, 1148]], [[163, 1147]], [[163, 1146]], [[163, 1145]], [[164, 1144]], [[165, 1143]], [[166, 1142]], [[166, 1141]], [[167, 1140]], [[168, 1139]], [[169, 1139]], [[169, 1138]], [[170, 1137]], [[170, 1136]], [[170, 1135]], [[170, 1134]], [[170, 1133]], [[170, 1132]], [[170, 1131]], [[170, 1130]], [[169, 1129]], [[169, 1128]], [[168, 1127]], [[167, 1126]], [[167, 1125]], [[166, 1124]], [[165, 1123]], [[164, 1122]], [[163, 1122]], [[162, 1121]], [[161, 1121]], [[160, 1120]], [[159, 1120]], [[158, 1120]], [[157, 1120]]]","[[], [[[172, 1136], [171, 1137], [170, 1138], [170, 1139], [169, 1140], [168, 1140], [167, 1141], [167, 1142], [167, 1143], [168, 1142], [169, 1143], [170, 1144], [169, 1145], [170, 1146], [171, 1145], [171, 1144], [172, 1143], [172, 1142], [173, 1141], [174, 1140], [175, 1139], [176, 1139], [176, 1138], [175, 1137], [174, 1137], [173, 1136]]], [[[162, 1118], [161, 1119], [160, 1119], [159, 1119], [160, 1119], [161, 1119], [162, 1120], [163, 1121], [164, 1121], [165, 1122], [166, 1123], [167, 1124], [168, 1125], [168, 1126], [169, 1127], [170, 1128], [170, 1129], [171, 1130], [171, 1131], [172, 1131], [173, 1131], [173, 1130], [174, 1129], [174, 1128], [173, 1129], [172, 1129], [171, 1128], [170, 1127], [169, 1126], [169, 1125], [168, 1125], [167, 1124], [167, 1123], [167, 1122], [168, 1121], [169, 1121], [170, 1121], [169, 1120], [168, 1119], [167, 1119], [166, 1120], [165, 1121], [164, 1121], [163, 1120], [163, 1119]]]]","[[], 9, 10]"
