,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[611, 1165]], [[610, 1166]], [[609, 1166]], [[608, 1166]], [[607, 1166]], [[606, 1166]], [[605, 1167]], [[604, 1167]], [[603, 1168]], [[602, 1168]], [[601, 1168]], [[600, 1169]], [[600, 1170]], [[600, 1171]], [[600, 1172]], [[600, 1173]], [[600, 1174]], [[601, 1175]], [[602, 1176]], [[603, 1177]], [[603, 1178]], [[604, 1178]], [[605, 1178]], [[606, 1178]], [[607, 1177]], [[608, 1177]], [[609, 1178]], [[610, 1178]], [[611, 1178]], [[612, 1178]], [[613, 1177]], [[614, 1177]], [[615, 1177]], [[616, 1176]], [[617, 1176]], [[618, 1177]], [[619, 1177]], [[620, 1177]], [[621, 1177]], [[622, 1177]], [[623, 1177]], [[624, 1177]], [[625, 1177]], [[626, 1177]], [[627, 1177]], [[628, 1176]], [[629, 1175]], [[630, 1174]], [[630, 1173]], [[630, 1172]], [[630, 1171]], [[630, 1170]], [[629, 1169]], [[628, 1168]], [[628, 1167]], [[627, 1167]], [[626, 1166]], [[625, 1166]], [[624, 1166]], [[623, 1166]], [[622, 1166]], [[621, 1165]], [[620, 1165]], [[619, 1165]], [[618, 1165]], [[617, 1165]], [[616, 1165]], [[615, 1165]], [[614, 1165]], [[613, 1165]], [[612, 1165]]]",[[]],[]
1,1,"[[[619, 1138]], [[618, 1139]], [[617, 1139]], [[616, 1139]], [[615, 1139]], [[615, 1140]], [[614, 1141]], [[613, 1142]], [[612, 1143]], [[612, 1144]], [[611, 1145]], [[611, 1146]], [[611, 1147]], [[611, 1148]], [[611, 1149]], [[611, 1150]], [[612, 1151]], [[613, 1152]], [[614, 1153]], [[615, 1154]], [[615, 1155]], [[615, 1156]], [[616, 1157]], [[617, 1158]], [[617, 1159]], [[618, 1160]], [[619, 1161]], [[620, 1161]], [[621, 1161]], [[622, 1161]], [[623, 1161]], [[624, 1161]], [[625, 1161]], [[626, 1162]], [[627, 1162]], [[628, 1162]], [[629, 1162]], [[630, 1163]], [[631, 1164]], [[632, 1163]], [[633, 1162]], [[634, 1161]], [[635, 1161]], [[636, 1162]], [[637, 1162]], [[637, 1161]], [[636, 1160]], [[636, 1159]], [[635, 1158]], [[634, 1157]], [[634, 1156]], [[634, 1155]], [[634, 1154]], [[633, 1154]], [[632, 1153]], [[632, 1152]], [[632, 1151]], [[631, 1150]], [[631, 1149]], [[631, 1148]], [[630, 1147]], [[629, 1146]], [[628, 1145]], [[628, 1144]], [[628, 1143]], [[627, 1143]], [[626, 1143]], [[625, 1142]], [[624, 1141]], [[623, 1140]], [[622, 1140]], [[621, 1139]], [[620, 1139]]]",[[]],[]
2,2,"[[[301, 1135]], [[300, 1136]], [[300, 1137]], [[299, 1138]], [[298, 1138]], [[298, 1139]], [[297, 1140]], [[296, 1140]], [[295, 1141]], [[294, 1142]], [[294, 1143]], [[294, 1144]], [[294, 1145]], [[295, 1146]], [[295, 1147]], [[295, 1148]], [[296, 1149]], [[296, 1150]], [[297, 1151]], [[297, 1152]], [[298, 1153]], [[299, 1154]], [[300, 1154]], [[301, 1155]], [[302, 1154]], [[303, 1154]], [[304, 1154]], [[305, 1154]], [[306, 1154]], [[307, 1154]], [[308, 1153]], [[309, 1153]], [[310, 1152]], [[311, 1152]], [[312, 1152]], [[313, 1151]], [[313, 1150]], [[314, 1149]], [[315, 1148]], [[316, 1148]], [[316, 1147]], [[316, 1146]], [[316, 1145]], [[315, 1144]], [[315, 1143]], [[314, 1142]], [[313, 1141]], [[313, 1140]], [[312, 1139]], [[311, 1138]], [[310, 1138]], [[309, 1137]], [[308, 1136]], [[307, 1136]], [[306, 1136]], [[305, 1136]], [[304, 1135]], [[303, 1135]], [[302, 1135]]]","[[[[303, 1126], [303, 1127], [303, 1128], [302, 1129], [301, 1130], [300, 1130], [299, 1130], [299, 1131], [299, 1132], [299, 1133], [299, 1134], [300, 1134], [301, 1133], [301, 1132], [302, 1131], [303, 1132], [304, 1133], [305, 1132], [305, 1131], [304, 1130], [305, 1129], [306, 1128], [307, 1129], [307, 1128], [306, 1127], [305, 1126], [304, 1126]]], []]","[0, []]"
3,3,"[[[257, 1131]], [[257, 1132]], [[257, 1133]], [[256, 1134]], [[256, 1135]], [[257, 1136]], [[257, 1137]], [[257, 1138]], [[257, 1139]], [[258, 1140]], [[259, 1141]], [[260, 1141]], [[261, 1142]], [[262, 1142]], [[263, 1141]], [[264, 1141]], [[264, 1140]], [[264, 1139]], [[265, 1138]], [[266, 1137]], [[267, 1136]], [[268, 1136]], [[269, 1135]], [[269, 1134]], [[268, 1133]], [[267, 1132]], [[266, 1133]], [[265, 1133]], [[264, 1133]], [[263, 1134]], [[262, 1134]], [[261, 1134]], [[260, 1134]], [[259, 1134]], [[258, 1133]], [[258, 1132]], [[258, 1131]]]",[[]],[]
4,4,"[[[34, 1125]], [[33, 1126]], [[32, 1126]], [[32, 1127]], [[32, 1128]], [[32, 1129]], [[32, 1130]], [[32, 1131]], [[32, 1132]], [[32, 1133]], [[32, 1134]], [[31, 1135]], [[31, 1136]], [[30, 1137]], [[30, 1138]], [[31, 1139]], [[31, 1140]], [[32, 1141]], [[33, 1142]], [[33, 1143]], [[34, 1144]], [[34, 1145]], [[34, 1146]], [[35, 1147]], [[35, 1148]], [[36, 1149]], [[37, 1150]], [[37, 1151]], [[38, 1151]], [[39, 1151]], [[40, 1152]], [[41, 1152]], [[42, 1153]], [[43, 1153]], [[44, 1152]], [[45, 1151]], [[46, 1151]], [[47, 1151]], [[48, 1150]], [[48, 1149]], [[49, 1148]], [[50, 1148]], [[50, 1147]], [[50, 1146]], [[50, 1145]], [[51, 1144]], [[52, 1144]], [[52, 1143]], [[52, 1142]], [[52, 1141]], [[52, 1140]], [[52, 1139]], [[51, 1138]], [[51, 1137]], [[51, 1136]], [[51, 1135]], [[51, 1134]], [[50, 1133]], [[49, 1132]], [[48, 1131]], [[48, 1130]], [[48, 1129]], [[47, 1128]], [[47, 1127]], [[46, 1126]], [[45, 1125]], [[44, 1125]], [[43, 1125]], [[42, 1125]], [[41, 1125]], [[40, 1125]], [[39, 1125]], [[38, 1125]], [[37, 1125]], [[36, 1125]], [[35, 1125]]]","[[], [[[78, 1132], [79, 1133], [78, 1134], [78, 1135], [77, 1136], [76, 1137], [75, 1138], [74, 1139], [74, 1140], [73, 1141], [72, 1142], [71, 1142], [70, 1142], [70, 1143], [70, 1144], [69, 1145], [68, 1146], [67, 1147], [66, 1147], [65, 1147], [64, 1147], [63, 1147], [62, 1148], [61, 1148], [60, 1148], [59, 1147], [59, 1146], [58, 1145], [58, 1144], [59, 1143], [60, 1142], [60, 1141], [61, 1140], [61, 1139], [60, 1139], [59, 1139], [58, 1140], [58, 1141], [57, 1142], [56, 1143], [55, 1143], [54, 1144], [53, 1144], [52, 1145], [51, 1145], [51, 1146], [52, 1147], [52, 1148], [51, 1149], [50, 1149], [50, 1150], [51, 1149], [52, 1148], [53, 1147], [54, 1146], [55, 1146], [56, 1146], [57, 1147], [57, 1148], [57, 1149], [57, 1150], [57, 1151], [56, 1152], [55, 1153], [55, 1154], [54, 1155], [53, 1156], [52, 1156], [51, 1155], [50, 1156], [49, 1156], [48, 1157], [47, 1158], [46, 1158], [45, 1158], [44, 1158], [43, 1159], [43, 1160], [43, 1161], [44, 1162], [44, 1163], [43, 1164], [42, 1165], [41, 1166], [40, 1167], [39, 1168], [38, 1168], [39, 1168], [40, 1168], [41, 1169], [41, 1170], [41, 1171], [40, 1172], [40, 1173], [40, 1174], [41, 1174], [42, 1174], [43, 1173], [44, 1174], [44, 1175], [43, 1176], [43, 1177], [43, 1178], [43, 1179], [44, 1179], [45, 1180], [46, 1181], [46, 1182], [47, 1182], [48, 1182], [49, 1182], [50, 1181], [51, 1181], [52, 1180], [53, 1179], [54, 1178], [55, 1178], [56, 1178], [57, 1178], [58, 1178], [59, 1179], [59, 1178], [59, 1177], [59, 1176], [59, 1175], [58, 1174], [58, 1173], [57, 1172], [56, 1172], [55, 1172], [54, 1172], [53, 1172], [52, 1171], [53, 1170], [53, 1169], [53, 1168], [53, 1167], [54, 1166], [55, 1166], [55, 1165], [56, 1164], [57, 1163], [58, 1162], [59, 1161], [60, 1162], [61, 1162], [62, 1162], [63, 1162], [64, 1163], [65, 1162], [66, 1162], [67, 1161], [68, 1160], [69, 1160], [70, 1161], [70, 1160], [71, 1159], [72, 1159], [73, 1159], [73, 1158], [74, 1157], [74, 1156], [75, 1155], [76, 1154], [77, 1154], [78, 1154], [79, 1154], [80, 1154], [81, 1155], [82, 1155], [83, 1155], [83, 1154], [83, 1153], [84, 1152], [83, 1151], [82, 1151], [81, 1152], [80, 1152], [79, 1152], [78, 1152], [77, 1152], [76, 1152], [75, 1152], [74, 1152], [73, 1151], [73, 1150], [74, 1149], [74, 1148], [74, 1147], [73, 1146], [74, 1145], [75, 1144], [76, 1143], [77, 1142], [77, 1141], [77, 1140], [78, 1139], [79, 1139], [80, 1140], [80, 1141], [79, 1142], [80, 1142], [81, 1142], [82, 1142], [83, 1141], [84, 1140], [85, 1140], [86, 1140], [87, 1141], [87, 1142], [88, 1141], [89, 1141], [90, 1141], [91, 1142], [92, 1142], [93, 1143], [93, 1144], [93, 1145], [92, 1146], [93, 1146], [94, 1146], [95, 1145], [96, 1145], [97, 1146], [98, 1146], [99, 1146], [100, 1146], [101, 1146], [102, 1145], [103, 1145], [104, 1146], [105, 1147], [106, 1147], [107, 1148], [108, 1147], [108, 1146], [109, 1145], [109, 1144], [109, 1143], [108, 1142], [107, 1143], [106, 1144], [105, 1144], [104, 1144], [103, 1143], [102, 1142], [101, 1142], [100, 1142], [99, 1142], [98, 1141], [97, 1141], [96, 1141], [95, 1142], [94, 1142], [93, 1141], [92, 1141], [91, 1141], [90, 1140], [89, 1140], [88, 1139], [88, 1138], [88, 1137], [89, 1136], [89, 1135], [89, 1134], [88, 1134], [87, 1135], [86, 1136], [85, 1137], [84, 1137], [83, 1137], [82, 1136], [81, 1135], [80, 1134], [79, 1133]]]]","[[], 1]"
5,5,"[[[24, 1123]], [[23, 1124]], [[22, 1124]], [[21, 1124]], [[20, 1124]], [[19, 1124]], [[18, 1124]], [[19, 1125]], [[19, 1126]], [[19, 1127]], [[19, 1128]], [[19, 1129]], [[19, 1130]], [[20, 1131]], [[21, 1132]], [[22, 1133]], [[22, 1134]], [[23, 1134]], [[24, 1134]], [[25, 1134]], [[26, 1134]], [[27, 1134]], [[28, 1133]], [[29, 1132]], [[28, 1131]], [[28, 1130]], [[28, 1129]], [[28, 1128]], [[28, 1127]], [[28, 1126]], [[28, 1125]], [[28, 1124]], [[27, 1123]], [[26, 1123]], [[25, 1123]]]",[[]],[]
6,6,"[[[138, 1119]], [[137, 1120]], [[136, 1120]], [[136, 1121]], [[135, 1122]], [[134, 1122]], [[133, 1122]], [[132, 1122]], [[131, 1121]], [[130, 1121]], [[129, 1121]], [[128, 1121]], [[127, 1121]], [[126, 1121]], [[125, 1121]], [[124, 1121]], [[123, 1122]], [[123, 1123]], [[122, 1124]], [[121, 1124]], [[120, 1125]], [[120, 1126]], [[120, 1127]], [[120, 1128]], [[120, 1129]], [[120, 1130]], [[121, 1131]], [[121, 1132]], [[122, 1132]], [[123, 1133]], [[123, 1134]], [[124, 1135]], [[124, 1136]], [[125, 1137]], [[125, 1138]], [[125, 1139]], [[126, 1139]], [[127, 1140]], [[128, 1140]], [[129, 1141]], [[129, 1142]], [[130, 1143]], [[131, 1144]], [[132, 1144]], [[133, 1145]], [[134, 1145]], [[135, 1146]], [[136, 1147]], [[136, 1148]], [[137, 1149]], [[138, 1149]], [[139, 1149]], [[140, 1149]], [[141, 1149]], [[142, 1150]], [[143, 1150]], [[144, 1149]], [[145, 1149]], [[146, 1149]], [[147, 1148]], [[147, 1147]], [[148, 1146]], [[149, 1145]], [[150, 1144]], [[151, 1144]], [[152, 1143]], [[153, 1143]], [[154, 1143]], [[154, 1142]], [[155, 1141]], [[155, 1140]], [[154, 1139]], [[154, 1138]], [[154, 1137]], [[155, 1136]], [[156, 1135]], [[156, 1134]], [[156, 1133]], [[156, 1132]], [[156, 1131]], [[157, 1130]], [[156, 1129]], [[156, 1128]], [[156, 1127]], [[155, 1126]], [[155, 1125]], [[154, 1124]], [[154, 1123]], [[153, 1123]], [[152, 1123]], [[151, 1122]], [[150, 1121]], [[149, 1120]], [[148, 1120]], [[147, 1120]], [[146, 1120]], [[145, 1121]], [[144, 1122]], [[143, 1122]], [[142, 1122]], [[141, 1121]], [[141, 1120]], [[140, 1120]], [[139, 1120]]]",[[]],[]
7,7,"[[[527, 1112]], [[526, 1113]], [[525, 1113]], [[524, 1113]], [[523, 1113]], [[522, 1113]], [[521, 1113]], [[520, 1113]], [[519, 1113]], [[518, 1113]], [[517, 1114]], [[516, 1114]], [[515, 1114]], [[514, 1115]], [[513, 1116]], [[512, 1117]], [[512, 1118]], [[512, 1119]], [[511, 1120]], [[510, 1121]], [[509, 1120]], [[508, 1120]], [[507, 1120]], [[506, 1120]], [[505, 1120]], [[504, 1120]], [[503, 1121]], [[503, 1122]], [[502, 1123]], [[501, 1124]], [[501, 1125]], [[501, 1126]], [[501, 1127]], [[501, 1128]], [[501, 1129]], [[501, 1130]], [[501, 1131]], [[501, 1132]], [[501, 1133]], [[500, 1134]], [[500, 1135]], [[500, 1136]], [[500, 1137]], [[500, 1138]], [[500, 1139]], [[500, 1140]], [[500, 1141]], [[500, 1142]], [[500, 1143]], [[499, 1144]], [[498, 1144]], [[497, 1144]], [[496, 1145]], [[495, 1146]], [[494, 1146]], [[493, 1147]], [[492, 1147]], [[492, 1148]], [[492, 1149]], [[492, 1150]], [[492, 1151]], [[492, 1152]], [[492, 1153]], [[492, 1154]], [[492, 1155]], [[492, 1156]], [[492, 1157]], [[492, 1158]], [[493, 1159]], [[493, 1160]], [[494, 1161]], [[494, 1162]], [[494, 1163]], [[495, 1164]], [[496, 1165]], [[497, 1165]], [[498, 1166]], [[499, 1167]], [[500, 1167]], [[501, 1167]], [[502, 1167]], [[503, 1168]], [[504, 1169]], [[505, 1170]], [[506, 1170]], [[507, 1170]], [[508, 1169]], [[509, 1169]], [[510, 1169]], [[510, 1168]], [[510, 1167]], [[510, 1166]], [[511, 1165]], [[512, 1165]], [[513, 1164]], [[514, 1163]], [[515, 1164]], [[515, 1165]], [[514, 1166]], [[514, 1167]], [[514, 1168]], [[514, 1169]], [[514, 1170]], [[514, 1171]], [[515, 1172]], [[515, 1173]], [[516, 1174]], [[517, 1175]], [[518, 1175]], [[519, 1175]], [[520, 1175]], [[521, 1175]], [[522, 1175]], [[523, 1174]], [[524, 1175]], [[525, 1174]], [[526, 1174]], [[527, 1174]], [[528, 1174]], [[529, 1173]], [[530, 1173]], [[531, 1172]], [[532, 1171]], [[533, 1171]], [[534, 1170]], [[535, 1169]], [[536, 1169]], [[537, 1168]], [[538, 1168]], [[539, 1167]], [[540, 1166]], [[541, 1165]], [[542, 1164]], [[543, 1163]], [[543, 1162]], [[544, 1161]], [[545, 1160]], [[545, 1159]], [[545, 1158]], [[546, 1157]], [[546, 1156]], [[546, 1155]], [[546, 1154]], [[546, 1153]], [[546, 1152]], [[546, 1151]], [[546, 1150]], [[546, 1149]], [[546, 1148]], [[546, 1147]], [[546, 1146]], [[546, 1145]], [[546, 1144]], [[546, 1143]], [[545, 1142]], [[544, 1141]], [[544, 1140]], [[544, 1139]], [[543, 1138]], [[542, 1137]], [[542, 1136]], [[541, 1135]], [[541, 1134]], [[540, 1134]], [[539, 1134]], [[538, 1135]], [[537, 1135]], [[536, 1135]], [[535, 1135]], [[534, 1135]], [[533, 1134]], [[533, 1133]], [[534, 1132]], [[535, 1132]], [[535, 1131]], [[535, 1130]], [[535, 1129]], [[535, 1128]], [[535, 1127]], [[535, 1126]], [[535, 1125]], [[535, 1124]], [[535, 1123]], [[535, 1122]], [[535, 1121]], [[535, 1120]], [[535, 1119]], [[535, 1118]], [[534, 1117]], [[534, 1116]], [[533, 1116]], [[532, 1115]], [[531, 1114]], [[530, 1113]], [[529, 1113]], [[528, 1112]]]","[[[[518, 1110], [517, 1111], [516, 1111], [515, 1112], [514, 1112], [513, 1113], [512, 1113], [511, 1113], [511, 1114], [511, 1115], [510, 1116], [509, 1116], [508, 1115], [508, 1114], [507, 1113], [506, 1113], [505, 1113], [504, 1112], [504, 1113], [504, 1114], [504, 1115], [505, 1115], [506, 1115], [507, 1116], [508, 1117], [507, 1118], [507, 1119], [508, 1119], [509, 1119], [510, 1118], [511, 1118], [511, 1117], [512, 1116], [513, 1115], [514, 1114], [515, 1113], [516, 1112], [517, 1112], [518, 1112], [519, 1112], [520, 1112], [521, 1111], [522, 1112], [521, 1111], [520, 1111], [519, 1110]]], [[[490, 1116], [489, 1117], [489, 1118], [489, 1119], [489, 1120], [489, 1121], [490, 1120], [491, 1120], [492, 1121], [492, 1122], [492, 1123], [492, 1124], [492, 1125], [493, 1126], [492, 1127], [491, 1128], [490, 1129], [490, 1130], [489, 1131], [488, 1130], [487, 1130], [486, 1130], [486, 1131], [485, 1132], [486, 1133], [485, 1134], [484, 1134], [484, 1135], [484, 1136], [483, 1137], [482, 1138], [481, 1138], [481, 1139], [481, 1140], [481, 1141], [482, 1141], [483, 1142], [484, 1142], [485, 1142], [486, 1143], [487, 1143], [486, 1143], [485, 1142], [485, 1141], [485, 1140], [486, 1139], [487, 1138], [486, 1138], [485, 1137], [485, 1136], [486, 1135], [486, 1134], [487, 1133], [488, 1134], [489, 1134], [488, 1133], [489, 1132], [490, 1131], [491, 1130], [492, 1129], [493, 1130], [494, 1131], [495, 1131], [496, 1131], [497, 1131], [498, 1131], [499, 1131], [500, 1130], [499, 1129], [499, 1128], [499, 1127], [498, 1127], [497, 1127], [496, 1127], [495, 1126], [495, 1125], [495, 1124], [496, 1123], [496, 1122], [496, 1121], [495, 1121], [494, 1120], [493, 1119], [492, 1118], [491, 1117]]], [], [[[539, 1117], [538, 1118], [537, 1118], [536, 1118], [536, 1119], [536, 1120], [536, 1121], [536, 1122], [536, 1123], [536, 1124], [536, 1125], [536, 1126], [536, 1127], [536, 1128], [537, 1128], [538, 1129], [539, 1129], [540, 1130], [541, 1131], [542, 1132], [543, 1131], [544, 1130], [545, 1130], [546, 1129], [547, 1128], [548, 1127], [549, 1126], [550, 1125], [551, 1125], [552, 1125], [553, 1125], [554, 1125], [555, 1125], [556, 1125], [557, 1126], [558, 1127], [559, 1128], [560, 1129], [560, 1130], [559, 1131], [560, 1132], [560, 1133], [561, 1134], [561, 1135], [561, 1136], [561, 1137], [561, 1138], [560, 1139], [560, 1140], [561, 1140], [562, 1140], [563, 1140], [564, 1140], [563, 1139], [563, 1138], [564, 1137], [565, 1136], [565, 1135], [564, 1135], [563, 1134], [562, 1134], [561, 1133], [561, 1132], [561, 1131], [560, 1130], [560, 1129], [560, 1128], [561, 1127], [561, 1126], [562, 1125], [563, 1125], [564, 1125], [565, 1125], [566, 1126], [567, 1127], [568, 1128], [569, 1128], [570, 1129], [571, 1129], [572, 1129], [572, 1128], [571, 1128], [570, 1127], [570, 1126], [570, 1125], [569, 1124], [570, 1123], [570, 1122], [571, 1121], [572, 1121], [573, 1121], [574, 1120], [575, 1120], [575, 1119], [575, 1118], [574, 1118], [573, 1119], [572, 1119], [571, 1119], [570, 1120], [570, 1121], [569, 1122], [568, 1122], [567, 1122], [566, 1122], [565, 1122], [564, 1122], [563, 1122], [562, 1122], [561, 1122], [560, 1123], [559, 1124], [558, 1124], [557, 1124], [556, 1123], [555, 1122], [554, 1122], [553, 1122], [552, 1122], [551, 1122], [550, 1123], [549, 1123], [548, 1123], [547, 1123], [546, 1122], [545, 1121], [544, 1121], [543, 1120], [542, 1119], [541, 1118], [541, 1117], [540, 1117]]]]","[2, 3, [], 4]"
8,8,"[[[441, 1107]], [[440, 1108]], [[439, 1108]], [[438, 1109]], [[437, 1109]], [[436, 1109]], [[436, 1110]], [[435, 1111]], [[434, 1112]], [[433, 1113]], [[433, 1114]], [[432, 1115]], [[431, 1116]], [[430, 1117]], [[430, 1118]], [[430, 1119]], [[430, 1120]], [[430, 1121]], [[430, 1122]], [[430, 1123]], [[431, 1124]], [[431, 1125]], [[431, 1126]], [[432, 1127]], [[433, 1128]], [[434, 1129]], [[435, 1130]], [[435, 1131]], [[436, 1130]], [[437, 1130]], [[438, 1130]], [[439, 1130]], [[440, 1131]], [[440, 1132]], [[441, 1132]], [[442, 1133]], [[443, 1133]], [[444, 1133]], [[445, 1132]], [[446, 1131]], [[446, 1130]], [[446, 1129]], [[447, 1128]], [[447, 1127]], [[447, 1126]], [[448, 1125]], [[448, 1124]], [[448, 1123]], [[448, 1122]], [[448, 1121]], [[448, 1120]], [[448, 1119]], [[448, 1118]], [[448, 1117]], [[448, 1116]], [[448, 1115]], [[448, 1114]], [[448, 1113]], [[447, 1112]], [[447, 1111]], [[447, 1110]], [[446, 1109]], [[445, 1108]], [[444, 1108]], [[443, 1108]], [[442, 1108]]]",[[]],[]
9,9,"[[[791, 1098]], [[790, 1099]], [[789, 1100]], [[788, 1101]], [[787, 1102]], [[787, 1103]], [[787, 1104]], [[787, 1105]], [[786, 1106]], [[785, 1107]], [[785, 1108]], [[786, 1109]], [[786, 1110]], [[787, 1111]], [[787, 1112]], [[788, 1113]], [[789, 1114]], [[790, 1114]], [[791, 1115]], [[791, 1116]], [[792, 1117]], [[793, 1117]], [[794, 1117]], [[795, 1117]], [[796, 1118]], [[797, 1118]], [[798, 1119]], [[799, 1120]], [[799, 1121]], [[799, 1122]], [[798, 1123]], [[798, 1124]], [[798, 1125]], [[799, 1126]], [[799, 1127]], [[800, 1128]], [[801, 1129]], [[802, 1129]], [[803, 1130]], [[804, 1131]], [[805, 1131]], [[806, 1131]], [[807, 1131]], [[808, 1131]], [[809, 1132]], [[810, 1133]], [[809, 1134]], [[808, 1135]], [[808, 1136]], [[808, 1137]], [[808, 1138]], [[808, 1139]], [[809, 1140]], [[809, 1141]], [[810, 1142]], [[810, 1143]], [[811, 1144]], [[811, 1145]], [[811, 1146]], [[812, 1147]], [[812, 1148]], [[813, 1148]], [[814, 1148]], [[815, 1148]], [[816, 1148]], [[817, 1148]], [[818, 1147]], [[818, 1146]], [[818, 1145]], [[817, 1144]], [[816, 1143]], [[816, 1142]], [[816, 1141]], [[816, 1140]], [[816, 1139]], [[816, 1138]], [[816, 1137]], [[815, 1137]], [[814, 1136]], [[813, 1135]], [[812, 1135]], [[811, 1134]], [[810, 1133]], [[811, 1132]], [[812, 1131]], [[813, 1131]], [[814, 1130]], [[815, 1131]], [[816, 1132]], [[817, 1133]], [[818, 1133]], [[819, 1133]], [[820, 1134]], [[821, 1133]], [[822, 1133]], [[823, 1132]], [[824, 1131]], [[824, 1130]], [[824, 1129]], [[825, 1128]], [[825, 1127]], [[825, 1126]], [[825, 1125]], [[824, 1124]], [[824, 1123]], [[824, 1122]], [[824, 1121]], [[824, 1120]], [[823, 1119]], [[822, 1118]], [[821, 1117]], [[820, 1116]], [[820, 1115]], [[819, 1114]], [[818, 1113]], [[818, 1112]], [[817, 1111]], [[816, 1111]], [[815, 1111]], [[814, 1111]], [[813, 1110]], [[812, 1110]], [[811, 1110]], [[810, 1109]], [[810, 1108]], [[810, 1107]], [[810, 1106]], [[810, 1105]], [[810, 1104]], [[810, 1103]], [[809, 1102]], [[808, 1101]], [[808, 1100]], [[807, 1100]], [[806, 1099]], [[805, 1099]], [[804, 1099]], [[803, 1099]], [[802, 1098]], [[801, 1098]], [[800, 1098]], [[799, 1098]], [[798, 1098]], [[797, 1098]], [[796, 1098]], [[795, 1098]], [[794, 1098]], [[793, 1098]], [[792, 1098]]]","[[], [[[789, 1116], [789, 1117], [790, 1118], [790, 1119], [789, 1120], [788, 1120], [789, 1120], [790, 1120], [791, 1120], [792, 1121], [792, 1122], [792, 1123], [792, 1124], [792, 1125], [792, 1126], [791, 1127], [791, 1128], [791, 1129], [791, 1130], [791, 1131], [791, 1130], [792, 1129], [792, 1128], [793, 1127], [794, 1126], [795, 1126], [796, 1127], [796, 1128], [797, 1129], [798, 1130], [799, 1131], [799, 1132], [800, 1133], [801, 1133], [802, 1133], [802, 1132], [801, 1131], [800, 1130], [799, 1130], [798, 1129], [797, 1128], [797, 1127], [797, 1126], [797, 1125], [797, 1124], [797, 1123], [797, 1122], [797, 1121], [797, 1120], [796, 1119], [795, 1119], [794, 1119], [793, 1119], [792, 1118], [791, 1118], [790, 1117], [790, 1116]]]]","[[], 5]"
