,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[131, 1152]], [[130, 1153]], [[129, 1153]], [[128, 1154]], [[128, 1155]], [[127, 1156]], [[126, 1156]], [[125, 1157]], [[124, 1157]], [[123, 1158]], [[122, 1158]], [[121, 1159]], [[120, 1159]], [[119, 1159]], [[118, 1160]], [[117, 1160]], [[116, 1160]], [[115, 1161]], [[114, 1162]], [[113, 1162]], [[112, 1162]], [[111, 1163]], [[110, 1163]], [[109, 1164]], [[108, 1164]], [[107, 1164]], [[106, 1164]], [[105, 1164]], [[104, 1165]], [[103, 1165]], [[103, 1166]], [[102, 1167]], [[101, 1168]], [[100, 1167]], [[100, 1166]], [[99, 1166]], [[98, 1167]], [[97, 1168]], [[96, 1169]], [[96, 1170]], [[95, 1171]], [[94, 1171]], [[93, 1171]], [[92, 1171]], [[91, 1172]], [[90, 1173]], [[89, 1173]], [[88, 1173]], [[87, 1174]], [[87, 1175]], [[87, 1176]], [[88, 1177]], [[88, 1178]], [[89, 1178]], [[90, 1179]], [[91, 1179]], [[92, 1179]], [[93, 1180]], [[94, 1180]], [[95, 1180]], [[96, 1180]], [[97, 1179]], [[98, 1179]], [[99, 1180]], [[100, 1181]], [[100, 1182]], [[101, 1182]], [[102, 1183]], [[103, 1183]], [[104, 1183]], [[105, 1184]], [[106, 1184]], [[107, 1184]], [[108, 1184]], [[109, 1184]], [[110, 1184]], [[111, 1184]], [[112, 1184]], [[113, 1185]], [[114, 1185]], [[115, 1185]], [[116, 1184]], [[117, 1185]], [[118, 1185]], [[119, 1185]], [[120, 1184]], [[121, 1184]], [[122, 1183]], [[123, 1182]], [[124, 1181]], [[125, 1180]], [[126, 1180]], [[127, 1179]], [[128, 1179]], [[129, 1178]], [[130, 1177]], [[131, 1176]], [[132, 1175]], [[133, 1175]], [[134, 1174]], [[135, 1174]], [[136, 1173]], [[137, 1173]], [[138, 1173]], [[139, 1172]], [[139, 1171]], [[140, 1170]], [[140, 1169]], [[141, 1168]], [[142, 1167]], [[142, 1166]], [[142, 1165]], [[142, 1164]], [[142, 1163]], [[142, 1162]], [[141, 1161]], [[141, 1160]], [[141, 1159]], [[140, 1159]], [[139, 1158]], [[139, 1157]], [[138, 1156]], [[137, 1155]], [[136, 1154]], [[136, 1153]], [[135, 1152]], [[134, 1152]], [[133, 1152]], [[132, 1152]]]","[[], [[[97, 1180], [97, 1181], [97, 1182], [97, 1183], [96, 1184], [95, 1185], [94, 1186], [93, 1186], [92, 1186], [91, 1186], [90, 1187], [90, 1188], [90, 1189], [91, 1189], [92, 1188], [93, 1187], [94, 1187], [95, 1187], [96, 1186], [97, 1186], [98, 1186], [99, 1186], [100, 1185], [100, 1184], [100, 1183], [99, 1182], [98, 1181], [98, 1180]]], [[[103, 1185], [103, 1186], [104, 1186], [105, 1187], [106, 1188], [107, 1188], [108, 1188], [109, 1188], [110, 1187], [111, 1187], [112, 1188], [112, 1189], [113, 1189], [114, 1189], [114, 1188], [114, 1187], [114, 1186], [113, 1186], [112, 1187], [111, 1186], [110, 1186], [109, 1186], [108, 1186], [107, 1186], [106, 1186], [105, 1185], [104, 1185]]], [[[137, 1154], [138, 1155], [139, 1156], [140, 1157], [140, 1158], [141, 1158], [142, 1159], [143, 1160], [143, 1161], [143, 1162], [143, 1163], [143, 1164], [144, 1165], [144, 1164], [144, 1163], [144, 1162], [144, 1161], [143, 1160], [142, 1159], [142, 1158], [142, 1157], [142, 1156], [142, 1155], [142, 1154], [141, 1155], [140, 1154], [139, 1154], [138, 1154]]]]","[[], 0, 1, 2]"
1,1,"[[[561, 1150]], [[560, 1151]], [[559, 1151]], [[558, 1151]], [[557, 1152]], [[556, 1152]], [[556, 1153]], [[555, 1154]], [[554, 1154]], [[553, 1154]], [[552, 1154]], [[551, 1154]], [[550, 1154]], [[550, 1155]], [[550, 1156]], [[550, 1157]], [[550, 1158]], [[551, 1158]], [[552, 1159]], [[553, 1159]], [[554, 1159]], [[555, 1160]], [[556, 1159]], [[557, 1158]], [[558, 1157]], [[559, 1158]], [[560, 1157]], [[561, 1156]], [[561, 1155]], [[562, 1154]], [[561, 1153]], [[561, 1152]], [[561, 1151]]]","[[[[553, 1148], [554, 1149], [554, 1150], [553, 1151], [552, 1151], [551, 1151], [550, 1152], [550, 1153], [551, 1153], [552, 1153], [553, 1153], [554, 1153], [555, 1153], [555, 1152], [555, 1151], [556, 1150], [557, 1150], [558, 1150], [559, 1150], [560, 1150], [561, 1149], [562, 1150], [562, 1151], [563, 1152], [564, 1152], [564, 1151], [564, 1150], [563, 1149], [562, 1149], [561, 1149], [560, 1149], [559, 1149], [558, 1148], [557, 1148], [556, 1148], [555, 1148], [554, 1148]]], [], [[[565, 1155], [564, 1156], [563, 1156], [562, 1157], [561, 1158], [560, 1158], [559, 1159], [558, 1158], [557, 1159], [557, 1160], [557, 1161], [556, 1162], [555, 1161], [554, 1160], [553, 1160], [552, 1161], [552, 1162], [552, 1163], [552, 1164], [553, 1165], [554, 1165], [555, 1165], [556, 1164], [557, 1163], [558, 1162], [559, 1162], [560, 1162], [561, 1161], [562, 1161], [563, 1160], [564, 1160], [565, 1160], [566, 1159], [567, 1158], [568, 1157], [569, 1157], [569, 1156], [568, 1156], [567, 1155], [566, 1155]]]]","[3, [], 4]"
2,2,"[[[201, 1136]], [[200, 1137]], [[199, 1137]], [[198, 1138]], [[197, 1139]], [[196, 1140]], [[196, 1141]], [[196, 1142]], [[195, 1143]], [[195, 1144]], [[194, 1145]], [[193, 1145]], [[193, 1146]], [[193, 1147]], [[192, 1148]], [[192, 1149]], [[191, 1150]], [[191, 1151]], [[190, 1152]], [[190, 1153]], [[189, 1154]], [[189, 1155]], [[189, 1156]], [[188, 1157]], [[188, 1158]], [[188, 1159]], [[188, 1160]], [[188, 1161]], [[188, 1162]], [[188, 1163]], [[188, 1164]], [[188, 1165]], [[188, 1166]], [[188, 1167]], [[189, 1168]], [[190, 1168]], [[191, 1168]], [[192, 1167]], [[193, 1167]], [[194, 1167]], [[195, 1167]], [[196, 1166]], [[197, 1166]], [[198, 1165]], [[199, 1165]], [[200, 1165]], [[201, 1165]], [[202, 1165]], [[203, 1165]], [[204, 1165]], [[205, 1164]], [[205, 1163]], [[205, 1162]], [[205, 1161]], [[205, 1160]], [[205, 1159]], [[205, 1158]], [[205, 1157]], [[206, 1156]], [[207, 1156]], [[208, 1155]], [[209, 1154]], [[209, 1153]], [[210, 1152]], [[210, 1151]], [[210, 1150]], [[210, 1149]], [[209, 1148]], [[209, 1147]], [[208, 1146]], [[208, 1145]], [[208, 1144]], [[207, 1143]], [[207, 1142]], [[207, 1141]], [[207, 1140]], [[206, 1139]], [[206, 1138]], [[205, 1137]], [[204, 1137]], [[203, 1137]], [[202, 1136]]]",[[]],[]
3,3,"[[[802, 1113]], [[801, 1114]], [[800, 1114]], [[799, 1115]], [[798, 1115]], [[797, 1116]], [[797, 1117]], [[797, 1118]], [[797, 1119]], [[797, 1120]], [[797, 1121]], [[797, 1122]], [[798, 1123]], [[798, 1124]], [[798, 1125]], [[798, 1126]], [[799, 1127]], [[799, 1128]], [[800, 1129]], [[801, 1129]], [[802, 1129]], [[803, 1130]], [[804, 1130]], [[805, 1130]], [[806, 1130]], [[807, 1131]], [[808, 1132]], [[808, 1131]], [[809, 1130]], [[810, 1130]], [[811, 1131]], [[812, 1131]], [[813, 1130]], [[814, 1130]], [[815, 1130]], [[816, 1129]], [[817, 1130]], [[818, 1129]], [[819, 1129]], [[820, 1128]], [[820, 1127]], [[819, 1127]], [[818, 1126]], [[818, 1125]], [[817, 1124]], [[817, 1123]], [[816, 1122]], [[817, 1121]], [[817, 1120]], [[817, 1119]], [[816, 1118]], [[816, 1117]], [[815, 1116]], [[814, 1116]], [[813, 1116]], [[812, 1117]], [[811, 1118]], [[810, 1117]], [[809, 1116]], [[808, 1116]], [[807, 1115]], [[806, 1115]], [[805, 1115]], [[804, 1114]], [[803, 1114]]]",[[]],[]
4,4,"[[[581, 1111]], [[580, 1112]], [[579, 1112]], [[578, 1112]], [[577, 1112]], [[576, 1112]], [[575, 1112]], [[574, 1112]], [[573, 1112]], [[572, 1113]], [[571, 1114]], [[571, 1115]], [[571, 1116]], [[571, 1117]], [[570, 1118]], [[570, 1119]], [[569, 1120]], [[569, 1121]], [[568, 1122]], [[567, 1123]], [[566, 1123]], [[565, 1124]], [[564, 1124]], [[563, 1124]], [[562, 1124]], [[562, 1125]], [[561, 1126]], [[560, 1127]], [[560, 1128]], [[560, 1129]], [[559, 1130]], [[558, 1131]], [[557, 1132]], [[557, 1133]], [[556, 1134]], [[555, 1135]], [[555, 1136]], [[554, 1137]], [[553, 1138]], [[553, 1139]], [[553, 1140]], [[553, 1141]], [[553, 1142]], [[553, 1143]], [[553, 1144]], [[553, 1145]], [[553, 1146]], [[554, 1146]], [[555, 1147]], [[556, 1147]], [[557, 1147]], [[558, 1147]], [[559, 1148]], [[560, 1148]], [[561, 1148]], [[562, 1148]], [[563, 1148]], [[564, 1149]], [[565, 1150]], [[565, 1151]], [[566, 1151]], [[565, 1150]], [[566, 1149]], [[567, 1149]], [[568, 1149]], [[569, 1150]], [[570, 1150]], [[571, 1150]], [[572, 1149]], [[573, 1149]], [[574, 1149]], [[575, 1149]], [[576, 1149]], [[577, 1148]], [[578, 1148]], [[579, 1147]], [[580, 1146]], [[580, 1145]], [[580, 1144]], [[581, 1143]], [[582, 1143]], [[583, 1142]], [[584, 1141]], [[585, 1141]], [[585, 1140]], [[586, 1139]], [[587, 1138]], [[588, 1138]], [[589, 1138]], [[590, 1138]], [[591, 1138]], [[592, 1137]], [[593, 1137]], [[594, 1136]], [[594, 1135]], [[594, 1134]], [[595, 1133]], [[595, 1132]], [[595, 1131]], [[596, 1130]], [[597, 1129]], [[597, 1128]], [[597, 1127]], [[597, 1126]], [[597, 1125]], [[597, 1124]], [[597, 1123]], [[596, 1122]], [[596, 1121]], [[595, 1120]], [[594, 1119]], [[593, 1119]], [[592, 1118]], [[591, 1118]], [[590, 1117]], [[589, 1117]], [[588, 1117]], [[587, 1116]], [[586, 1115]], [[585, 1114]], [[584, 1113]], [[584, 1112]], [[583, 1112]], [[582, 1111]]]","[[], [[[553, 1148], [554, 1149], [554, 1150], [553, 1151], [552, 1151], [551, 1151], [550, 1152], [550, 1153], [551, 1153], [552, 1153], [553, 1153], [554, 1153], [555, 1153], [555, 1152], [555, 1151], [556, 1150], [557, 1150], [558, 1150], [559, 1150], [560, 1150], [561, 1149], [562, 1150], [562, 1151], [563, 1152], [564, 1152], [564, 1151], [564, 1150], [563, 1149], [562, 1149], [561, 1149], [560, 1149], [559, 1149], [558, 1148], [557, 1148], [556, 1148], [555, 1148], [554, 1148]]]]","[[], 3]"
5,5,"[[[75, 1107]], [[74, 1108]], [[74, 1109]], [[73, 1110]], [[72, 1110]], [[72, 1111]], [[72, 1112]], [[72, 1113]], [[72, 1114]], [[72, 1115]], [[72, 1116]], [[71, 1117]], [[70, 1117]], [[69, 1117]], [[68, 1117]], [[67, 1118]], [[66, 1119]], [[65, 1120]], [[65, 1121]], [[64, 1122]], [[63, 1123]], [[62, 1124]], [[62, 1125]], [[61, 1126]], [[60, 1127]], [[60, 1128]], [[59, 1129]], [[58, 1129]], [[57, 1130]], [[56, 1131]], [[56, 1132]], [[56, 1133]], [[57, 1134]], [[57, 1135]], [[58, 1135]], [[59, 1135]], [[60, 1136]], [[60, 1137]], [[60, 1138]], [[60, 1139]], [[59, 1140]], [[59, 1141]], [[59, 1142]], [[59, 1143]], [[59, 1144]], [[59, 1145]], [[58, 1146]], [[58, 1147]], [[58, 1148]], [[58, 1149]], [[58, 1150]], [[57, 1151]], [[57, 1152]], [[57, 1153]], [[57, 1154]], [[56, 1155]], [[56, 1156]], [[56, 1157]], [[56, 1158]], [[56, 1159]], [[56, 1160]], [[56, 1161]], [[56, 1162]], [[56, 1163]], [[56, 1164]], [[57, 1165]], [[57, 1166]], [[58, 1166]], [[59, 1167]], [[59, 1168]], [[60, 1168]], [[61, 1168]], [[62, 1168]], [[63, 1169]], [[64, 1169]], [[65, 1169]], [[66, 1169]], [[67, 1168]], [[68, 1168]], [[69, 1168]], [[70, 1167]], [[71, 1166]], [[72, 1165]], [[72, 1164]], [[73, 1163]], [[74, 1162]], [[75, 1161]], [[76, 1160]], [[77, 1159]], [[78, 1158]], [[78, 1157]], [[79, 1156]], [[80, 1155]], [[80, 1154]], [[80, 1153]], [[81, 1152]], [[81, 1151]], [[82, 1150]], [[82, 1149]], [[82, 1148]], [[83, 1147]], [[83, 1146]], [[83, 1145]], [[83, 1144]], [[83, 1143]], [[83, 1142]], [[83, 1141]], [[83, 1140]], [[83, 1139]], [[82, 1138]], [[82, 1137]], [[82, 1136]], [[83, 1135]], [[83, 1134]], [[84, 1133]], [[84, 1132]], [[85, 1131]], [[85, 1130]], [[86, 1129]], [[86, 1128]], [[87, 1127]], [[87, 1126]], [[88, 1125]], [[88, 1124]], [[88, 1123]], [[88, 1122]], [[89, 1121]], [[89, 1120]], [[89, 1119]], [[88, 1118]], [[88, 1117]], [[88, 1116]], [[88, 1115]], [[88, 1114]], [[87, 1113]], [[87, 1112]], [[87, 1111]], [[86, 1110]], [[86, 1109]], [[85, 1108]], [[84, 1107]], [[83, 1107]], [[82, 1107]], [[81, 1107]], [[80, 1107]], [[79, 1107]], [[78, 1107]], [[77, 1107]], [[76, 1107]]]","[[], [[[91, 1118], [90, 1119], [90, 1120], [90, 1121], [89, 1122], [89, 1123], [89, 1124], [89, 1125], [89, 1126], [90, 1126], [91, 1127], [91, 1128], [91, 1129], [90, 1130], [90, 1131], [91, 1131], [92, 1132], [93, 1133], [94, 1133], [95, 1133], [96, 1133], [97, 1132], [96, 1131], [95, 1130], [95, 1129], [95, 1128], [95, 1129], [94, 1130], [93, 1129], [92, 1128], [92, 1127], [92, 1126], [92, 1125], [92, 1124], [91, 1123], [91, 1122], [91, 1121], [92, 1120], [93, 1121], [94, 1121], [95, 1121], [95, 1120], [94, 1119], [93, 1119], [92, 1119]]]]","[[], 6]"
6,6,"[[[225, 1101]], [[224, 1102]], [[223, 1102]], [[222, 1102]], [[221, 1102]], [[220, 1103]], [[219, 1103]], [[218, 1104]], [[217, 1104]], [[216, 1105]], [[215, 1105]], [[214, 1105]], [[213, 1105]], [[212, 1106]], [[211, 1107]], [[211, 1108]], [[211, 1109]], [[210, 1110]], [[210, 1111]], [[210, 1112]], [[210, 1113]], [[209, 1114]], [[210, 1115]], [[210, 1116]], [[210, 1117]], [[210, 1118]], [[210, 1119]], [[210, 1120]], [[210, 1121]], [[210, 1122]], [[210, 1123]], [[210, 1124]], [[210, 1125]], [[210, 1126]], [[211, 1127]], [[212, 1128]], [[212, 1129]], [[212, 1130]], [[212, 1131]], [[212, 1132]], [[212, 1133]], [[212, 1134]], [[212, 1135]], [[213, 1136]], [[213, 1137]], [[213, 1138]], [[213, 1139]], [[214, 1140]], [[215, 1141]], [[216, 1141]], [[217, 1142]], [[218, 1143]], [[219, 1144]], [[219, 1145]], [[220, 1146]], [[220, 1147]], [[221, 1148]], [[221, 1149]], [[222, 1150]], [[223, 1151]], [[223, 1152]], [[224, 1153]], [[224, 1154]], [[225, 1155]], [[225, 1156]], [[225, 1157]], [[226, 1158]], [[227, 1158]], [[228, 1159]], [[229, 1160]], [[229, 1161]], [[230, 1162]], [[231, 1163]], [[232, 1164]], [[233, 1165]], [[234, 1165]], [[235, 1165]], [[236, 1166]], [[237, 1167]], [[238, 1167]], [[239, 1167]], [[240, 1167]], [[241, 1167]], [[242, 1167]], [[243, 1167]], [[244, 1167]], [[245, 1167]], [[246, 1167]], [[247, 1167]], [[247, 1166]], [[248, 1165]], [[248, 1164]], [[248, 1163]], [[249, 1162]], [[249, 1161]], [[249, 1160]], [[249, 1159]], [[248, 1158]], [[248, 1157]], [[248, 1156]], [[247, 1155]], [[247, 1154]], [[247, 1153]], [[247, 1152]], [[247, 1151]], [[248, 1150]], [[248, 1149]], [[249, 1148]], [[250, 1147]], [[251, 1146]], [[252, 1145]], [[252, 1144]], [[252, 1143]], [[253, 1142]], [[254, 1143]], [[254, 1142]], [[254, 1141]], [[253, 1141]], [[252, 1140]], [[251, 1139]], [[250, 1138]], [[249, 1138]], [[248, 1137]], [[247, 1136]], [[247, 1135]], [[248, 1134]], [[248, 1133]], [[247, 1132]], [[247, 1131]], [[247, 1130]], [[247, 1129]], [[247, 1128]], [[247, 1127]], [[247, 1126]], [[247, 1125]], [[247, 1124]], [[246, 1123]], [[246, 1122]], [[246, 1121]], [[246, 1120]], [[246, 1119]], [[246, 1118]], [[246, 1117]], [[246, 1116]], [[246, 1115]], [[246, 1114]], [[246, 1113]], [[246, 1112]], [[246, 1111]], [[246, 1110]], [[245, 1109]], [[245, 1108]], [[244, 1107]], [[243, 1106]], [[242, 1105]], [[241, 1104]], [[240, 1104]], [[239, 1104]], [[238, 1103]], [[237, 1103]], [[236, 1102]], [[235, 1102]], [[234, 1101]], [[233, 1101]], [[232, 1101]], [[231, 1101]], [[230, 1101]], [[229, 1101]], [[228, 1101]], [[227, 1101]], [[226, 1101]]]","[[], [[[242, 1168], [242, 1169], [242, 1170], [242, 1171], [241, 1172], [240, 1172], [239, 1173], [239, 1174], [238, 1175], [237, 1175], [236, 1175], [235, 1175], [234, 1176], [234, 1177], [233, 1178], [232, 1178], [231, 1179], [230, 1180], [231, 1180], [232, 1179], [233, 1178], [234, 1178], [235, 1177], [236, 1177], [237, 1177], [238, 1177], [239, 1176], [239, 1175], [240, 1174], [240, 1173], [241, 1172], [242, 1173], [243, 1173], [244, 1174], [245, 1175], [245, 1176], [246, 1177], [245, 1178], [244, 1178], [243, 1179], [242, 1180], [241, 1180], [240, 1180], [239, 1180], [238, 1181], [239, 1182], [240, 1181], [241, 1181], [242, 1181], [243, 1180], [244, 1180], [245, 1179], [246, 1179], [247, 1178], [246, 1177], [247, 1176], [248, 1175], [249, 1174], [249, 1173], [248, 1173], [247, 1173], [246, 1172], [245, 1171], [245, 1170], [245, 1169], [244, 1169], [243, 1168]]]]","[[], 7]"
7,7,"[[[365, 1097]], [[364, 1098]], [[363, 1098]], [[362, 1098]], [[361, 1098]], [[360, 1098]], [[359, 1098]], [[358, 1099]], [[357, 1099]], [[356, 1100]], [[355, 1100]], [[354, 1101]], [[353, 1101]], [[352, 1100]], [[351, 1101]], [[351, 1102]], [[351, 1103]], [[352, 1104]], [[352, 1105]], [[352, 1106]], [[351, 1107]], [[351, 1108]], [[352, 1109]], [[352, 1110]], [[352, 1111]], [[353, 1112]], [[353, 1113]], [[354, 1114]], [[354, 1115]], [[354, 1116]], [[354, 1117]], [[355, 1118]], [[355, 1119]], [[355, 1120]], [[355, 1121]], [[355, 1122]], [[356, 1123]], [[355, 1124]], [[355, 1125]], [[355, 1126]], [[355, 1127]], [[355, 1128]], [[355, 1129]], [[354, 1130]], [[353, 1131]], [[353, 1132]], [[353, 1133]], [[353, 1134]], [[353, 1135]], [[352, 1136]], [[351, 1135]], [[350, 1134]], [[350, 1133]], [[350, 1132]], [[349, 1131]], [[349, 1130]], [[349, 1129]], [[349, 1128]], [[349, 1127]], [[350, 1126]], [[350, 1125]], [[351, 1124]], [[351, 1123]], [[352, 1122]], [[352, 1121]], [[352, 1120]], [[352, 1119]], [[351, 1118]], [[351, 1117]], [[351, 1116]], [[351, 1115]], [[350, 1114]], [[350, 1113]], [[349, 1112]], [[349, 1111]], [[348, 1110]], [[347, 1109]], [[347, 1108]], [[346, 1108]], [[345, 1107]], [[344, 1107]], [[343, 1107]], [[342, 1107]], [[341, 1107]], [[340, 1108]], [[339, 1109]], [[339, 1110]], [[338, 1111]], [[337, 1111]], [[336, 1112]], [[335, 1113]], [[334, 1114]], [[333, 1114]], [[332, 1115]], [[331, 1115]], [[330, 1116]], [[329, 1117]], [[329, 1118]], [[329, 1119]], [[328, 1120]], [[327, 1121]], [[326, 1121]], [[325, 1120]], [[325, 1119]], [[325, 1120]], [[324, 1121]], [[323, 1122]], [[322, 1123]], [[322, 1124]], [[321, 1125]], [[321, 1126]], [[321, 1127]], [[322, 1128]], [[322, 1129]], [[322, 1130]], [[322, 1131]], [[323, 1132]], [[323, 1133]], [[323, 1134]], [[324, 1135]], [[324, 1136]], [[324, 1137]], [[324, 1138]], [[325, 1139]], [[325, 1140]], [[325, 1141]], [[325, 1142]], [[326, 1143]], [[326, 1144]], [[327, 1145]], [[328, 1146]], [[329, 1145]], [[330, 1144]], [[331, 1144]], [[332, 1144]], [[333, 1144]], [[334, 1145]], [[335, 1146]], [[336, 1146]], [[337, 1147]], [[338, 1148]], [[339, 1149]], [[340, 1150]], [[341, 1150]], [[342, 1150]], [[343, 1151]], [[344, 1151]], [[345, 1151]], [[346, 1152]], [[347, 1152]], [[348, 1151]], [[349, 1151]], [[350, 1151]], [[351, 1151]], [[352, 1152]], [[353, 1153]], [[354, 1153]], [[355, 1153]], [[356, 1153]], [[357, 1153]], [[358, 1152]], [[359, 1152]], [[360, 1152]], [[361, 1152]], [[362, 1152]], [[363, 1151]], [[363, 1150]], [[364, 1149]], [[364, 1148]], [[365, 1147]], [[366, 1147]], [[367, 1146]], [[368, 1146]], [[369, 1145]], [[370, 1146]], [[371, 1146]], [[372, 1146]], [[373, 1146]], [[374, 1145]], [[374, 1144]], [[374, 1143]], [[375, 1142]], [[376, 1142]], [[377, 1142]], [[376, 1142]], [[375, 1141]], [[375, 1140]], [[375, 1139]], [[375, 1138]], [[376, 1137]], [[377, 1137]], [[378, 1138]], [[379, 1137]], [[380, 1138]], [[381, 1138]], [[382, 1139]], [[383, 1138]], [[384, 1138]], [[384, 1137]], [[384, 1136]], [[384, 1135]], [[384, 1134]], [[384, 1133]], [[383, 1132]], [[383, 1131]], [[383, 1130]], [[384, 1129]], [[383, 1128]], [[383, 1127]], [[383, 1126]], [[383, 1125]], [[383, 1124]], [[382, 1123]], [[382, 1122]], [[382, 1121]], [[382, 1120]], [[382, 1119]], [[382, 1118]], [[382, 1117]], [[383, 1116]], [[383, 1115]], [[383, 1114]], [[383, 1113]], [[383, 1112]], [[382, 1111]], [[382, 1110]], [[381, 1109]], [[380, 1108]], [[379, 1108]], [[378, 1107]], [[377, 1106]], [[376, 1105]], [[375, 1105]], [[374, 1104]], [[373, 1104]], [[372, 1103]], [[371, 1103]], [[370, 1102]], [[370, 1101]], [[369, 1100]], [[369, 1099]], [[368, 1098]], [[367, 1097]], [[366, 1097]]]",[[]],[]
8,8,"[[[624, 1085]], [[623, 1086]], [[622, 1086]], [[622, 1087]], [[622, 1088]], [[622, 1089]], [[623, 1090]], [[623, 1091]], [[624, 1092]], [[625, 1093]], [[626, 1093]], [[627, 1093]], [[628, 1094]], [[629, 1095]], [[630, 1095]], [[631, 1096]], [[632, 1096]], [[633, 1096]], [[634, 1095]], [[634, 1094]], [[633, 1093]], [[633, 1092]], [[633, 1091]], [[633, 1090]], [[632, 1089]], [[631, 1088]], [[630, 1087]], [[629, 1087]], [[628, 1086]], [[627, 1086]], [[626, 1085]], [[625, 1085]]]",[[]],[]
9,9,"[[[595, 1081]], [[594, 1082]], [[593, 1082]], [[592, 1082]], [[591, 1082]], [[590, 1082]], [[589, 1082]], [[588, 1082]], [[587, 1083]], [[586, 1083]], [[585, 1083]], [[585, 1084]], [[584, 1085]], [[584, 1086]], [[584, 1087]], [[584, 1088]], [[584, 1089]], [[584, 1090]], [[584, 1091]], [[585, 1091]], [[586, 1092]], [[587, 1092]], [[588, 1092]], [[589, 1092]], [[590, 1091]], [[591, 1091]], [[592, 1090]], [[592, 1089]], [[593, 1088]], [[594, 1088]], [[595, 1088]], [[596, 1087]], [[597, 1086]], [[597, 1085]], [[597, 1084]], [[597, 1083]], [[596, 1082]], [[596, 1081]]]",[[]],[]
