,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[412, 1172]], [[412, 1173]], [[411, 1174]], [[412, 1175]], [[412, 1176]], [[412, 1177]], [[413, 1178]], [[413, 1179]], [[413, 1180]], [[413, 1181]], [[413, 1182]], [[413, 1183]], [[414, 1184]], [[414, 1185]], [[415, 1186]], [[416, 1185]], [[417, 1185]], [[418, 1186]], [[419, 1185]], [[420, 1185]], [[421, 1185]], [[422, 1185]], [[422, 1184]], [[422, 1183]], [[422, 1182]], [[423, 1181]], [[423, 1180]], [[423, 1179]], [[423, 1178]], [[423, 1177]], [[423, 1176]], [[422, 1175]], [[421, 1174]], [[420, 1174]], [[419, 1173]], [[418, 1173]], [[417, 1173]], [[416, 1173]], [[415, 1173]], [[414, 1172]], [[413, 1172]]]",[[]],[]
1,1,"[[[581, 1162]], [[580, 1163]], [[579, 1164]], [[578, 1164]], [[577, 1164]], [[576, 1165]], [[576, 1166]], [[575, 1167]], [[575, 1168]], [[574, 1169]], [[574, 1170]], [[575, 1171]], [[575, 1172]], [[576, 1173]], [[576, 1174]], [[576, 1175]], [[576, 1176]], [[577, 1177]], [[577, 1178]], [[578, 1179]], [[579, 1180]], [[580, 1181]], [[581, 1182]], [[582, 1183]], [[583, 1184]], [[584, 1185]], [[584, 1186]], [[585, 1186]], [[586, 1187]], [[587, 1187]], [[588, 1187]], [[589, 1187]], [[590, 1187]], [[591, 1187]], [[592, 1186]], [[593, 1186]], [[594, 1186]], [[595, 1186]], [[596, 1185]], [[597, 1185]], [[598, 1185]], [[599, 1184]], [[600, 1183]], [[600, 1182]], [[600, 1181]], [[600, 1180]], [[600, 1179]], [[600, 1178]], [[600, 1177]], [[600, 1176]], [[600, 1175]], [[600, 1174]], [[599, 1173]], [[598, 1172]], [[598, 1171]], [[597, 1170]], [[596, 1169]], [[595, 1169]], [[594, 1169]], [[593, 1169]], [[592, 1168]], [[592, 1167]], [[591, 1166]], [[590, 1166]], [[589, 1166]], [[588, 1166]], [[587, 1165]], [[586, 1165]], [[585, 1164]], [[584, 1163]], [[583, 1162]], [[582, 1162]]]",[[]],[]
2,2,"[[[704, 1158]], [[703, 1159]], [[702, 1160]], [[701, 1161]], [[700, 1161]], [[699, 1162]], [[698, 1162]], [[697, 1163]], [[696, 1163]], [[696, 1164]], [[695, 1165]], [[695, 1166]], [[695, 1167]], [[694, 1168]], [[694, 1169]], [[694, 1170]], [[694, 1171]], [[694, 1172]], [[695, 1173]], [[695, 1174]], [[696, 1175]], [[696, 1176]], [[697, 1177]], [[697, 1178]], [[698, 1178]], [[699, 1179]], [[700, 1179]], [[701, 1179]], [[702, 1179]], [[703, 1180]], [[704, 1180]], [[705, 1180]], [[706, 1181]], [[707, 1182]], [[708, 1182]], [[709, 1183]], [[710, 1184]], [[711, 1184]], [[712, 1185]], [[713, 1185]], [[714, 1185]], [[715, 1185]], [[716, 1186]], [[717, 1187]], [[718, 1188]], [[719, 1189]], [[720, 1189]], [[721, 1189]], [[722, 1189]], [[723, 1189]], [[724, 1189]], [[725, 1189]], [[726, 1188]], [[727, 1188]], [[728, 1187]], [[729, 1187]], [[729, 1186]], [[729, 1185]], [[728, 1184]], [[728, 1183]], [[728, 1182]], [[729, 1181]], [[729, 1180]], [[730, 1179]], [[729, 1178]], [[728, 1177]], [[728, 1176]], [[728, 1175]], [[728, 1174]], [[728, 1173]], [[728, 1172]], [[727, 1171]], [[726, 1170]], [[726, 1169]], [[725, 1168]], [[724, 1167]], [[723, 1167]], [[722, 1167]], [[721, 1166]], [[721, 1165]], [[720, 1165]], [[719, 1164]], [[718, 1164]], [[717, 1163]], [[716, 1163]], [[715, 1162]], [[714, 1162]], [[713, 1162]], [[712, 1161]], [[711, 1161]], [[710, 1160]], [[709, 1159]], [[708, 1159]], [[707, 1159]], [[706, 1159]], [[705, 1158]]]","[[], [[[734, 1183], [734, 1184], [734, 1185], [734, 1186], [734, 1187], [733, 1188], [732, 1188], [731, 1188], [730, 1188], [729, 1188], [728, 1189], [727, 1189], [726, 1189], [725, 1190], [724, 1190], [723, 1190], [722, 1190], [721, 1190], [721, 1191], [721, 1192], [721, 1193], [722, 1192], [723, 1191], [724, 1191], [725, 1191], [726, 1192], [726, 1193], [727, 1194], [727, 1195], [728, 1194], [729, 1194], [730, 1193], [731, 1193], [732, 1194], [733, 1194], [732, 1193], [731, 1192], [731, 1191], [731, 1190], [732, 1189], [733, 1188], [734, 1189], [735, 1189], [736, 1189], [736, 1188], [736, 1187], [735, 1186], [735, 1185], [734, 1184]]], [[[714, 1142], [713, 1143], [712, 1143], [711, 1144], [710, 1144], [709, 1144], [708, 1144], [707, 1144], [706, 1145], [705, 1145], [704, 1144], [703, 1144], [702, 1144], [702, 1145], [703, 1146], [703, 1147], [704, 1148], [704, 1149], [704, 1150], [704, 1151], [703, 1152], [703, 1153], [703, 1154], [702, 1155], [701, 1155], [700, 1155], [700, 1156], [699, 1157], [698, 1157], [699, 1157], [700, 1157], [701, 1156], [702, 1156], [703, 1156], [703, 1155], [704, 1154], [705, 1155], [706, 1156], [706, 1157], [707, 1158], [708, 1158], [709, 1158], [710, 1158], [711, 1159], [712, 1159], [713, 1160], [713, 1161], [714, 1161], [715, 1161], [716, 1162], [717, 1162], [718, 1163], [718, 1162], [717, 1162], [716, 1162], [715, 1161], [715, 1160], [714, 1159], [713, 1159], [712, 1158], [711, 1157], [711, 1156], [711, 1155], [712, 1154], [713, 1153], [714, 1153], [715, 1154], [716, 1154], [717, 1154], [718, 1155], [718, 1156], [718, 1157], [719, 1157], [720, 1157], [721, 1158], [721, 1159], [722, 1159], [723, 1158], [724, 1157], [725, 1157], [726, 1157], [727, 1156], [727, 1155], [728, 1154], [728, 1153], [729, 1152], [730, 1151], [731, 1151], [732, 1151], [733, 1151], [732, 1150], [732, 1149], [732, 1148], [732, 1147], [732, 1146], [731, 1146], [730, 1145], [730, 1144], [731, 1143], [730, 1142], [729, 1142], [730, 1143], [730, 1144], [730, 1145], [730, 1146], [729, 1147], [728, 1147], [727, 1147], [726, 1146], [725, 1146], [724, 1146], [724, 1147], [723, 1148], [723, 1149], [723, 1150], [723, 1151], [723, 1152], [723, 1153], [722, 1154], [721, 1155], [720, 1154], [719, 1153], [719, 1152], [719, 1151], [718, 1151], [717, 1151], [716, 1152], [715, 1152], [714, 1153], [713, 1153], [712, 1153], [711, 1152], [710, 1151], [710, 1150], [709, 1149], [709, 1148], [710, 1147], [711, 1146], [712, 1145], [713, 1145], [714, 1144], [715, 1144], [716, 1144], [717, 1145], [718, 1146], [719, 1147], [719, 1148], [720, 1149], [721, 1150], [721, 1149], [721, 1148], [721, 1147], [721, 1146], [721, 1145], [720, 1145], [719, 1145], [718, 1145], [717, 1145], [716, 1144], [716, 1143], [715, 1142]]]]","[[], 0, 1]"
3,3,"[[[626, 1158]], [[625, 1159]], [[624, 1159]], [[623, 1160]], [[622, 1160]], [[622, 1161]], [[621, 1162]], [[620, 1163]], [[620, 1164]], [[619, 1165]], [[618, 1166]], [[617, 1166]], [[616, 1167]], [[616, 1168]], [[615, 1169]], [[614, 1170]], [[613, 1171]], [[612, 1172]], [[611, 1173]], [[610, 1174]], [[609, 1174]], [[609, 1175]], [[608, 1176]], [[607, 1177]], [[606, 1178]], [[605, 1178]], [[605, 1179]], [[605, 1180]], [[605, 1181]], [[605, 1182]], [[606, 1183]], [[607, 1184]], [[608, 1185]], [[609, 1186]], [[610, 1186]], [[611, 1186]], [[612, 1186]], [[613, 1186]], [[614, 1186]], [[615, 1186]], [[616, 1185]], [[617, 1185]], [[617, 1184]], [[618, 1183]], [[619, 1182]], [[620, 1182]], [[621, 1181]], [[622, 1180]], [[623, 1180]], [[623, 1179]], [[624, 1178]], [[625, 1177]], [[626, 1176]], [[626, 1175]], [[627, 1174]], [[628, 1173]], [[629, 1174]], [[630, 1173]], [[631, 1173]], [[632, 1173]], [[633, 1174]], [[634, 1174]], [[635, 1174]], [[636, 1175]], [[637, 1176]], [[638, 1175]], [[638, 1174]], [[639, 1173]], [[640, 1174]], [[641, 1175]], [[641, 1176]], [[641, 1175]], [[642, 1174]], [[643, 1173]], [[644, 1174]], [[644, 1175]], [[644, 1176]], [[644, 1177]], [[645, 1178]], [[646, 1178]], [[647, 1178]], [[648, 1178]], [[649, 1178]], [[650, 1178]], [[651, 1177]], [[652, 1177]], [[653, 1176]], [[653, 1175]], [[654, 1174]], [[654, 1173]], [[654, 1172]], [[653, 1172]], [[652, 1171]], [[651, 1171]], [[650, 1170]], [[649, 1170]], [[648, 1170]], [[647, 1171]], [[646, 1172]], [[645, 1172]], [[644, 1173]], [[643, 1173]], [[642, 1173]], [[641, 1172]], [[640, 1171]], [[639, 1170]], [[638, 1169]], [[637, 1170]], [[636, 1171]], [[635, 1171]], [[634, 1172]], [[633, 1172]], [[632, 1171]], [[633, 1170]], [[633, 1169]], [[633, 1168]], [[633, 1167]], [[633, 1166]], [[633, 1165]], [[633, 1164]], [[633, 1163]], [[632, 1162]], [[632, 1161]], [[632, 1160]], [[631, 1160]], [[630, 1159]], [[629, 1158]], [[628, 1158]], [[627, 1158]]]",[[]],[]
4,4,"[[[326, 1155]], [[325, 1156]], [[324, 1156]], [[323, 1156]], [[322, 1157]], [[321, 1157]], [[320, 1158]], [[319, 1159]], [[318, 1160]], [[318, 1161]], [[318, 1162]], [[318, 1163]], [[318, 1164]], [[317, 1165]], [[317, 1166]], [[316, 1167]], [[316, 1168]], [[316, 1169]], [[316, 1170]], [[316, 1171]], [[316, 1172]], [[316, 1173]], [[316, 1174]], [[316, 1175]], [[316, 1176]], [[316, 1177]], [[315, 1178]], [[315, 1179]], [[315, 1180]], [[315, 1181]], [[315, 1182]], [[316, 1181]], [[317, 1180]], [[317, 1179]], [[318, 1178]], [[319, 1179]], [[320, 1180]], [[321, 1181]], [[322, 1182]], [[322, 1183]], [[322, 1184]], [[322, 1185]], [[322, 1186]], [[321, 1187]], [[321, 1188]], [[322, 1188]], [[323, 1188]], [[324, 1188]], [[325, 1188]], [[326, 1188]], [[327, 1188]], [[328, 1187]], [[329, 1186]], [[330, 1185]], [[330, 1184]], [[330, 1183]], [[330, 1182]], [[330, 1181]], [[331, 1180]], [[331, 1179]], [[331, 1178]], [[331, 1177]], [[331, 1176]], [[331, 1175]], [[331, 1174]], [[332, 1173]], [[332, 1172]], [[333, 1171]], [[333, 1170]], [[333, 1169]], [[333, 1168]], [[333, 1167]], [[333, 1166]], [[333, 1165]], [[334, 1164]], [[335, 1164]], [[335, 1163]], [[334, 1162]], [[334, 1161]], [[334, 1160]], [[334, 1159]], [[334, 1158]], [[334, 1157]], [[334, 1156]], [[333, 1156]], [[332, 1156]], [[331, 1156]], [[330, 1156]], [[329, 1156]], [[328, 1156]], [[327, 1156]]]","[[], [[[313, 1158], [313, 1159], [313, 1160], [312, 1161], [312, 1162], [312, 1163], [311, 1164], [310, 1165], [309, 1166], [309, 1167], [308, 1168], [309, 1169], [310, 1168], [311, 1167], [312, 1167], [313, 1168], [313, 1169], [314, 1170], [314, 1169], [315, 1168], [315, 1167], [315, 1166], [316, 1165], [316, 1164], [316, 1163], [315, 1162], [314, 1161], [314, 1160], [314, 1159], [314, 1158]]]]","[[], 2]"
5,5,"[[[292, 1150]], [[291, 1151]], [[290, 1151]], [[289, 1152]], [[288, 1152]], [[287, 1153]], [[286, 1154]], [[285, 1154]], [[285, 1155]], [[285, 1156]], [[284, 1157]], [[284, 1158]], [[284, 1159]], [[284, 1160]], [[285, 1161]], [[285, 1162]], [[286, 1163]], [[287, 1164]], [[287, 1165]], [[288, 1166]], [[289, 1166]], [[290, 1167]], [[291, 1168]], [[292, 1167]], [[293, 1167]], [[294, 1166]], [[295, 1166]], [[296, 1165]], [[297, 1166]], [[298, 1166]], [[299, 1166]], [[300, 1166]], [[301, 1167]], [[302, 1167]], [[303, 1167]], [[304, 1166]], [[305, 1166]], [[306, 1167]], [[307, 1167]], [[308, 1166]], [[309, 1165]], [[310, 1164]], [[311, 1163]], [[311, 1162]], [[311, 1161]], [[312, 1160]], [[312, 1159]], [[312, 1158]], [[312, 1157]], [[312, 1156]], [[311, 1155]], [[310, 1154]], [[309, 1154]], [[308, 1153]], [[307, 1153]], [[306, 1153]], [[305, 1153]], [[304, 1153]], [[303, 1153]], [[302, 1153]], [[301, 1153]], [[300, 1153]], [[299, 1153]], [[298, 1153]], [[297, 1153]], [[296, 1153]], [[295, 1152]], [[294, 1151]], [[293, 1151]]]","[[], [[[313, 1158], [313, 1159], [313, 1160], [312, 1161], [312, 1162], [312, 1163], [311, 1164], [310, 1165], [309, 1166], [309, 1167], [308, 1168], [309, 1169], [310, 1168], [311, 1167], [312, 1167], [313, 1168], [313, 1169], [314, 1170], [314, 1169], [315, 1168], [315, 1167], [315, 1166], [316, 1165], [316, 1164], [316, 1163], [315, 1162], [314, 1161], [314, 1160], [314, 1159], [314, 1158]]]]","[[], 2]"
6,6,"[[[518, 1138]], [[517, 1139]], [[516, 1140]], [[516, 1141]], [[515, 1142]], [[514, 1142]], [[514, 1143]], [[513, 1144]], [[512, 1145]], [[511, 1146]], [[510, 1147]], [[509, 1148]], [[508, 1149]], [[507, 1150]], [[507, 1151]], [[506, 1152]], [[505, 1153]], [[504, 1154]], [[503, 1155]], [[502, 1156]], [[502, 1157]], [[502, 1158]], [[503, 1159]], [[503, 1160]], [[503, 1161]], [[504, 1162]], [[504, 1163]], [[504, 1164]], [[504, 1165]], [[505, 1166]], [[506, 1167]], [[507, 1168]], [[507, 1169]], [[508, 1170]], [[508, 1171]], [[509, 1172]], [[510, 1172]], [[511, 1172]], [[512, 1173]], [[512, 1174]], [[511, 1175]], [[510, 1175]], [[509, 1174]], [[508, 1174]], [[507, 1174]], [[506, 1174]], [[505, 1174]], [[504, 1174]], [[503, 1174]], [[502, 1175]], [[501, 1176]], [[500, 1177]], [[500, 1178]], [[499, 1179]], [[498, 1179]], [[497, 1178]], [[496, 1177]], [[496, 1176]], [[496, 1175]], [[496, 1174]], [[495, 1173]], [[494, 1172]], [[494, 1171]], [[493, 1170]], [[492, 1169]], [[492, 1168]], [[491, 1167]], [[491, 1166]], [[490, 1166]], [[489, 1166]], [[488, 1165]], [[487, 1166]], [[486, 1166]], [[485, 1166]], [[484, 1166]], [[483, 1167]], [[483, 1168]], [[483, 1169]], [[482, 1170]], [[481, 1171]], [[480, 1171]], [[479, 1171]], [[478, 1170]], [[477, 1169]], [[477, 1168]], [[476, 1168]], [[475, 1168]], [[474, 1168]], [[473, 1168]], [[473, 1169]], [[472, 1170]], [[472, 1171]], [[471, 1172]], [[470, 1171]], [[469, 1170]], [[468, 1170]], [[467, 1170]], [[467, 1171]], [[467, 1172]], [[467, 1173]], [[468, 1174]], [[468, 1175]], [[468, 1176]], [[468, 1177]], [[468, 1178]], [[468, 1179]], [[468, 1180]], [[468, 1181]], [[469, 1182]], [[469, 1183]], [[470, 1184]], [[471, 1185]], [[471, 1186]], [[472, 1187]], [[472, 1188]], [[473, 1189]], [[474, 1190]], [[475, 1191]], [[476, 1191]], [[477, 1191]], [[478, 1191]], [[479, 1190]], [[480, 1190]], [[481, 1189]], [[482, 1189]], [[483, 1188]], [[484, 1187]], [[485, 1186]], [[485, 1185]], [[485, 1184]], [[486, 1183]], [[487, 1183]], [[488, 1183]], [[489, 1182]], [[490, 1182]], [[491, 1182]], [[492, 1181]], [[493, 1181]], [[494, 1181]], [[495, 1180]], [[496, 1180]], [[497, 1179]], [[498, 1180]], [[499, 1181]], [[500, 1182]], [[501, 1183]], [[501, 1184]], [[502, 1185]], [[503, 1186]], [[504, 1185]], [[505, 1184]], [[506, 1184]], [[506, 1183]], [[507, 1182]], [[508, 1182]], [[509, 1181]], [[510, 1181]], [[511, 1180]], [[512, 1179]], [[513, 1178]], [[514, 1178]], [[515, 1177]], [[516, 1176]], [[517, 1176]], [[518, 1176]], [[519, 1176]], [[520, 1177]], [[521, 1177]], [[522, 1177]], [[523, 1178]], [[524, 1178]], [[525, 1179]], [[526, 1179]], [[527, 1180]], [[528, 1180]], [[529, 1180]], [[530, 1180]], [[531, 1180]], [[531, 1179]], [[532, 1178]], [[533, 1177]], [[534, 1176]], [[535, 1176]], [[536, 1176]], [[537, 1177]], [[538, 1178]], [[539, 1179]], [[540, 1179]], [[541, 1178]], [[541, 1177]], [[542, 1176]], [[543, 1175]], [[544, 1174]], [[545, 1173]], [[546, 1173]], [[547, 1174]], [[548, 1174]], [[549, 1174]], [[550, 1174]], [[551, 1174]], [[552, 1173]], [[553, 1173]], [[554, 1172]], [[555, 1171]], [[555, 1170]], [[556, 1169]], [[556, 1168]], [[557, 1167]], [[557, 1166]], [[558, 1165]], [[558, 1164]], [[558, 1163]], [[559, 1162]], [[559, 1161]], [[560, 1160]], [[561, 1159]], [[561, 1158]], [[562, 1157]], [[562, 1156]], [[562, 1155]], [[562, 1154]], [[562, 1153]], [[562, 1152]], [[561, 1151]], [[561, 1150]], [[560, 1149]], [[559, 1148]], [[558, 1148]], [[557, 1148]], [[556, 1147]], [[555, 1147]], [[554, 1148]], [[554, 1149]], [[553, 1150]], [[552, 1150]], [[551, 1151]], [[550, 1151]], [[549, 1151]], [[548, 1151]], [[547, 1151]], [[546, 1150]], [[546, 1149]], [[545, 1148]], [[545, 1147]], [[545, 1146]], [[544, 1145]], [[543, 1145]], [[542, 1144]], [[541, 1144]], [[540, 1143]], [[539, 1143]], [[538, 1142]], [[537, 1142]], [[536, 1141]], [[535, 1141]], [[534, 1141]], [[533, 1141]], [[532, 1141]], [[531, 1141]], [[530, 1142]], [[529, 1142]], [[528, 1142]], [[527, 1142]], [[526, 1142]], [[525, 1141]], [[525, 1140]], [[524, 1140]], [[523, 1139]], [[522, 1138]], [[521, 1138]], [[520, 1138]], [[519, 1138]]]",[[]],[]
7,7,"[[[756, 1135]], [[755, 1136]], [[754, 1137]], [[753, 1138]], [[752, 1138]], [[751, 1139]], [[750, 1139]], [[749, 1140]], [[749, 1141]], [[748, 1142]], [[747, 1143]], [[746, 1144]], [[746, 1145]], [[745, 1146]], [[745, 1147]], [[744, 1148]], [[744, 1149]], [[743, 1150]], [[743, 1151]], [[743, 1152]], [[742, 1153]], [[742, 1154]], [[741, 1155]], [[741, 1156]], [[741, 1157]], [[741, 1158]], [[740, 1159]], [[740, 1160]], [[740, 1161]], [[741, 1162]], [[741, 1163]], [[741, 1164]], [[741, 1165]], [[741, 1166]], [[742, 1167]], [[742, 1168]], [[743, 1169]], [[743, 1170]], [[744, 1170]], [[745, 1170]], [[746, 1170]], [[747, 1171]], [[748, 1171]], [[749, 1171]], [[750, 1171]], [[751, 1172]], [[752, 1173]], [[753, 1174]], [[754, 1175]], [[755, 1174]], [[756, 1173]], [[757, 1173]], [[758, 1172]], [[759, 1171]], [[760, 1170]], [[761, 1170]], [[762, 1169]], [[763, 1169]], [[764, 1169]], [[765, 1168]], [[766, 1168]], [[767, 1167]], [[768, 1168]], [[769, 1168]], [[770, 1169]], [[771, 1169]], [[772, 1168]], [[773, 1168]], [[774, 1167]], [[775, 1167]], [[776, 1166]], [[777, 1166]], [[778, 1165]], [[779, 1164]], [[780, 1163]], [[780, 1162]], [[780, 1161]], [[781, 1160]], [[781, 1159]], [[781, 1158]], [[781, 1157]], [[781, 1156]], [[781, 1155]], [[782, 1154]], [[782, 1153]], [[782, 1152]], [[782, 1151]], [[782, 1150]], [[782, 1149]], [[783, 1148]], [[784, 1147]], [[784, 1146]], [[784, 1145]], [[784, 1144]], [[783, 1143]], [[782, 1142]], [[782, 1141]], [[781, 1140]], [[780, 1139]], [[779, 1138]], [[778, 1138]], [[777, 1138]], [[776, 1138]], [[775, 1138]], [[774, 1138]], [[773, 1138]], [[772, 1137]], [[771, 1137]], [[770, 1136]], [[769, 1136]], [[768, 1135]], [[767, 1135]], [[766, 1135]], [[765, 1135]], [[764, 1135]], [[763, 1135]], [[762, 1135]], [[761, 1135]], [[760, 1135]], [[759, 1135]], [[758, 1135]], [[757, 1135]]]","[[], [[[768, 1124], [768, 1125], [768, 1126], [768, 1127], [768, 1128], [767, 1129], [766, 1129], [765, 1130], [764, 1131], [763, 1131], [762, 1131], [761, 1131], [761, 1132], [762, 1132], [763, 1133], [763, 1134], [764, 1134], [764, 1133], [763, 1133], [762, 1132], [763, 1131], [764, 1131], [765, 1131], [766, 1131], [766, 1130], [767, 1129], [768, 1128], [769, 1128], [770, 1128], [770, 1127], [770, 1126], [769, 1125], [769, 1124]]]]","[[], 4]"
8,8,"[[[292, 1123]], [[291, 1124]], [[290, 1124]], [[290, 1125]], [[290, 1126]], [[290, 1127]], [[289, 1128]], [[288, 1129]], [[287, 1128]], [[286, 1127]], [[285, 1127]], [[285, 1128]], [[285, 1129]], [[285, 1130]], [[285, 1131]], [[285, 1132]], [[286, 1133]], [[286, 1134]], [[287, 1135]], [[288, 1135]], [[289, 1136]], [[290, 1137]], [[291, 1138]], [[292, 1139]], [[293, 1139]], [[294, 1140]], [[295, 1140]], [[296, 1141]], [[296, 1142]], [[297, 1142]], [[298, 1141]], [[299, 1140]], [[300, 1139]], [[301, 1138]], [[302, 1137]], [[302, 1136]], [[302, 1135]], [[302, 1134]], [[303, 1133]], [[303, 1132]], [[302, 1131]], [[302, 1130]], [[301, 1130]], [[300, 1130]], [[299, 1130]], [[298, 1130]], [[297, 1129]], [[296, 1128]], [[296, 1127]], [[296, 1126]], [[296, 1125]], [[295, 1124]], [[294, 1124]], [[293, 1123]]]","[[], [[[308, 1125], [307, 1126], [307, 1127], [306, 1128], [305, 1129], [304, 1129], [304, 1130], [304, 1131], [304, 1132], [304, 1133], [303, 1134], [303, 1135], [303, 1136], [304, 1136], [305, 1135], [306, 1134], [307, 1133], [308, 1134], [309, 1135], [309, 1136], [310, 1136], [310, 1135], [309, 1134], [308, 1134], [307, 1133], [307, 1132], [306, 1131], [306, 1130], [307, 1129], [308, 1128], [308, 1127], [307, 1126]]]]","[[], 5]"
9,9,"[[[487, 1116]], [[486, 1117]], [[485, 1117]], [[484, 1117]], [[483, 1117]], [[482, 1117]], [[481, 1118]], [[480, 1118]], [[480, 1119]], [[479, 1120]], [[479, 1121]], [[479, 1122]], [[478, 1123]], [[478, 1124]], [[478, 1125]], [[478, 1126]], [[478, 1127]], [[478, 1128]], [[478, 1129]], [[478, 1130]], [[478, 1131]], [[478, 1132]], [[479, 1133]], [[479, 1134]], [[479, 1135]], [[480, 1136]], [[481, 1137]], [[482, 1137]], [[483, 1137]], [[484, 1137]], [[485, 1137]], [[486, 1136]], [[487, 1136]], [[488, 1136]], [[489, 1136]], [[490, 1136]], [[491, 1136]], [[492, 1136]], [[493, 1136]], [[494, 1136]], [[495, 1136]], [[496, 1136]], [[497, 1136]], [[498, 1136]], [[499, 1136]], [[500, 1137]], [[501, 1138]], [[502, 1138]], [[503, 1138]], [[504, 1137]], [[505, 1137]], [[506, 1136]], [[507, 1135]], [[508, 1135]], [[508, 1134]], [[508, 1133]], [[508, 1132]], [[508, 1131]], [[508, 1130]], [[509, 1129]], [[509, 1128]], [[509, 1127]], [[509, 1126]], [[509, 1125]], [[508, 1124]], [[508, 1123]], [[507, 1123]], [[506, 1122]], [[505, 1122]], [[504, 1122]], [[503, 1121]], [[502, 1120]], [[501, 1119]], [[500, 1119]], [[499, 1118]], [[498, 1117]], [[497, 1116]], [[496, 1116]], [[495, 1116]], [[494, 1116]], [[493, 1116]], [[492, 1116]], [[491, 1116]], [[490, 1116]], [[489, 1116]], [[488, 1116]]]","[[], [[[508, 1136], [507, 1137], [506, 1137], [505, 1138], [504, 1138], [503, 1139], [502, 1139], [501, 1139], [500, 1139], [499, 1138], [498, 1138], [499, 1139], [500, 1139], [501, 1140], [501, 1141], [502, 1141], [503, 1141], [504, 1141], [505, 1142], [505, 1141], [506, 1140], [507, 1140], [508, 1140], [509, 1139], [508, 1138], [508, 1137]]], [[[501, 1099], [501, 1100], [501, 1101], [501, 1102], [501, 1103], [501, 1104], [500, 1105], [500, 1106], [501, 1106], [502, 1106], [503, 1105], [504, 1106], [505, 1107], [505, 1108], [506, 1109], [507, 1110], [507, 1111], [507, 1112], [507, 1113], [507, 1114], [507, 1115], [508, 1116], [508, 1117], [508, 1118], [507, 1119], [506, 1120], [505, 1120], [504, 1120], [504, 1121], [505, 1121], [506, 1121], [507, 1122], [508, 1122], [509, 1123], [510, 1123], [511, 1123], [512, 1122], [512, 1121], [511, 1121], [510, 1122], [509, 1121], [509, 1120], [509, 1119], [509, 1118], [510, 1117], [510, 1116], [510, 1115], [510, 1114], [510, 1113], [510, 1112], [509, 1111], [508, 1110], [509, 1109], [509, 1108], [508, 1107], [507, 1106], [506, 1105], [505, 1105], [504, 1104], [503, 1103], [503, 1102], [502, 1101], [502, 1100]]], [[[486, 1102], [486, 1103], [487, 1104], [487, 1105], [487, 1106], [486, 1107], [485, 1107], [484, 1107], [484, 1108], [485, 1108], [486, 1108], [487, 1109], [488, 1110], [489, 1111], [490, 1112], [490, 1113], [490, 1114], [490, 1115], [491, 1115], [492, 1115], [493, 1115], [494, 1115], [495, 1115], [495, 1114], [494, 1113], [494, 1112], [493, 1111], [493, 1110], [493, 1109], [492, 1109], [491, 1108], [490, 1107], [489, 1106], [489, 1105], [488, 1104], [487, 1103], [487, 1102]]]]","[[], 6, 7, 8]"
