,ncm_ind,ncm_cordi,pore,pore_ind
0,0,"[[[621, 1173]], [[621, 1174]], [[621, 1175]], [[620, 1176]], [[620, 1177]], [[619, 1178]], [[619, 1179]], [[619, 1180]], [[619, 1181]], [[619, 1182]], [[620, 1183]], [[621, 1183]], [[622, 1184]], [[622, 1185]], [[623, 1185]], [[624, 1185]], [[625, 1185]], [[626, 1185]], [[627, 1185]], [[628, 1186]], [[629, 1186]], [[630, 1186]], [[631, 1185]], [[632, 1184]], [[633, 1184]], [[634, 1184]], [[635, 1183]], [[636, 1182]], [[636, 1181]], [[636, 1180]], [[636, 1179]], [[635, 1178]], [[634, 1177]], [[633, 1177]], [[632, 1177]], [[631, 1177]], [[630, 1177]], [[629, 1177]], [[628, 1177]], [[627, 1176]], [[626, 1175]], [[625, 1174]], [[624, 1174]], [[623, 1174]], [[622, 1173]]]",[[]],[]
1,1,"[[[817, 1161]], [[817, 1162]], [[816, 1163]], [[815, 1164]], [[814, 1165]], [[813, 1165]], [[813, 1166]], [[813, 1167]], [[813, 1168]], [[813, 1169]], [[813, 1170]], [[814, 1169]], [[815, 1169]], [[816, 1169]], [[817, 1169]], [[818, 1170]], [[819, 1171]], [[819, 1172]], [[819, 1173]], [[819, 1174]], [[819, 1175]], [[819, 1176]], [[819, 1177]], [[820, 1178]], [[821, 1179]], [[822, 1180]], [[822, 1181]], [[823, 1180]], [[824, 1180]], [[825, 1180]], [[826, 1179]], [[827, 1178]], [[827, 1177]], [[828, 1176]], [[828, 1175]], [[828, 1174]], [[829, 1173]], [[829, 1172]], [[829, 1171]], [[829, 1170]], [[829, 1169]], [[830, 1168]], [[830, 1167]], [[830, 1166]], [[829, 1165]], [[828, 1164]], [[827, 1164]], [[826, 1164]], [[825, 1163]], [[824, 1164]], [[823, 1164]], [[822, 1164]], [[821, 1163]], [[820, 1163]], [[819, 1164]], [[818, 1164]], [[817, 1163]], [[817, 1162]]]","[[], [[[830, 1170], [830, 1171], [830, 1172], [830, 1173], [829, 1174], [829, 1175], [830, 1176], [829, 1177], [828, 1177], [828, 1178], [827, 1179], [826, 1180], [826, 1181], [827, 1181], [827, 1180], [827, 1179], [828, 1178], [829, 1178], [829, 1177], [830, 1176], [831, 1176], [830, 1175], [830, 1174], [831, 1173], [831, 1172], [831, 1171], [831, 1170]]], [[[830, 1170], [830, 1171], [830, 1172], [830, 1173], [829, 1174], [829, 1175], [830, 1176], [829, 1177], [828, 1177], [828, 1178], [827, 1179], [826, 1180], [826, 1181], [827, 1181], [827, 1180], [827, 1179], [828, 1178], [829, 1178], [829, 1177], [830, 1176], [831, 1176], [830, 1175], [830, 1174], [831, 1173], [831, 1172], [831, 1171], [831, 1170]], [[827, 1162], [826, 1163], [827, 1163], [828, 1163], [829, 1164], [830, 1165], [831, 1166], [831, 1167], [831, 1168], [832, 1167], [833, 1168], [833, 1169], [833, 1170], [834, 1171], [834, 1172], [834, 1173], [834, 1174], [834, 1175], [834, 1176], [834, 1177], [835, 1177], [836, 1177], [837, 1177], [836, 1176], [836, 1175], [836, 1174], [836, 1173], [836, 1172], [836, 1171], [836, 1170], [835, 1169], [835, 1168], [834, 1167], [833, 1166], [832, 1165], [832, 1164], [831, 1164], [830, 1164], [829, 1163], [828, 1162]]], [[[827, 1162], [826, 1163], [827, 1163], [828, 1163], [829, 1164], [830, 1165], [831, 1166], [831, 1167], [831, 1168], [832, 1167], [833, 1168], [833, 1169], [833, 1170], [834, 1171], [834, 1172], [834, 1173], [834, 1174], [834, 1175], [834, 1176], [834, 1177], [835, 1177], [836, 1177], [837, 1177], [836, 1176], [836, 1175], [836, 1174], [836, 1173], [836, 1172], [836, 1171], [836, 1170], [835, 1169], [835, 1168], [834, 1167], [833, 1166], [832, 1165], [832, 1164], [831, 1164], [830, 1164], [829, 1163], [828, 1162]]]]","[[], 0, 1, 2]"
2,2,"[[[641, 1156]], [[640, 1157]], [[639, 1157]], [[638, 1157]], [[637, 1157]], [[636, 1157]], [[635, 1158]], [[634, 1158]], [[633, 1157]], [[632, 1157]], [[631, 1157]], [[630, 1158]], [[629, 1158]], [[628, 1158]], [[627, 1158]], [[626, 1159]], [[627, 1160]], [[627, 1161]], [[628, 1162]], [[629, 1163]], [[630, 1164]], [[631, 1165]], [[630, 1166]], [[629, 1167]], [[630, 1168]], [[631, 1169]], [[632, 1169]], [[633, 1170]], [[634, 1171]], [[635, 1171]], [[636, 1171]], [[637, 1171]], [[638, 1171]], [[639, 1172]], [[640, 1172]], [[641, 1171]], [[642, 1171]], [[643, 1170]], [[644, 1170]], [[645, 1170]], [[646, 1169]], [[647, 1169]], [[647, 1168]], [[648, 1167]], [[648, 1166]], [[648, 1165]], [[648, 1164]], [[648, 1163]], [[648, 1162]], [[648, 1161]], [[648, 1160]], [[647, 1159]], [[647, 1158]], [[647, 1157]], [[646, 1157]], [[645, 1156]], [[644, 1156]], [[643, 1156]], [[642, 1156]]]","[[], [[[624, 1153], [625, 1154], [625, 1155], [624, 1156], [623, 1157], [622, 1157], [621, 1157], [620, 1157], [619, 1156], [618, 1156], [617, 1157], [616, 1157], [615, 1157], [614, 1157], [614, 1158], [615, 1158], [616, 1158], [617, 1157], [618, 1157], [619, 1158], [620, 1159], [621, 1160], [621, 1161], [621, 1162], [621, 1163], [621, 1164], [621, 1165], [621, 1166], [620, 1167], [621, 1168], [621, 1169], [622, 1169], [623, 1170], [624, 1170], [625, 1170], [624, 1169], [623, 1169], [622, 1168], [622, 1167], [623, 1166], [624, 1166], [625, 1165], [626, 1164], [626, 1163], [626, 1162], [626, 1161], [625, 1160], [625, 1159], [626, 1158], [627, 1157], [628, 1157], [629, 1157], [628, 1156], [628, 1155], [627, 1155], [626, 1154], [625, 1153]]]]","[[], 3]"
3,3,"[[[260, 1148]], [[259, 1149]], [[258, 1149]], [[258, 1150]], [[257, 1151]], [[257, 1152]], [[258, 1152]], [[259, 1153]], [[259, 1154]], [[260, 1155]], [[261, 1155]], [[262, 1155]], [[263, 1156]], [[264, 1156]], [[265, 1157]], [[266, 1157]], [[267, 1158]], [[268, 1158]], [[269, 1158]], [[270, 1158]], [[271, 1159]], [[272, 1160]], [[272, 1161]], [[273, 1160]], [[274, 1161]], [[275, 1161]], [[276, 1161]], [[277, 1160]], [[278, 1159]], [[278, 1158]], [[278, 1157]], [[278, 1156]], [[278, 1155]], [[278, 1154]], [[278, 1153]], [[277, 1152]], [[277, 1151]], [[276, 1150]], [[275, 1149]], [[274, 1149]], [[273, 1149]], [[272, 1149]], [[271, 1149]], [[270, 1149]], [[269, 1150]], [[268, 1150]], [[267, 1149]], [[266, 1149]], [[265, 1149]], [[264, 1149]], [[263, 1149]], [[262, 1148]], [[261, 1148]]]","[[[[300, 1133], [300, 1134], [300, 1135], [300, 1136], [301, 1137], [301, 1138], [300, 1139], [299, 1139], [298, 1140], [297, 1139], [296, 1139], [295, 1138], [294, 1138], [293, 1138], [292, 1137], [291, 1136], [290, 1136], [290, 1137], [289, 1138], [289, 1139], [288, 1140], [288, 1141], [287, 1142], [286, 1143], [286, 1144], [285, 1145], [284, 1146], [283, 1146], [282, 1146], [281, 1145], [280, 1145], [279, 1145], [278, 1145], [277, 1146], [276, 1145], [275, 1145], [274, 1146], [273, 1146], [272, 1145], [271, 1146], [270, 1146], [269, 1146], [269, 1147], [269, 1148], [270, 1148], [271, 1148], [272, 1147], [273, 1146], [274, 1146], [275, 1146], [276, 1146], [277, 1147], [278, 1147], [279, 1148], [280, 1148], [281, 1148], [282, 1148], [283, 1148], [284, 1148], [285, 1148], [286, 1148], [287, 1149], [288, 1149], [289, 1150], [288, 1151], [287, 1152], [287, 1153], [287, 1154], [286, 1155], [285, 1155], [284, 1155], [284, 1156], [283, 1157], [283, 1158], [282, 1159], [281, 1159], [280, 1159], [279, 1159], [279, 1160], [278, 1161], [277, 1161], [276, 1162], [277, 1162], [278, 1162], [279, 1162], [280, 1162], [281, 1163], [282, 1163], [283, 1162], [284, 1162], [285, 1161], [285, 1160], [285, 1159], [286, 1158], [287, 1157], [287, 1156], [288, 1155], [289, 1155], [289, 1154], [290, 1153], [291, 1153], [292, 1152], [293, 1152], [294, 1153], [293, 1154], [294, 1155], [295, 1156], [296, 1156], [296, 1155], [295, 1154], [294, 1153], [295, 1152], [296, 1151], [295, 1150], [294, 1150], [293, 1149], [292, 1148], [291, 1147], [290, 1146], [290, 1145], [290, 1144], [290, 1143], [291, 1142], [291, 1141], [292, 1140], [293, 1140], [294, 1140], [295, 1140], [296, 1141], [297, 1141], [298, 1141], [299, 1140], [300, 1141], [301, 1141], [302, 1140], [303, 1140], [304, 1140], [305, 1140], [306, 1140], [307, 1141], [306, 1142], [305, 1143], [304, 1144], [303, 1144], [303, 1145], [304, 1145], [305, 1144], [306, 1145], [307, 1145], [308, 1145], [309, 1145], [310, 1145], [311, 1144], [312, 1143], [311, 1142], [310, 1142], [309, 1141], [310, 1140], [311, 1139], [312, 1139], [313, 1138], [314, 1137], [315, 1136], [316, 1136], [317, 1136], [317, 1135], [316, 1135], [315, 1135], [314, 1135], [313, 1135], [312, 1136], [311, 1136], [310, 1135], [309, 1134], [308, 1134], [307, 1134], [306, 1134], [305, 1133], [304, 1133], [303, 1133], [302, 1133], [301, 1133]]]]",[4]
4,4,"[[[412, 1145]], [[411, 1146]], [[410, 1146]], [[409, 1147]], [[408, 1147]], [[407, 1147]], [[406, 1147]], [[405, 1148]], [[404, 1148]], [[403, 1148]], [[402, 1148]], [[401, 1148]], [[400, 1149]], [[399, 1149]], [[398, 1150]], [[397, 1151]], [[396, 1152]], [[395, 1153]], [[394, 1154]], [[394, 1155]], [[394, 1156]], [[393, 1157]], [[392, 1158]], [[392, 1159]], [[392, 1160]], [[391, 1161]], [[391, 1162]], [[391, 1163]], [[392, 1164]], [[392, 1165]], [[392, 1166]], [[392, 1167]], [[392, 1168]], [[392, 1169]], [[392, 1170]], [[393, 1171]], [[394, 1172]], [[395, 1172]], [[396, 1172]], [[397, 1173]], [[398, 1173]], [[399, 1173]], [[399, 1172]], [[400, 1171]], [[401, 1170]], [[402, 1170]], [[403, 1169]], [[403, 1168]], [[403, 1167]], [[403, 1166]], [[404, 1165]], [[405, 1164]], [[406, 1163]], [[407, 1162]], [[407, 1161]], [[407, 1160]], [[408, 1159]], [[409, 1159]], [[410, 1158]], [[411, 1158]], [[412, 1159]], [[413, 1158]], [[414, 1157]], [[415, 1156]], [[416, 1155]], [[416, 1154]], [[416, 1153]], [[416, 1152]], [[416, 1151]], [[416, 1150]], [[416, 1149]], [[416, 1148]], [[416, 1147]], [[416, 1146]], [[415, 1145]], [[414, 1145]], [[413, 1145]]]","[[], [[[392, 1173], [391, 1174], [390, 1175], [390, 1176], [390, 1177], [391, 1178], [391, 1179], [392, 1180], [391, 1181], [391, 1182], [391, 1183], [392, 1182], [393, 1182], [394, 1182], [395, 1183], [396, 1183], [397, 1183], [398, 1183], [399, 1184], [400, 1185], [401, 1186], [401, 1187], [402, 1188], [402, 1187], [401, 1186], [400, 1185], [400, 1184], [399, 1183], [399, 1182], [398, 1182], [397, 1182], [396, 1182], [395, 1182], [394, 1182], [393, 1181], [392, 1180], [392, 1179], [392, 1178], [392, 1177], [392, 1176], [393, 1175], [394, 1175], [395, 1175], [396, 1176], [397, 1177], [398, 1177], [398, 1176], [397, 1176], [396, 1176], [395, 1175], [394, 1174], [394, 1173], [393, 1173]]], [[[419, 1163], [418, 1164], [417, 1164], [416, 1164], [415, 1165], [414, 1166], [414, 1167], [413, 1168], [412, 1168], [411, 1169], [410, 1170], [409, 1170], [408, 1170], [407, 1170], [406, 1170], [405, 1171], [404, 1170], [404, 1169], [403, 1170], [404, 1171], [403, 1172], [404, 1172], [405, 1172], [406, 1171], [407, 1171], [408, 1171], [409, 1170], [410, 1170], [411, 1170], [412, 1170], [413, 1169], [414, 1168], [415, 1168], [416, 1167], [417, 1166], [418, 1166], [418, 1165], [419, 1164], [420, 1163]]]]","[[], 5, 6]"
5,5,"[[[448, 1128]], [[447, 1129]], [[446, 1130]], [[446, 1131]], [[446, 1132]], [[445, 1133]], [[445, 1134]], [[445, 1135]], [[444, 1136]], [[444, 1137]], [[444, 1138]], [[444, 1139]], [[444, 1140]], [[443, 1141]], [[443, 1142]], [[443, 1143]], [[443, 1144]], [[443, 1145]], [[443, 1146]], [[443, 1147]], [[443, 1148]], [[443, 1149]], [[443, 1150]], [[443, 1151]], [[443, 1152]], [[444, 1153]], [[444, 1154]], [[444, 1155]], [[445, 1156]], [[445, 1157]], [[446, 1158]], [[446, 1159]], [[446, 1160]], [[446, 1161]], [[446, 1162]], [[447, 1163]], [[448, 1162]], [[449, 1162]], [[450, 1162]], [[451, 1162]], [[452, 1161]], [[453, 1161]], [[454, 1161]], [[455, 1161]], [[456, 1161]], [[457, 1162]], [[458, 1161]], [[459, 1161]], [[460, 1160]], [[460, 1159]], [[461, 1158]], [[462, 1157]], [[462, 1156]], [[462, 1155]], [[463, 1154]], [[463, 1153]], [[463, 1152]], [[463, 1151]], [[463, 1150]], [[463, 1149]], [[463, 1148]], [[463, 1147]], [[463, 1146]], [[463, 1145]], [[462, 1144]], [[461, 1143]], [[461, 1142]], [[461, 1141]], [[460, 1140]], [[460, 1139]], [[460, 1138]], [[460, 1137]], [[460, 1136]], [[459, 1135]], [[458, 1134]], [[457, 1134]], [[456, 1133]], [[455, 1133]], [[454, 1132]], [[453, 1131]], [[452, 1130]], [[451, 1130]], [[450, 1129]], [[449, 1128]]]",[[]],[]
6,6,"[[[312, 1123]], [[311, 1124]], [[310, 1124]], [[309, 1124]], [[308, 1124]], [[307, 1124]], [[306, 1124]], [[305, 1125]], [[304, 1125]], [[303, 1125]], [[302, 1126]], [[302, 1127]], [[303, 1128]], [[303, 1129]], [[303, 1130]], [[303, 1131]], [[304, 1131]], [[305, 1132]], [[306, 1133]], [[307, 1133]], [[308, 1133]], [[309, 1133]], [[310, 1133]], [[311, 1133]], [[312, 1133]], [[313, 1133]], [[314, 1133]], [[315, 1133]], [[316, 1132]], [[317, 1131]], [[317, 1130]], [[317, 1129]], [[317, 1128]], [[317, 1127]], [[317, 1126]], [[316, 1125]], [[315, 1125]], [[314, 1124]], [[313, 1124]]]","[[], [[[300, 1133], [300, 1134], [300, 1135], [300, 1136], [301, 1137], [301, 1138], [300, 1139], [299, 1139], [298, 1140], [297, 1139], [296, 1139], [295, 1138], [294, 1138], [293, 1138], [292, 1137], [291, 1136], [290, 1136], [290, 1137], [289, 1138], [289, 1139], [288, 1140], [288, 1141], [287, 1142], [286, 1143], [286, 1144], [285, 1145], [284, 1146], [283, 1146], [282, 1146], [281, 1145], [280, 1145], [279, 1145], [278, 1145], [277, 1146], [276, 1145], [275, 1145], [274, 1146], [273, 1146], [272, 1145], [271, 1146], [270, 1146], [269, 1146], [269, 1147], [269, 1148], [270, 1148], [271, 1148], [272, 1147], [273, 1146], [274, 1146], [275, 1146], [276, 1146], [277, 1147], [278, 1147], [279, 1148], [280, 1148], [281, 1148], [282, 1148], [283, 1148], [284, 1148], [285, 1148], [286, 1148], [287, 1149], [288, 1149], [289, 1150], [288, 1151], [287, 1152], [287, 1153], [287, 1154], [286, 1155], [285, 1155], [284, 1155], [284, 1156], [283, 1157], [283, 1158], [282, 1159], [281, 1159], [280, 1159], [279, 1159], [279, 1160], [278, 1161], [277, 1161], [276, 1162], [277, 1162], [278, 1162], [279, 1162], [280, 1162], [281, 1163], [282, 1163], [283, 1162], [284, 1162], [285, 1161], [285, 1160], [285, 1159], [286, 1158], [287, 1157], [287, 1156], [288, 1155], [289, 1155], [289, 1154], [290, 1153], [291, 1153], [292, 1152], [293, 1152], [294, 1153], [293, 1154], [294, 1155], [295, 1156], [296, 1156], [296, 1155], [295, 1154], [294, 1153], [295, 1152], [296, 1151], [295, 1150], [294, 1150], [293, 1149], [292, 1148], [291, 1147], [290, 1146], [290, 1145], [290, 1144], [290, 1143], [291, 1142], [291, 1141], [292, 1140], [293, 1140], [294, 1140], [295, 1140], [296, 1141], [297, 1141], [298, 1141], [299, 1140], [300, 1141], [301, 1141], [302, 1140], [303, 1140], [304, 1140], [305, 1140], [306, 1140], [307, 1141], [306, 1142], [305, 1143], [304, 1144], [303, 1144], [303, 1145], [304, 1145], [305, 1144], [306, 1145], [307, 1145], [308, 1145], [309, 1145], [310, 1145], [311, 1144], [312, 1143], [311, 1142], [310, 1142], [309, 1141], [310, 1140], [311, 1139], [312, 1139], [313, 1138], [314, 1137], [315, 1136], [316, 1136], [317, 1136], [317, 1135], [316, 1135], [315, 1135], [314, 1135], [313, 1135], [312, 1136], [311, 1136], [310, 1135], [309, 1134], [308, 1134], [307, 1134], [306, 1134], [305, 1133], [304, 1133], [303, 1133], [302, 1133], [301, 1133]]]]","[[], 4]"
7,7,"[[[484, 1121]], [[484, 1122]], [[484, 1123]], [[484, 1124]], [[484, 1125]], [[483, 1126]], [[482, 1127]], [[481, 1127]], [[480, 1127]], [[479, 1127]], [[478, 1128]], [[477, 1128]], [[476, 1128]], [[475, 1128]], [[474, 1127]], [[475, 1126]], [[474, 1126]], [[473, 1125]], [[472, 1126]], [[472, 1127]], [[471, 1128]], [[470, 1129]], [[469, 1130]], [[468, 1131]], [[467, 1131]], [[466, 1132]], [[465, 1132]], [[465, 1133]], [[464, 1134]], [[464, 1135]], [[464, 1136]], [[464, 1137]], [[465, 1138]], [[466, 1139]], [[466, 1140]], [[467, 1141]], [[467, 1142]], [[468, 1143]], [[468, 1144]], [[469, 1145]], [[470, 1146]], [[470, 1147]], [[471, 1148]], [[471, 1149]], [[472, 1150]], [[473, 1151]], [[474, 1151]], [[475, 1152]], [[475, 1153]], [[476, 1153]], [[477, 1154]], [[478, 1154]], [[479, 1153]], [[480, 1154]], [[480, 1155]], [[480, 1156]], [[481, 1157]], [[482, 1157]], [[483, 1158]], [[484, 1159]], [[485, 1159]], [[486, 1159]], [[487, 1159]], [[488, 1159]], [[489, 1159]], [[490, 1159]], [[491, 1159]], [[491, 1158]], [[492, 1157]], [[493, 1157]], [[494, 1156]], [[495, 1155]], [[496, 1155]], [[497, 1155]], [[498, 1154]], [[498, 1153]], [[498, 1152]], [[498, 1151]], [[499, 1150]], [[500, 1149]], [[500, 1148]], [[500, 1147]], [[499, 1147]], [[498, 1146]], [[498, 1145]], [[497, 1144]], [[496, 1143]], [[495, 1143]], [[494, 1142]], [[494, 1141]], [[493, 1140]], [[492, 1139]], [[492, 1138]], [[491, 1137]], [[491, 1136]], [[490, 1135]], [[489, 1134]], [[488, 1134]], [[487, 1133]], [[487, 1132]], [[486, 1131]], [[486, 1130]], [[485, 1129]], [[485, 1128]], [[486, 1127]], [[487, 1127]], [[488, 1126]], [[487, 1125]], [[487, 1124]], [[486, 1124]], [[485, 1123]], [[485, 1122]]]","[[], [[[489, 1127], [488, 1128], [488, 1129], [488, 1130], [488, 1131], [488, 1132], [489, 1132], [490, 1132], [491, 1132], [492, 1133], [493, 1134], [492, 1135], [492, 1136], [493, 1137], [493, 1138], [494, 1139], [495, 1139], [496, 1140], [497, 1139], [498, 1138], [499, 1139], [500, 1140], [500, 1141], [500, 1142], [500, 1143], [499, 1144], [499, 1145], [500, 1145], [501, 1144], [502, 1145], [503, 1146], [502, 1147], [501, 1148], [501, 1149], [500, 1150], [499, 1151], [499, 1152], [499, 1153], [500, 1153], [501, 1153], [502, 1153], [503, 1153], [503, 1152], [503, 1151], [503, 1150], [503, 1149], [504, 1148], [505, 1148], [506, 1148], [507, 1147], [507, 1146], [507, 1145], [506, 1144], [505, 1143], [505, 1142], [505, 1141], [504, 1141], [503, 1141], [502, 1141], [501, 1141], [500, 1140], [500, 1139], [499, 1138], [498, 1137], [497, 1137], [496, 1137], [495, 1137], [494, 1137], [493, 1136], [493, 1135], [494, 1134], [495, 1133], [496, 1133], [497, 1133], [498, 1133], [499, 1132], [500, 1132], [501, 1133], [502, 1133], [502, 1132], [502, 1131], [501, 1131], [500, 1131], [499, 1131], [498, 1130], [498, 1129], [498, 1128], [498, 1129], [497, 1130], [497, 1131], [497, 1132], [496, 1133], [495, 1133], [494, 1133], [493, 1133], [492, 1132], [492, 1131], [492, 1130], [491, 1129], [490, 1128]]]]","[[], 8]"
8,8,"[[[806, 1114]], [[805, 1115]], [[804, 1115]], [[803, 1115]], [[802, 1115]], [[801, 1116]], [[800, 1116]], [[799, 1117]], [[798, 1118]], [[798, 1119]], [[798, 1120]], [[797, 1121]], [[797, 1122]], [[797, 1123]], [[796, 1124]], [[796, 1125]], [[796, 1126]], [[795, 1127]], [[795, 1128]], [[795, 1129]], [[794, 1130]], [[794, 1131]], [[794, 1132]], [[795, 1133]], [[795, 1134]], [[795, 1135]], [[795, 1136]], [[796, 1137]], [[796, 1138]], [[796, 1139]], [[797, 1140]], [[798, 1141]], [[798, 1142]], [[799, 1143]], [[800, 1144]], [[800, 1145]], [[801, 1145]], [[802, 1145]], [[803, 1146]], [[804, 1146]], [[805, 1147]], [[806, 1147]], [[807, 1147]], [[808, 1147]], [[809, 1146]], [[810, 1146]], [[811, 1145]], [[812, 1145]], [[813, 1145]], [[814, 1144]], [[815, 1143]], [[816, 1143]], [[817, 1142]], [[818, 1142]], [[819, 1141]], [[820, 1140]], [[820, 1139]], [[820, 1138]], [[821, 1137]], [[821, 1136]], [[821, 1135]], [[821, 1134]], [[821, 1133]], [[821, 1132]], [[821, 1131]], [[822, 1130]], [[821, 1129]], [[821, 1128]], [[821, 1127]], [[821, 1126]], [[820, 1125]], [[820, 1124]], [[819, 1123]], [[819, 1122]], [[818, 1121]], [[818, 1120]], [[818, 1119]], [[819, 1118]], [[819, 1117]], [[819, 1116]], [[819, 1115]], [[818, 1114]], [[817, 1115]], [[817, 1116]], [[817, 1117]], [[817, 1118]], [[817, 1119]], [[816, 1120]], [[815, 1120]], [[814, 1120]], [[813, 1120]], [[812, 1120]], [[811, 1120]], [[810, 1119]], [[810, 1118]], [[809, 1117]], [[808, 1116]], [[807, 1115]]]",[[]],[]
9,9,"[[[614, 1109]], [[613, 1110]], [[613, 1111]], [[612, 1112]], [[611, 1112]], [[610, 1113]], [[610, 1114]], [[610, 1115]], [[609, 1116]], [[608, 1117]], [[607, 1117]], [[606, 1116]], [[605, 1116]], [[604, 1117]], [[603, 1117]], [[602, 1117]], [[601, 1117]], [[600, 1118]], [[599, 1119]], [[598, 1120]], [[597, 1121]], [[596, 1122]], [[596, 1123]], [[595, 1124]], [[595, 1125]], [[594, 1126]], [[594, 1127]], [[595, 1128]], [[595, 1129]], [[595, 1130]], [[596, 1131]], [[596, 1132]], [[597, 1133]], [[598, 1134]], [[599, 1135]], [[600, 1136]], [[600, 1137]], [[601, 1138]], [[602, 1138]], [[603, 1139]], [[604, 1140]], [[605, 1141]], [[606, 1141]], [[607, 1142]], [[608, 1143]], [[609, 1143]], [[610, 1143]], [[611, 1144]], [[612, 1145]], [[613, 1145]], [[614, 1144]], [[615, 1144]], [[616, 1143]], [[617, 1143]], [[617, 1142]], [[618, 1141]], [[618, 1140]], [[618, 1139]], [[618, 1138]], [[618, 1137]], [[617, 1136]], [[617, 1135]], [[617, 1134]], [[617, 1133]], [[617, 1132]], [[616, 1131]], [[615, 1130]], [[615, 1129]], [[615, 1128]], [[615, 1127]], [[614, 1127]], [[613, 1126]], [[613, 1125]], [[614, 1124]], [[614, 1123]], [[614, 1122]], [[614, 1121]], [[615, 1120]], [[616, 1119]], [[616, 1118]], [[616, 1117]], [[616, 1116]], [[616, 1115]], [[617, 1114]], [[617, 1113]], [[618, 1112]], [[619, 1111]], [[619, 1110]], [[618, 1109]], [[617, 1109]], [[616, 1109]], [[615, 1109]]]",[[]],[]
